Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;TOTARSOL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;Otro_Respel_01;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;Otro_Respel_02;V13a;V13c;V13d;V13e;V13f;Otro_Respel_03;V14a;V14c;V14d;V14e;V14f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297822990;2013;3500;2000;0;2500;4000;2000;0;14000;3900;0;0;0;3900;0;0;240;50;0;50;140;0;0;250;0;0;250;0;0;0;420;0;0;420;0;0;0;180;0;0;180;0;0;0;80;40;0;0;40;0;0;10;0;0;0;10;0;0;400;0;0;0;400;0;0;6130;90;0;900;5140;0;0;1042;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
450886;2013;0;0;0;0;240;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;95;0;0;1060;0;0;0;1060;0;0;850;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297823265;2013;90;0;0;0;50;0;0;140;0;0;0;0;0;0;0;178;0;0;178;0;0;0;216;0;0;216;0;0;0;150;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;150;0;0;884;0;0;544;340;0;0;220;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297823601;2013;80;0;0;0;320;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1460;0;0;0;1460;0;0;2085;0;0;0;2085;0;0;438;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297821402;2013;0;0;0;0;200;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;960;0;0;0;960;0;0;1344;0;0;0;1344;0;0;366;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297823258;2013;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576;0;0;0;576;0;0;960;0;0;0;960;0;0;189;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297819921;2013;0;0;0;0;200;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;661;0;0;0;661;0;0;1101;0;0;0;1101;0;0;299;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
408533;2013;900;0;7600;0;1162;200;0;9862;5912;0;0;5912;0;0;0;82;0;0;82;0;0;0;83;0;0;83;0;0;0;88;0;0;88;0;0;0;63;0;0;63;0;0;0;23;0;0;23;0;0;0;0;0;0;0;0;0;0;460;0;0;0;460;0;0;6941;0;0;6251;690;0;0;2107;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
450869;2013;0;0;0;0;1225;0;0;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3039;0;0;0;3039;0;0;5065;0;0;0;5065;0;0;555;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297823316;2013;0;0;0;0;200;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;856;0;0;0;856;0;0;1427;0;0;0;1427;0;0;265;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826835;2013;0;0;0;0;2160;0;0;2160;7718;0;0;0;7718;0;0;442;0;0;442;0;0;0;355;0;0;355;0;0;0;350;0;0;350;0;0;0;198;0;0;198;0;0;0;50;0;0;50;0;0;0;0;0;0;0;0;0;0;3790;0;0;0;3790;0;0;14527;0;0;1395;13132;0;0;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
165923;2013;60;0;0;800;208;0;0;1068;0;0;0;0;0;0;0;315;0;0;315;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;0;0;0;717;0;0;1381;0;0;315;1066;0;0;945;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826497;2013;0;0;0;0;96;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4060;0;0;0;4060;0;0;5800;0;0;0;5800;0;0;910;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297820374;2013;100;0;0;0;200;0;0;300;25;0;0;0;25;0;0;8;6;0;0;2;0;0;10;6;0;0;4;0;0;3;0;0;0;3;0;0;2;0;0;0;2;0;0;5;3;0;0;2;0;0;4;0;0;0;4;0;0;204;0;0;0;204;0;0;397;15;0;0;382;0;0;404;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297819999;2013;0;0;0;0;540;0;0;540;941;0;0;0;941;0;0;421;0;0;0;421;0;0;112;0;0;0;112;0;0;71;0;0;0;71;0;0;52;0;0;0;52;0;0;263;0;0;0;263;0;0;0;0;0;0;0;0;0;110;0;0;0;110;0;0;2163;0;0;0;2163;0;0;815;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297823669;2013;14;0;0;0;205;0;0;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;160;0;0;647;0;0;0;647;0;0;334;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297834076;2013;0;0;0;0;25;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1095;0;0;0;1095;0;0;1460;0;0;0;1460;0;0;365;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
299303245;2013;0;0;0;0;1350;0;0;1350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;0;0;0;494;0;0;823;0;0;0;823;0;0;1;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
441267;2013;0;0;0;0;802;0;0;802;8500;0;0;0;8500;0;0;2000;300;0;1700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;600;0;0;11800;300;0;1700;9800;0;0;4886;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
441565;2013;0;0;0;0;130;0;0;130;550;250;0;100;200;0;0;250;60;0;100;90;0;0;15;0;0;15;0;0;0;18;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;37;0;0;895;310;0;233;352;0;0;2227;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
441566;2013;0;0;0;0;301;0;0;301;100;0;0;0;100;0;0;205;100;0;0;105;0;0;150;0;0;0;150;0;0;180;0;0;0;180;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;0;0;850;100;0;0;750;0;0;1351;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
441567;2013;0;0;0;0;130;0;0;130;140;0;0;0;140;0;0;450;150;100;0;200;0;0;256;0;0;0;256;0;0;70;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;350;0;0;1296;150;100;70;976;0;0;4520;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
441568;2013;0;0;0;0;215;0;0;215;516;0;0;0;516;0;0;310;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456;250;0;0;206;0;0;1312;250;0;0;1062;0;0;1780;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
441569;2013;0;0;0;0;416;0;0;416;150;0;0;0;150;0;0;330;80;0;100;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;30;0;0;1488;80;0;100;1308;0;0;873;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
441570;2013;0;0;0;0;562;0;0;562;700;0;0;0;700;0;0;420;270;100;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;900;0;0;0;900;0;0;2420;270;100;0;2050;0;0;3084;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
450863;2013;360;0;0;0;240;0;0;600;3350;0;0;0;3350;0;0;200;200;0;0;0;0;0;300;0;0;300;0;0;0;300;0;0;300;0;0;0;200;0;0;200;0;0;0;150;150;0;0;0;0;0;200;0;0;0;200;0;0;200;0;0;0;200;0;0;5650;350;0;800;4500;0;0;1800;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297823534;2013;0;0;0;0;200;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;500;0;0;0;250;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;250;0;0;1400;0;0;750;650;0;0;128;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
299303246;2013;0;0;0;0;300;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;450;0;0;1050;0;0;0;1050;0;0;380;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297824086;2013;0;0;0;0;780;0;0;780;0;0;0;0;0;0;0;36;0;0;36;0;0;0;24;0;0;24;0;0;0;60;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2498;0;0;0;2498;0;0;4283;0;0;120;4163;0;0;1594;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
447079;2013;0;0;0;0;1500;0;0;1500;8576;0;0;0;8576;0;0;2647;0;0;2647;0;0;0;182;0;0;0;182;0;0;1710;0;0;1000;710;0;0;0;0;0;0;0;0;0;120;0;0;120;0;0;0;0;0;0;0;0;0;0;800;0;0;0;800;0;0;15860;0;0;3767;12093;0;0;3378;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826870;2013;0;640;0;240;15638;200;61;16779;52200;0;0;50000;2200;0;0;10050;0;0;9150;150;750;150;1700;700;0;1000;0;0;0;2000;0;0;2000;0;0;0;0;0;0;0;0;0;0;800;0;0;800;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;70351;700;0;62950;5951;750;150;91850;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826640;2013;0;0;0;0;926;0;0;926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8250;0;0;0;8250;0;0;8265;0;0;0;8265;0;0;1006;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826980;2013;0;0;0;0;5158;0;0;5158;10800;0;0;10800;0;0;0;7200;0;0;7200;0;0;0;320;0;0;320;0;0;0;5280;0;0;5280;0;0;0;0;0;0;0;0;0;0;6200;0;0;6200;0;0;0;0;0;0;0;0;0;0;6000;0;0;6000;0;0;0;40600;0;0;35800;4800;0;0;2163;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
299304555;2013;0;0;0;0;300;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3620;0;0;0;3620;0;0;3650;0;0;0;3650;0;0;1705;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826975;2013;0;0;0;0;1326;829;0;2155;0;0;0;0;0;0;0;377;0;0;377;0;0;0;519;0;0;519;0;0;0;209;0;0;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23350;0;0;0;23350;0;0;31965;0;0;1105;30860;0;0;2528;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297839506;2013;350;0;0;1000;2375;0;0;3725;4150;0;0;0;4150;0;0;235;0;0;0;235;0;0;120;0;0;0;120;0;0;95;0;0;0;95;0;0;150;0;0;0;150;0;0;350;0;0;350;0;0;0;60;0;0;0;60;0;0;1000;0;0;0;1000;0;0;7360;0;0;350;7010;0;0;4890;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
9807441;2013;0;0;0;0;650;0;0;650;2310;0;0;0;2310;0;0;520;0;0;0;520;0;0;500;0;0;0;500;0;0;420;0;0;0;420;0;0;120;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1230;0;0;0;1230;0;0;5920;0;0;0;5920;0;0;579;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
9807448;2013;0;1000;0;0;2900;0;0;3900;10800;0;0;0;10800;0;0;520;0;0;0;520;0;0;450;0;0;0;450;0;0;600;0;0;0;600;0;0;280;0;0;0;280;0;0;250;0;0;0;250;0;0;0;0;0;0;0;0;0;660;0;0;0;660;0;0;14000;0;0;0;14000;0;0;4900;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
