Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;TOTARSOL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;Otro_Respel_01;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;Otro_Respel_02;V13a;V13c;V13d;V13e;V13f;Otro_Respel_03;V14a;V14c;V14d;V14e;V14f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
371773;2013;200;500;0;0;1100;0;0;1800;190;0;0;0;190;0;0;160;0;120;0;40;0;0;50;0;30;0;20;0;0;140;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;60;0;0;640;0;150;140;350;0;0;1586;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
442290;2013;0;0;0;0;200;0;0;200;240;0;0;240;0;0;0;30;0;0;0;30;0;0;30;0;0;0;30;0;0;20;0;0;0;20;0;0;20;0;0;0;20;0;0;50;50;0;0;0;0;0;20;0;0;0;20;0;0;10;0;0;0;10;0;0;438;50;0;240;148;0;0;800;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;22;San Andrés;99;5
125800;2013;720;180;500;5000;300;0;0;6700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56400;0;0;0;56400;0;0;56401;0;0;0;56401;0;0;16920; ; ; ; ;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826960;2013;2000;0;0;300;500;0;0;2800;5200;0;0;5200;0;0;0;30;0;0;30;0;0;0;104;0;0;0;0;104;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;1092;0;0;6904;10;0;5230;1560;104;21;2513;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297821378;2013;0;0;0;0;210;0;0;210;4424;1985;985;0;1454;0;0;280;100;0;0;180;0;0;220;0;0;0;220;0;0;32;0;0;0;32;0;0;160;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;0;0;0;269;0;0;5974;2085;985;0;2904;0;0;4680;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;18;Villavicencio;99;5
444265;2013;2000;0;0;0;900;0;0;2900;4784;0;0;4784;0;0;0;956;945;0;0;11;0;0;95;0;0;0;95;0;0;9;0;0;0;9;0;0;19;0;0;0;0;19;25;1;0;0;0;1;0;0;2;2;0;0;0;0;0;5875;0;0;0;5875;0;0;11777;947;0;4784;6027;19;25;576;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bucaramanga;10;Cúcuta;99;5
297730497;2013;226;0;0;0;932;0;0;1158;1200;0;0;1200;0;0;0;600;0;0;600;0;0;0;820;0;0;820;0;0;0;90;0;0;90;0;0;0;32;0;0;32;0;0;0;10;0;0;10;0;0;0;10;0;0;0;10;0;0;142;0;0;0;142;0;0;3774;0;0;2752;1022;0;0;4800;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Manizales;7;Pereira;99;5
297822798;2013;3000;200;3000;200;5000;10000;1000;22400;360;0;0;0;360;0;0;200;0;0;200;0;0;0;150;0;0;150;0;0;0;100;0;0;100;0;0;0;100;0;0;100;0;0;0;100;0;0;100;0;0;0;500;0;0;500;0;0;0;200;0;0;0;200;0;0;1910;0;0;1150;760;0;0;576;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297826670;2013;3000;0;0;0;9000;0;5000;17000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7300;0;0;0;7300;0;0;8800;0;0;0;8800;0;0;6900;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826831;2013;0;0;0;0;450;0;0;450;530;0;0;0;530;0;0;945;0;0;945;0;0;0;200;0;0;200;0;0;0;1000;0;0;1000;0;0;0;120;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;400;0;0;3595;0;0;2265;1330;0;0;14562;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826723;2013;1000;0;0;0;2000;1000;1000;5000;3307;0;0;0;3307;0;0;6916;0;0;0;0;6916;700;498;0;0;0;0;498;200;6326;0;0;0;0;6326;700;100;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;13;0;0;17243;0;0;0;3403;13840;1700;17512;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441900;2013;0;0;0;1325;2458;0;0;3783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;3000;0;0;3325;0;0;0;3325;0;0;15458; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;75;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;75;75;0;0;0;4256;Barranquilla;9;Cartagena;99;5
297826718;2013;0;0;0;0;7841;0;0;7841;242028;0;0;242028;0;0;0;14317;0;0;14317;0;0;0;2653;0;0;2653;0;0;0;12983;0;0;12983;0;0;0;85;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32681;0;0;0;32681;0;0;334953;0;0;272066;62887;0;0;22980;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826953;2013;0;0;0;1400;4600;0;0;6000;0;0;0;0;0;0;0;60;0;0;0;60;0;0;50;0;0;0;50;0;0;40;0;0;0;40;0;0;45;0;0;0;45;0;0;20;0;0;0;20;0;0;0;0;0;0;0;0;0;70;0;0;0;70;0;0;305;0;0;0;305;0;0;14600;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826792;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024;0;0;0;0;2024;359;560;0;0;0;0;560;184;3858;0;0;0;0;3858;146;27;0;0;0;0;27;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;111;0;0;6593;0;0;0;124;6469;715;119654;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826898;2013;370;0;0;480;3661;0;0;4511;5200;0;0;5200;0;0;0;18500;0;0;2000;15710;790;111;550;0;0;150;360;40;47;2300;0;0;94;300;1906;57;2800;0;0;500;2194;106;40;0;0;0;0;0;0;0;3600;0;0;3600;0;0;0;60;0;0;0;60;0;0;35110;0;0;11544;20724;2842;255;50774; ;X; ; ; ;60;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60;60;0;0;0;0;Barranquilla;1;Barranquilla;99;5
296886290;2013;0;0;0;0;2815;0;0;2815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50000;0;0;0;50000;0;0;55000;0;0;0;55000;0;0;14251;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;9;Cartagena;99;5
9816110;2013;1060;1060;400;0;5000;0;0;7520;500;0;0;500;0;0;0;500;0;250;0;0;250;420;700;0;350;0;0;350;140;1500;0;1000;0;0;500;60;200;0;100;0;0;100;231;200;0;0;100;0;100;60;0;0;0;0;0;0;0;500;0;0;0;500;0;0;5100;0;1700;600;1500;1300;911;1176;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
9815988;2013;100;0;0;0;1100;0;0;1200;13500;0;0;0;13500;0;0;12000;0;0;0;12000;0;0;1098;0;0;0;1098;0;0;1098;0;0;0;1098;0;0;450;0;0;0;450;0;0;560;0;0;0;560;0;0;910;0;0;0;910;0;0;770;0;0;0;770;0;0;31085;0;0;0;31085;0;0;4500;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826722;2013;0;0;0;300;500;0;0;800;372;0;0;0;372;0;0;461;0;0;0;461;0;0;264;0;0;0;264;0;0;36;0;0;0;36;0;0;77;0;0;0;77;0;0;922;922;0;0;0;0;0;15;0;0;0;15;0;0;200;0;0;0;200;0;0;2599;922;0;0;1677;0;0;7828;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297827969;2013;302;0;0;0;642;0;0;944;2000;0;0;0;2000;0;0;574;0;0;0;574;0;0;94;0;0;0;94;0;0;79;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;785;0;0;0;785;0;0;3741;0;0;0;3741;0;0;1097;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297819041;2013;0;0;0;300;5200;0;0;5500;14400;0;0;0;14400;0;0;1280;0;0;1275;5;0;0;726;0;0;726;0;0;0;652;0;0;652;0;0;0;66;0;0;66;0;0;0;500;0;0;500;0;0;0;0;0;0;0;0;0;0;24015;0;0;0;24015;0;0;41639;0;0;3219;38420;0;0;1890; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;10;0;0;0;0;Barranquilla;1;Barranquilla;99;5
452218;2013;46;379;0;0;6958;0;0;7383;52448;0;0;52448;0;0;0;15791;0;0;15791;0;0;0;40480;0;0;40480;0;0;0;16500;0;0;16500;0;0;0;4800;0;0;4800;0;0;0;3500;0;0;3500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;433641;0;0;133519;300122;0;0;29464;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441772;2013;0;0;0;0;0;0;0;0;32;0;0;0;32;0;0;25;0;0;0;25;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;81;0;0;163;0;0;0;163;0;0;4790;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441802;2013;0;0;0;0;0;0;0;0;800;0;0;0;800;0;0;15;0;0;0;15;0;0;12;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22000;0;0;0;22000;0;0;22847;0;0;0;22847;0;0;8974;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441854;2013;1000;3000;15000;0;2200;0;0;21200;83496;0;0;0;83496;0;0;35784;0;0;0;35784;0;0;16699;0;0;0;16699;0;0;4771;0;0;0;4771;0;0;2386;0;0;0;2386;0;0;11928;0;0;0;11928;0;0;19085;0;0;0;19085;0;0;28627;0;0;0;28627;0;0;238560;0;0;0;238560;0;0;19464;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826799;2013;0;0;0;400;1950;0;0;2350;5245;0;0;5245;0;0;0;506;0;0;506;0;0;0;379;0;0;379;0;0;0;732;0;0;732;0;0;0;2;0;0;2;0;0;0;36;0;0;36;0;0;0;10;0;0;10;0;0;0;810;0;0;0;810;0;0;10030;0;0;6910;3120;0;0;5612;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297718659;2013;0;0;0;0;840;0;0;840;5212;0;0;0;5212;0;0;500;0;0;200;300;0;0;85;0;0;0;85;0;0;385;0;0;0;385;0;0;57;0;0;0;57;0;0;20;0;0;20;0;0;0;0;0;0;0;0;0;0;3900;0;0;0;3900;0;0;11831;0;0;220;11611;0;0;4948;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826796;2013;0;0;0;0;2000;0;0;2000;1520;0;0;0;1520;0;0;1520;0;0;1520;0;0;0;750;0;0;750;0;0;0;880;0;0;880;0;0;0;0;0;0;0;0;0;0;1420;0;0;0;1420;0;0;0;0;0;0;0;0;0;1500;0;0;0;1500;0;0;8260;0;0;3150;5110;0;0;4718; ; ; ;X; ;5475;475;75;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5475;475;75;5;0;500;Bogotá;2;Bogotá;99;5
297827958;2013;96;0;0;0;2100;0;0;2196;15320;0;0;0;0;15320;11881;1310;0;0;0;0;1310;6032;97;0;0;97;0;0;0;510;0;0;510;0;0;0;170;0;0;0;0;170;3906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;25298;0;0;607;7891;16800;21819;1088;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297827000;2013;0;0;0;0;1956;0;0;1956;3961;0;0;0;3961;0;0;3054;0;0;0;3054;0;0;415;0;0;0;415;0;0;1550;0;0;0;1550;0;0;74;0;0;0;74;0;0;2850;0;0;2850;0;0;0;0;0;0;0;0;0;0;15800;0;0;0;15800;0;0;29204;0;0;2850;26354;0;0;9720;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
414681;2013;0;0;0;0;1441;0;1;1442;30210;0;0;30210;0;0;0;1110;0;0;0;0;1110;55;381;0;0;0;0;381;168;205;0;0;205;0;0;0;1315;0;0;1315;0;0;0;1080;0;0;1080;0;0;0;0;0;0;0;0;0;0;10422;0;0;0;10422;0;0;51671;0;0;32810;17370;1491;223;7243;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
382101;2013;0;0;0;0;817;0;0;817;3143;0;0;3143;0;0;0;34;0;0;0;34;0;0;18;0;0;0;18;0;0;16;0;0;0;16;0;0;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;3230;0;0;3143;87;0;0;500;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Cali;15;Popayán;99;5
297826978;2013;0;0;0;100;1088;0;0;1188;48960;0;0;0;48960;0;0;410;0;0;410;0;0;0;53;0;0;53;0;0;0;312;0;0;312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;5000;0;0;0;950;0;0;0;950;0;0;65185;0;0;5775;59410;0;0;17135;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826677;2013;0;0;0;0;2859;0;0;2859;5600;0;0;0;5600;0;0;1700;0;1700;0;0;0;0;300;0;300;0;0;0;0;640;0;0;0;640;0;0;2010;0;0;0;2010;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;17300;30;1650;0;15620;0;0;27600;60;3650;0;23890;0;0;5520; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;15;95;0;0;0;95;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;30;0;0;0;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;190;0;0;0;190;1430;Bogotá;2;Bogotá;99;5
297826828;2013;800;1600;1000;500;5400;2700;3000;15000;8950;0;0;0;8950;0;0;7100;0;900;0;6200;0;0;12000;0;0;0;6000;6000;414;5800;0;2800;0;3000;0;0;2300;300;2000;0;0;0;0;1970;50;960;960;0;0;0;6200;200;0;0;6000;0;0;3500;0;0;0;3500;0;0;54340;550;6660;960;40170;6000;414;27432; ; ; ;X; ;12;0;0;0;12;8;8;0;0;0;7;7;0;0;0;50;50;0;0;0;19;19;0;0;0;0;0;0;0;0;80;80;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;183;164;0;0;19;1932;Bogotá;2;Bogotá;99;5
297826830;2013;0;0;0;0;3980;0;0;3980;3780;0;0;2950;830;0;0;2780;0;0;2780;0;0;0;695;0;0;0;0;695;63;930;0;0;0;0;930;93;123;0;0;0;0;123;12;50;0;0;50;0;0;0;20;0;0;0;20;0;0;100;0;0;0;100;0;0;11434;0;0;5780;3906;1748;168;4526;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
