Nro_Orden_Establecimiento;Periodo;C3RHE1;C3RHE2;C3RHE5;PROGAHORR;TOTALARH;C3RHC1PTU;C3RHC4RCASUP;C3RHC5RCASUB;C3RHC6PMS;MULTABAS;C3RHC7TOGT;C3RHA1cAC;C3RHA1dAC;VOCONSBL;VACONSBLQ;C3RHA5cCT;C3RHA5dCT;VOLBOTLL;VRBOTLL;C3RHA6cALL;C3RHA7cTVU1;C3RHA7dTVPCA;C3RHA2aSUP;C3RHA2bSUP;FECHADESDESUP;FECHAHASTASUP;C3RHA2cSUP;C3RHA3aSUB;C3RHA3bSUB;FECHADESDESUB;FECHAHASTASUB;C3RHA3cSUB;C3RHA4aAM;C3RHA4bAM;FECHADESDEMAR;FECHAHASTAMAR;C3RHA4cAM;C3RHA7aTVC;C3RHA7bTPC;C3RHA7cTVU2;C3RHA7cTVU;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826723;2013;0;2800;1800;1800;6400;71;0;0;0;0;71;26918;69988;0;0;0;0;0;0;0;26918;69988;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;26918;1;Barranquilla;1;Barranquilla;99;5
441900;2013;15856;21745;7458;2549;47608;0;0;0;0;0;0;0;0;0;0;5760;21746;0;0;2325;8085;21746;0;0; ; ;0;0;0; ; ;0;5760;21746;02/01/2012;02/01/2015;5760;5760;21746;5760;13845;1;Barranquilla;9;Cartagena;99;5
297826718;2013;0;0;0;0;0;45;0;0;0;0;45;32464;82153;0;0;0;0;0;0;0;32464;82153;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;32464;1;Barranquilla;1;Barranquilla;99;5
297826953;2013;0;0;0;0;0;112;0;0;0;0;112;1085;2159;0;0;0;0;0;0;0;1085;2159;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1085;1;Barranquilla;1;Barranquilla;99;5
297826792;2013;0;0;0;0;0;212;0;1523;0;0;1735;4541;14572;0;0;0;0;0;0;0;4541;14572;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4541;1;Barranquilla;1;Barranquilla;99;5
297826898;2013;0;0;0;0;0;128;0;0;0;0;128;75647;191350;0;0;0;0;0;0;0;75647;191350;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;75647;1;Barranquilla;1;Barranquilla;99;5
296886290;2013;0;0;3319;0;3319;76;0;0;0;0;76;12246;27510;0;0;0;0;0;0;0;12246;27510;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;12246;1;Barranquilla;9;Cartagena;99;5
9816110;2013;0;0;0;0;0;0;0;900;0;0;900;1951;4320;0;0;0;0;0;0;0;1951;4320;0;0; ; ;0;3600;900;02/06/2012;30/06/2013;1801;0;0; ; ;0;3600;900;1801;3752;1;Barranquilla;1;Barranquilla;99;5
9815988;2013;0;0;0;0;0;56;0;0;0;0;56;3293;8660;0;0;0;0;0;0;0;3293;8660;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3293;1;Barranquilla;1;Barranquilla;99;5
297826722;2013;3300;1650;5500;0;10450;168;0;0;0;0;168;6587;16723;0;0;0;0;0;0;0;6587;16723;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;6587;1;Barranquilla;1;Barranquilla;99;5
297827969;2013;0;0;0;0;0;2;0;0;0;0;2;1512;3835;0;0;0;0;0;0;0;1512;3835;0;0; ; ;0;1200;1321;05/10/2012;05/10/2013;770;0;0; ; ;0;1200;1321;770;2282;1;Barranquilla;1;Barranquilla;99;5
297819041;2013;0;0;1500;1200;2700;23;0;0;0;0;23;14774;37665;7;5800;0;0;0;0;0;14781;43465;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;14781;1;Barranquilla;1;Barranquilla;99;5
452218;2013;0;0;0;0;0;30;0;0;0;0;30;17798;45185;0;0;0;0;0;0;0;17798;45185;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;17798;1;Barranquilla;1;Barranquilla;99;5
441772;2013;0;0;0;0;0;6;0;0;0;0;6;8626;23223;0;0;0;0;0;0;0;8626;23223;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;8626;1;Barranquilla;1;Barranquilla;99;5
441802;2013;0;0;0;0;0;498;0;0;0;0;498;4318;11143;0;0;0;0;0;0;0;4318;11143;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4318;1;Barranquilla;1;Barranquilla;99;5
441854;2013;0;0;0;0;0;8;0;35;0;0;43;3020;8646;0;0;0;0;0;0;0;3020;8646;0;0; ; ;0;21600;2141;11/09/2012;11/09/2014;11766;0;0; ; ;0;21600;2141;11766;14786;1;Barranquilla;1;Barranquilla;99;5
297826799;2013;0;0;0;500;500;18;0;0;0;0;18;2810;6808;0;0;0;0;0;0;0;2810;6808;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2810;2;Bogotá;2;Bogotá;99;5
297718659;2013;0;0;0;0;0;17;0;0;0;0;17;2988;7243;0;0;0;0;0;0;0;2988;7243;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2988;2;Bogotá;2;Bogotá;99;5
297826796;2013;0;0;0;0;0;17;0;0;0;0;17;3842;9309;0;0;0;0;0;0;0;3842;9309;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3842;2;Bogotá;2;Bogotá;99;5
297827958;2013;0;0;6600;0;6600;49;0;0;0;0;49;11000;26400;0;0;0;0;6;1840;0;11006;28240;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;11006;2;Bogotá;2;Bogotá;99;5
297827000;2013;0;0;0;0;0;33;0;0;0;0;33;5402;13235;0;0;0;0;0;0;0;5402;13235;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;5402;2;Bogotá;2;Bogotá;99;5
414681;2013;0;0;0;0;0;40;0;0;0;0;40;7788;19555;0;0;0;0;0;0;528;8316;19555;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;8316;2;Bogotá;2;Bogotá;99;5
382101;2013;0;0;0;0;0;20;0;0;0;0;20;7313;7906;0;0;0;0;0;0;0;7313;7906;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7313;4;Cali;15;Popayán;99;5
297826978;2013;0;47931;6994;0;54925;146;0;0;0;0;146;31816;78108;0;0;0;0;0;0;0;31816;78108;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;31816;2;Bogotá;2;Bogotá;99;5
297826677;2013;0;0;0;0;0;28;0;0;0;0;28;5624;13626;0;0;0;0;0;0;0;5624;13626;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;5624;2;Bogotá;2;Bogotá;99;5
297826828;2013;0;9531;2100;1800;13431;64;0;0;0;0;64;9340;22630;0;0;0;0;0;0;0;9340;22630;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;9340;2;Bogotá;2;Bogotá;99;5
297826830;2013;0;0;0;0;0;33;0;0;0;0;33;6092;14761;0;0;0;0;0;0;0;6092;14761;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;6092;2;Bogotá;2;Bogotá;99;5
452491;2013;0;0;0;0;0;26;0;0;0;0;26;4280;9615;0;0;0;0;0;0;0;4280;9615;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4280;1;Barranquilla;9;Cartagena;99;5
9807355;2013;0;0;0;0;0;161;0;0;0;0;161;32000;84800;0;0;0;0;33;68000;0;32033;152800;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;32033;2;Bogotá;2;Bogotá;99;5
297826832;2013;0;0;0;0;0;27;0;0;0;0;27;5513;13358;0;0;0;0;0;0;0;5513;13358;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;5513;2;Bogotá;2;Bogotá;99;5
297826833;2013;0;405;0;0;405;239;0;0;0;0;239;52370;128306;0;0;0;0;0;0;0;52370;128306;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;52370;2;Bogotá;2;Bogotá;99;5
297826834;2013;0;1833;1536;1915;5284;128;0;0;0;0;128;25862;62689;0;0;0;0;0;0;0;25862;62689;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;25862;2;Bogotá;2;Bogotá;99;5
452129;2013;0;0;0;0;0;180;0;0;0;0;180;7039;7747;0;0;0;0;0;0;0;7039;7747;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7039;2;Bogotá;2;Bogotá;99;5
9807356;2013;0;0;0;0;0;16;0;0;0;0;16;3848;9658;0;0;0;0;0;0;0;3848;9658;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3848;2;Bogotá;2;Bogotá;99;5
9807357;2013;0;0;0;0;0;28;0;0;0;0;28;5607;13456;0;0;0;0;0;0;0;5607;13456;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;5607;2;Bogotá;2;Bogotá;99;5
297826941;2013;0;0;0;0;0;17;0;0;0;0;17;3686;9030;0;0;0;0;0;0;0;3686;9030;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3686;2;Bogotá;2;Bogotá;99;5
297826946;2013;0;0;0;2000;2000;67;0;0;0;0;67;17920;43008;0;0;0;0;0;0;0;17920;43008;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;17920;2;Bogotá;2;Bogotá;99;5
297826982;2013;0;0;0;0;0;118;0;0;0;0;118;24495;61238;0;0;0;0;0;0;0;24495;61238;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;24495;2;Bogotá;2;Bogotá;99;5
296886228;2013;0;0;0;0;0;150;0;0;0;0;150;24187;54339;0;0;0;0;11;4050;0;24198;58389;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;24198;1;Barranquilla;9;Cartagena;99;5
297826663;2013;0;5801;0;0;5801;23;0;0;0;0;23;4721;11283;0;0;0;0;0;0;0;4721;11283;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4721;2;Bogotá;2;Bogotá;99;5
297826985;2013;0;0;250;0;250;37;0;0;0;0;37;7401;17940;0;0;40;190;0;0;0;7441;18130;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7441;2;Bogotá;2;Bogotá;99;5
297826986;2013;0;1800;0;0;1800;64;0;0;0;0;64;11760;28459;0;0;0;0;0;0;0;11760;28459;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;11760;2;Bogotá;2;Bogotá;99;5
297838044;2013;0;500;2500;1500;4500;0;0;0;0;0;0;8640;12969;0;0;0;0;0;0;0;8640;12969;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;8640;2;Bogotá;17;Tunja;99;5
409910;2013;0;0;0;0;0;0;8163;0;0;0;8163;0;0;0;0;0;0;33;77;0;33;77;8613;8162;14/02/2010;13/02/2020;8321;0;0; ; ;0;0;0; ; ;0;8613;8162;8321;8354;5;Manizales;11;Ibagué;99;5
450883;2013;0;0;0;0;0;39;0;0;0;0;39;8232;20333;0;0;0;0;0;0;0;8232;20333;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;8232;2;Bogotá;2;Bogotá;99;5
297839484;2013;0;2580;5675;0;8255;76;0;0;0;0;76;13429;32833;0;0;0;0;0;0;0;13429;32833;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;13429;2;Bogotá;2;Bogotá;99;5
299303284;2013;0;0;2000;2580;4580;188;0;0;0;0;188;39170;99202;0;0;0;0;156;54834;0;39326;154036;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;39326;2;Bogotá;2;Bogotá;99;5
337133;2013;0;2512;0;0;2512;31;0;0;0;0;31;6275;15342;0;0;0;0;0;0;0;6275;15342;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;6275;2;Bogotá;2;Bogotá;99;5
75000;2013;0;0;1051;0;1051;5;0;0;0;0;5;759;1882;0;0;99;380;1;343;0;859;2605;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;859;1;Barranquilla;16;Santa Marta;99;5
75007;2013;0;0;0;0;0;9;0;0;0;0;9;2435;5820;0;0;0;0;0;0;0;2435;5820;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2435;2;Bogotá;2;Bogotá;99;5
410376;2013;0;0;1353;0;1353;1;0;0;0;0;1;1444;3504;0;0;33;140;9;3093;0;1486;6737;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1486;1;Barranquilla;16;Santa Marta;99;5
296886229;2013;0;0;0;0;0;11;0;0;0;0;11;9301;21023;0;0;0;0;75;5539;0;9376;26562;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;9376;1;Barranquilla;16;Santa Marta;99;5
296914023;2013;0;1179;0;250;1429;0;0;0;0;0;0;0;0;0;0;998;1440;4;1372;0;1002;2812;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1002;1;Barranquilla;16;Santa Marta;99;5
297718272;2013;0;0;0;0;0;73;0;0;0;0;73;14705;35189;0;0;0;0;0;0;0;14705;35189;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;14705;2;Bogotá;2;Bogotá;99;5
297826922;2013;0;0;3100;150;3250;19;0;0;0;0;19;3869;9374;0;0;0;0;0;0;0;3869;9374;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3869;2;Bogotá;2;Bogotá;99;5
451251;2013;0;0;0;0;0;11;0;0;0;0;11;1700;3819;0;0;0;0;0;0;0;1700;3819;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1700;1;Barranquilla;9;Cartagena;99;5
451446;2013;0;0;0;0;0;3;0;0;0;0;3;7431;13560;0;0;0;0;0;0;0;7431;13560;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7431;1;Barranquilla;16;Santa Marta;99;5
455513;2013;0;0;427000;0;427000;476;0;0;0;0;476;95784;232179;0;0;0;0;0;0;0;95784;232179;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;95784;2;Bogotá;2;Bogotá;99;5
9807403;2013;0;0;420000;0;420000;625;0;0;0;0;625;45136;304726;0;0;0;0;0;0;0;45136;304726;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;45136;2;Bogotá;2;Bogotá;99;5
297730683;2013;0;0;2593;0;2593;37;0;0;0;0;37;21564;30050;0;0;0;0;0;0;0;21564;30050;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;21564;4;Cali;4;Cali;99;5
296886232;2013;0;0;0;0;0;0;0;0;0;0;0;85624;155260;0;0;0;0;0;0;0;85624;155260;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;85624;2;Bogotá;2;Bogotá;99;5
296886233;2013;0;729;8279;0;9008;340;0;0;0;0;340;0;0;0;0;0;0;30;10610;0;30;10610;441504;304;01/01/2012;01/11/2014;441504;50866;300;17/09/2011;01/11/2014;35686;0;0; ; ;0;492370;604;477190;477220;2;Bogotá;2;Bogotá;99;5
296886234;2013;0;0;0;0;0;1200;0;0;0;0;1200;98429;176106;0;0;0;0;0;0;0;98429;176106;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;98429;2;Bogotá;2;Bogotá;99;5
296886235;2013;0;150;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94509;0;14/10/2012;14/10/2015;94509;33428;0;12/12/2009;12/12/2015;33428;0;0; ; ;0;127937;0;127937;127937;2;Bogotá;2;Bogotá;99;5
296886236;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59281;0;14/09/2012;14/09/2015;59281;34509;0;14/01/2012;14/09/2015;34509;0;0; ; ;0;93790;0;93790;93790;2;Bogotá;2;Bogotá;99;5
3834328;2013;0;2900;240;0;3140;37;0;0;0;0;37;7816;18946;0;0;0;0;6;1517;0;7822;20463;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7822;2;Bogotá;2;Bogotá;99;5
297826903;2013;0;2775;0;0;2775;55;0;0;0;0;55;11021;26715;0;0;1000;12400;0;0;0;12021;39115;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;12021;2;Bogotá;2;Bogotá;99;5
451463;2013;0;0;0;0;0;20;0;0;0;0;20;3750;9086;0;0;0;0;0;0;0;3750;9086;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3750;2;Bogotá;2;Bogotá;99;5
451466;2013;0;0;0;0;0;32;0;0;0;0;32;3750;9000;0;0;0;0;0;0;0;3750;9000;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3750;2;Bogotá;2;Bogotá;99;5
297826734;2013;0;900;12100;20000;33000;191;0;0;0;0;191;35459;85101;0;0;0;0;0;0;0;35459;85101;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;35459;2;Bogotá;2;Bogotá;99;5
297826735;2013;0;0;0;0;0;334;0;0;0;0;334;66930;167325;0;0;0;0;115;36267;0;67045;203592;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;67045;2;Bogotá;2;Bogotá;99;5
452253;2013;0;0;58273;0;58273;1265;0;0;0;0;1265;185925;332086;0;0;0;0;70;19186;0;185995;351272;448663;1116;28/01/2002;27/01/2012;6601;0;0; ; ;0;0;0; ; ;0;448663;1116;6601;192596;2;Bogotá;2;Bogotá;99;5
296886239;2013;0;0;0;40000;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159036;131;23/05/2011;22/05/2016;132327;20498;0;06/07/2010;05/07/2020;0;0;0; ; ;0;179534;131;132327;132327;5;Manizales;11;Ibagué;99;5
452256;2013;0;0;0;0;0;12;0;0;0;0;12;16340;23022;0;0;0;0;0;0;0;16340;23022;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;16340;5;Manizales;11;Ibagué;99;5
297826882;2013;0;6000;0;0;6000;40;0;0;0;0;40;2450;5941;0;0;0;0;0;0;0;2450;5941;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2450;2;Bogotá;2;Bogotá;99;5
297826889;2013;0;0;0;0;0;55;0;0;0;0;55;11979;29276;0;0;0;0;0;0;0;11979;29276;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;11979;2;Bogotá;2;Bogotá;99;5
297826988;2013;0;1000;0;200;1200;12;0;0;0;0;12;2428;5884;0;0;0;0;0;0;0;2428;5884;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2428;2;Bogotá;2;Bogotá;99;5
457978;2013;0;0;0;0;0;3;0;0;0;0;3;708;1716;0;0;0;0;0;0;0;708;1716;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;708;2;Bogotá;2;Bogotá;99;5
457979;2013;0;0;0;0;0;0;0;0;0;0;0;312;196;0;0;0;0;0;0;0;312;196;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;312;2;Bogotá;2;Bogotá;99;5
297718280;2013;0;0;0;0;0;3;0;0;0;0;3;710;1739;0;0;0;0;0;0;0;710;1739;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;710;2;Bogotá;2;Bogotá;99;5
451402;2013;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;836;0;01/12/2012;31/12/2016;836;0;0; ; ;0;836;0;836;836;2;Bogotá;2;Bogotá;99;5
297826991;2013;0;0;0;0;0;17;0;0;0;0;17;2824;6964;0;0;0;0;0;0;0;2824;6964;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2824;2;Bogotá;2;Bogotá;99;5
9807346;2013;0;0;0;0;0;15;0;0;0;0;15;2994;7155;0;0;0;0;0;0;0;2994;7155;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2994;2;Bogotá;2;Bogotá;99;5
9807408;2013;0;0;0;0;0;165;0;0;0;0;165;31630;78916;0;0;0;0;0;0;0;31630;78916;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;31630;2;Bogotá;2;Bogotá;99;5
297826672;2013;0;0;0;0;0;21;0;0;0;0;21;4715;11429;0;0;0;0;0;0;0;4715;11429;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4715;2;Bogotá;2;Bogotá;99;5
297838058;2013;0;0;0;0;0;18;0;0;0;0;18;3738;9158;0;0;0;0;0;0;0;3738;9158;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3738;2;Bogotá;2;Bogotá;99;5
297827017;2013;0;0;0;4000;4000;11;0;0;0;0;11;2190;5306;0;0;0;0;0;0;0;2190;5306;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2190;2;Bogotá;2;Bogotá;99;5
297826791;2013;0;0;0;3000;3000;19;0;0;0;0;19;1980;4841;0;0;0;0;0;0;0;1980;4841;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1980;2;Bogotá;2;Bogotá;99;5
297826945;2013;0;0;0;500;500;21;0;0;0;0;21;4415;10702;0;0;0;0;0;0;0;4415;10702;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4415;2;Bogotá;2;Bogotá;99;5
297838050;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;260;0;0;0; ; ;0;120;0;31/12/2012;31/12/2013;120;0;0; ; ;0;120;0;120;380;2;Bogotá;91;Leticia;99;5
299303287;2013;0;0;0;0;0;18;0;0;0;0;18;3560;8625;0;0;0;0;0;0;0;3560;8625;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3560;2;Bogotá;2;Bogotá;99;5
9815066;2013;0;0;0;0;0;17;0;0;0;0;17;3546;8591;0;0;0;0;0;0;0;3546;8591;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3546;2;Bogotá;2;Bogotá;99;5
297823688;2013;0;0;0;2000;2000;2;0;0;0;0;2;573;1389;0;0;0;0;0;0;0;573;1389;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;573;2;Bogotá;2;Bogotá;99;5
297821685;2013;0;0;0;0;0;2;0;0;0;0;2;420;1049;0;0;0;0;0;0;0;420;1049;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;420;2;Bogotá;2;Bogotá;99;5
450816;2013;0;0;140;0;140;24;0;0;0;0;24;4558;11180;0;0;0;0;0;0;0;4558;11180;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4558;2;Bogotá;2;Bogotá;99;5
74977;2013;0;0;0;0;0;8;0;0;0;0;8;1960;4905;0;0;0;0;0;0;0;1960;4905;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1960;2;Bogotá;2;Bogotá;99;5
407032;2013;0;0;839;0;839;17;0;0;0;0;17;3385;8540;0;0;0;0;0;0;0;3385;8540;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3385;2;Bogotá;2;Bogotá;99;5
297824160;2013;0;0;0;0;0;10;0;0;0;0;10;2636;6390;0;0;0;0;0;0;0;2636;6390;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2636;2;Bogotá;2;Bogotá;99;5
297834339;2013;500;300;600;200;1600;0;0;0;0;0;0;150;363;0;0;0;0;0;0;0;150;363;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;150;2;Bogotá;2;Bogotá;99;5
297822959;2013;0;0;180;0;180;1;0;0;0;0;1;272;659;0;0;0;0;0;0;0;272;659;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;272;2;Bogotá;2;Bogotá;99;5
297822527;2013;0;0;0;0;0;7;0;0;0;0;7;1546;3748;0;0;0;0;0;0;0;1546;3748;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1546;2;Bogotá;2;Bogotá;99;5
