Nro_Orden_Establecimiento;Periodo;NUMHAB;NUMCAMA;IHPN;IHPT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826888;2013;9;42;1328;601;3;Bucaramanga;3;Bucaramanga;99;5
297826958;2013;49;87;9874;9874;3;Bucaramanga;3;Bucaramanga;99;5
452268;2013;77;303;37590;21654;3;Bucaramanga;3;Bucaramanga;99;5
452269;2013;8;35;2162;985;3;Bucaramanga;3;Bucaramanga;99;5
297826916;2013;37;67;13300;7695;3;Bucaramanga;3;Bucaramanga;99;5
455214;2013;31;80;4792;3301;3;Bucaramanga;3;Bucaramanga;99;5
297826915;2013;40;107;6177;6177;3;Bucaramanga;3;Bucaramanga;99;5
297826605;2013;40;89;10739;5370;3;Bucaramanga;3;Bucaramanga;99;5
420510;2013;55;60;8341;8200;3;Bucaramanga;3;Bucaramanga;99;5
297823964;2013;84;242;14082;11410;3;Bucaramanga;3;Bucaramanga;99;5
297822876;2013;60;155;9965;9291;3;Bucaramanga;3;Bucaramanga;99;5
297824118;2013;98;122;8887;6720;3;Bucaramanga;3;Bucaramanga;99;5
297827338;2013;42;86;6360;4960;3;Bucaramanga;3;Bucaramanga;99;5
452141;2013;59;214;13314;10250;3;Bucaramanga;3;Bucaramanga;99;5
444253;2013;73;275;21892;11988;3;Bucaramanga;3;Bucaramanga;99;5
452143;2013;26;74;5983;5983;3;Bucaramanga;3;Bucaramanga;99;5
297820053;2013;31;45;9738;7209;3;Bucaramanga;3;Bucaramanga;99;5
299304551;2013;140;540;1135;1135;3;Bucaramanga;3;Bucaramanga;99;5
297838190;2013;72;198;20896;19106;4;Cali;4;Cali;99;5
455239;2013;83;93;13597;8374;4;Cali;4;Cali;99;5
297826717;2013;145;294;53205;36028;4;Cali;4;Cali;99;5
297826765;2013;47;72;8291;3964;4;Cali;4;Cali;99;5
297826766;2013;60;90;14858;8016;4;Cali;4;Cali;99;5
297821302;2013;59;84;20560;5106;4;Cali;4;Cali;99;5
297826771;2013;73;121;43683;23611;4;Cali;4;Cali;99;5
297821622;2013;106;163;31075;19628;4;Cali;4;Cali;99;5
452422;2013;32;57;8589;7682;5;Manizales;5;Manizales;99;5
452426;2013;108;148;39156;39156;5;Manizales;11;Ibagué;99;5
9807415;2013;98;183;27753;13885;2;Bogotá;2;Bogotá;99;5
296886245;2013;167;192;58641;54809;6;Medellín;6;Medellín;99;5
296886246;2013;106;174;37303;11945;2;Bogotá;2;Bogotá;99;5
296886247;2013;92;183;27747;12064;2;Bogotá;2;Bogotá;99;5
296886248;2013;65;131;19220;16467;5;Manizales;5;Manizales;99;5
296886249;2013;46;60;11192;11192;5;Manizales;5;Manizales;99;5
296886250;2013;128;315;54732;27764;1;Barranquilla;16;Santa Marta;99;5
297718282;2013;190;656;128317;85724;1;Barranquilla;9;Cartagena;99;5
297730369;2013;200;260;63972;28996;2;Bogotá;2;Bogotá;99;5
297730371;2013;109;314;14646;6657;2;Bogotá;2;Bogotá;99;5
297730372;2013;32;41;8969;3475;2;Bogotá;2;Bogotá;99;5
297730373;2013;207;207;74368;67538;1;Barranquilla;1;Barranquilla;99;5
297730375;2013;134;178;52672;44052;6;Medellín;6;Medellín;99;5
297730377;2013;105;182;38073;12691;2;Bogotá;17;Tunja;99;5
297730504;2013;50;150;43253;24924;6;Medellín;6;Medellín;99;5
297730506;2013;42;324;10106;10106;5;Manizales;11;Ibagué;99;5
297730507;2013;126;198;28264;9834;2;Bogotá;2;Bogotá;99;5
297838052;2013;273;382;72857;37477;4;Cali;4;Cali;99;5
296914052;2013;186;402;61683;53803;4;Cali;4;Cali;99;5
297826920;2013;67;165;11535;9181;4;Cali;4;Cali;99;5
446013;2013;26;109;7815;7456;4;Cali;4;Cali;99;5
452409;2013;42;175;15305;14680;4;Cali;4;Cali;99;5
297826959;2013;69;121;13509;13279;4;Cali;4;Cali;99;5
306981;2013;75;101;13787;12606;4;Cali;4;Cali;99;5
297730524;2013;76;130;31492;15746;4;Cali;14;Pasto;99;5
297826949;2013;47;75;15300;4300;4;Cali;4;Cali;99;5
297826764;2013;79;200;20123;4200;4;Cali;4;Cali;99;5
297826736;2013;188;307;30492;26111;4;Cali;4;Cali;99;5
297826872;2013;50;1550;10649;10230;4;Cali;4;Cali;99;5
297826769;2013;65;100;19500;16928;4;Cali;4;Cali;99;5
297826768;2013;45;80;4905;4890;4;Cali;4;Cali;99;5
297827862;2013;226;452;73577;29091;4;Cali;4;Cali;99;5
444764;2013;38;90;14060;8982;4;Cali;4;Cali;99;5
455224;2013;181;227;38256;25068;4;Cali;4;Cali;99;5
297820355;2013;19;38;3370;3370;4;Cali;4;Cali;99;5
299304554;2013;28;62;530;520;4;Cali;4;Cali;99;5
297822435;2013;72;250;16754;7654;4;Cali;4;Cali;99;5
299303283;2013;78;151;17164;14698;5;Manizales;5;Manizales;99;5
375000;2013;100;165;14905;8490;5;Manizales;5;Manizales;99;5
455637;2013;70;470;95555;30465;5;Manizales;5;Manizales;99;5
7070958;2013;29;289;45100;16041;5;Manizales;5;Manizales;99;5
297826773;2013;57;120;8089;7176;5;Manizales;5;Manizales;99;5
444122;2013;68;130;16218;15894;5;Manizales;5;Manizales;99;5
452099;2013;30;101;2804;2584;5;Manizales;8;Armenia;99;5
9800577;2013;24;29;2368;2368;5;Manizales;5;Manizales;99;5
452101;2013;48;144;3937;1033;6;Medellín;6;Medellín;99;5
297826671;2013;51;146;12533;10444;6;Medellín;6;Medellín;99;5
297718664;2013;28;32;5178;2313;6;Medellín;6;Medellín;99;5
297826675;2013;71;142;32229;23021;6;Medellín;6;Medellín;99;5
297826976;2013;98;116;41140;34865;6;Medellín;6;Medellín;99;5
297718666;2013;55;68;15629;11282;6;Medellín;6;Medellín;99;5
452177;2013;38;85;10680;8010;6;Medellín;6;Medellín;99;5
297826851;2013;181;391;81901;79772;6;Medellín;6;Medellín;99;5
297718265;2013;84;315;33744;26110;6;Medellín;6;Medellín;99;5
296886274;2013;55;110;10463;10258;6;Medellín;6;Medellín;99;5
296886224;2013;46;113;14808;11106;6;Medellín;6;Medellín;99;5
299303330;2013;76;183;20602;19221;6;Medellín;6;Medellín;99;5
297826800;2013;98;259;34127;34055;6;Medellín;6;Medellín;99;5
297718269;2013;123;210;75600;51847;6;Medellín;6;Medellín;99;5
299303276;2013;294;376;84601;62073;6;Medellín;6;Medellín;99;5
446746;2013;55;129;11701;6381;6;Medellín;6;Medellín;99;5
296886259;2013;25;89;7183;6454;6;Medellín;6;Medellín;99;5
296886263;2013;25;89;7183;6454;6;Medellín;6;Medellín;99;5
296886264;2013;48;196;30402;17884;6;Medellín;6;Medellín;99;5
375263;2013;216;497;48106;30826;6;Medellín;6;Medellín;99;5
297730508;2013;148;211;50020;50016;6;Medellín;6;Medellín;99;5
375941;2013;64;138;7881;7254;6;Medellín;6;Medellín;99;5
457974;2013;108;288;38480;38359;6;Medellín;6;Medellín;99;5
9787477;2013;84;180;14587;7282;6;Medellín;6;Medellín;99;5
297826674;2013;37;120;16295;5758;6;Medellín;6;Medellín;99;5
297730522;2013;48;171;21718;11803;6;Medellín;6;Medellín;99;5
377233;2013;35;79;5520;3456;5;Manizales;8;Armenia;99;5
378275;2013;28;65;2318;875;6;Medellín;20;Quibdó;99;5
296886268;2013;63;170;3078;1019;6;Medellín;6;Medellín;99;5
451504;2013;8;36;786;435;6;Medellín;6;Medellín;99;5
297826643;2013;144;334;97125;64264;6;Medellín;6;Medellín;99;5
452356;2013;134;148;32118;27118;6;Medellín;6;Medellín;99;5
297718296;2013;78;141;16539;10871;6;Medellín;6;Medellín;99;5
297826775;2013;30;51;5295;5176;6;Medellín;6;Medellín;99;5
297839795;2013;118;266;8620;5254;6;Medellín;6;Medellín;99;5
297819166;2013;40;122;3017;943;1;Barranquilla;22;San Andrés;99;5
451499;2013;8;16;3093;2690;6;Medellín;6;Medellín;99;5
452297;2013;32;246;12284;10682;6;Medellín;6;Medellín;99;5
452330;2013;96;220;51988;33906;6;Medellín;6;Medellín;99;5
297718304;2013;75;115;18405;10796;6;Medellín;6;Medellín;99;5
297823386;2013;54;108;23991;18144;6;Medellín;6;Medellín;99;5
297823000;2013;78;132;17997;12435;6;Medellín;6;Medellín;99;5
297823579;2013;30;80;3130;2090;6;Medellín;6;Medellín;99;5
297823739;2013;115;165;33149;22405;6;Medellín;6;Medellín;99;5
452170;2013;14;42;1700;1010;6;Medellín;6;Medellín;99;5
452474;2013;28;110;7759;5173;6;Medellín;6;Medellín;99;5
297823404;2013;27;81;7371;3033;6;Medellín;6;Medellín;99;5
297718335;2013;37;122;5206;3738;6;Medellín;6;Medellín;99;5
411323;2013;25;38;1833;1624;6;Medellín;6;Medellín;99;5
443827;2013;98;155;29600;14800;6;Medellín;6;Medellín;99;5
2506951;2013;96;125;7300;3285;6;Medellín;6;Medellín;99;5
