Nro_Orden_Establecimiento;Periodo;NUMHAB;NUMCAMA;IHPN;IHPT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
445470;2013;23;77;7285;2914;6;Medellín;6;Medellín;99;5
297823428;2013;150;342;11816;9775;6;Medellín;6;Medellín;99;5
297823893;2013;56;87;6444;5628;6;Medellín;6;Medellín;99;5
444270;2013;55;103;3068;2556;6;Medellín;6;Medellín;99;5
297839768;2013;212;446;96046;87080;6;Medellín;6;Medellín;99;5
299303370;2013;46;56;2453;1635;6;Medellín;6;Medellín;99;5
10400085;2013;79;125;45175;34750;6;Medellín;6;Medellín;99;5
451490;2013;75;192;15169;15169;5;Manizales;7;Pereira;99;5
297839503;2013;22;104;6197;1953;5;Manizales;7;Pereira;99;5
452201;2013;43;94;17755;17755;5;Manizales;7;Pereira;99;5
297826921;2013;202;283;42372;42372;5;Manizales;7;Pereira;99;5
297730463;2013;50;76;13443;9860;5;Manizales;7;Pereira;99;5
297826808;2013;78;190;10852;8199;5;Manizales;7;Pereira;99;5
444234;2013;53;80;3027;1727;5;Manizales;7;Pereira;99;5
297822881;2013;26;60;6562;6542;5;Manizales;7;Pereira;99;5
442868;2013;28;62;4178;2071;4;Cali;14;Pasto;99;5
452303;2013;63;255;31314;18460;5;Manizales;7;Pereira;99;5
455706;2013;129;242;15547;11840;5;Manizales;8;Armenia;99;5
297826721;2013;112;250;22926;22926;5;Manizales;8;Armenia;99;5
297826981;2013;149;495;111518;37472;5;Manizales;8;Armenia;99;5
455775;2013;48;189;15009;7127;5;Manizales;8;Armenia;99;5
298581;2013;49;200;13465;10792;5;Manizales;8;Armenia;99;5
297826797;2013;123;244;59224;46711;1;Barranquilla;9;Cartagena;99;5
297827001;2013;313;626;116145;46458;1;Barranquilla;9;Cartagena;99;5
9815993;2013;231;696;197246;197246;1;Barranquilla;16;Santa Marta;99;5
9815995;2013;128;342;106789;26697;1;Barranquilla;22;San Andrés;99;5
296914001;2013;366;1098;368561;294849;1;Barranquilla;9;Cartagena;99;5
296914050;2013;233;516;165071;41268;1;Barranquilla;22;San Andrés;99;5
297826809;2013;341;705;168522;130435;1;Barranquilla;9;Cartagena;99;5
297826810;2013;203;409;90457;90457;1;Barranquilla;9;Cartagena;99;5
299303286;2013;48;96;18960;12558;1;Barranquilla;9;Cartagena;99;5
297826876;2013;280;580;139273;122435;1;Barranquilla;9;Cartagena;99;5
297826879;2013;530;1060;221896;76124;1;Barranquilla;9;Cartagena;99;5
296886257;2013;320;643;94472;44698;1;Barranquilla;9;Cartagena;99;5
297827968;2013;363;1072;132495;114367;1;Barranquilla;9;Cartagena;99;5
296886212;2013;17;52;5889;3256;1;Barranquilla;9;Cartagena;99;5
297826719;2013;20;80;3122;1249;1;Barranquilla;9;Cartagena;99;5
297718273;2013;37;74;4453;1660;1;Barranquilla;9;Cartagena;99;5
297826971;2013;30;60;10222;6600;1;Barranquilla;9;Cartagena;99;5
297826877;2013;64;166;18841;10823;1;Barranquilla;9;Cartagena;99;5
441879;2013;28;78;27382;10142;1;Barranquilla;9;Cartagena;99;5
312167;2013;10;24;6790;3395;1;Barranquilla;9;Cartagena;99;5
9816010;2013;73;92;14376;13135;1;Barranquilla;9;Cartagena;99;5
374311;2013;70;192;8640;5400;1;Barranquilla;9;Cartagena;99;5
297718327;2013;140;228;82035;46348;1;Barranquilla;9;Cartagena;99;5
297820391;2013;118;236;73446;48964;1;Barranquilla;9;Cartagena;99;5
297818576;2013;250;500;149128;99419;1;Barranquilla;9;Cartagena;99;5
299303292;2013;9;18;2774;2524;1;Barranquilla;9;Cartagena;99;5
299303278;2013;14;28;5402;2187;1;Barranquilla;9;Cartagena;99;5
452424;2013;113;282;72051;61065;1;Barranquilla;9;Cartagena;99;5
441848;2013;45;98;28690;18391;1;Barranquilla;9;Cartagena;99;5
394535;2013;51;102;7308;5024;1;Barranquilla;9;Cartagena;99;5
409328;2013;7;8;859;384;1;Barranquilla;9;Cartagena;99;5
441881;2013;23;52;7133;5464;1;Barranquilla;9;Cartagena;99;5
297822760;2013;7;16;4700;2350;1;Barranquilla;9;Cartagena;99;5
9798639;2013;72;175;26656;19429;1;Barranquilla;9;Cartagena;99;5
406282;2013;32;77;15896;9935;1;Barranquilla;9;Cartagena;99;5
441855;2013;55;174;50263;18153;1;Barranquilla;9;Cartagena;99;5
299304552;2013;250;500;4901;3130;1;Barranquilla;9;Cartagena;99;5
297826740;2013;116;146;10220;9321;3;Bucaramanga;10;Cúcuta;99;5
297826883;2013;102;156;26742;25969;3;Bucaramanga;10;Cúcuta;99;5
297826884;2013;126;173;33008;32322;3;Bucaramanga;10;Cúcuta;99;5
297826885;2013;74;148;29837;16057;3;Bucaramanga;10;Cúcuta;99;5
297826901;2013;128;256;33610;12744;3;Bucaramanga;10;Cúcuta;99;5
297826747;2013;50;67;11210;5482;3;Bucaramanga;10;Cúcuta;99;5
452108;2013;153;227;57589;55605;5;Manizales;11;Ibagué;99;5
297826829;2013;21;120;5211;3647;5;Manizales;11;Ibagué;99;5
297818881;2013;66;90;12720;10432;5;Manizales;11;Ibagué;99;5
296914042;2013;166;600;62470;32182;2;Bogotá;2;Bogotá;99;5
297826886;2013;123;246;6923;5605;5;Manizales;11;Ibagué;99;5
452553;2013;72;216;23324;20292;5;Manizales;11;Ibagué;99;5
297826772;2013;78;198;18320;14220;5;Manizales;11;Ibagué;99;5
297826673;2013;61;109;10455;10454;5;Manizales;11;Ibagué;99;5
297718320;2013;46;108;6542;4147;2;Bogotá;2;Bogotá;99;5
299303282;2013;38;90;11844;8427;5;Manizales;11;Ibagué;99;5
297826947;2013;131;247;15189;15000;5;Manizales;11;Ibagué;99;5
2959356;2013;353;2606;496059;198554;5;Manizales;11;Ibagué;99;5
296914033;2013;155;605;64787;28165;5;Manizales;11;Ibagué;99;5
297839488;2013;76;167;45747;19666;5;Manizales;11;Ibagué;99;5
297822615;2013;34;134;9819;9819;5;Manizales;11;Ibagué;99;5
297826644;2013;20;40;4515;3852;6;Medellín;12;Monteria;99;5
297826972;2013;87;125;17062;10461;2;Bogotá;13;Neiva;99;5
377622;2013;73;104;11942;9971;2;Bogotá;13;Neiva;99;5
297826505;2013;49;133;3236;3148;2;Bogotá;13;Neiva;99;5
297826918;2013;30;76;7047;6479;2;Bogotá;13;Neiva;99;5
297826954;2013;22;39;3324;3053;2;Bogotá;13;Neiva;99;5
458176;2013;28;103;7657;6890;2;Bogotá;13;Neiva;99;5
444031;2013;5;12;2170;1970;2;Bogotá;13;Neiva;99;5
299303377;2013;99;138;5920;4664;2;Bogotá;13;Neiva;99;5
377732;2013;22;60;3483;2920;4;Cali;14;Pasto;99;5
297839490;2013;56;119;6422;3843;4;Cali;14;Pasto;99;5
299303258;2013;25;32;11547;8144;4;Cali;14;Pasto;99;5
297826853;2013;53;81;11513;10977;4;Cali;14;Pasto;99;5
296886267;2013;54;108;8987;7602;4;Cali;14;Pasto;99;5
297838027;2013;34;38;5911;5272;4;Cali;14;Pasto;99;5
297820038;2013;26;26;8400;8150;4;Cali;14;Pasto;99;5
297823966;2013;82;103;12350;6829;4;Cali;14;Pasto;99;5
443904;2013;30;32;7470;5229;4;Cali;14;Pasto;99;5
452007;2013;20;25;4860;3942;4;Cali;14;Pasto;99;5
297822291;2013;26;32;6180;5984;4;Cali;14;Pasto;99;5
299303277;2013;10;12;1900;1359;4;Cali;14;Pasto;99;5
190072;2013;22;34;6059;3689;4;Cali;14;Pasto;99;5
299304532;2013;20;23;1558;1539;4;Cali;14;Pasto;99;5
297819287;2013;25;27;3810;1850;4;Cali;14;Pasto;99;5
297820340;2013;8;10;854;560;4;Cali;14;Pasto;99;5
297820632;2013;23;29;2267;1814;4;Cali;14;Pasto;99;5
299303280;2013;16;18;2659;2628;4;Cali;14;Pasto;99;5
297826952;2013;28;46;9104;7356;4;Cali;15;Popayán;99;5
296886217;2013;41;160;10045;10045;1;Barranquilla;16;Santa Marta;99;5
297826801;2013;270;1220;78086;49616;1;Barranquilla;16;Santa Marta;99;5
297826802;2013;33;74;12166;11673;1;Barranquilla;16;Santa Marta;99;5
297826803;2013;56;96;24528;15967;1;Barranquilla;16;Santa Marta;99;5
297838055;2013;317;1556;52952;38959;1;Barranquilla;16;Santa Marta;99;5
9816056;2013;140;468;32199;32199;1;Barranquilla;16;Santa Marta;99;5
9816058;2013;54;100;6254;5128;1;Barranquilla;16;Santa Marta;99;5
297826804;2013;70;150;20770;20770;1;Barranquilla;16;Santa Marta;99;5
441237;2013;75;192;9764;4514;1;Barranquilla;16;Santa Marta;99;5
441867;2013;156;480;49311;35899;1;Barranquilla;16;Santa Marta;99;5
299303290;2013;32;100;5475;5475;1;Barranquilla;16;Santa Marta;99;5
297826653;2013;40;160;11774;11774;1;Barranquilla;16;Santa Marta;99;5
412206;2013;75;210;10950;10950;1;Barranquilla;16;Santa Marta;99;5
297839770;2013;280;337;35320;35320;1;Barranquilla;16;Santa Marta;99;5
297823689;2013;59;182;29520;14760;1;Barranquilla;16;Santa Marta;99;5
378399;2013;45;133;18804;6834;2;Bogotá;17;Tunja;99;5
296886273;2013;38;251;23165;23065;2;Bogotá;17;Tunja;99;5
452209;2013;61;436;18059;17740;2;Bogotá;17;Tunja;99;5
297839496;2013;23;54;8395;6211;2;Bogotá;17;Tunja;99;5
297827967;2013;93;269;29652;13748;2;Bogotá;17;Tunja;99;5
297827223;2013;38;74;6832;6352;2;Bogotá;17;Tunja;99;5
452242;2013;50;150;13202;8554;2;Bogotá;17;Tunja;99;5
297826805;2013;61;75;16046;10308;2;Bogotá;18;Villavicencio;99;5
297718278;2013;63;96;17336;8134;2;Bogotá;18;Villavicencio;99;5
297826874;2013;110;323;53937;27875;2;Bogotá;18;Villavicencio;99;5
297826880;2013;57;166;14773;7303;2;Bogotá;18;Villavicencio;99;5
419955;2013;63;163;3127;2984;2;Bogotá;18;Villavicencio;99;5
297717022;2013;198;704;26595;14970;2;Bogotá;18;Villavicencio;99;5
359228;2013;50;196;23726;12335;2;Bogotá;2;Bogotá;99;5
297827893;2013;33;84;7341;6209;2;Bogotá;18;Villavicencio;99;5
451486;2013;34;134;2450;2182;2;Bogotá;18;Villavicencio;99;5
416445;2013;35;139;12871;5191;2;Bogotá;18;Villavicencio;99;5
297822935;2013;82;267;20208;16675;2;Bogotá;18;Villavicencio;99;5
452022;2013;40;148;7500;6564;2;Bogotá;18;Villavicencio;99;5
297827069;2013;50;115;19557;12864;2;Bogotá;18;Villavicencio;99;5
445035;2013;27;71;3819;1864;2;Bogotá;18;Villavicencio;99;5
297824171;2013;14;21;332;216;2;Bogotá;18;Villavicencio;99;5
297819819;2013;26;42;2920;1825;2;Bogotá;18;Villavicencio;99;5
119269;2013;29;49;1913;762;2;Bogotá;85;Yopal;99;5
297822942;2013;15;20;1312;824;2;Bogotá;85;Yopal;99;5
451546;2013;45;79;6825;2957;2;Bogotá;85;Yopal;99;5
451479;2013;17;18;4768;1936;2;Bogotá;85;Yopal;99;5
451823;2013;11;24;857;734;2;Bogotá;85;Yopal;99;5
297818782;2013;8;17;1973;128;2;Bogotá;85;Yopal;99;5
297821835;2013;28;46;2620;2024;2;Bogotá;85;Yopal;99;5
297822565;2013;14;33;2317;1894;2;Bogotá;85;Yopal;99;5
297826938;2013;10;18;648;95;2;Bogotá;85;Yopal;99;5
297819575;2013;14;22;1745;937;2;Bogotá;85;Yopal;99;5
297820273;2013;10;21;2416;980;2;Bogotá;85;Yopal;99;5
297825550;2013;11;15;2169;378;2;Bogotá;85;Yopal;99;5
299303279;2013;16;22;2748;1430;2;Bogotá;85;Yopal;99;5
297837540;2013;12;18;2124;1758;2;Bogotá;85;Yopal;99;5
297823050;2013;21;36;2500;1250;2;Bogotá;85;Yopal;99;5
297823808;2013;16;32;1201;650;2;Bogotá;85;Yopal;99;5
445605;2013;15;22;2241;1962;2;Bogotá;85;Yopal;99;5
297834039;2013;12;26;2802;2487;2;Bogotá;18;Villavicencio;99;5
451473;2013;28;42;3571;1705;2;Bogotá;18;Villavicencio;99;5
297822619;2013;21;71;937;690;2;Bogotá;18;Villavicencio;99;5
111989;2013;35;84;5201;4560;2;Bogotá;18;Villavicencio;99;5
442454;2013;14;32;832;307;2;Bogotá;18;Villavicencio;99;5
446361;2013;13;39;2230;1582;2;Bogotá;18;Villavicencio;99;5
445797;2013;14;19;2790;2767;2;Bogotá;18;Villavicencio;99;5
442347;2013;11;25;1448;1045;2;Bogotá;18;Villavicencio;99;5
297821837;2013;21;26;2212;1912;2;Bogotá;18;Villavicencio;99;5
451828;2013;61;116;5314;1086;2;Bogotá;18;Villavicencio;99;5
297820211;2013;14;28;402;349;2;Bogotá;18;Villavicencio;99;5
297824064;2013;26;42;2200;1600;2;Bogotá;17;Tunja;99;5
297824422;2013;48;68;13848;2229;2;Bogotá;18;Villavicencio;99;5
172844;2013;18;35;487;324;2;Bogotá;18;Villavicencio;99;5
297820051;2013;34;80;2564;2182;2;Bogotá;18;Villavicencio;99;5
446231;2013;20;30;3600;1281;2;Bogotá;18;Villavicencio;99;5
445004;2013;24;28;1423;1230;2;Bogotá;18;Villavicencio;99;5
297821149;2013;20;160;240;204;2;Bogotá;18;Villavicencio;99;5
297824008;2013;12;44;2318;1984;2;Bogotá;18;Villavicencio;99;5
299303288;2013;43;72;9547;9447;1;Barranquilla;21;Riohacha;99;5
444209;2013;36;82;9262;8407;1;Barranquilla;21;Riohacha;99;5
297827496;2013;140;167;21296;16890;1;Barranquilla;21;Riohacha;99;5
9815982;2013;212;817;100703;24277;1;Barranquilla;22;San Andrés;99;5
296913989;2013;216;817;121260;29213;1;Barranquilla;22;San Andrés;99;5
296913990;2013;46;99;23810;6277;1;Barranquilla;22;San Andrés;99;5
297718663;2013;34;89;11202;3940;1;Barranquilla;22;San Andrés;99;5
297730498;2013;35;86;6548;2366;1;Barranquilla;22;San Andrés;99;5
297826665;2013;89;288;81365;66257;1;Barranquilla;22;San Andrés;99;5
74973;2013;61;122;10447;9325;1;Barranquilla;22;San Andrés;99;5
457976;2013;64;80;15684;7842;6;Medellín;12;Monteria;99;5
9816029;2013;113;198;72270;50844;1;Barranquilla;22;San Andrés;99;5
296914091;2013;89;278;101470;83275;1;Barranquilla;22;San Andrés;99;5
297730513;2013;192;707;258055;192071;1;Barranquilla;22;San Andrés;99;5
297730514;2013;55;166;60590;52237;1;Barranquilla;22;San Andrés;99;5
297730681;2013;158;289;10877;1323;1;Barranquilla;22;San Andrés;99;5
297821667;2013;65;168;11447;9201;1;Barranquilla;22;San Andrés;99;5
452535;2013;170;433;111813;27590;1;Barranquilla;22;San Andrés;99;5
297826875;2013;65;116;36982;12752;1;Barranquilla;22;San Andrés;99;5
455784;2013;91;247;56322;15158;1;Barranquilla;22;San Andrés;99;5
296914053;2013;163;408;42823;27364;1;Barranquilla;22;San Andrés;99;5
297826666;2013;61;160;42492;13809;1;Barranquilla;22;San Andrés;99;5
297826646;2013;42;120;32702;8546;1;Barranquilla;22;San Andrés;99;5
297826948;2013;42;112;26365;6458;1;Barranquilla;22;San Andrés;99;5
297826737;2013;89;252;69135;20211;1;Barranquilla;22;San Andrés;99;5
299303281;2013;77;199;47415;21634;1;Barranquilla;22;San Andrés;99;5
452123;2013;297;780;222697;55674;1;Barranquilla;22;San Andrés;99;5
452124;2013;65;172;51876;14914;1;Barranquilla;22;San Andrés;99;5
452125;2013;28;56;20440;19923;2;Bogotá;91;Leticia;99;5
296913996;2013;36;72;25283;6250;1;Barranquilla;22;San Andrés;99;5
297730349;2013;56;162;30793;8535;1;Barranquilla;22;San Andrés;99;5
297838041;2013;12;47;3912;1215;1;Barranquilla;22;San Andrés;99;5
299303289;2013;9;29;6441;1927;1;Barranquilla;22;San Andrés;99;5
9815645;2013;15;52;1609;695;1;Barranquilla;22;San Andrés;99;5
9815680;2013;24;58;7104;3010;1;Barranquilla;22;San Andrés;99;5
441678;2013;9;18;500;250;1;Barranquilla;22;San Andrés;99;5
297819308;2013;12;55;3800;1231;1;Barranquilla;22;San Andrés;99;5
297822447;2013;16;43;3148;1043;1;Barranquilla;22;San Andrés;99;5
9816028;2013;5;7;433;144;1;Barranquilla;22;San Andrés;99;5
9809870;2013;15;48;4824;2925;1;Barranquilla;22;San Andrés;99;5
441826;2013;72;222;18585;14477;1;Barranquilla;22;San Andrés;99;5
297818939;2013;32;109;35049;19231;1;Barranquilla;22;San Andrés;99;5
297819945;2013;9;12;2611;1178;1;Barranquilla;22;San Andrés;99;5
74974;2013;18;80;21684;7228;1;Barranquilla;22;San Andrés;99;5
110501;2013;8;26;1019;368;1;Barranquilla;22;San Andrés;99;5
297822317;2013;17;56;2586;929;1;Barranquilla;22;San Andrés;99;5
444120;2013;8;20;2540;2047;1;Barranquilla;22;San Andrés;99;5
287782;2013;9;59;4892;2107;1;Barranquilla;22;San Andrés;99;5
297821876;2013;20;80;6465;3883;1;Barranquilla;22;San Andrés;99;5
448118;2013;26;32;2415;1762;1;Barranquilla;22;San Andrés;99;5
441851;2013;9;19;932;372;1;Barranquilla;22;San Andrés;99;5
297818836;2013;24;51;4380;1460;1;Barranquilla;22;San Andrés;99;5
297822109;2013;2;3;9;3;1;Barranquilla;22;San Andrés;99;5
297823002;2013;5;18;230;77;1;Barranquilla;22;San Andrés;99;5
297823811;2013;5;10;2880;864;1;Barranquilla;22;San Andrés;99;5
451392;2013;14;46;823;294;1;Barranquilla;22;San Andrés;99;5
297826444;2013;2;5;19;8;1;Barranquilla;22;San Andrés;99;5
297818425;2013;48;96;4768;2818;1;Barranquilla;23;Sincelejo;99;5
444146;2013;48;85;7920;7920;1;Barranquilla;23;Sincelejo;99;5
297838035;2013;70;104;17988;17988;1;Barranquilla;24;Valledupar;99;5
297718293;2013;60;72;14716;7186;1;Barranquilla;24;Valledupar;99;5
297718291;2013;50;150;12263;8661;1;Barranquilla;24;Valledupar;99;5
297718319;2013;108;158;35901;26836;1;Barranquilla;24;Valledupar;99;5
451467;2013;84;142;35882;14372;2;Bogotá;2;Bogotá;99;5
297839487;2013;125;185;62777;52361;1;Barranquilla;9;Cartagena;99;5
