Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;TOTALGAA;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297824086;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;0;0;12;0;0;93507;26546;0;15896;7480;0;0;2976;146405;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
447079;2013;0;0;0;0;0;0;0;0; ;b;08/01/2012;07/02/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;56;0;3;0;0;0;2;0;61;0;153755;613379;154479;34585;163737;52200;0;8794;97667;1278596;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826870;2013;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;213;0;0;0;28;0;13;0;254;0;0;3674295;931090;0;809785;293943;0;66452;0;5775565;495083;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826640;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;32;0;0;0;0;0;1;1;33;1;0;428014;222561;0;111284;38521;0;5544;0;805924;0;0;0;0;0;0;0;0;5544;0;5544;0;0;2;Bogotá;2;Bogotá;99;5
297826980;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;56;0;0;0;5;0;3;0;64;0;113050;693572;176113;0;175534;49439;0;12429;172072;1392209;61293;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
299304555;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;0;0;12;0;0;132152;64200;0;32200;11650;0;0;0;240202;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826975;2013;0;0;0;0;0;4534;FUNDACION FUNTESA;4534; ; ; ; ; ; ; ; ; ;b;28/01/2011;28/01/2014; ; ; ; ;0;0;29;3;0;0;0;0;1;0;30;3;97975;448199;167221;0;102213;29081;0;4119;60485;909293;0;0;39842;8217;0;6573;3280;0;0;8129;66041;1000;0;2;Bogotá;2;Bogotá;99;5
297839506;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;14;0;0;0;14;0;0;0;0;0;0;0;0;0;635;635;472349;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9807441;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;17;0;0;0;0;0;0;0;18;0;0;126577;26581;0;21518;10126;0;0;20814;205616;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9807448;2013;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;51;0;0;0;0;0;2;0;53;0;84043;556573;115920;0;120207;50091;0;7140;8538;942512;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441825;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;39;0;14;0;1;0;54;0;0;0;0;597045;103546;29300;0;6145;31238;767274;239210;0;0;0;0;0;0;0;0;0;0;0;0;1;Barranquilla;16;Santa Marta;99;5
9795548;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;29;0;0;0;0;0;0;0;30;0;0;280408;57886;0;60690;25236;0;0;0;424220;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;18;Villavicencio;99;5
297826990;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;43;0;0;0;0;0;2;0;45;0;62329;550400;111208;0;132089;55040;0;9800;22961;943827;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826738;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;263;0;0;0;27;0;19;0;309;0;0;4698850;1149363;0;1012647;490000;0;75120;606158;8032138;663942;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297839497;2013;0;0;0;11925;0;4641;FUNDACION NORDESTA BRASIL;16566; ;b;30/07/2004;07/03/2014; ;b;30/07/2004;07/03/2014; ; ; ; ; ; ; ; ;0;0;46;0;0;0;0;0;3;0;49;0;0;594396;129910;0;131295;54158;12747;18544;118909;1059959;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826642;2013;0;0;0;3000;0;0;0;3000; ;b;13/10/2011;12/10/2014; ;b;05/10/2013;04/10/2016; ; ; ; ; ; ; ; ;0;0;8;0;159;1;39;0;8;1;214;2;255098;219318;56892;2706947;504043;162356;0;43066;281663;4229383;414692;0;0;0;18720;2246;936;0;6384;0;28286;0;0;2;Bogotá;2;Bogotá;99;5
297718322;2013;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ; ; ; ; ; ; ; ; ;0;0;18;0;0;0;0;0;2;0;20;0;0;318931;114815;0;63783;31893;0;9904;0;539326;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826647;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;3;0;8;0;0;0;0;0;14;0;0;21222;8488;86592;16244;7800;0;0;9306;149652;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9815979;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;19;0;0;0;2;0;1;0;23;0;0;171625;79259;0;36035;12543;0;5519;32604;337585;24199;0;0;0;0;0;0;0;0;0;0;0;0;1;Barranquilla;16;Santa Marta;99;5
299303285;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;23;0;0;0;0;0;0;0;25;0;0;183963;43385;0;42376;10865;0;0;0;280589;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
448987;2013;14985;0;0;2500;0;0;0;17485; ; ; ; ; ; ; ; ; ;b;10/01/2014;10/01/2017; ;b;10/01/2014;10/01/2017;0;0;0;0;98;1;22;0;4;0;124;1;0;0;0;2049883;367093;154700;0;22990;126184;2720850;212807;0;0;0;10636;2026;767;0;0;864;14293;0;0;2;Bogotá;2;Bogotá;99;5
297730503;2013;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;0;0;20;0;0;0;0;0;0;0;20;0;0;166796;48371;0;38363;15011;0;0;0;268541;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Barranquilla;16;Santa Marta;99;5
297718312;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;35;0;8;0;0;0;3;0;46;0;0;1019810;228615;156167;192410;57177;0;14160;907;1669246;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718302;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;178;0;0;0;20;0;11;0;209;0;0;3629440;794121;0;832494;205789;44287;59683;99001;5664815;247041;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822448;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;15;0;0;0;1;0;1;0;17;0;0;322015;77269;0;67810;21000;0;5099;59266;552459;59266;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297839505;2013;0;7720;0;0;0;0;0;7720; ; ; ; ; ; ; ; ;a; ; ; ; ; ; ; ;0;0;107;6;0;0;17;0;4;0;128;6;78333;1680727;340226;0;453597;164430;0;23757;126732;2867802;193152;0;107318;25183;0;26653;10193;0;0;0;169347;3336;0;2;Bogotá;2;Bogotá;99;5
297821308;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;47;0;0;0;0;0;1;0;48;0;88352;760273;173994;0;173791;49927;0;5868;116520;1368725;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718360;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;a; ; ; ; ;b;31/12/2013;31/12/2014;0;0;33;0;0;0;0;0;0;0;33;0;53645;540506;115590;0;119361;34000;0;0;183152;1046254;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718363;2013;0;0;0;0;9200;0;0;9200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;28;0;9;0;2;0;1;0;40;0;0;518587;113156;105736;140752;37215;0;6134;53257;974837;53257;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718362;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;62;0;0;0;7;0;3;0;72;0;139583;1337137;481369;0;254056;133713;0;11808;0;2357666;76608;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822336;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;47;0;0;0;4;0;3;0;54;0;0;567363;123799;0;122233;51063;0;11381;97479;973318;328000;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297717006;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;32;0;0;0;0;0;0;0;32;0;10000;401028;89971;0;96704;26597;0;0;26398;650698;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297717021;2013;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;7;0;0;0;54;0;0;0;61;0;0;116816;27443;0;23861;7278;0;0;9682;185080;1198013;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297717024;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;39;0;0;0;3;0;0;0;43;0;56183;472825;113082;0;128777;32957;2347;0;23082;829253;30082;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297839796;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;13752;3300;0;2700;1430;0;0;0;21182;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297818794;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
283047;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;17;0;0;0;0;0;1;0;18;0;0;220623;48537;0;57000;17520;0;4974;14600;363254;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297820580;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;9;0;0;0;0;0;10;0;0;0;0;134980;28000;9480;0;0;0;172460;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;85;Yopal;99;5
452232;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;7;0;0;0;0;0;0;0;9;0;0;61053;15363;0;12526;5494;0;0;3032;97468;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718330;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;27;0;0;0;0;0;1;0;28;0;0;379015;84375;0;81547;20215;0;5305;17406;587863;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297821918;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;8;0;0;0;0;0;0;0;9;0;0;78165;18692;0;16308;5482;0;0;7456;126103;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822767;2013;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;0;0;2;0;21;0;0;0;1;0;24;0;0;22352;5661;260840;60313;17069;0;6388;10866;383489;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822929;2013;0;0;0;0;0;0;0;0; ;b;27/05/2014;02/06/2017; ; ; ; ; ; ; ; ; ; ; ; ;0;0;20;0;13;0;0;0;2;0;35;0;0;207454;48568;166353;78282;32082;0;10565;0;543304;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
299303275;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;4;0;0;0;0;0;0;0;4;0;0;32400;9720;0;6480;2916;0;0;0;51516;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297827029;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;4;0;0;0;0;0;0;0;4;0;0;28296;5942;0;4553;1981;0;0;0;40772;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297821059;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;33600;0;0;0;0;0;33600;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
256628;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;8;0;0;0;0;0;0;0;10;0;0;66933;13944;0;16199;5699;0;0;7473;110248;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297839502;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;0;0;0;0;0;1;0;0;7074;2112;0;1132;496;0;0;0;10814;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297730495;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;2;0;0;0;3;0;0;0;0;25200;0;0;0;0;0;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297827899;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;33;0;44;0;0;0;6;0;83;0;0;270443;56987;470892;110125;42760;0;32948;28776;1012931;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297827887;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;5;0;1;0;0;0;0;0;8;0;0;40767;10191;10800;8769;1937;0;0;0;72464;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
441040;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;3;0;0;0;0;0;5;0;0;0;0;21240;0;0;0;0;0;21240;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297823991;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;5;0;0;0;0;0;0;0;6;0;0;49816;10263;0;7994;3828;0;0;0;71901;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
444211;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;4;0;0;0;0;0;0;0;6;0;0;28296;6225;0;5093;2263;0;0;0;41877;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;18;Villavicencio;99;5
297822054;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;19;0;0;0;0;0;0;0;19;0;0;134411;39686;0;33612;14271;0;0;15276;237256;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297819453;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;0;0;12;0;0;119240;38157;0;26233;11924;0;0;0;195554;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
450867;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;14;0;0;0;0;0;0;0;14;0;0;152564;36933;0;29441;13730;0;0;7297;239965;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441850;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;38;0;0;0;0;0;0;0;38;0;0;368408;77915;0;72975;32187;0;0;31921;583406;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Barranquilla;22;San Andrés;99;5
297823164;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;9;0;0;0;0;0;1;0;10;0;0;69394;17286;0;14891;6310;0;5300;8221;121402;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718671;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;36;0;0;0;0;0;2;0;38;0;0;723191;277925;0;150000;74988;0;10611;0;1236715;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297717025;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;38;0;0;0;0;0;0;0;38;0;70715;485612;115457;0;115481;34078;0;0;21506;842849;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297821128;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;32;0;0;0;8;0;0;0;40;0;92733;558835;123466;0;128055;38829;0;0;11744;953662;137544;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826003;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;23;0;0;0;0;0;0;0;23;0;0;187064;48182;0;45485;13987;0;0;7318;302036;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297827332;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;18;0;0;0;0;0;0;0;18;0;0;223815;48652;0;42865;9840;0;0;20087;345259;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
299304556;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;25410;5993;0;6007;1791;0;0;2538;41739;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297824845;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;3;0;0;0;0;0;4;0;0;0;0;28296;0;0;0;0;0;28296;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297840105;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;3;0;2;0;2;0;0;0;11;1;0;50000;10500;21199;12500;4000;0;0;0;98199;19200;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297825821;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297827619;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;2;0;0;0;0;0;4;0;0;0;0;14148;0;0;0;0;0;14148;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297840102;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297825685;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;0;0;3;0;0;0;0;0;6;0;0;0;0;21222;0;0;0;0;0;21222;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297823003;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;2;0;0;7074;3039;0;2090;703;0;0;0;12906;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297826634;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;5;0;0;0;0;0;0;0;7;0;0;35370;10611;0;9549;3095;0;0;0;58625;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297822047;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;3;0;0;0;0;0;0;0;5;0;0;21222;4456;0;3476;1485;0;0;0;30639;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
446751;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;28296;10186;0;4627;3095;0;0;0;46204;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
259709;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;2;0;0;0;0;0;3;0;0;0;0;16892;0;0;0;0;0;16892;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297818963;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;2;0;0;0;0;0;4;0;0;0;0;14148;0;0;0;0;0;14148;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297840103;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;7200;0;0;0;0;0;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
394762;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;3;0;0;0;0;0;0;0;6;0;0;21222;4457;0;3473;1486;0;0;0;30638;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297833958;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297823481;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;3;0;0;0;0;0;4;0;0;0;0;21222;0;0;0;0;0;21222;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
297821674;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;2;0;0;0;0;0;3;0;0;0;0;14400;0;0;0;0;0;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;91;Leticia;99;5
299304550;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;20;0;0;0;0;0;0;0;20;0;25034;138746;35133;0;28571;1714;0;0;5299;234497;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297827324;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
296886227;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;80;0;0;0;0;0;0;0;80;0;0;895988;254479;0;189129;80639;0;0;220482;1640717;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718270;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;60;0;0;0;0;0;0;0;60;0;0;763185;399449;0;168855;53429;0;0;45926;1430844;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
452147;2013;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;6;0;0;0;0;0;0;0;6;0;0;70111;15305;0;14373;6310;0;0;5336;111435;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Bucaramanga;3;Bucaramanga;99;5
