Nro_Orden_Establecimiento;Periodo;C3RHE3;C3RHE4;C4VERTIADAPT;C6GAA1f;TOTALAVERTI;C3RHD1PTRV;C3RHD2PPVP;C3RHD3PMSV;MULTAVERT;C3RHD4TGTV;C3RHB1TAR;C3RHB2a;C3RHB2b;C3RHB2c;C3RHB2d;C3RHB3a3A;C3RHB3b3A;C3RHB3c3A;C3RHB3d3A;C3RHB3eT3A;C3RHB3a3B;C3RHB3b3B;C3RHB3c3B;C3RHB3d3B;C3RHB3eT3B;TOTVERTIDA;C3RHB4VAL;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826834;2013;0;0;21640;0;21640;1729;0;0;0;1729;SI;a; ; ; ;10345;0;0;0;10345;15517;0;0;0;15517;25862;40322;2;Bogotá;2;Bogotá;99;5
452129;2013;0;0;0;0;0;267;0;0;0;267;NO; ; ; ; ;0;0;0;0;0;7039;0;0;0;7039;7039;11520;2;Bogotá;2;Bogotá;99;5
9807356;2013;0;1200;2400;0;3600;239;0;0;0;239;SI;a; ; ; ;389;0;0;0;389;3424;0;0;0;3424;3813;5723;2;Bogotá;2;Bogotá;99;5
9807357;2013;0;1200;2400;0;3600;361;0;0;0;361;SI;a; ; ; ;560;0;0;0;560;5047;0;0;0;5047;5607;8410;2;Bogotá;2;Bogotá;99;5
297826941;2013;0;0;0;0;0;218;0;0;0;218;NO; ; ; ; ;0;0;0;0;0;3686;0;0;0;3686;3686;5529;2;Bogotá;2;Bogotá;99;5
297826946;2013;0;0;0;500;500;920;0;0;0;920;SI;a; ; ; ;2950;0;0;0;2950;12970;0;0;0;12970;15920;20456;2;Bogotá;2;Bogotá;99;5
297826982;2013;0;3200;0;0;3200;1567;0;0;0;1567;SI;a; ; ; ;9394;0;0;0;9394;15101;0;0;0;15101;24495;36832;2;Bogotá;2;Bogotá;99;5
296886228;2013;0;0;0;0;0;1256;0;0;0;1256;NO; ; ; ; ;0;0;0;0;0;24198;0;0;0;24198;24198;72780;1;Barranquilla;9;Cartagena;99;5
297826663;2013;0;1153;0;0;1153;325;0;0;0;325;SI; ;b; ; ;2361;0;0;0;2361;2360;0;0;0;2360;4721;7195;2;Bogotá;2;Bogotá;99;5
297826985;2013;0;0;0;0;0;504;0;0;0;504;NO; ; ; ; ;0;0;0;0;0;7401;0;0;0;7401;7401;11539;2;Bogotá;2;Bogotá;99;5
297826986;2013;0;630;210;0;840;785;0;0;0;785;SI;a; ; ; ;2679;0;0;0;2679;9081;0;0;0;9081;11760;10041;2;Bogotá;2;Bogotá;99;5
297838044;2013;0;0;0;1705;1705;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;8640;0;0;0;8640;8640;14417;2;Bogotá;17;Tunja;99;5
409910;2013;0;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;0;8145;0;0;8145;0;0;0;0;0;8145;0;5;Manizales;11;Ibagué;99;5
450883;2013;0;0;0;0;0;499;0;0;0;499;NO; ; ; ; ;0;0;0;0;0;8232;0;0;0;8232;8232;19575;2;Bogotá;2;Bogotá;99;5
297839484;2013;0;7950;9100;0;17050;893;0;0;0;893;SI;a; ; ; ;941;0;0;0;941;12488;0;0;0;12488;13429;16316;2;Bogotá;2;Bogotá;99;5
299303284;2013;0;0;0;15500;15500;3149;0;0;0;3149;SI; ;b; ; ;39326;0;0;0;39326;0;0;0;0;0;39326;59301;2;Bogotá;2;Bogotá;99;5
337133;2013;0;500;4200;0;4700;427;0;0;0;427;SI; ;b; ; ;13;0;0;0;13;6262;0;0;0;6262;6275;9707;2;Bogotá;2;Bogotá;99;5
75000;2013;0;678;336;0;1014;0;0;0;0;0;SI;a; ; ; ;0;0;859;0;859;0;0;0;0;0;859;0;1;Barranquilla;16;Santa Marta;99;5
75007;2013;0;0;0;0;0;163;0;0;0;163;NO; ; ; ; ;0;0;0;0;0;2435;0;0;0;2435;2435;3796;2;Bogotá;2;Bogotá;99;5
410376;2013;0;648;3461;0;4109;0;0;0;0;0;SI;a; ; ; ;0;0;1444;0;1444;0;0;0;0;0;1444;0;1;Barranquilla;16;Santa Marta;99;5
296886229;2013;8046;2348;5848;0;16242;0;0;0;0;0;SI;a; ; ; ;0;0;9301;0;9301;0;0;0;0;0;9301;0;1;Barranquilla;16;Santa Marta;99;5
296914023;2013;0;678;350;0;1028;0;0;0;0;0;SI;a; ; ; ;0;0;1002;0;1002;0;0;0;0;0;1002;0;1;Barranquilla;16;Santa Marta;99;5
297718272;2013;0;0;0;0;0;1001;0;0;0;1001;NO; ; ; ; ;0;0;0;0;0;14705;0;0;0;14705;14705;22927;2;Bogotá;2;Bogotá;99;5
297826922;2013;0;0;0;0;0;263;0;0;0;263;NO; ; ; ; ;0;0;0;0;0;3869;0;0;0;3869;3869;6031;2;Bogotá;2;Bogotá;99;5
451251;2013;0;0;0;0;0;64;0;0;0;64;NO; ; ; ; ;0;0;0;0;0;1700;0;0;0;1700;1700;3536;1;Barranquilla;9;Cartagena;99;5
451446;2013;0;4000;1600;0;5600;0;0;0;0;0;SI;a; ; ; ;0;0;7431;0;7431;0;0;0;0;0;7431;0;1;Barranquilla;16;Santa Marta;99;5
455513;2013;4076;3239;0;0;7315;6519;0;0;0;6519;SI; ;b; ; ;45976;0;0;0;45976;49808;0;0;0;49808;95784;149339;2;Bogotá;2;Bogotá;99;5
9807403;2013;0;0;0;0;0;8556;0;0;0;8556;NO; ; ; ; ;0;0;0;0;0;45136;0;0;0;45136;45136;196002;2;Bogotá;2;Bogotá;99;5
297730683;2013;0;0;0;0;0;559;0;0;0;559;NO; ; ; ; ;0;0;0;0;0;21564;0;0;0;21564;21564;24284;4;Cali;4;Cali;99;5
296886232;2013;0;0;0;0;0;27;0;0;0;27;SI; ;b; ; ;0;85624;0;0;85624;0;0;0;0;0;85624;0;2;Bogotá;2;Bogotá;99;5
296886233;2013;0;26830;700;0;27530;0;0;0;0;0;SI; ; ; ;d;0;477220;0;0;477220;0;0;0;0;0;477220;0;2;Bogotá;2;Bogotá;99;5
296886234;2013;0;0;0;0;0;86;0;0;0;86;SI; ;b; ; ;0;98429;0;0;98429;0;0;0;0;0;98429;0;2;Bogotá;2;Bogotá;99;5
296886235;2013;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;39229;88658;0;0;127887;127887;22108;2;Bogotá;2;Bogotá;99;5
296886236;2013;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;23631;70159;0;0;93790;93790;20102;2;Bogotá;2;Bogotá;99;5
3834328;2013;165;0;0;0;165;511;0;0;0;511;SI;a; ; ; ;760;0;0;0;760;7056;0;0;0;7056;7816;12186;2;Bogotá;2;Bogotá;99;5
297826903;2013;0;0;8500;0;8500;750;0;0;0;750;SI;a; ; ; ;3366;0;0;0;3366;8655;0;0;0;8655;12021;17183;2;Bogotá;2;Bogotá;99;5
451463;2013;0;0;0;0;0;255;0;0;0;255;NO; ; ; ; ;0;0;0;0;0;3750;0;0;0;3750;3750;5749;2;Bogotá;2;Bogotá;99;5
451466;2013;0;0;0;0;0;267;0;0;0;267;NO; ; ; ; ;0;0;0;0;0;3750;0;0;0;3750;3750;5625;2;Bogotá;2;Bogotá;99;5
297826734;2013;0;5220;7150;0;12370;2623;0;0;0;2623;SI;a; ; ; ;35459;0;0;0;35459;0;0;0;0;0;35459;53188;2;Bogotá;2;Bogotá;99;5
297826735;2013;0;6654;3200;0;9854;4555;0;0;0;4555;SI;a; ; ; ;23906;0;0;0;23906;43138;0;0;0;43138;67044;96714;2;Bogotá;2;Bogotá;99;5
452253;2013;0;14227;34900;0;49127;162;0;0;0;162;SI; ; ;c; ;0;192596;0;0;192596;0;0;0;0;0;192596;0;2;Bogotá;2;Bogotá;99;5
296886239;2013;0;1512;2682;0;4194;0;0;0;0;0;SI; ;b; ; ;0;132327;0;0;132327;0;0;0;0;0;132327;0;5;Manizales;11;Ibagué;99;5
452256;2013;0;102;12102;0;12204;0;0;0;0;0;SI; ; ; ;d;6536;0;0;0;6536;9804;0;0;0;9804;16340;0;5;Manizales;11;Ibagué;99;5
297826882;2013;0;0;0;0;0;168;0;0;0;168;NO; ; ; ; ;0;0;0;0;0;2450;0;0;0;2450;2450;3731;2;Bogotá;2;Bogotá;99;5
297826889;2013;0;0;0;0;0;749;0;0;0;749;NO; ; ; ; ;0;0;0;0;0;11979;0;0;0;11979;11979;31711;2;Bogotá;2;Bogotá;99;5
297826988;2013;0;730;0;0;730;165;0;0;0;165;SI;a; ; ; ;485;0;0;0;485;1943;0;0;0;1943;2428;3698;2;Bogotá;2;Bogotá;99;5
457978;2013;0;0;0;0;0;48;0;0;0;48;NO; ; ; ; ;0;0;0;0;0;708;0;0;0;708;708;1104;2;Bogotá;2;Bogotá;99;5
457979;2013;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;312;0;0;0;312;312;0;2;Bogotá;2;Bogotá;99;5
297718280;2013;0;0;0;0;0;46;0;0;0;46;NO; ; ; ; ;0;0;0;0;0;710;0;0;0;710;710;1065;2;Bogotá;2;Bogotá;99;5
451402;2013;0;0;0;0;0;18;0;0;0;18;NO; ; ; ; ;0;0;0;0;0;627;0;0;0;627;627;954;2;Bogotá;2;Bogotá;99;5
297826991;2013;0;0;0;0;0;190;0;0;0;190;NO; ; ; ; ;0;0;0;0;0;2824;0;0;0;2824;2824;4300;2;Bogotá;2;Bogotá;99;5
9807346;2013;0;0;0;0;0;210;0;0;0;210;NO; ; ; ; ;0;0;0;0;0;2994;0;0;0;2994;2994;4646;2;Bogotá;2;Bogotá;99;5
9807408;2013;0;0;0;0;0;2179;0;0;0;2179;NO; ; ; ; ;0;0;0;0;0;31630;0;0;0;31630;31630;49627;2;Bogotá;2;Bogotá;99;5
297826672;2013;0;1157;1489;0;2646;322;0;0;0;322;SI;a; ; ; ;1215;0;0;0;1215;3500;0;0;0;3500;4715;7351;2;Bogotá;2;Bogotá;99;5
297838058;2013;0;0;0;0;0;254;0;0;0;254;SI;a; ; ; ;1500;0;0;0;1500;2238;0;0;0;2238;3738;5692;2;Bogotá;2;Bogotá;99;5
297827017;2013;0;0;0;0;0;150;0;0;0;150;NO; ; ; ; ;0;0;0;0;0;2190;0;0;0;2190;2190;5187;2;Bogotá;2;Bogotá;99;5
297826791;2013;0;0;0;0;0;135;0;0;0;135;NO; ; ; ; ;0;0;0;0;0;1980;0;0;0;1980;1980;3017;2;Bogotá;2;Bogotá;99;5
297826945;2013;0;0;0;0;0;292;0;0;0;292;NO; ; ; ; ;0;0;0;0;0;4415;0;0;0;4415;4415;6883;2;Bogotá;2;Bogotá;99;5
297838050;2013;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;380;0;0;0;380;380;3821;2;Bogotá;91;Leticia;99;5
299303287;2013;0;0;0;0;0;245;0;0;0;245;NO; ; ; ; ;0;0;0;0;0;3560;0;0;0;3560;3560;5550;2;Bogotá;2;Bogotá;99;5
9815066;2013;0;0;0;0;0;238;0;0;0;238;NO; ; ; ; ;0;0;0;0;0;3546;0;0;0;3546;3546;5528;2;Bogotá;2;Bogotá;99;5
297823688;2013;0;0;0;0;0;26;0;0;0;26;NO; ; ; ; ;0;0;0;0;0;573;0;0;0;573;573;893;2;Bogotá;2;Bogotá;99;5
297821685;2013;0;0;0;0;0;32;0;0;0;32;NO; ; ; ; ;0;0;0;0;0;420;0;0;0;420;420;592;2;Bogotá;2;Bogotá;99;5
450816;2013;0;0;0;0;0;307;0;0;0;307;NO; ; ; ; ;0;0;0;0;0;4558;0;0;0;4558;4558;6941;2;Bogotá;2;Bogotá;99;5
74977;2013;0;0;0;0;0;131;0;0;0;131;NO; ; ; ; ;0;0;0;0;0;1960;0;0;0;1960;1960;2940;2;Bogotá;2;Bogotá;99;5
407032;2013;0;0;0;0;0;230;0;0;0;230;NO; ; ; ; ;0;0;0;0;0;3385;0;0;0;3385;3385;5155;2;Bogotá;2;Bogotá;99;5
297824160;2013;0;0;0;0;0;192;0;0;0;192;NO; ; ; ; ;0;0;0;0;0;2636;0;0;0;2636;2636;4109;2;Bogotá;2;Bogotá;99;5
297834339;2013;0;0;0;0;0;9;0;0;0;9;NO; ; ; ; ;0;0;0;0;0;150;0;0;0;150;150;228;2;Bogotá;2;Bogotá;99;5
297822959;2013;0;0;0;0;0;11;0;0;0;11;NO; ; ; ; ;0;0;0;0;0;272;0;0;0;272;272;424;2;Bogotá;2;Bogotá;99;5
297822527;2013;0;0;0;0;0;105;0;0;0;105;NO; ; ; ; ;0;0;0;0;0;1546;0;0;0;1546;1546;2410;2;Bogotá;2;Bogotá;99;5
297826739;2013;0;0;0;0;0;326;0;0;0;326;NO; ; ; ; ;0;0;0;0;0;4784;0;0;0;4784;4784;7458;2;Bogotá;2;Bogotá;99;5
297823552;2013;0;0;0;0;0;65;0;0;0;65;NO; ; ; ; ;0;0;0;0;0;1409;0;0;0;1409;1409;2213;2;Bogotá;2;Bogotá;99;5
297822516;2013;0;0;0;0;0;91;0;0;0;91;NO; ; ; ; ;0;0;0;0;0;1392;0;0;0;1392;1392;2170;2;Bogotá;2;Bogotá;99;5
449312;2013;0;0;0;0;0;26;0;0;0;26;NO; ; ; ; ;0;0;0;0;0;378;0;0;0;378;378;589;2;Bogotá;2;Bogotá;99;5
297825166;2013;0;0;0;0;0;10;0;0;0;10;NO; ; ; ; ;0;0;0;0;0;150;0;0;0;150;150;234;2;Bogotá;2;Bogotá;99;5
297820854;2013;0;0;0;0;0;20;0;0;0;20;NO; ; ; ; ;0;0;0;0;0;290;0;0;0;290;290;441;2;Bogotá;2;Bogotá;99;5
297823234;2013;0;0;0;0;0;17;0;0;0;17;NO; ; ; ; ;0;0;0;0;0;251;0;0;0;251;251;391;2;Bogotá;2;Bogotá;99;5
297826977;2013;0;0;0;0;0;232;0;0;0;232;NO; ; ; ; ;0;0;0;0;0;3296;0;0;0;3296;3296;5139;2;Bogotá;2;Bogotá;99;5
297826749;2013;0;0;0;0;0;69;0;0;0;69;NO; ; ; ; ;0;0;0;0;0;1302;0;0;0;1302;1302;2030;2;Bogotá;2;Bogotá;99;5
297823613;2013;0;0;0;0;0;87;0;0;0;87;NO; ; ; ; ;0;0;0;0;0;1287;0;0;0;1287;1287;2007;2;Bogotá;2;Bogotá;99;5
297827058;2013;0;0;0;0;0;6;0;0;0;6;NO; ; ; ; ;0;0;0;0;0;86;0;0;0;86;86;134;2;Bogotá;2;Bogotá;99;5
297823853;2013;0;0;0;0;0;42;0;0;0;42;NO; ; ; ; ;0;0;0;0;0;623;0;0;0;623;623;971;2;Bogotá;2;Bogotá;99;5
297824060;2013;0;0;0;0;0;47;0;0;0;47;NO; ; ; ; ;0;0;0;0;0;687;0;0;0;687;687;1071;2;Bogotá;2;Bogotá;99;5
297824123;2013;0;0;0;0;0;62;0;0;0;62;NO; ; ; ; ;0;0;0;0;0;851;0;0;0;851;851;1371;2;Bogotá;2;Bogotá;99;5
297823455;2013;0;0;0;0;0;4;0;0;0;4;NO; ; ; ; ;0;0;0;0;0;80;0;0;0;80;80;125;2;Bogotá;2;Bogotá;99;5
297823642;2013;0;0;0;0;0;25;0;0;0;25;NO; ; ; ; ;0;0;0;0;0;525;0;0;0;525;525;819;2;Bogotá;2;Bogotá;99;5
297818827;2013;0;0;0;0;0;33;0;0;0;33;NO; ; ; ; ;0;0;0;0;0;480;0;0;0;480;480;748;2;Bogotá;2;Bogotá;99;5
297823431;2013;0;0;0;0;0;16;0;0;0;16;NO; ; ; ; ;0;0;0;0;0;239;0;0;0;239;239;373;2;Bogotá;2;Bogotá;99;5
297839499;2013;0;0;0;0;0;79;0;0;0;79;NO; ; ; ; ;0;0;0;0;0;1164;0;0;0;1164;1164;1815;2;Bogotá;2;Bogotá;99;5
297823062;2013;0;0;0;0;0;74;0;0;0;74;NO; ; ; ; ;0;0;0;0;0;1081;0;0;0;1081;1081;1685;2;Bogotá;2;Bogotá;99;5
297827337;2013;0;0;0;0;0;81;0;0;0;81;NO; ; ; ; ;0;0;0;0;0;1029;0;0;0;1029;1029;1544;2;Bogotá;2;Bogotá;99;5
413402;2013;0;0;0;0;0;21;0;0;0;21;NO; ; ; ; ;0;0;0;0;0;300;0;0;0;300;300;468;2;Bogotá;2;Bogotá;99;5
297822677;2013;0;0;0;0;0;19;0;0;0;19;NO; ; ; ; ;0;0;0;0;0;276;0;0;0;276;276;430;2;Bogotá;2;Bogotá;99;5
297826662;2013;20000;5000;5347;0;30347;2066;0;0;0;2066;SI; ;b; ; ;7636;0;0;0;7636;22910;0;0;0;22910;30546;45600;2;Bogotá;2;Bogotá;99;5
297822990;2013;3500;0;2200;0;5700;47;0;0;0;47;SI;a; ; ; ;139;0;0;0;139;554;0;0;0;554;693;1080;2;Bogotá;2;Bogotá;99;5
450886;2013;0;0;0;0;0;45;0;0;0;45;NO; ; ; ; ;0;0;0;0;0;598;0;0;0;598;598;1095;2;Bogotá;2;Bogotá;99;5
297823265;2013;0;0;0;0;0;29;0;0;0;29;NO; ; ; ; ;0;0;0;0;0;432;0;0;0;432;432;673;2;Bogotá;2;Bogotá;99;5
297823601;2013;0;0;0;0;0;133;0;0;0;133;NO; ; ; ; ;0;0;0;0;0;1954;0;0;0;1954;1954;3045;2;Bogotá;2;Bogotá;99;5
297821402;2013;0;0;0;0;0;35;0;0;0;35;NO; ; ; ; ;0;0;0;0;0;482;0;0;0;482;482;752;2;Bogotá;2;Bogotá;99;5
297823258;2013;0;0;0;0;0;24;0;0;0;24;NO; ; ; ; ;0;0;0;0;0;357;0;0;0;357;357;557;2;Bogotá;2;Bogotá;99;5
297819921;2013;0;0;0;0;0;13;0;0;0;13;NO; ; ; ; ;0;0;0;0;0;203;0;0;0;203;203;314;2;Bogotá;2;Bogotá;99;5
408533;2013;1500;984;0;0;2484;160;0;0;0;160;SI; ;b; ; ;471;0;0;0;471;1884;0;0;0;1884;2355;3672;2;Bogotá;2;Bogotá;99;5
450869;2013;0;0;0;0;0;101;0;0;0;101;NO; ; ; ; ;0;0;0;0;0;1500;0;0;0;1500;1500;2339;2;Bogotá;2;Bogotá;99;5
297823316;2013;0;0;0;0;0;11;0;0;0;11;NO; ; ; ; ;0;0;0;0;0;162;0;0;0;162;162;253;2;Bogotá;2;Bogotá;99;5
297826835;2013;0;0;560;0;560;296;0;0;0;296;SI;a; ; ; ;2176;0;0;0;2176;2177;0;0;0;2177;4353;6787;2;Bogotá;2;Bogotá;99;5
165923;2013;0;0;0;0;0;39;0;0;0;39;NO; ; ; ; ;0;0;0;0;0;606;0;0;0;606;606;945;2;Bogotá;2;Bogotá;99;5
297826497;2013;0;0;0;0;0;88;0;0;0;88;NO; ; ; ; ;0;0;0;0;0;1296;0;0;0;1296;1296;2021;2;Bogotá;2;Bogotá;99;5
297820374;2013;0;0;0;0;0;8;0;0;0;8;NO; ; ; ; ;0;0;0;0;0;145;0;0;0;145;145;195;2;Bogotá;2;Bogotá;99;5
297819999;2013;0;0;0;0;0;43;0;0;0;43;NO; ; ; ; ;0;0;0;0;0;638;0;0;0;638;638;995;2;Bogotá;2;Bogotá;99;5
297823669;2013;0;0;0;0;0;12;0;0;0;12;NO; ; ; ; ;0;0;0;0;0;0;174;0;0;174;174;0;2;Bogotá;2;Bogotá;99;5
297834076;2013;0;0;0;0;0;56;0;0;0;56;NO; ; ; ; ;0;0;0;0;0;825;0;0;0;825;825;1286;2;Bogotá;2;Bogotá;99;5
299303245;2013;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1;0;0;0;1;1;0;2;Bogotá;2;Bogotá;99;5
441267;2013;0;0;0;0;0;235;0;0;0;235;NO; ; ; ; ;0;0;0;0;0;3560;0;0;0;3560;3560;5546;2;Bogotá;2;Bogotá;99;5
