Nro_Orden_Establecimiento;Periodo;C5REA1;C5REA2;C5REA3;C5REA4;C5REA9;C5REA5;C5REA6;C5REA7;C5REA8;C5REA10;C6GAA2e;C6GAA1b;TORAENER;C5REB1a;C5REB1b;C5REB2a;C5REB2b;C5REB3a;C5REB3b;C5REB16a;C5REB16b;C5REB4a;C5REB4b;C5REB5a;C5REB5b;C5REB6a;C5REB6b;C5REB7a;C5REB7b;C5REB8a;C5REB8b;C5REB9a;C5REB9b;C5REB10a;C5REB10b;C5REB11a;C5REB12a;C5REB13a;C5REB14a;C5REB15a;C5REB15b;C5REB17a;C5REB17b;CONBIOGAS;C5REB18b;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826898;2013;0;0;0;0;0;350;0;0;0;280700;0;0;281050;1548280;520158;277521;230123;0;0;0;0;200;1620;0;0;0;0;0;0;0;0;5300;3489;0;0;0;0;0;1570;0;0;0;0;0;755390;1;Barranquilla;1;Barranquilla;99;5
296886290;2013;0;0;0;1935;0;0;0;0;0;0;0;0;1935;454960;123294;24727;23348;0;0;0;0;528;4067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150709;1;Barranquilla;9;Cartagena;99;5
9816110;2013;0;0;0;500;500;0;0;0;0;0;0;0;1000;532738;162239;34403;26334;0;0;0;0;200;1625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190198;1;Barranquilla;1;Barranquilla;99;5
9815988;2013;0;0;0;1200;0;0;0;0;0;0;0;0;1200;190801;47302;7360;5431;0;0;0;0;45;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53103;1;Barranquilla;1;Barranquilla;99;5
297826722;2013;0;0;0;3850;3300;1440;0;0;0;2875;0;0;11465;262060;89029;8363;7630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96659;1;Barranquilla;1;Barranquilla;99;5
297827969;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;200168;54789;5731;4646;0;0;0;0;55;449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59884;1;Barranquilla;1;Barranquilla;99;5
297819041;2013;0;800;0;500;16000;0;0;0;0;0;0;0;17300;1432666;401146;49574;41024;0;0;0;0;177;1575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443745;1;Barranquilla;1;Barranquilla;99;5
452218;2013;0;0;0;4033;0;0;0;0;0;7857;0;0;11890;515916;174453;83223;69406;0;0;0;0;352;2842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246701;1;Barranquilla;1;Barranquilla;99;5
441772;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;234312;208776;12264;11847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220623;1;Barranquilla;1;Barranquilla;99;5
441802;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;408142;193056;22152;20705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213761;1;Barranquilla;1;Barranquilla;99;5
441854;2013;0;0;0;600;0;0;0;0;0;30000;0;0;30600;274596;105104;3020;5738;0;0;2054;16430;1605;11238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138510;1;Barranquilla;1;Barranquilla;99;5
297826799;2013;0;0;0;150;0;0;0;0;0;0;0;120;270;119016;41655;6234;6421;0;0;0;0;17;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48223;2;Bogotá;2;Bogotá;99;5
297718659;2013;0;0;0;580;0;0;0;0;0;0;0;0;580;58708;20841;9805;9512;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30370;2;Bogotá;2;Bogotá;99;5
297826796;2013;0;0;0;0;0;0;0;0;0;6850;0;0;6850;270500;93374;60950;59731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153105;2;Bogotá;2;Bogotá;99;5
297827958;2013;0;0;0;4137;0;0;0;0;0;0;0;0;4137;436476;153203;54435;59878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213081;2;Bogotá;2;Bogotá;99;5
297827000;2013;0;0;0;0;0;0;0;0;0;3500;0;0;3500;384855;141435;20770;31564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172999;2;Bogotá;2;Bogotá;99;5
414681;2013;0;0;0;600;0;0;0;0;0;0;0;0;600;473890;175399;21062;21742;0;0;0;0;10;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;197230;2;Bogotá;2;Bogotá;99;5
382101;2013;0;0;0;3681;0;0;0;0;0;0;0;0;3681;127832;51576;0;0;4180;7200;0;0;6050;54462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113238;4;Cali;15;Popayán;99;5
297826978;2013;0;0;335;1330;10550;4231;0;0;0;6503;0;0;22949;1195788;355031;136196;161786;5580;7026;0;0;131;1083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524926;2;Bogotá;2;Bogotá;99;5
297826677;2013;0;0;0;0;1667;0;0;0;0;2320;0;0;3987;160192;50385;28520;27094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77479;2;Bogotá;2;Bogotá;99;5
297826828;2013;4500;3200;300;4000;13000;3000;0;0;0;5000;1200;3000;37200;279364;106158;44340;43453;0;0;0;0;280;2338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151949;2;Bogotá;2;Bogotá;99;5
297826830;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;260692;92257;22484;19588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111845;2;Bogotá;2;Bogotá;99;5
452491;2013;0;0;0;5068;0;0;0;0;0;6982;0;0;12050;125900;153063;6123;6116;0;0;0;0;64;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159710;1;Barranquilla;9;Cartagena;99;5
9807355;2013;0;0;0;3500;20000;0;0;0;0;18000;0;0;41500;1949000;526280;232471;234796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761076;2;Bogotá;2;Bogotá;99;5
297826832;2013;0;0;0;0;0;0;0;0;0;3575;0;0;3575;329870;126251;33598;33228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159479;2;Bogotá;2;Bogotá;99;5
297826833;2013;0;0;0;414;84029;0;0;0;0;0;0;0;84443;1936331;544037;251674;241607;0;0;543;4578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790222;2;Bogotá;2;Bogotá;99;5
297826834;2013;0;219;0;0;1332;0;0;0;0;0;0;0;1551;1245433;380181;201395;224914;0;0;0;0;300;2479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607574;2;Bogotá;2;Bogotá;99;5
452129;2013;0;0;0;2898;4551;780;0;0;0;16894;0;0;25123;173940;62740;9674;9762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72502;2;Bogotá;2;Bogotá;99;5
9807356;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;57841;20822;7568;10812;0;0;0;0;122;1048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32682;2;Bogotá;2;Bogotá;99;5
9807357;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;82524;27145;13114;11842;0;0;0;0;120;1039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40026;2;Bogotá;2;Bogotá;99;5
297826941;2013;0;0;0;100;2000;100;0;0;0;0;0;200;2400;91120;30069;17713;16827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46896;2;Bogotá;2;Bogotá;99;5
297826946;2013;0;500;0;0;10000;0;0;0;0;1617;0;11000;23117;558744;198354;70876;69458;0;0;0;0;24;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268014;2;Bogotá;2;Bogotá;99;5
297826982;2013;4250;2650;1000;2900;3300;0;0;0;0;0;0;0;14100;390097;120930;98335;108169;0;0;0;0;450;3640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4500;0;0;0;0;0;232739;2;Bogotá;2;Bogotá;99;5
296886228;2013;0;0;0;0;60000;0;0;0;0;0;0;0;60000;2455084;315000;58221;58512;0;0;0;0;650;5558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379070;1;Barranquilla;9;Cartagena;99;5
297826663;2013;0;0;0;711;0;0;0;0;0;0;0;0;711;132960;42547;27568;27292;0;0;0;0;17;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;69990;2;Bogotá;2;Bogotá;99;5
297826985;2013;0;75;0;2204;441;0;0;0;0;0;0;0;2720;304000;97280;44095;44007;0;0;0;0;6;315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;141602;2;Bogotá;2;Bogotá;99;5
297826986;2013;0;0;0;2000;0;0;0;0;0;0;0;0;2000;496000;196057;32000;33200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;229257;2;Bogotá;2;Bogotá;99;5
297838044;2013;0;0;0;6000;2500;0;0;0;0;0;0;0;8500;214043;65168;83770;50320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115488;2;Bogotá;17;Tunja;99;5
409910;2013;0;0;0;560;0;0;0;0;0;5000;0;0;5560;408324;138371;0;0;7414;15725;0;0;84;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154726;5;Manizales;11;Ibagué;99;5
450883;2013;0;0;620;0;751;590;0;0;0;830;0;590;3381;303000;89385;22060;23935;80;16;0;0;3;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113359;2;Bogotá;2;Bogotá;99;5
297839484;2013;5680;0;0;1250;8560;0;0;0;0;0;0;0;15490;330310;114947;0;0;76920;84612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199559;2;Bogotá;2;Bogotá;99;5
299303284;2013;0;0;0;18791;0;0;0;0;0;0;0;1500;20291;1883977;722025;322416;345033;0;0;0;0;360;2940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;0;0;0;0;0;1069998;2;Bogotá;2;Bogotá;99;5
337133;2013;0;0;0;3578;830;0;0;0;0;0;0;0;4408;269352;91970;36999;35149;0;0;0;0;150;1215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128334;2;Bogotá;2;Bogotá;99;5
75000;2013;0;0;0;1350;0;0;0;0;0;250;0;0;1600;58940;25375;361;765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26140;1;Barranquilla;16;Santa Marta;99;5
75007;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;29228;11399;7050;7377;0;0;0;0;10;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18876;2;Bogotá;2;Bogotá;99;5
410376;2013;0;0;0;1537;0;0;0;0;0;3183;0;0;4720;135800;47257;5391;5365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52622;1;Barranquilla;16;Santa Marta;99;5
296886229;2013;0;0;0;4225;0;0;0;0;0;3480;0;0;7705;574435;160842;13066;12075;0;0;666;5063;461;3451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181431;1;Barranquilla;16;Santa Marta;99;5
296914023;2013;0;0;0;110;0;0;0;0;0;255;0;0;365;43153;21982;593;1888;0;0;258;2244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26114;1;Barranquilla;16;Santa Marta;99;5
297718272;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;432662;138452;15236;17431;110;429;346;2938;18710;151551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310801;2;Bogotá;2;Bogotá;99;5
297826922;2013;5000;0;0;2650;0;0;0;0;0;9300;0;0;16950;224787;92162;17550;17374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109536;2;Bogotá;2;Bogotá;99;5
451251;2013;0;0;0;0;10000;0;0;0;0;0;0;0;10000;232800;68990;3427;3568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72558;1;Barranquilla;9;Cartagena;99;5
451446;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;256080;90872;6938;6423;0;0;0;0;340;2890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100185;1;Barranquilla;16;Santa Marta;99;5
455513;2013;0;0;0;0;15000;0;0;0;0;80000;0;0;95000;2987008;878503;817877;867077;0;0;3619;29313;0;0;0;0;0;0;0;0;0;0;0;0;14;3990;0;0;0;0;0;0;0;0;0;1778883;2;Bogotá;2;Bogotá;99;5
9807403;2013;0;0;0;0;150000;0;0;0;0;224000;0;0;374000;915557;290697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290697;2;Bogotá;2;Bogotá;99;5
297730683;2013;0;0;0;0;0;0;0;0;0;947090;0;0;947090;548171;194245;13150;25066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219311;4;Cali;4;Cali;99;5
296886232;2013;0;0;0;1049;0;600;0;0;0;0;0;0;1649;1684396;582943;0;0;24497;39727;2169;18601;2574;21188;0;0;0;0;0;0;0;0;6351;2064;0;0;0;0;0;0;0;0;0;0;0;664523;2;Bogotá;2;Bogotá;99;5
296886233;2013;0;0;0;1327;0;0;0;0;0;0;0;0;1327;607335;185237;0;0;25965;27523;616;5425;4412;31650;0;0;0;0;0;0;0;0;0;0;4000;900;0;0;0;0;0;0;0;0;0;250735;2;Bogotá;2;Bogotá;99;5
296886234;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;3440084;964104;0;0;30009;50092;1013;8736;46353;377999;0;0;0;0;0;0;0;0;4180;3924;0;0;0;0;0;0;0;0;0;0;0;1404855;2;Bogotá;2;Bogotá;99;5
296886235;2013;0;0;100;2508;0;0;1412;0;0;0;0;0;4020;438825;254080;0;0;27491;52545;4174;33421;57542;475369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;815415;2;Bogotá;2;Bogotá;99;5
296886236;2013;0;0;100;1952;0;0;0;0;0;0;0;0;2052;478086;150846;0;0;16066;28759;459;3901;43432;354484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5513;0;0;0;0;0;537990;2;Bogotá;2;Bogotá;99;5
3834328;2013;0;0;0;4500;2000;0;0;0;0;0;0;0;6500;381550;141806;56287;50548;0;0;0;0;1159;8675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2050;0;0;0;0;0;201029;2;Bogotá;2;Bogotá;99;5
297826903;2013;0;0;0;4896;0;0;0;0;0;0;0;0;4896;217606;85954;91757;89013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174967;2;Bogotá;2;Bogotá;99;5
451463;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;248183;81900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81900;2;Bogotá;2;Bogotá;99;5
451466;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;171234;61739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61739;2;Bogotá;2;Bogotá;99;5
297826734;2013;0;0;0;5000;0;0;300000;0;0;0;0;0;305000;1889597;566879;231095;286095;39;120;0;0;133;997;0;0;0;0;0;0;0;0;0;0;0;0;7557;0;0;1330;0;0;0;0;0;854091;2;Bogotá;2;Bogotá;99;5
297826735;2013;0;204;0;2574;1540;660;0;0;0;0;0;0;4978;1659725;540515;465603;440464;0;0;0;0;400;3240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;984219;2;Bogotá;2;Bogotá;99;5
452253;2013;0;0;0;4140;11961;0;0;0;0;62699;0;0;78800;3763942;849946;0;0;45425;49968;3560;30573;4796;39762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;970249;2;Bogotá;2;Bogotá;99;5
296886239;2013;0;0;0;0;0;0;0;0;0;0;0;18845;18845;1922424;507674;0;0;114065;125998;2107;18129;10670;88154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739955;5;Manizales;11;Ibagué;99;5
452256;2013;0;0;0;831;0;0;0;0;0;0;0;0;831;550016;146826;38164;39354;0;0;0;0;636;7054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193234;5;Manizales;11;Ibagué;99;5
297826882;2013;0;0;0;2900;0;0;0;0;0;0;0;0;2900;127396;48264;14751;17540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65804;2;Bogotá;2;Bogotá;99;5
297826889;2013;0;0;0;7500;15000;0;0;0;0;0;0;0;22500;1273000;445500;149540;147290;0;0;0;0;276;2332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595122;2;Bogotá;2;Bogotá;99;5
297826988;2013;0;0;0;10000;0;0;0;0;0;1000;0;0;11000;116735;40857;6365;6372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47229;2;Bogotá;2;Bogotá;99;5
457978;2013;0;41;0;390;0;0;0;0;0;200;0;0;631;56727;21625;7179;7037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28662;2;Bogotá;2;Bogotá;99;5
457979;2013;0;41;0;390;0;0;0;0;0;200;0;0;631;26727;10672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10672;2;Bogotá;2;Bogotá;99;5
297718280;2013;0;41;0;390;0;0;0;0;0;200;0;0;631;104126;43629;29020;29056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72685;2;Bogotá;2;Bogotá;99;5
451402;2013;0;0;0;168;0;0;0;0;0;890;0;0;1058;21056;7870;0;0;2576;2723;26;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10775;2;Bogotá;2;Bogotá;99;5
297826991;2013;0;0;0;0;0;0;0;0;0;500;0;0;500;94200;33663;2633;2422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36085;2;Bogotá;2;Bogotá;99;5
9807346;2013;0;0;0;0;0;0;0;0;0;3125;0;0;3125;68412;28151;19356;24644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52795;2;Bogotá;2;Bogotá;99;5
9807408;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;422462;147016;71661;67433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214449;2;Bogotá;2;Bogotá;99;5
297826672;2013;0;0;0;2000;1500;0;0;0;0;0;0;500;4000;57034;22270;23199;22739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45009;2;Bogotá;2;Bogotá;99;5
297838058;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;12980;4543;7942;7783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12326;2;Bogotá;2;Bogotá;99;5
297827017;2013;0;0;0;450;0;0;0;0;0;0;0;0;450;122975;46853;1174;1117;0;0;0;0;25;222;0;0;0;0;0;0;0;0;0;0;30;70;0;0;0;250;0;0;0;0;0;48262;2;Bogotá;2;Bogotá;99;5
297826791;2013;0;0;0;420;0;0;0;0;0;9800;0;0;10220;2000;730;3000;2850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3580;2;Bogotá;2;Bogotá;99;5
297826945;2013;0;0;0;2000;0;0;0;0;0;500;0;0;2500;77917;31021;21119;23220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54241;2;Bogotá;2;Bogotá;99;5
297838050;2013;0;0;0;2817;0;5615;0;0;0;0;0;0;8432;172785;128142;0;0;8052;12144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140286;2;Bogotá;91;Leticia;99;5
299303287;2013;0;0;0;240;0;0;0;0;0;0;0;0;240;275316;102692;34371;34027;0;0;0;0;49;416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137135;2;Bogotá;2;Bogotá;99;5
9815066;2013;0;0;0;5353;0;0;0;0;0;0;0;0;5353;79935;24780;15540;14778;0;0;0;0;10;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39646;2;Bogotá;2;Bogotá;99;5
297823688;2013;0;0;0;100;0;0;0;0;0;0;0;0;100;3388;1247;216;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1455;2;Bogotá;2;Bogotá;99;5
297821685;2013;0;0;0;1500;200;0;0;0;0;0;0;0;1700;17666;6359;1575;1503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7862;2;Bogotá;2;Bogotá;99;5
450816;2013;0;0;0;0;4251;0;0;0;0;0;0;0;4251;102440;30930;16421;16338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47268;2;Bogotá;2;Bogotá;99;5
74977;2013;0;0;0;24;0;0;0;0;0;0;0;0;24;115546;36844;2900;2750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39594;2;Bogotá;2;Bogotá;99;5
