Nro_Orden_Establecimiento;Periodo;C3RHE1;C3RHE2;C3RHE5;PROGAHORR;TOTALARH;C3RHC1PTU;C3RHC4RCASUP;C3RHC5RCASUB;C3RHC6PMS;MULTABAS;C3RHC7TOGT;C3RHA1cAC;C3RHA1dAC;VOCONSBL;VACONSBLQ;C3RHA5cCT;C3RHA5dCT;VOLBOTLL;VRBOTLL;C3RHA6cALL;C3RHA7cTVU1;C3RHA7dTVPCA;C3RHA2aSUP;C3RHA2bSUP;FECHADESDESUP;FECHAHASTASUP;C3RHA2cSUP;C3RHA3aSUB;C3RHA3bSUB;FECHADESDESUB;FECHAHASTASUB;C3RHA3cSUB;C3RHA4aAM;C3RHA4bAM;FECHADESDEMAR;FECHAHASTAMAR;C3RHA4cAM;C3RHA7aTVC;C3RHA7bTPC;C3RHA7cTVU2;C3RHA7cTVU;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297839484;2015;0;0;0;0;0;75;0;0;0;0;75;14429;36072;0;0;0;0;0;0;0;14429;36072;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;14429;2;Bogotá;2;Bogotá;99;5
299303284;2015;0;2260;2000;0;4260;185;0;0;0;0;185;34509;89654;0;0;0;0;42;16800;0;34551;106454;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;34551;2;Bogotá;2;Bogotá;99;5
337133;2015;0;13655;1195;0;14850;15;0;0;0;0;15;2835;7345;0;0;0;0;0;0;0;2835;7345;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2835;2;Bogotá;2;Bogotá;99;5
296886229;2015;0;0;0;0;0;28;0;0;0;0;28;10848;25133;0;0;0;0;55;4074;0;10903;29207;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;10903;1;Barranquilla;16;Santa Marta;99;5
297718272;2015;0;0;3500;0;3500;55;0;0;0;0;55;10493;27273;0;0;0;0;0;0;0;10493;27273;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;10493;2;Bogotá;2;Bogotá;99;5
297826922;2015;0;0;2020;0;2020;18;0;0;0;0;18;3353;8660;0;0;0;0;0;0;0;3353;8660;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3353;2;Bogotá;2;Bogotá;99;5
451446;2015;0;0;3300;0;3300;3;0;0;0;0;3;5929;11619;0;0;0;0;0;0;0;5929;11619;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;5929;1;Barranquilla;16;Santa Marta;99;5
455513;2015;0;20000;330000;205000;555000;467;0;0;0;0;467;87662;228233;0;0;0;0;0;0;0;87662;228233;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;87662;2;Bogotá;2;Bogotá;99;5
9807403;2015;0;147;0;0;147;217;0;0;0;0;217;51149;133500;0;0;0;0;0;0;0;51149;133500;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;51149;2;Bogotá;2;Bogotá;99;5
297730683;2015;0;0;0;0;0;29;0;0;0;0;29;16203;24305;0;0;0;0;0;0;0;16203;24305;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;16203;2;Bogotá;2;Bogotá;98;5
296886232;2015;0;1650;2850;0;4500;0;0;0;0;0;0;80375;152713;0;0;0;0;0;0;0;80375;152713;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;80375;2;Bogotá;2;Bogotá;99;5
296886233;2015;0;32;26813;0;26845;341;16572;0;0;0;16913;0;0;0;0;0;0;22;8237;0;22;8237;302800;54;30/08/2015; ;302000;46461;287;30/08/2015; ;22924;0;0; ; ;0;349261;341;324924;324946;2;Bogotá;2;Bogotá;99;5
296886234;2015;0;1850;3870;0;5720;0;0;0;0;0;0;99055;188205;0;0;0;0;0;0;0;99055;188205;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;99055;2;Bogotá;2;Bogotá;99;5
296886235;2015;0;0;0;0;0;0;24805;665;0;0;25470;0;0;0;0;0;0;0;0;0;0;0;98509;14243;12/11/2014;12/11/2019;97080;25000;347;12/11/2014;12/11/2019;23376;0;0; ; ;0;123509;14590;120456;120456;2;Bogotá;2;Bogotá;99;5
296886236;2015;0;2958;0;0;2958;0;2067;347;0;0;2414;0;0;0;0;0;0;0;0;0;0;0;94509;14243;12/11/2014;12/11/2019;77080;25000;347;12/11/2014;12/11/2019;23376;0;0; ; ;0;119509;14590;100456;100456;2;Bogotá;2;Bogotá;99;5
3834328;2015;0;0;0;0;0;35;0;0;0;0;35;5930;13416;0;0;0;0;5;2103;0;5935;15519;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;5935;2;Bogotá;2;Bogotá;99;5
297826903;2015;0;5139;0;0;5139;49;0;0;0;0;49;9085;23797;0;0;0;0;2;961;0;9087;24758;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;9087;2;Bogotá;2;Bogotá;99;5
451463;2015;0;0;0;0;0;21;0;0;0;0;21;3888;10029;0;0;0;0;0;0;0;3888;10029;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3888;2;Bogotá;2;Bogotá;99;5
451466;2015;0;0;0;0;0;20;0;0;0;0;20;3936;10233;0;0;0;0;0;0;0;3936;10233;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3936;2;Bogotá;2;Bogotá;99;5
297826734;2015;0;400;14150;1891;16441;185;0;0;0;0;185;33169;84978;0;0;0;0;0;0;0;33169;84978;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;33169;2;Bogotá;2;Bogotá;99;5
297826735;2015;0;0;4260;0;4260;273;0;0;0;0;273;51218;133218;0;0;0;0;10;14495;0;51228;147713;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;51228;2;Bogotá;2;Bogotá;99;5
452253;2015;0;0;57384;6350;63734;2015;0;0;0;0;2015;158942;305582;0;0;0;0;346;67817;1;159289;373399;20609;1116;28/01/2002;27/01/2016;20609;0;0; ; ;0;0;0; ; ;0;20609;1116;20609;179898;2;Bogotá;2;Bogotá;99;5
296886239;2015;0;3154;105663;0;108817;188;0;0;0;0;188;0;0;0;0;0;0;21;6476;0;21;6476;159036;0;19/09/2007;19/09/2017;156445;20220;0;19/08/2010;19/08/2020;0;0;0; ; ;0;179256;0;156445;156466;5;Manizales;11;Ibagué;99;5
452256;2015;0;0;0;0;0;0;0;0;0;0;0;25886;41418;0;0;0;0;0;0;0;25886;41418;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;25886;2;Bogotá;2;Bogotá;99;5
457976;2015;0;0;0;0;0;0;0;0;0;0;0;7687;9992;0;0;0;0;0;0;0;7687;9992;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7687;6;Medellín;12;Monteria;99;5
297826882;2015;0;0;0;0;0;14;0;0;0;0;14;2625;6799;0;0;0;0;0;0;0;2625;6799;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2625;2;Bogotá;2;Bogotá;99;5
297826889;2015;0;0;3200;0;3200;69;0;0;0;0;69;12883;33482;0;0;0;0;7;2664;0;12890;36146;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;12890;2;Bogotá;2;Bogotá;99;5
297826988;2015;0;800;2200;0;3000;20;0;0;0;0;20;3023;7558;0;0;0;0;1;80;0;3024;7638;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3024;2;Bogotá;2;Bogotá;99;5
297718280;2015;0;0;0;0;0;4;0;0;0;0;4;651;1726;0;0;11;660;0;0;0;662;2386;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;662;2;Bogotá;2;Bogotá;99;5
451402;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;836;0; ; ;836;0;0; ; ;0;836;0;836;836;2;Bogotá;2;Bogotá;99;5
297826991;2015;0;0;0;0;0;16;0;0;0;0;16;2962;7788;0;0;0;0;0;0;0;2962;7788;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2962;2;Bogotá;2;Bogotá;99;5
9807346;2015;0;0;1200;0;1200;26;0;0;0;0;26;4092;10598;0;0;0;0;0;0;0;4092;10598;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4092;2;Bogotá;2;Bogotá;99;5
9807408;2015;0;0;0;0;0;200;0;0;0;0;200;37709;98006;0;0;0;0;0;0;0;37709;98006;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;37709;2;Bogotá;2;Bogotá;99;5
297826672;2015;0;0;810;0;810;24;0;0;0;0;24;4596;11490;0;0;0;0;0;0;0;4596;11490;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4596;2;Bogotá;2;Bogotá;99;5
297838058;2015;0;435;5100;0;5535;22;0;0;0;0;22;4110;10681;0;0;0;0;0;0;0;4110;10681;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4110;2;Bogotá;2;Bogotá;99;5
297827017;2015;0;0;0;0;0;10;0;0;0;0;10;1914;4974;0;0;0;0;0;0;0;1914;4974;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1914;2;Bogotá;2;Bogotá;99;5
297826945;2015;0;0;0;0;0;25;0;0;0;0;25;5022;13202;0;0;0;0;1;1038;0;5023;14240;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;5023;2;Bogotá;2;Bogotá;99;5
297838050;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;252;0; ; ;252;0;0; ; ;0;252;0;252;252;2;Bogotá;91;Leticia;99;5
299303287;2015;0;0;980;0;980;65;0;0;0;0;65;7424;19874;0;0;0;0;0;0;0;7424;19874;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7424;2;Bogotá;2;Bogotá;99;5
9815066;2015;0;0;0;0;0;22;0;0;0;0;22;4217;10958;0;0;0;0;0;0;0;4217;10958;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4217;2;Bogotá;2;Bogotá;99;5
450816;2015;0;0;0;0;0;27;0;0;0;0;27;4992;12957;0;0;0;0;0;0;0;4992;12957;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4992;2;Bogotá;2;Bogotá;99;5
74977;2015;0;0;0;0;0;9;0;0;0;0;9;2265;5969;0;0;0;0;0;0;0;2265;5969;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2265;2;Bogotá;2;Bogotá;99;5
407032;2015;0;301;3552;0;3853;17;0;0;0;0;17;3256;8452;0;0;0;0;1;480;0;3257;8932;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3257;2;Bogotá;2;Bogotá;99;5
297826739;2015;0;0;0;0;0;32;0;0;0;0;32;4784;12460;0;0;0;0;1;542;0;4785;13002;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4785;2;Bogotá;2;Bogotá;99;5
297826977;2015;0;0;0;0;0;19;0;0;0;0;19;3523;9082;0;0;0;0;0;0;0;3523;9082;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3523;2;Bogotá;2;Bogotá;99;5
9807394;2015;0;0;0;0;0;3;0;0;0;0;3;466;1217;0;0;0;0;0;0;0;466;1217;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;466;2;Bogotá;2;Bogotá;99;5
297826749;2015;0;0;0;0;0;5;0;0;0;0;5;1299;3374;0;0;0;0;0;0;0;1299;3374;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1299;2;Bogotá;2;Bogotá;99;5
297827337;2015;0;550;0;0;550;7;0;0;0;0;7;1311;3426;0;0;0;0;0;0;0;1311;3426;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1311;2;Bogotá;2;Bogotá;99;5
