Nro_Orden_Establecimiento;Periodo;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
296913990;2015;1;Barranquilla;22;San Andrés;99;5
297718663;2015;1;Barranquilla;22;San Andrés;99;5
297730498;2015;1;Barranquilla;22;San Andrés;99;5
297826665;2015;1;Barranquilla;22;San Andrés;99;5
74973;2015;1;Barranquilla;22;San Andrés;99;5
9816029;2015;1;Barranquilla;22;San Andrés;99;5
296914091;2015;1;Barranquilla;22;San Andrés;99;5
297730513;2015;1;Barranquilla;22;San Andrés;99;5
297730514;2015;1;Barranquilla;22;San Andrés;99;5
297730681;2015;1;Barranquilla;22;San Andrés;99;5
297821667;2015;1;Barranquilla;22;San Andrés;99;5
452535;2015;1;Barranquilla;22;San Andrés;99;5
297826875;2015;1;Barranquilla;22;San Andrés;99;5
455784;2015;1;Barranquilla;22;San Andrés;99;5
296914053;2015;1;Barranquilla;22;San Andrés;99;5
297826666;2015;1;Barranquilla;22;San Andrés;99;5
297826646;2015;1;Barranquilla;22;San Andrés;99;5
297826948;2015;1;Barranquilla;22;San Andrés;99;5
297826737;2015;1;Barranquilla;22;San Andrés;99;5
299303281;2015;1;Barranquilla;22;San Andrés;99;5
452123;2015;1;Barranquilla;22;San Andrés;99;5
452124;2015;1;Barranquilla;22;San Andrés;99;5
452125;2015;2;Bogotá;91;Leticia;99;5
296913996;2015;1;Barranquilla;22;San Andrés;99;5
297730349;2015;1;Barranquilla;22;San Andrés;99;5
299303289;2015;1;Barranquilla;22;San Andrés;99;5
441678;2015;1;Barranquilla;22;San Andrés;99;5
9809870;2015;1;Barranquilla;22;San Andrés;99;5
441826;2015;1;Barranquilla;22;San Andrés;99;5
74974;2015;1;Barranquilla;22;San Andrés;99;5
10400103;2015;4;Cali;4;Cali;99;5
12200153;2015;4;Cali;4;Cali;99;5
10400104;2015;4;Cali;4;Cali;99;5
10400105;2015;4;Cali;4;Cali;99;5
297823811;2015;1;Barranquilla;22;San Andrés;99;5
297819033;2015;1;Barranquilla;22;San Andrés;99;5
444146;2015;1;Barranquilla;23;Sincelejo;99;5
299303373;2015;1;Barranquilla;23;Sincelejo;99;5
297838035;2015;1;Barranquilla;24;Valledupar;99;5
297718293;2015;1;Barranquilla;24;Valledupar;99;5
297718291;2015;1;Barranquilla;24;Valledupar;99;5
297718319;2015;1;Barranquilla;24;Valledupar;99;5
297823856;2015;1;Barranquilla;24;Valledupar;99;5
12400285;2015;1;Barranquilla;24;Valledupar;99;5
12400286;2015;1;Barranquilla;24;Valledupar;99;5
451467;2015;2;Bogotá;2;Bogotá;99;5
297839487;2015;1;Barranquilla;9;Cartagena;99;5
