Nro_Orden_Establecimiento;Periodo;C5REA1;C5REA2;C5REA3;C5REA4;C5REA9;C5REA5;C5REA6;C5REA7;C5REA8;C5REA10;C6GAA2e;C6GAA1b;TORAENER;C5REB1a;C5REB1b;C5REB2a;C5REB2b;C5REB3a;C5REB3b;C5REB16a;C5REB16b;C5REB4a;C5REB4b;C5REB5a;C5REB5b;C5REB6a;C5REB6b;C5REB7a;C5REB7b;C5REB8a;C5REB8b;C5REB9a;C5REB9b;C5REB10a;C5REB10b;C5REB11a;C5REB12a;C5REB13a;C5REB14a;C5REB15a;C5REB15b;C5REB17a;C5REB17b;CONBIOGAS;C5REB18b;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826677;2015;0;481;0;2460;0;0;0;0;0;0;0;0;2941;132179;48906;21702;32021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80927;2;Bogotá;2;Bogotá;99;5
297826828;2015;300;300;250;15000;3500;0;0;0;0;30000;2000;250;51600;717466;242796;63770;82264;0;0;0;0;129;991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4838;0;0;0;0;0;326051;2;Bogotá;2;Bogotá;99;5
297826830;2015;0;0;0;532;3000;0;0;0;0;0;0;0;3532;247766;104061;21351;22000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126061;2;Bogotá;2;Bogotá;99;5
452491;2015;0;0;0;0;5772;0;0;0;0;0;0;0;5772;119089;142908;5815;6856;0;0;0;0;107;869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4280;0;0;0;0;0;150633;1;Barranquilla;9;Cartagena;99;5
9807355;2015;0;0;9600;3985;0;0;0;0;0;0;0;0;13585;1676713;537302;181900;188216;0;0;0;0;1400;11268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736786;2;Bogotá;2;Bogotá;99;5
297826832;2015;0;0;0;0;2000;0;0;0;0;0;0;0;2000;330812;139155;17707;24329;0;0;0;0;150;1183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5625;0;0;0;0;0;164667;2;Bogotá;2;Bogotá;99;5
297826833;2015;0;0;0;352;0;0;0;0;0;107893;0;0;108245;1847334;598392;218195;297126;0;0;376;4054;518;4090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19425;0;0;0;0;0;903662;2;Bogotá;2;Bogotá;99;5
297826834;2015;0;0;0;0;12079;0;0;0;0;0;0;0;12079;1066707;290946;183980;221747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512693;2;Bogotá;2;Bogotá;99;5
452129;2015;0;0;0;280;0;0;0;0;0;0;0;0;280;189840;75936;11779;14099;0;0;0;0;145;1247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8300;0;0;0;0;0;91282;2;Bogotá;2;Bogotá;99;5
9807356;2015;0;0;0;150;0;0;0;0;0;0;0;0;150;71593;27739;10436;12377;0;0;0;0;120;1020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8200;0;0;0;0;0;41136;2;Bogotá;2;Bogotá;99;5
9807357;2015;0;0;0;80;0;0;0;0;0;0;0;0;80;87708;33942;16253;19276;0;0;0;0;110;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2790;0;0;0;0;0;54230;2;Bogotá;2;Bogotá;99;5
297826941;2015;0;0;0;3600;0;0;0;0;0;0;0;0;3600;106320;44543;16229;16900;0;0;0;0;45;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;61830;2;Bogotá;2;Bogotá;99;5
297826946;2015;0;500;1500;5000;6000;2500;0;0;0;12000;0;0;27500;480000;175544;79871;104791;80;120;10;78;28;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3975;0;0;0;0;0;280759;2;Bogotá;2;Bogotá;99;5
297826982;2015;0;0;0;4122;19960;0;38000;0;0;7350;0;0;69432;359381;129377;58085;87662;0;0;0;0;270;2160;0;0;0;0;0;0;0;0;0;0;0;0;0;8760;0;150;0;0;0;0;0;219199;2;Bogotá;2;Bogotá;99;5
296886228;2015;0;0;0;60900;0;0;0;0;0;0;0;0;60900;2899454;898831;108017;114606;0;0;0;0;270;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257058;0;0;0;0;0;1015737;1;Barranquilla;9;Cartagena;99;5
297826663;2015;0;0;0;1182;1634;0;0;0;0;780;0;0;3596;139709;54720;27676;28506;0;0;0;0;30;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;0;0;0;0;0;83481;2;Bogotá;2;Bogotá;99;5
297826985;2015;0;0;0;2400;750;0;0;0;0;0;0;0;3150;295840;104030;37943;49321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;520;0;0;0;0;0;153351;2;Bogotá;2;Bogotá;99;5
297826986;2015;0;2000;2000;10550;5570;2200;0;0;0;30000;0;0;52320;488887;200443;32227;33354;0;0;0;0;50;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;234222;2;Bogotá;2;Bogotá;99;5
297838044;2015;0;750;0;0;3800;0;0;0;0;5500;0;0;10050;190854;68852;88310;81549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150401;2;Bogotá;17;Tunja;99;5
409910;2015;100;0;0;6500;1200;0;0;0;0;0;0;0;7800;392400;150156;0;0;11490;34562;0;0;390;3069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187787;5;Manizales;11;Ibagué;99;5
450883;2015;0;0;0;0;9639;0;0;0;0;0;0;0;9639;225888;83353;21773;27525;0;0;0;0;70;595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111473;2;Bogotá;2;Bogotá;99;5
297839484;2015;0;1560;3560;12450;0;0;0;0;0;2850;0;0;20420;340310;139527;0;0;56800;68160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207687;2;Bogotá;2;Bogotá;99;5
299303284;2015;0;0;0;7666;1276;0;0;0;0;0;0;0;8942;2003470;649455;270061;320292;0;0;0;0;7352;59551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713;0;0;0;0;0;1029298;2;Bogotá;2;Bogotá;99;5
337133;2015;0;0;0;830;0;0;0;0;0;13023;0;0;13853;201763;70709;27554;38898;0;0;0;0;150;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110507;2;Bogotá;2;Bogotá;99;5
296886229;2015;0;0;0;3484;501;0;0;0;0;10979;0;0;14964;420494;127722;11868;14232;0;0;667;5074;149;1114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148142;1;Barranquilla;16;Santa Marta;99;5
297718272;2015;0;219;0;22;179;0;0;0;0;2354;0;0;2774;327327;116204;10125;13162;7030;29396;280;2380;13000;108000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487500;0;0;0;0;0;269142;2;Bogotá;2;Bogotá;99;5
297826922;2015;0;0;0;0;3260;0;0;0;0;0;0;0;3260;171457;70640;19132;24703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95343;2;Bogotá;2;Bogotá;99;5
451446;2015;0;0;0;462;0;0;0;0;0;0;0;0;462;298575;107487;5090;4937;0;0;0;0;680;5437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13941;0;0;0;0;0;117861;1;Barranquilla;16;Santa Marta;99;5
455513;2015;0;0;0;0;362500;0;0;0;0;0;0;0;362500;2727457;1021559;707693;920002;0;0;4299;34060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1975621;2;Bogotá;2;Bogotá;99;5
9807403;2015;0;0;0;29858;350;0;0;0;0;265;0;0;30473;703516;268144;49438;66858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335002;2;Bogotá;2;Bogotá;99;5
297730683;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;419280;163099;10450;20879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183978;2;Bogotá;2;Bogotá;98;5
296886232;2015;0;1250;256;522;2368;0;0;0;0;0;0;0;4396;1673820;602575;0;0;24502;40967;2209;18776;2662;22627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684945;2;Bogotá;2;Bogotá;99;5
296886233;2015;0;0;0;780;0;0;0;0;0;0;0;0;780;768979;276832;0;0;28102;30912;343;3060;3492;27936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1960;0;0;0;0;0;338740;2;Bogotá;2;Bogotá;99;5
296886234;2015;0;1930;1360;6600;5635;0;0;0;0;3100;0;0;18625;3153549;1135278;0;0;31420;56556;960;8160;38000;323000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4900;0;0;0;0;0;1522994;2;Bogotá;2;Bogotá;99;5
296886235;2015;0;0;0;6056;24000;0;0;0;0;0;0;0;30056;370297;214772;0;0;27907;55814;4168;32459;47687;424414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6100;0;0;0;0;0;727459;2;Bogotá;2;Bogotá;99;5
296886236;2015;0;0;0;6056;2650;0;0;0;0;0;0;0;8706;464089;167072;0;0;23000;41400;366;3111;34800;295800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4500;0;0;0;0;0;507383;2;Bogotá;2;Bogotá;99;5
3834328;2015;0;0;0;3279;3279;0;0;0;0;0;0;0;6558;391983;172865;57052;73701;0;0;0;0;197;1560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7387;0;0;0;0;0;248126;2;Bogotá;2;Bogotá;99;5
297826903;2015;0;316;0;5307;0;0;0;0;0;0;0;0;5623;205835;100262;64335;77234;0;0;0;0;100;731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;178227;2;Bogotá;2;Bogotá;99;5
451463;2015;0;0;0;1468;0;0;0;0;0;1243;0;0;2711;237054;90081;0;0;0;0;0;0;10;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;90158;2;Bogotá;2;Bogotá;99;5
451466;2015;0;0;0;828;0;0;0;0;0;699;0;0;1527;196101;92560;0;0;0;0;0;0;5;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;92598;2;Bogotá;2;Bogotá;99;5
297826734;2015;0;0;0;15660;0;0;0;0;0;0;0;1891;17551;1705322;745500;152210;180521;0;0;0;0;120;1020;0;0;0;0;0;0;0;0;0;0;0;0;210880;0;0;1065;0;0;0;0;0;927041;2;Bogotá;2;Bogotá;99;5
297826735;2015;0;136;1250;121;27656;3840;0;0;0;0;0;0;33003;1603539;567998;347073;441745;0;0;0;0;700;5390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590;0;0;0;0;0;1015133;2;Bogotá;2;Bogotá;99;5
452253;2015;0;0;0;3124;58703;0;164523;0;0;757255;0;0;983605;3395891;907492;0;0;45509;75432;2400;19413;2757;21676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;1024013;2;Bogotá;2;Bogotá;99;5
296886239;2015;0;0;0;6391;5576;0;0;0;0;0;0;0;11967;2087700;562153;0;0;58792;93244;2017;15706;6835;51332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;722435;5;Manizales;11;Ibagué;99;5
452256;2015;0;0;0;1328;0;0;0;0;0;0;0;0;1328;625697;178727;33044;49566;0;0;0;0;300;2370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11250;0;0;0;0;0;230663;2;Bogotá;2;Bogotá;99;5
457976;2015;0;39;0;1077;0;0;0;0;0;0;0;0;1116;418957;58654;37795;34016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92670;6;Medellín;12;Monteria;99;5
297826882;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;109826;54200;16248;23480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77680;2;Bogotá;2;Bogotá;99;5
297826889;2015;0;450;760;15000;7000;1360;0;0;0;0;0;500;25070;1168766;410139;116432;151362;0;0;0;0;400;3400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;564901;2;Bogotá;2;Bogotá;99;5
297826988;2015;0;740;0;709;13300;0;0;0;0;6500;0;0;21249;151909;60683;5871;8038;0;0;0;0;31;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2063;0;0;0;0;0;69370;2;Bogotá;2;Bogotá;99;5
297718280;2015;0;0;0;3261;1778;0;0;0;0;3488;0;0;8527;81226;29729;34505;46754;300;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1977;0;0;0;0;0;76873;2;Bogotá;2;Bogotá;99;5
451402;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;31763;12070;0;0;2705;2733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14803;2;Bogotá;2;Bogotá;99;5
297826991;2015;0;0;0;500;0;0;0;0;0;0;0;0;500;74880;29203;2359;2506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;31709;2;Bogotá;2;Bogotá;99;5
9807346;2015;0;350;0;320;0;0;0;0;0;0;0;0;670;78832;33345;20256;24023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57368;2;Bogotá;2;Bogotá;99;5
9807408;2015;0;0;0;6302;0;0;0;0;0;0;0;0;6302;421074;200538;32768;34587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235125;2;Bogotá;2;Bogotá;99;5
297826672;2015;0;0;0;0;621;0;0;0;0;0;0;0;621;47909;25020;24694;28151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53171;2;Bogotá;2;Bogotá;99;5
297838058;2015;0;0;0;180;1500;0;0;0;0;0;300;0;1980;13220;5758;14294;15703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21461;2;Bogotá;2;Bogotá;99;5
297827017;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;109271;45893;1075;1397;0;0;0;0;20;178;0;0;0;0;0;0;0;0;0;0;2300;4000;0;0;0;200;0;0;0;0;0;51468;2;Bogotá;2;Bogotá;99;5
297826945;2015;100;150;350;560;23000;0;0;0;0;200;120;0;24480;90292;34221;25465;32722;0;0;3;21;25;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;67144;2;Bogotá;2;Bogotá;99;5
297838050;2015;0;0;0;2630;0;7580;0;0;0;0;0;0;10210;198246;136518;0;0;11500;19030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155548;2;Bogotá;91;Leticia;99;5
299303287;2015;0;0;0;1197;0;0;0;0;0;0;0;0;1197;328318;133953;55250;75692;0;0;0;0;100;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;0;0;0;0;0;210495;2;Bogotá;2;Bogotá;99;5
