Nro_Orden_Establecimiento;Periodo;C5REA1;C5REA2;C5REA3;C5REA4;C5REA9;C5REA5;C5REA6;C5REA7;C5REA8;C5REA10;C6GAA2e;C6GAA1b;TORAENER;C5REB1a;C5REB1b;C5REB2a;C5REB2b;C5REB3a;C5REB3b;C5REB16a;C5REB16b;C5REB4a;C5REB4b;C5REB5a;C5REB5b;C5REB6a;C5REB6b;C5REB7a;C5REB7b;C5REB8a;C5REB8b;C5REB9a;C5REB9b;C5REB10a;C5REB10b;C5REB11a;C5REB12a;C5REB13a;C5REB14a;C5REB15a;C5REB15b;C5REB17a;C5REB17b;CONBIOGAS;C5REB18b;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
9815066;2015;0;0;0;175;0;0;0;0;0;0;0;0;175;99741;41891;28010;28906;0;0;0;0;44;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1900;0;0;0;0;0;71171;2;Bogotá;2;Bogotá;99;5
450816;2015;0;0;0;1658;0;0;0;0;0;0;0;0;1658;87240;27132;15106;19562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46694;2;Bogotá;2;Bogotá;99;5
74977;2015;0;213;0;561;381;0;0;0;0;0;0;0;1155;54899;20091;3280;4428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24519;2;Bogotá;2;Bogotá;99;5
407032;2015;0;66;0;0;6783;0;0;0;0;0;0;0;6849;63545;25015;12791;11781;0;0;0;0;12;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36888;2;Bogotá;2;Bogotá;99;5
297826739;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;329758;134212;43806;58130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192342;2;Bogotá;2;Bogotá;99;5
297826977;2015;3450;560;0;9850;6890;0;0;0;0;0;0;0;20750;199520;85794;25120;25820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111614;2;Bogotá;2;Bogotá;99;5
9807394;2015;2000;700;0;1440;25200;0;0;0;0;0;0;0;29340;25200;10962;2328;2796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13758;2;Bogotá;2;Bogotá;99;5
297826749;2015;0;0;0;900;6800;0;0;0;0;0;0;0;7700;36496;13905;61080;62301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76206;2;Bogotá;2;Bogotá;99;5
297827337;2015;0;0;0;850;2500;0;0;0;0;0;0;0;3350;73690;34431;16901;18459;0;0;0;0;130;1015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4875;0;0;0;0;0;53905;2;Bogotá;2;Bogotá;99;5
297826662;2015;0;800;0;0;2750;0;0;0;0;0;0;0;3550;1043613;447599;125348;173641;0;0;0;0;226;1763;0;0;0;0;0;0;0;0;4640;264;0;0;0;0;0;2950;0;0;0;0;0;623267;2;Bogotá;2;Bogotá;99;5
408533;2015;0;0;0;629;0;0;0;0;0;0;0;0;629;69587;27773;12237;14994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42767;2;Bogotá;2;Bogotá;99;5
450869;2015;0;0;0;0;511;0;0;0;0;1233;0;0;1744;96504;39567;14376;18465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58032;2;Bogotá;2;Bogotá;99;5
297826835;2015;863;0;0;0;0;0;0;0;0;0;0;0;863;103577;36954;15411;16968;0;0;0;0;15;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;54042;2;Bogotá;2;Bogotá;99;5
441267;2015;0;0;0;1559;0;0;0;0;0;0;0;0;1559;103754;40810;21787;28613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69423;2;Bogotá;2;Bogotá;99;5
447079;2015;0;0;0;2611;0;0;0;0;0;0;0;0;2611;38575;15109;7775;8970;0;0;0;0;11;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;0;0;0;0;0;24166;2;Bogotá;2;Bogotá;99;5
297826870;2015;0;0;0;0;4454;0;0;0;0;6204;0;0;10658;3383746;1106485;235764;305446;0;0;0;0;1583;12033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9008;0;0;0;0;0;1423964;2;Bogotá;2;Bogotá;99;5
297826640;2015;0;0;0;2127;2230;0;0;0;0;243;0;0;4600;111400;36762;16434;21364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58126;2;Bogotá;2;Bogotá;99;5
297826980;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;347520;145441;62935;62935;0;0;0;0;126;1091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2650;0;0;0;0;0;209467;2;Bogotá;2;Bogotá;99;5
297826975;2015;0;0;0;5260;1500;0;0;0;0;0;0;0;6760;386955;118682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118682;2;Bogotá;2;Bogotá;99;5
297839506;2015;0;350;0;1500;0;0;0;0;0;1000;0;1000;3850;43072;17127;11832;15180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32307;2;Bogotá;2;Bogotá;99;5
9807441;2015;0;0;0;0;3200;0;0;0;0;0;0;0;3200;35326;13709;5175;7357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21066;2;Bogotá;2;Bogotá;99;5
9807448;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;128205;51410;22086;28252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79662;2;Bogotá;2;Bogotá;99;5
441825;2015;0;0;0;2458;35786;0;0;0;0;88440;0;0;126684;1466460;501264;35503;40565;0;0;0;0;550;4293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546122;1;Barranquilla;16;Santa Marta;99;5
9795548;2015;0;0;0;950;0;0;0;0;0;4200;0;0;5150;58842;26635;0;0;3990;3443;0;0;60;535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;905;0;0;0;0;0;30613;2;Bogotá;18;Villavicencio;99;5
297826990;2015;0;300;0;4900;0;0;0;0;0;0;0;0;5200;194315;87442;32536;43663;0;0;0;0;35;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;0;0;0;0;0;131407;2;Bogotá;2;Bogotá;99;5
297826738;2015;0;0;0;29137;12488;0;0;0;0;0;0;0;41625;3911280;1226887;295105;349994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1576881;2;Bogotá;2;Bogotá;99;5
297839497;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;397488;174000;34922;40800;0;0;0;0;200;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216400;2;Bogotá;2;Bogotá;99;5
297826642;2015;0;0;0;3;2;0;0;0;0;0;0;0;5;1329183;485370;128436;163884;0;0;0;0;500;3750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18750;0;0;0;0;0;653004;2;Bogotá;2;Bogotá;99;5
297718322;2015;0;0;0;4160;0;0;0;0;0;16792;0;0;20952;123840;44917;16084;21001;0;0;0;0;40;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;66238;2;Bogotá;2;Bogotá;99;5
9815979;2015;0;0;0;360;0;0;0;0;0;0;0;0;360;141000;45698;3377;4053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49751;1;Barranquilla;16;Santa Marta;99;5
448987;2015;0;118;0;1510;2500;0;0;0;0;528;0;0;4656;814469;269622;80857;85384;0;0;0;0;660;5610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9011;0;0;0;0;0;360616;2;Bogotá;2;Bogotá;99;5
297718312;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;483908;169368;26947;33424;0;0;0;0;120;852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4550;0;0;0;0;0;203644;2;Bogotá;2;Bogotá;99;5
297718302;2015;0;0;0;0;120000;0;0;0;0;20000;0;0;140000;1843988;678531;151800;166980;3432;5096;0;0;300;2568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;853175;2;Bogotá;2;Bogotá;99;5
297839505;2015;0;0;0;8078;0;0;0;0;0;0;0;0;8078;884934;294287;66942;84241;880;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375;0;0;0;0;0;379478;2;Bogotá;2;Bogotá;99;5
297821308;2015;0;0;0;7424;0;0;0;0;0;0;0;0;7424;717000;217110;33884;41898;0;0;0;0;83;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252980;0;0;0;0;0;259654;2;Bogotá;2;Bogotá;99;5
297718360;2015;0;1200;0;1850;5856;2500;450;100;100;20556;0;0;32612;520145;187252;61560;49707;0;0;0;0;185;1480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;238439;2;Bogotá;2;Bogotá;99;5
297718363;2015;0;400;300;2600;0;2600;0;0;0;0;0;0;5900;201582;82780;21533;22286;0;0;0;0;150;1183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;829;0;0;0;0;0;106249;2;Bogotá;2;Bogotá;99;5
297718362;2015;10000;5000;0;20000;0;0;0;0;0;5200;0;0;40200;658350;223839;110663;153162;2400;2880;0;0;110;979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58000;0;0;0;0;0;380860;2;Bogotá;2;Bogotá;99;5
297822336;2015;0;63;0;1300;1482;0;0;0;0;0;0;0;2845;577280;242340;26459;36949;0;0;0;0;195;1735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4500;0;0;0;0;0;281024;2;Bogotá;2;Bogotá;99;5
297717006;2015;0;0;0;1656;0;0;0;0;0;0;0;0;1656;211828;76186;38208;49670;0;0;0;0;150;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;127056;2;Bogotá;2;Bogotá;99;5
297717021;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;989728;351328;74451;101893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453221;2;Bogotá;2;Bogotá;99;5
297717024;2015;0;0;0;2400;0;0;0;0;0;0;0;0;2400;283511;89207;17704;27302;720;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117109;2;Bogotá;2;Bogotá;99;5
297823158;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;153724;79168;16800;18481;34000;47634;0;0;26;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;145507;2;Bogotá;2;Bogotá;99;5
297718330;2015;0;0;0;1250;0;0;0;0;0;0;0;0;1250;157800;63560;19000;19000;0;0;0;0;65;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83138;2;Bogotá;2;Bogotá;99;5
297822767;2015;0;0;0;0;16696;0;0;0;0;0;0;0;16696;106980;42157;16522;21365;0;0;0;0;78;576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2925;0;0;0;0;0;64098;2;Bogotá;2;Bogotá;99;5
297822929;2015;0;0;0;8047;1000;0;0;0;0;4285;0;1166;14498;185192;78759;0;0;44600;52654;28;200;85;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3188;0;0;0;0;0;132293;2;Bogotá;2;Bogotá;99;5
297827899;2015;0;0;0;8314;0;0;0;0;0;0;0;4500;12814;232748;160025;0;0;46300;77853;779;6235;27;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1012;0;0;0;0;0;244313;2;Bogotá;91;Leticia;99;5
297819453;2015;0;0;0;600;0;0;0;0;0;0;0;0;600;39450;17452;6485;6845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24297;2;Bogotá;2;Bogotá;99;5
441850;2015;0;0;0;0;0;0;0;0;0;19950;0;0;19950;346973;170363;0;0;9020;9561;108;972;385;3272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184168;1;Barranquilla;22;San Andrés;99;5
297718671;2015;0;0;0;6458;9836;0;0;0;0;0;0;0;16294;230064;72759;16738;27981;0;0;0;0;15;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11300;0;0;0;0;0;100856;2;Bogotá;2;Bogotá;99;5
297821291;2015;0;0;0;27500;0;0;0;0;0;0;0;0;27500;102320;46196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46196;2;Bogotá;2;Bogotá;99;5
297717025;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;336300;120741;19374;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145741;2;Bogotá;2;Bogotá;99;5
297821128;2015;0;2500;3000;2000;1000;0;0;0;0;0;0;0;8500;323765;110080;27547;28097;0;0;0;0;70;525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;138702;2;Bogotá;2;Bogotá;99;5
297718298;2015;0;29;0;2030;0;0;0;0;0;2688;0;0;4747;268800;83813;27909;36239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;0;0;0;0;0;120052;2;Bogotá;2;Bogotá;99;5
297826003;2015;0;0;0;0;4597;0;0;0;0;0;0;0;4597;197600;59513;14612;18994;0;0;0;0;32;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;78756;2;Bogotá;2;Bogotá;99;5
297827332;2015;0;60;0;104;0;0;0;0;0;0;0;0;164;192555;67779;13395;17373;0;0;0;0;100;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3800;0;0;0;0;0;86152;2;Bogotá;2;Bogotá;99;5
446751;2015;0;0;0;263;0;0;0;0;0;0;0;0;263;5274;3600;0;0;700;776;240;2283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6659;2;Bogotá;91;Leticia;99;5
299304550;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;177279;63724;17034;22297;0;0;0;0;4;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;86056;2;Bogotá;2;Bogotá;99;5
297827324;2015;0;4498;600;0;0;0;0;0;0;0;0;0;5098;947446;337479;47000;60113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397592;2;Bogotá;2;Bogotá;99;5
299304637;2015;0;0;0;45;0;0;0;0;0;0;0;0;45;395200;157273;41146;58838;0;0;0;0;125;1062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;217173;2;Bogotá;2;Bogotá;99;5
10211393;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;277780;93070;35785;46507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139577;2;Bogotá;2;Bogotá;99;5
300037392;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;1153018;461207;112038;157366;0;0;195;1579;1914;13586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633738;4;Cali;4;Cali;99;5
299303375;2015;0;0;0;2445;0;0;0;0;0;0;0;0;2445;95120;38999;1710;1954;0;0;0;0;125;1068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;0;0;0;0;0;42021;2;Bogotá;2;Bogotá;99;5
299320035;2015;0;0;0;600;0;0;0;0;0;0;0;0;600;334716;103580;14739;20381;0;0;0;0;55;410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;124371;2;Bogotá;2;Bogotá;99;5
10213095;2015;0;672;0;1800;0;0;0;0;0;9832;0;216;12520;397619;127238;82420;118508;5700;6768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252514;2;Bogotá;2;Bogotá;99;5
10213096;2015;0;300;0;0;20899;0;0;0;0;0;0;0;21199;284400;104979;27972;40907;0;0;0;0;67;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2512;0;0;0;0;0;146356;2;Bogotá;2;Bogotá;99;5
10213097;2015;0;0;0;1072;0;0;0;0;0;4395;0;0;5467;772318;313858;54934;60180;0;0;0;0;215;1827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8050;0;0;0;0;0;375865;2;Bogotá;2;Bogotá;99;5
10213101;2015;0;0;0;2679;0;0;0;0;0;0;0;0;2679;268080;120663;29282;47892;0;0;0;0;30;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790;0;0;0;0;0;168810;2;Bogotá;2;Bogotá;99;5
10213102;2015;0;0;0;0;0;0;0;0;0;369;0;0;369;295660;105521;10402;11648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117169;2;Bogotá;2;Bogotá;99;5
10213098;2015;25000;5200;0;270;28000;0;0;0;0;5700;0;0;64170;120800;38897;15149;20330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19316;0;0;0;0;0;0;0;59227;2;Bogotá;2;Bogotá;99;5
297820720;2015;0;0;0;1820;0;0;0;0;0;0;0;0;1820;168711;63097;1561;2099;0;0;0;0;1640;12960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;0;0;0;0;0;78156;2;Bogotá;2;Bogotá;99;5
460017;2015;0;0;0;1465;5545;0;0;0;0;0;0;195;7205;93000;41599;10000;11920;0;0;0;0;18;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9870;0;0;0;0;0;53664;2;Bogotá;2;Bogotá;99;5
297566684;2015;0;0;0;2274;0;0;0;0;0;0;0;480;2754;69822;29605;9178;12610;0;0;0;0;18;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;42375;2;Bogotá;2;Bogotá;99;5
297837484;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;Bogotá;2;Bogotá;99;5
298405690;2015;0;2691;0;0;9396;0;0;0;0;1200;0;0;13287;163331;61249;22647;29275;0;0;0;0;43;348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;90872;2;Bogotá;2;Bogotá;99;5
299303362;2015;0;0;0;1000;5000;0;0;0;0;0;0;0;6000;49917;20465;0;0;14640;20419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40884;2;Bogotá;2;Bogotá;99;5
10213315;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;77237;27384;3912;5132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32516;2;Bogotá;2;Bogotá;99;5
10213316;2015;0;360;59;742;0;0;0;0;0;0;0;0;1161;176400;74968;9556;13378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88346;2;Bogotá;2;Bogotá;99;5
296886227;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;105705;34883;26873;34935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69818;2;Bogotá;2;Bogotá;99;5
3621102;2015;0;0;0;1700;0;0;0;0;0;0;0;0;1700;74234;39862;0;0;2200;2486;0;0;294;2395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;44743;2;Bogotá;18;Villavicencio;99;5
10213440;2015;2500;0;0;350;1500;0;0;0;0;0;0;0;4350;7500;2400;0;0;2100;2310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;320;0;0;0;0;0;0;0;0;0;5030;2;Bogotá;2;Bogotá;99;5
452147;2015;0;0;0;650;0;0;0;0;0;3480;0;0;4130;97254;36470;19127;20657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;120;0;0;0;0;0;0;0;0;0;57247;3;Bucaramanga;3;Bucaramanga;99;5
296886218;2015;0;0;0;1600;0;0;0;0;0;13947;0;0;15547;456789;159876;34918;37711;0;0;50;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197962;3;Bucaramanga;3;Bucaramanga;99;5
297839501;2015;0;0;0;0;111741;0;0;0;0;0;0;0;111741;730959;229521;79124;103335;0;0;0;0;150;1183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1427;0;0;0;0;0;334039;2;Bogotá;2;Bogotá;99;5
382102;2015;0;0;0;4999;40134;3596;0;0;0;0;0;0;48729;1725871;433767;72643;78334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512101;3;Bucaramanga;3;Bucaramanga;99;5
297826761;2015;0;0;0;2749;600;0;0;0;0;0;0;0;3349;636954;236817;30546;33052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269869;3;Bucaramanga;3;Bucaramanga;99;5
296914019;2015;0;0;0;1876;0;0;0;0;0;10023;0;0;11899;375888;149418;12479;13412;0;0;0;0;160;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164030;3;Bucaramanga;3;Bucaramanga;99;5
297826917;2015;0;0;0;3000;5000;0;0;0;0;0;0;0;8000;900000;294196;63520;65687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359883;3;Bucaramanga;3;Bucaramanga;99;5
297826729;2015;0;0;0;14248;0;0;0;0;0;5800;0;0;20048;545096;197324;38782;37735;0;0;811;5922;36;1620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242601;3;Bucaramanga;3;Bucaramanga;99;5
297826888;2015;0;0;0;1858;0;0;0;0;0;13440;0;0;15298;502469;190021;32527;42700;620;932;5834;46985;3999;31187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311825;3;Bucaramanga;3;Bucaramanga;99;5
297826958;2015;0;0;0;3737;0;0;0;0;0;0;0;0;3737;149853;48552;10758;12307;0;0;0;0;32;272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61131;3;Bucaramanga;3;Bucaramanga;99;5
452268;2015;0;0;0;2000;0;0;0;0;0;0;0;0;2000;340000;142000;32145;70270;0;0;210;1764;301;2320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216354;3;Bucaramanga;3;Bucaramanga;99;5
452269;2015;0;1200;0;3545;0;0;0;0;0;2170;0;0;6915;359288;136529;11580;11985;0;0;120;1080;200;1613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151207;3;Bucaramanga;3;Bucaramanga;99;5
407128;2015;0;0;0;800;0;0;0;0;0;5800;0;0;6600;320760;121524;7464;8106;0;0;93;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130330;3;Bucaramanga;3;Bucaramanga;99;5
297826915;2015;0;154;0;1456;543;1654;0;0;0;10884;0;150;14841;190325;76130;7176;8173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84303;3;Bucaramanga;3;Bucaramanga;99;5
297827245;2015;0;0;0;6092;0;0;0;0;0;4507;0;0;10599;250440;98826;12500;14375;0;0;0;0;16;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113381;3;Bucaramanga;3;Bucaramanga;99;5
420510;2015;0;0;0;1013;0;0;0;0;0;6993;0;0;8006;159420;63237;9119;8873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72110;3;Bucaramanga;3;Bucaramanga;99;5
299304638;2015;0;1000;1000;800;600;0;0;0;0;3000;0;1000;7400;141084;60242;10906;11451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71693;3;Bucaramanga;3;Bucaramanga;99;5
297823964;2015;0;255;0;1542;0;0;0;0;0;0;0;0;1797;258202;110837;33120;30910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141747;3;Bucaramanga;3;Bucaramanga;99;5
297822876;2015;0;900;0;252;0;5400;0;0;0;900;0;0;7452;144720;59123;9110;8927;0;0;0;0;36;396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68446;3;Bucaramanga;3;Bucaramanga;99;5
444344;2015;0;0;0;2000;3200;0;0;0;0;16000;0;0;21200;241500;112500;7590;8121;0;0;0;0;16;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120797;3;Bucaramanga;3;Bucaramanga;99;5
297824118;2015;0;0;0;2000;0;0;0;0;0;30000;0;0;32000;359472;120423;10345;11079;0;0;0;0;20;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131652;3;Bucaramanga;3;Bucaramanga;99;5
297827338;2015;0;0;0;550;0;0;0;0;0;3400;0;0;3950;254640;124773;14200;15265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140038;3;Bucaramanga;3;Bucaramanga;99;5
297819782;2015;0;0;0;370;15000;0;0;0;0;5000;0;0;20370;230530;112960;0;0;0;0;0;0;100;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113860;3;Bucaramanga;3;Bucaramanga;99;5
452141;2015;0;0;130;4272;6554;0;0;0;0;12435;0;0;23391;972462;321649;148742;187964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509613;3;Bucaramanga;3;Bucaramanga;99;5
444253;2015;0;0;0;1079;0;0;0;0;0;29003;0;0;30082;256790;100537;0;0;27752;65369;0;0;330;2426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168332;3;Bucaramanga;3;Bucaramanga;99;5
452143;2015;0;0;0;1932;0;877;0;0;0;1643;0;0;4452;69239;27764;0;0;24092;27561;0;0;0;0;0;0;0;0;0;0;0;0;3685;2027;0;0;0;0;0;0;0;0;0;0;0;57352;3;Bucaramanga;3;Bucaramanga;99;5
299304551;2015;0;150;0;800;0;0;0;0;0;0;0;0;950;2298609;704522;29728;37285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;741807;3;Bucaramanga;3;Bucaramanga;99;5
