Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;TOTALGAA;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;CREE;CREE_B;CREE_SALUD;CREE_SALUD_B;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
296886228;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;135;0;0;0;3;0;0;0;138;0;249535;2180662;478606;0;319210;160824;0;0;104883;3493720;35127;0;0;0;0;0;0;0;0;0;0;0;0;160492; ;160492; ;1;Barranquilla;9;Cartagena;99;5
297826663;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;33;0;0;0;4;0;38;0;0;72118;34000;768230;97465;28593;50;24336;0;1024792;0;0;0;0;0;0;0;0;0;0;0;0;0;867; ;867; ;2;Bogotá;2;Bogotá;99;5
297826985;2015;0;0;0;0;0;332;FUNDACION CERROS DE BOGOTA;332; ; ; ; ; ; ; ; ; ;b;10/01/2014;10/01/2017; ;b;10/01/2014;10/01/2017;0;0;49;0;0;0;0;0;4;0;53;0;0;739620;162716;0;103544;33527;0;17630;267109;1324146;0;0;0;0;0;0;0;0;0;0;0;0;0;57507; ;57507; ;2;Bogotá;2;Bogotá;99;5
297826986;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;89;0;0;0;0;0;5;0;94;0;0;1318743;309209;0;204322;70279;0;34146;89146;2025845;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;2;Bogotá;2;Bogotá;99;5
297838044;2015;0;0;0;0;0;0;0;0; ;b;01/12/2015;31/12/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;21;0;0;0;14;0;0;0;35;0;0;314397;75701;0;28320;14458;0;0;96948;529824;213955;0;0;0;0;0;0;0;0;0;0;0;0;10610; ;10610; ;2;Bogotá;17;Tunja;99;5
409910;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;20;0;3;0;0;0;3;1;26;1;0;252372;57091;42370;37812;11342;0;23196;14336;438519;0;0;0;0;0;0;0;0;7732;0;7732;0;0;21200; ;21200; ;5;Manizales;11;Ibagué;99;5
450883;2015;0;0;250;225;0;0;0;475; ;b;21/04/2011;20/04/2016;a; ; ; ; ; ; ; ; ; ; ; ;0;0;50;0;0;0;1;0;2;0;53;0;101147;694047;212164;0;107363;34847;0;14590;50080;1214238;115018;0;0;0;0;0;0;0;0;0;0;0;0;26100; ;26100; ;2;Bogotá;2;Bogotá;99;5
297839484;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;52;1;3;0;11;0;3;0;69;1;21779;797323;190774;135563;115732;34289;0;18750;83002;1397212;148147;0;6130;1371;0;985;302;639;0;0;9427;0;0;34289;302;115732; ;2;Bogotá;2;Bogotá;99;5
299303284;2015;0;0;0;0;0;365;FUNDACION PALMARITO;365; ; ; ; ; ; ; ; ; ;b;14/11/2011;13/11/2017;a; ; ; ;0;0;5;1;233;0;7;0;11;0;256;1;108900;230720;60621;5418128;694207;183829;0;60805;256361;7013571;92233;0;800;350;0;180;31;0;0;0;1361;0;0;28221;160; ; ;2;Bogotá;2;Bogotá;99;5
337133;2015;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;0;0;45;0;0;0;0;0;2;0;47;0;159584;699865;182758;0;102647;40029;0;10275;25066;1220224;0;0;0;0;0;0;0;0;0;0;0;0;0;71335; ;71335; ;2;Bogotá;2;Bogotá;99;5
296886229;2015;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;0;0;41;1;0;0;15;0;2;0;58;1;0;770325;175386;0;97619;30174;0;14737;75854;1164095;212322;0;3630;920;0;100;100;0;0;0;4750;0;0;0;0;0;0;1;Barranquilla;16;Santa Marta;99;5
297718272;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;58;0;0;0;11;0;4;0;73;0;0;884688;221067;0;137282;44668;0;24507;113975;1426187;161892;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;2;Bogotá;2;Bogotá;99;5
297826922;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;22/11/2012;22/11/2015; ;b;22/11/2012;22/11/2015;0;0;28;28;0;0;3;3;1;1;32;32;0;432098;108733;0;60840;18398;0;7532;97673;725274;35099;0;432098;108733;0;60840;18398;0;7532;97673;725274;0;35099;6065;6065;6065;6065;2;Bogotá;2;Bogotá;99;5
451446;2015;0;0;0;1950;0;0;0;1950;a; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;9;1;0;0;0;0;0;0;9;1;67200;45170;12547;0;5;5;0;0;5184;130111;0;19200;920;451;0;5;5;0;0;0;20581;0;0;0;0;24685;0;1;Barranquilla;16;Santa Marta;99;5
455513;2015;0;0;0;0;0;0;0;0; ;b;18/03/2015;24/06/2016; ;b;14/02/2014;13/02/2017; ;b;08/07/2015;18/08/2018; ;b;17/07/2015;18/08/2018;0;0;260;3;0;0;418;1;12;0;690;4;0;4195362;1475949;0;996872;203071;0;79594;6673953;13624801;4636805;0;35280;7814;0;9100;1600;0;0;2578;56372;1131;8000;319707;319707; ; ;2;Bogotá;2;Bogotá;99;5
9807403;2015;0;0;0;0;0;0;0;0; ;b;18/03/2015;24/06/2016; ;b;14/02/2014;13/02/2017; ;b;08/07/2015;18/08/2018; ;b;10/10/2015;18/08/2018;0;0;28;1;0;0;22;0;2;0;52;1;0;492117;281129;0;106021;19684;0;8032;16339;923322;379287;0;12807;3297;0;2857;605;0;0;831;20397;283;0;319707;319707; ; ;2;Bogotá;2;Bogotá;99;5
297730683;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;8;0;0;0;24;0;0;0;32;0;0;80104;18318;0;19769;3683;0;0;2296;124170;435446;0;0;0;0;0;0;0;0;0;0;0;0;319707; ; ; ;2;Bogotá;2;Bogotá;98;5
296886232;2015;0;0;0;2300;0;0;0;2300; ;b;24/10/2013;23/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;143;1;0;0;5;0;2;0;150;1;36936;1142955;425280;0;298621;113921;4651;15238;20557;2058159;81236;0;8277;1840;0;1927;735;0;0;0;12779;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886233;2015;0;0;1866;2791;0;0;0;4657; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;72;2;0;0;3;0;2;0;77;2;29479;871533;360693;0;229776;88271;3712;12183;47012;1642659;43186;0;17607;7287;0;4642;1783;0;0;0;31319;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886234;2015;0;0;0;2139;0;0;0;2139; ;b;24/10/2013;23/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;217;2;0;0;8;0;5;0;230;2;61131;1910623;694814;0;484609;186025;7698;25203;36272;3406375;103658;0;16400;5964;0;4160;1597;0;0;0;28121;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886235;2015;0;0;0;2957;0;0;0;2957; ;b;24/10/2013;23/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;75;3;0;0;1;0;3;0;79;3;28677;837789;362674;0;215494;82580;3611;11800;55278;1597903;11155;0;15134;9028;0;2092;802;0;0;0;27056;0;0; ; ; ;14644;2;Bogotá;2;Bogotá;99;5
296886236;2015;0;0;0;6970;0;0;0;6970; ;b;24/10/2013;23/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;117;1;0;0;2;0;3;0;122;1;36284;1101599;421234;0;273513;107006;4569;15024;62691;2021920;36507;0;11016;4212;0;2735;1070;0;0;0;19033;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
3834328;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;57;0;0;0;0;0;0;0;57;0;0;963142;230659;0;134840;39526;0;0;409431;1777598;0;0;0;0;0;0;0;0;0;0;0;0;0;69049; ;69049; ;2;Bogotá;2;Bogotá;99;5
297826903;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;48;0;0;0;6;0;2;0;56;0;96603;500643;122948;0;81732;24211;0;13819;104394;944350;68357;0;0;0;0;0;0;0;0;0;0;0;0;23370; ;23370; ;2;Bogotá;2;Bogotá;99;5
451463;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;25;0;0;0;0;0;1;0;28;0;0;376015;92153;0;92153;35250;0;5423;22030;623024;0;0;0;0;0;0;0;0;0;0;0;10138;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
451466;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;11;0;0;0;0;0;1;0;14;0;0;149346;41865;0;41865;15250;0;5423;8999;262748;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826734;2015;0;0;1000;12121;0;12536;CAEM - CO2CERO;25657; ;b;19/10/2015;18/10/2018; ;b;10/12/2015;15/09/2018; ;b;13/01/2016;12/01/2019; ;b;13/01/2016;12/01/2019;0;0;171;1;0;0;28;0;8;0;207;1;564203;2944999;789606;0;513645;181145;0;55113;686151;5734862;2043000;0;20592;4621;0;215;884;0;0;0;26312;0;0;269357;269357;269357;26357;2;Bogotá;2;Bogotá;99;5
297826735;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;b;01/06/2015;01/06/2018;0;0;199;1;41;0;42;0;12;0;294;1;744906;2904198;691377;736443;928131;193543;0;92786;35484;6326868;834595;0;11904;2618;0;2505;476;0;0;0;17503;0;0;599785;599785; ; ;2;Bogotá;2;Bogotá;99;5
452253;2015;31285;0;0;0;0;0;0;31285; ;b;19/08/2015;19/08/2017; ; ; ; ; ;b;20/08/2014;19/08/2017; ;b;20/08/2014;19/08/2017;0;0;194;9;0;0;68;0;0;0;262;9;0;1910434;589365;0;464881;210056;14139;0;519921;3708796;822157;0;96528;31411;0;22132;8688;0;0;7039;165798;4140;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886239;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;20/08/2014;19/08/2017; ;b;20/08/2014;19/08/2017;0;0;156;13;0;0;91;1;0;0;247;14;0;1673844;510469;0;389646;183793;12099;0;226672;2996523;1156336;0;115722;35397;0;26904;10415;0;0;1688;190126;157847;12286; ; ; ; ;5;Manizales;11;Ibagué;99;5
452256;2015;0;0;0;0;0;0;0;0; ;b;01/07/2012;31/07/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;23;0;0;0;0;0;0;0;23;0;0;313404;71806;0;41835;13072;0;0;97384;537501;0;0;0;0;0;0;0;0;0;0;0;0;0;1680554; ;1680554; ;2;Bogotá;2;Bogotá;99;5
457976;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;132603;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;6;Medellín;12;Monteria;99;5
297826882;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;27;0;0;0;0;0;2;0;29;0;0;378909;94440;0;52806;15277;0;15271;31267;587970;0;0;0;0;0;0;0;0;0;0;0;0;0;7960; ;7960; ;2;Bogotá;2;Bogotá;99;5
297826889;2015;0;0;0;0;0;0;0;0; ;b;23/10/2014;24/10/2015; ; ; ; ; ; ; ; ;a; ; ; ;0;0;94;0;0;0;10;0;6;0;110;0;152612;1601270;392420;0;247898;81029;0;39939;48965;2564133;222445;0;0;0;0;0;0;0;0;0;0;0;0;74000; ;113000; ;2;Bogotá;2;Bogotá;99;5
297826988;2015;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ;b;19/02/2015;18/02/2016; ;b;19/02/2015;19/02/2016;0;0;11;1;32;10;0;0;2;0;45;11;0;206760;45487;421128;75915;22174;0;11372;28416;811252;0;0;2400;1057;1111111;1855;1855;0;0;0;1118278;0;0;15856;15856;15856;15856;2;Bogotá;2;Bogotá;99;5
297718280;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;29;0;0;0;2;0;31;0;0;0;0;390099;28277;12171;0;15456;8055;454058;0;0;0;0;0;0;0;0;0;0;0;0;0;6776; ;6776; ;2;Bogotá;2;Bogotá;99;5
451402;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;5;0;17;0;1;0;1;0;24;0;0;79180;17180;288846;37013;10670;0;5625;17159;455673;13996;0;0;0;0;0;0;0;0;0;0;0;0;7340; ;7340; ;2;Bogotá;2;Bogotá;99;5
297826991;2015;0;0;500;0;0;0;0;500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;8;0;0;0;11;0;3;0;24;0;93185;99388;29930;0;30631;6923;0;16200;4958;281215;158263;0;0;0;0;0;0;0;0;0;0;0;0;4981; ; ; ;2;Bogotá;2;Bogotá;99;5
9807346;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;0;0;0;0;16;0;0;230660;52387;0;31000;9226;0;0;10453;333726;0;0;0;0;0;0;0;0;0;0;0;0;0;10135; ;10135; ;2;Bogotá;2;Bogotá;99;5
9807408;2015;0;0;0;0;0;0;0;0; ;b;28/08/2013;27/08/2016; ; ; ; ; ; ; ; ; ; ; ; ;1;0;71;0;0;0;0;0;3;0;75;0;0;852194;215534;0;112582;35332;0;18838;63553;1298033;0;0;0;0;0;0;0;0;0;0;0;0;0;40939; ;40939; ;2;Bogotá;2;Bogotá;99;5
297826672;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;01/01/2006;31/12/2014; ;b;01/01/2006;31/12/2014;0;0;22;1;0;0;0;0;0;0;22;1;221333;229717;63155;0;63545;21193;0;0;41520;640463;0;0;10473;2101;0;1798;405;0;0;4077;18854;0;0;10973;10973; ; ;2;Bogotá;2;Bogotá;99;5
297838058;2015;0;0;0;120;0;0;0;120; ; ; ; ; ; ; ; ; ;b;10/01/2014;06/01/2017; ;b;10/01/2014;06/01/2017;4;0;5;0;0;0;10;0;0;0;19;0;0;83429;17780;0;10800;3299;0;0;66608;181916;168889;0;0;0;0;0;0;0;0;0;0;0;0;14807; ;14807; ;2;Bogotá;2;Bogotá;99;5
297827017;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;20;0;0;0;0;0;1;0;23;0;0;220150;59403;0;47088;9132;0;4351;1464;341588;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;2;Bogotá;2;Bogotá;99;5
297826945;2015;0;0;0;1500;0;0;0;1500; ; ; ; ; ; ; ; ;a; ; ; ;a; ; ; ;0;0;25;0;0;0;0;0;1;0;26;0;0;367746;81658;0;50878;15733;0;4639;17455;538109;0;0;0;0;0;0;0;0;0;0;0;0;0;12856; ;12856; ;2;Bogotá;2;Bogotá;99;5
297838050;2015;0;0;0;3968;0;0;0;3968; ; ; ; ; ; ; ; ; ; ; ; ; ;b;24/11/2015;23/07/2018;0;0;16;3;9;0;0;0;1;0;26;3;0;241971;63078;197026;36292;8802;0;6601;28289;582059;0;0;16398;3588;0;2278;657;0;0;1894;24815;0;0;27032;1910;27032;1910;2;Bogotá;91;Leticia;99;5
299303287;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;30;0;0;0;1;0;2;0;33;0;0;654549;156193;0;97086;32131;0;13703;102316;1055978;11100;0;0;0;0;0;0;0;0;0;0;0;0;40012; ;40012; ;2;Bogotá;2;Bogotá;99;5
9815066;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;31;0;1;0;0;0;1;0;35;0;0;438254;104618;19745;61621;15989;0;5947;50877;697051;0;0;0;0;0;0;0;0;0;0;0;0;0;49296; ;49296; ;2;Bogotá;2;Bogotá;99;5
450816;2015;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;21;0;4;0;1;0;26;0;0;0;0;443438;53253;17201;0;5521;10796;530209;96774;0;0;0;0;0;0;0;0;0;0;0;0;4071; ; ; ;2;Bogotá;2;Bogotá;99;5
74977;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;14;0;0;0;0;0;0;0;14;0;0;197217;44695;0;25130;7823;0;0;25296;300161;0;0;0;0;0;0;0;0;0;0;0;0;0;5866; ;5866; ;2;Bogotá;2;Bogotá;99;5
407032;2015;750;0;0;0;0;0;0;750; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;0;17;0;0;0;0;0;19;0;0;26199;6275;324747;41510;24298;0;0;5676;428705;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826739;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;22;0;0;0;8;0;2;0;35;0;85488;569268;168213;0;109337;39164;0;12457;335597;1319524;170870;0;0;0;0;0;0;0;0;0;0;0;0;29819; ; ; ;2;Bogotá;2;Bogotá;99;5
297826977;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;15;0;0;0;6;0;0;0;21;0;0;147732;29547;0;23638;8075;0;0;20916;229908;72036;0;0;0;0;0;0;0;0;0;0;0;0;31500; ; ; ;2;Bogotá;2;Bogotá;99;5
9807394;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;0;2;0;0;0;0;0;4;0;0;16087;3909;22101;6615;3307;0;0;3453;55472;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826749;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;422903;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297827337;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;25;0;0;0;0;0;0;0;26;0;0;218576;48064;0;39645;9272;0;0;22200;337757;0;0;0;0;0;0;0;0;0;0;0;0;0;4906; ; ; ;2;Bogotá;2;Bogotá;99;5
297826662;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;78;0;86;0;102;0;7;0;273;0;194197;1588164;402473;1436210;677897;144421;0;47252;333411;4824025;2409704;0;0;0;0;0;0;0;0;0;0;0;0;520625; ; ; ;2;Bogotá;2;Bogotá;99;5
408533;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;17;0;0;0;0;0;2;0;19;0;135441;236337;60233;0;54977;19454;0;8280;13293;528015;0;0;0;0;0;0;0;0;0;0;0;0;0;21183; ; ; ;2;Bogotá;2;Bogotá;99;5
450869;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;20;0;0;0;0;0;0;0;20;0;0;265430;53125;0;41000;12000;0;0;14000;385555;0;0;0;0;0;0;0;0;0;0;0;0;0;16000; ;16000; ;2;Bogotá;2;Bogotá;99;5
297826835;2015;0;0;0;0;0;400;FUNDACIÓN OMACHA Y FUNDACION MISION GAIA;400; ; ; ; ; ; ; ; ; ;b;28/10/2015;27/10/2018; ;b;28/10/2015;27/10/2018;0;0;5;0;30;0;0;0;3;0;38;0;0;170760;39229;373565;56917;18632;0;11692;62278;733073;0;0;0;0;0;0;0;0;0;0;0;0;0;16989; ;16989; ;2;Bogotá;2;Bogotá;99;5
441267;2015;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;28;0;0;0;0;0;28;0;0;0;0;434030;48697;14696;0;0;36360;533783;0;0;0;0;0;0;0;0;0;0;0;0;0;138487; ; ; ;2;Bogotá;2;Bogotá;99;5
447079;2015;0;0;0;0;0;0;0;0; ;b;08/02/2015;07/02/2018; ; ; ; ; ; ; ; ; ; ; ; ;0;0;48;0;2;0;0;0;2;0;52;0;109790;490937;150233;28957;103270;45630;0;13131;0;941948;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826870;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;216;0;0;0;21;0;15;0;252;0;0;4413482;990966;0;606646;208026;0;107370;231303;6557793;239386;0;0;0;0;0;0;0;0;0;0;0;0;838561; ;781121; ;2;Bogotá;2;Bogotá;99;5
297826640;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;33;0;0;0;0;0;1;0;34;0;0;525793;262896;0;100933;37275;0;7000;5000;938897;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826980;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;52;0;0;0;4;0;3;0;59;0;102850;748007;182328;0;124944;41321;0;20426;81296;1301172;47530;0;0;0;0;0;0;0;0;0;0;0;0;12941; ;12941; ;2;Bogotá;2;Bogotá;99;5
297826975;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;21/10/2012;20/10/2015; ;b;30/09/2014;01/10/2017;0;0;32;0;0;0;0;0;1;0;33;0;95949;522170;128066;0;87979;29921;0;4000;205037;1073122;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;2;Bogotá;2;Bogotá;99;5
297839506;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;7;0;0;0;15;0;0;0;22;0;0;80008;18680;0;11001;3197;0;0;3720;116606;194717;0;0;0;0;0;0;0;0;0;0;0;0;5552; ;5552; ;2;Bogotá;2;Bogotá;99;5
9807441;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;45;0;2;0;0;0;0;0;48;0;0;28996000;6433000;1289000;5219280;2319680;0;0;3333000;47589960;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
9807448;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;63;0;0;0;10;0;4;0;77;0;197800;695019;151653;0;110862;33713;0;21757;52936;1263740;121610;0;0;0;0;0;0;0;0;0;0;0;0;2961; ;2961; ;2;Bogotá;2;Bogotá;99;5
441825;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;43;0;0;0;15;0;1;0;59;0;0;540392;108401;0;72197;22085;0;6059;34424;783558;231876;0;0;0;0;0;0;0;0;0;0;0;0;31825; ;31825; ;1;Barranquilla;16;Santa Marta;99;5
9795548;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;18;0;0;0;0;0;0;0;19;0;0;233246;50925;0;29156;9330;0;0;0;322657;0;0;0;0;0;0;0;0;0;0;0;0;0;10390; ;10390; ;2;Bogotá;18;Villavicencio;99;5
297826990;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;45;0;0;0;0;0;2;0;47;0;98005;580658;143235;0;95115;24124;0;8268;11829;961234;0;0;0;0;0;0;0;0;0;0;0;0;0;57710; ;57710; ;2;Bogotá;2;Bogotá;99;5
297826738;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;257;0;0;0;0;0;24;0;281;0;0;5258738;1278459;0;782256;293143;0;150542;751199;8514337;0;0;0;0;0;0;0;0;0;0;0;0;0;1975472; ;1975472; ;2;Bogotá;2;Bogotá;99;5
297839497;2015;0;0;0;0;0;0;0;0; ;b;30/07/2004;30/03/2016; ;b;30/07/2013;30/03/2016; ; ; ; ; ; ; ; ;0;0;46;0;0;0;0;0;4;0;50;0;0;629553;155109;0;148638;58185;0;25410;285292;1302187;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826642;2015;0;0;300;1350;0;0;0;1650; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;12;0;153;0;51;0;9;1;225;1;301625;377435;101412;1731270;365434;121122;0;55456;363703;3417457;1731270;0;0;0;0;0;0;0;7732;0;7732;0;0;574727; ; ; ;2;Bogotá;2;Bogotá;99;5
297718322;2015;0;0;0;0;0;750;FONDO PARA LA BIODIVERSIDAD Y AREAS PROTEGIDAS;750;a; ; ; ;a; ; ; ; ; ; ; ;a; ; ; ;0;0;12;0;9;0;1;0;2;0;24;0;0;186070;40636;212241;48780;15205;0;8907;27573;539412;90000;0;0;0;0;0;0;0;0;0;0;0;0;20493; ;20493; ;2;Bogotá;2;Bogotá;99;5
9815979;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;14;0;0;0;5;0;1;0;21;0;0;199098;48077;0;47667;8080;0;4128;36369;343419;281350;0;0;0;0;0;0;0;0;0;0;0;0;8768; ; ; ;1;Barranquilla;16;Santa Marta;99;5
448987;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;11/01/2014;11/01/2017; ;b;11/01/2014;11/01/2017;0;0;3;0;97;1;23;0;5;0;128;1;178825;103577;32440;2243663;431701;178244;0;36130;76879;3281459;351047;0;0;0;12413;2083;891;0;0;0;15387;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297718312;2015;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;37;0;0;0;19;0;2;0;58;0;222623;848116;217991;0;156535;49802;0;9037;213439;1717543;278593;0;0;0;0;0;0;0;0;0;0;0;0;58677; ;58677; ;2;Bogotá;2;Bogotá;99;5
