Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;TOTARSOL;C4RGACL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;Otro_Respel_01;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;Otro_Respel_02;V13a;V13c;V13d;V13e;V13f;Otro_Respel_03;V14a;V14c;V14d;V14e;V14f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297827337;2015;50;300;0;0;250;0;0;600;SI;5500;0;0;0;5500;0;0;423;0;0;423;0;0;0;68;0;0;68;0;0;0;295;0;0;295;0;0;0;45;0;0;45;0;0;0;175;95;0;80;0;0;0;250;0;0;0;250;0;0;1350;0;0;0;1350;0;0;8106;95;0;911;7100;0;0;2889;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826662;2015;0;0;0;0;27936;0;0;27936;SI;206332;0;0;0;206332;0;0;1689;0;0;1689;0;0;0;2711;0;0;2711;0;0;0;3581;0;0;3581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81000;0;0;0;81000;0;0;0;0;0;0;0;0;0;295313;0;0;7981;287332;0;0;65012;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
408533;2015;0;0;0;0;1115;0;0;1115;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7800;0;0;0;7800;0;0;7800;0;0;0;7800;0;0;2262;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
450869;2015;319;0;0;0;604;0;0;923;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4724;0;0;0;4724;0;0;4724;0;0;0;4724;0;0;658;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826835;2015;27;0;0;0;1700;0;0;1727;SI;17510;0;0;0;17510;0;0;19;0;0;0;19;0;0;0;0;0;0;0;0;0;296;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;0;0;0;720;0;0;18545;0;0;0;18545;0;0;2469;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441267;2015;0;0;0;0;1756;0;0;1756;SI;8400;0;0;0;8400;0;0;1850;200;700;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1300;0;0;0;1300;0;0;11550;200;700;950;9700;0;0;4230;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
447079;2015;89;0;0;239;916;0;0;1244;SI;6175;0;0;0;6175;0;0;60;0;60;0;0;0;0;0;0;0;0;0;0;0;1200;0;0;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2200;0;0;0;2200;0;0;9635;0;60;1200;8375;0;0;2608;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826870;2015;0;0;0;0;13742;0;0;13742;SI;64200;0;0;0;64200;0;0;1462;0;0;1462;0;0;0;6630;0;0;6630;0;0;0;5006;0;0;5006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7280;0;0;0;7280;0;0;84578;0;0;13098;71480;0;0;25368;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826640;2015;0;0;0;0;970;0;0;970;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2900;0;0;0;2900;0;0;2900;0;0;0;2900;0;0;1189;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826980;2015;0;0;0;0;3363;0;0;3363;SI;16020;0;0;16020;0;0;0;9850;0;0;9850;0;0;0;2910;0;0;2910;0;0;0;4870;0;0;4870;0;0;0;0;0;0;0;0;0;0;2250;0;0;2250;0;0;0;0;0;0;0;0;0;0;4936;0;0;0;4936;0;0;40836;0;0;35900;4936;0;0;3625;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826975;2015;0;0;0;0;1200;0;0;1200;SI;7800;0;0;0;7800;0;0;478;0;478;0;0;0;0;211;0;211;0;0;0;0;768;0;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9257;0;1457;0;7800;0;0;2488;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297839506;2015;400;0;0;3000;2111;0;0;5511;SI;3200;0;0;0;3200;0;0;300;0;0;0;100;200;150;100;0;0;0;100;0;0;350;0;0;0;350;0;0;180;0;0;0;180;0;0;400;0;0;400;0;0;0;60;0;0;0;60;0;0;960;0;0;0;960;0;0;5550;0;0;400;4950;200;150;4902;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9807441;2015;0;0;0;120;312;0;0;432;SI;2520;0;0;0;2520;0;0;720;0;0;720;0;0;0;1080;0;0;1080;0;0;0;540;0;0;540;0;0;0;180;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;0;360;0;0;0;5400;0;0;2880;2520;0;0;2574;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9807448;2015;0;0;0;0;1365;0;0;1365;SI;5845;0;0;0;5845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6930;0;0;0;6930;0;0;12775;0;0;0;12775;0;0;2825;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
441825;2015;0;0;0;0;7340;0;0;7340;SI;35540;0;0;0;35540;0;0;9061;6041;0;0;3020;0;0;6282;4188;0;0;2094;0;0;0;0;0;0;0;0;0;208;0;0;0;208;0;0;0;0;0;0;0;0;0;200;0;0;0;200;0;0;0;0;0;0;0;0;0;51291;10229;0;0;41062;0;0;3021;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;16;Santa Marta;99;5
9795548;2015;0;210;0;0;420;0;0;630;SI;2005;1155;0;0;850;0;0;230;0;0;0;230;0;0;158;0;158;0;0;0;0;210;0;0;0;210;0;0;80;0;0;0;80;0;0;130;0;0;130;0;0;0;25;0;0;0;25;0;0;0;0;0;0;0;0;0;2838;1155;158;130;1395;0;0;249;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;18;Villavicencio;99;5
297826990;2015;0;0;0;0;5200;0;0;5200;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22350;0;0;0;22350;0;0;22350;0;0;0;22350;0;0;7152; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;1344;0;0;1344;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1349;0;0;1349;0;4000;2;Bogotá;2;Bogotá;99;5
297826738;2015;0;2205;0;0;5240;0;0;7445;SI;41760;0;0;0;41760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55366;0;0;0;55366;0;0;97126;0;0;0;97126;0;0;49647;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297839497;2015;0;0;0;0;2027;0;0;2027;SI;713;0;0;0;713;0;0;5690;0;0;0;0;5690;455;825;0;0;0;0;825;412;3080;0;0;0;0;3080;123;159;0;0;0;0;159;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78660;0;0;0;78660;0;0;89127;0;0;0;79373;9754;1021;11142;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297826642;2015;0;0;0;0;14703;0;0;14703;SI;79060;0;0;0;79060;0;0;5719;0;0;0;0;5719;244;3990;0;0;0;0;3990;170;8616;0;0;0;0;8616;368;1566;0;0;0;0;1566;67;740;0;0;0;740;0;0;5;0;0;0;5;0;0;15127;0;0;0;15127;0;0;114823;0;0;0;94932;19891;849;6218; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;229;0;0;0;0;0;0;0;0;0;0;0;0;0;492;492;0;0;0;0;0;0;0;0;20;20;0;0;0;Y23: Compuestos de zinc.;22;22;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;763;763;0;0;0;430;2;Bogotá;2;Bogotá;99;5
297718322;2015;86;0;0;0;2183;0;0;2269;SI;0;0;0;0;0;0;0;350;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2480;0;0;0;2480;0;0;3180;0;0;700;2480;0;0;1813;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
9815979;2015;220;0;0;0;415;0;0;635;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8910;0;0;0;8910;0;0;8910;0;0;0;8910;0;0;1260;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;16;Santa Marta;99;5
448987;2015;900;0;0;1500;4295;0;400;7095;SI;16248;0;0;16248;0;0;0;13179;0;0;13179;0;0;0;2926;0;0;2926;0;0;0;3942;0;0;3942;0;0;0;1377;0;0;1377;0;0;0;418;0;0;418;0;0;0;0;0;0;0;0;0;0;137561;0;0;0;137561;0;0;175651;0;0;38090;137561;0;0;41986;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718312;2015;0;400;350;550;8765;0;0;10065;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34327;0;150;0;34177;0;0;34327;0;150;0;34177;0;0;10298;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718302;2015;0;0;1500;2000;16784;0;0;20284;SI;96000;0;0;0;96000;0;0;3160;0;0;0;0;3160;222;972;0;0;0;0;972;50;2760;0;0;0;0;2760;439;548;0;0;0;0;548;87;2451;908;0;1543;0;0;0;0;0;0;0;0;0;0;7500;0;0;0;7500;0;0;113391;908;0;1543;103500;7440;798;22653; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;2400;0;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2525;125;2400;0;0;2117;2;Bogotá;2;Bogotá;99;5
297839505;2015;0;0;0;0;8945;0;0;8945;SI;27600;0;0;0;27600;0;0;474;0;0;474;0;0;0;66;0;0;66;0;0;0;758;0;0;758;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24230;0;0;0;24230;0;0;53130;0;0;1300;51830;0;0;20603; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58;58;0;0;0;73;2;Bogotá;2;Bogotá;99;5
297821308;2015;1521;849;0;100;11258;0;0;13728;SI;17025;0;0;0;17025;0;0;815;0;815;0;0;0;0;910;0;910;0;0;0;0;5240;0;5240;0;0;0;0;180;0;180;0;0;0;0;2210;0;0;2210;0;0;0;0;0;0;0;0;0;0;2780;0;0;0;2780;0;0;29160;0;7145;2210;19805;0;0;11760;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718360;2015;0;0;0;0;0;0;0;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6553;2353;0;0;4200;0;0;6553;2353;0;0;4200;0;0;851; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;20;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718363;2015;0;0;0;0;360;0;0;360;SI;7250;0;0;0;7250;0;0;480;0;0;0;480;0;0;1100;0;0;0;1100;0;0;950;0;0;0;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9780;0;0;0;9780;0;0;2640;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718362;2015;0;0;0;0;6479;0;0;6479;SI;297;0;0;0;297;0;0;469;0;469;0;0;0;0;320;0;320;0;0;0;0;1050;0;1050;0;0;0;0;85;0;85;0;0;0;0;1090;0;0;1090;0;0;0;0;0;0;0;0;0;0;4250;0;0;0;4250;0;0;7561;0;1924;1090;4547;0;0;1654;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297822336;2015;90;0;0;0;1025;0;0;1115;SI;3440;0;0;0;3440;0;0;980;0;0;980;0;0;0;168;0;0;168;0;0;0;2492;0;0;0;2492;0;0;0;0;0;0;0;0;0;250;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7330;0;0;1148;6182;0;0;3078;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297717006;2015;0;0;0;0;380;0;0;380;SI;10600;0;0;4030;6570;0;0;580;0;580;0;0;0;0;1240;0;1240;0;0;0;0;720;0;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13140;0;2540;4030;6570;0;0;2102;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297717021;2015;0;0;0;0;2457;0;0;2457;SI;24750;0;0;0;24750;0;0;1379;0;0;0;1379;0;0;1379;0;0;0;1379;0;0;1379;0;0;0;1379;0;0;1379;0;0;0;1379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7536;0;0;0;7536;0;0;37802;0;0;0;37802;0;0;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297717024;2015;0;0;0;0;1800;0;4319;6119;SI;18580;0;0;0;18580;0;0;593;0;0;0;593;0;0;203;0;0;0;203;0;0;471;0;0;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;91;0;0;19938;0;0;0;19938;0;0;5582;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297823158;2015;0;0;45000;0;3500;0;0;48500;SI;50420;0;0;0;50420;0;0;636;0;0;636;0;0;0;360;0;0;360;0;0;0;840;0;0;840;0;0;0;120;0;0;120;0;0;0;350;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52726;0;0;2306;50420;0;0;13069;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718330;2015;0;0;0;0;1710;0;0;1710;SI;6730;0;0;2936;3794;0;0;855;0;418;437;0;0;0;55;0;55;0;0;0;0;164;0;164;0;0;0;0;10;0;0;10;0;0;0;63;0;63;0;0;0;0;525;0;0;525;0;0;0;355;0;0;355;0;0;0;8757;0;700;4263;3794;0;0;1327;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
