Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;TOTARSOL;C4RGACL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;Otro_Respel_01;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;Otro_Respel_02;V13a;V13c;V13d;V13e;V13f;Otro_Respel_03;V14a;V14c;V14d;V14e;V14f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826960;2015;1000;0;0;0;1000;0;0;2000;SI;1800;0;0;1800;0;0;0;1800;50;0;0;50;1700;650;100;50;0;0;50;0;0;50;0;0;0;50;0;0;150;0;0;0;0;150;500;100;0;0;100;0;0;0;10;0;0;0;10;0;0;1500;0;0;0;1500;0;0;5510;100;0;1900;1660;1850;1150;2200;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297821378;2015;234;0;5980;0;185;0;0;6399;SI;2330;0;0;0;2330;0;0;930;730;0;0;200;0;0;280;0;200;0;80;0;0;380;0;0;0;380;0;0;50;0;0;0;50;0;0;235;120;0;0;115;0;0;220;0;0;0;220;0;0;0;0;0;0;0;0;0;4425;850;200;0;3375;0;0;3980;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;18;Villavicencio;99;5
444265;2015;1200;0;0;70;3360;0;0;4630;SI;4200;0;0;0;4200;0;0;180;0;0;180;0;0;0;200;0;0;200;0;0;0;40;0;0;40;0;0;0;60;0;0;60;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;3215;0;0;0;3215;0;0;7900;0;0;485;7415;0;0;144;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;3;Bucaramanga;10;Cúcuta;99;5
297822798;2015;500;0;2500;1000;2000;0;0;6000;SI;2168;0;0;0;2168;0;0;469;0;0;469;0;0;0;469;0;0;469;0;0;0;1407;0;0;1407;0;0;0;469;0;0;469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4982;0;0;2814;2168;0;0;900;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;6;Medellín;6;Medellín;99;5
297826670;2015;0;0;0;0;2510;0;0;2510;SI;0;0;0;0;0;0;0;1710;0;0;1710;0;0;0;887;0;0;887;0;0;0;1150;0;0;1150;0;0;0;654;0;0;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23612;0;0;0;23612;0;0;28013;0;0;4401;23612;0;0;7150;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297826831;2015;0;0;0;0;2208;0;0;2208;SI;0;0;0;0;0;0;0;1877;0;0;1877;0;0;0;24;0;0;24;0;0;0;560;0;0;560;0;0;0;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35850;0;0;0;35850;0;0;38320;0;0;2461;35859;0;0;11489;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297826723;2015;0;0;0;6000;4000;0;0;10000;SI;3800;0;0;0;3800;0;0;5000;0;0;0;0;5000;50;250;0;0;0;0;250;25;4100;0;0;0;0;4100;1;75;0;0;0;0;75;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13225;0;0;0;3800;9425;106;18000;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
441900;2015;0;0;1254;0;8910;0;0;10164;SI;3254;0;0;0;3254;0;0;1200;0;0;0;1200;0;0;857;0;0;0;857;0;0;9;0;0;0;9;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;213;0;0;0;213;0;0;0;0;0;0;0;0;0;5534;0;0;0;5534;0;0;17004;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;9;Cartagena;99;5
297838192;2015;0;0;0;0;5427;0;0;5427;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98263;0;0;0;98263;0;0;98263;0;0;0;98263;0;0;24159;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297826718;2015;0;0;0;0;2311;0;0;2311;SI;148361;0;0;148361;0;0;0;14546;0;0;14546;0;0;0;2187;0;0;2187;0;0;0;14152;0;0;14152;0;0;0;398;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179644;0;0;179644;0;0;0;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297826953;2015;0;0;0;0;0;0;0;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8901;0;0;0;8901;0;0;8901;0;0;0;8901;0;0;4610;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297826792;2015;0;0;0;7826;0;0;0;7826;SI;0;0;0;0;0;0;0;1011;0;0;1011;0;0;0;123;0;0;123;0;0;0;1699;0;0;1699;0;0;0;29;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31025;0;0;0;31025;0;0;33887;0;0;2862;31025;0;0;21141;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
296886290;2015;0;0;0;0;4108;0;0;4108;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61412;0;0;0;61412;0;0;61412;0;0;0;61412;0;0;15103;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;9;Cartagena;99;5
9816110;2015;0;0;0;400;720;0;0;1120;SI;7200;0;0;7200;0;0;0;1440;0;0;0;0;1440;102;6600;0;0;0;0;6600;101;2750;0;0;0;0;2750;70;192;0;0;0;0;192;738;40;0;0;40;0;0;0;700;0;0;700;0;0;0;7800;0;0;0;7800;0;0;26722;0;0;7940;7800;10982;1011;945;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
9815988;2015;2500;1500;450;0;350;0;0;4800;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10785;0;0;0;10785;0;0;10785;0;0;0;10785;0;0;6625;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297826722;2015;0;0;0;450;620;0;0;1070;SI;490;0;0;0;490;0;0;520;0;0;0;520;0;0;355;0;0;0;355;0;0;53;0;0;0;53;0;0;95;0;0;0;95;0;0;950;0;0;0;950;0;0;26;0;0;0;26;0;0;528;0;0;0;528;0;0;3017;0;0;0;3017;0;0;7953;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297827969;2015;0;0;0;0;700;0;0;700;SI;3200;0;0;0;3200;0;0;625;0;0;0;625;0;0;102;0;0;0;102;0;0;81;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;0;0;0;275;0;0;4283;0;0;0;4283;0;0;5535;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297819041;2015;453000;0;0;0;6272;0;0;459272;SI;12483;0;0;0;12483;0;0;4248;0;4248;0;0;0;0;4693;0;4693;0;0;0;0;4225;0;4225;0;0;0;0;2788;0;2788;0;0;0;0;4641;0;4641;0;0;0;0;2610;0;2610;0;0;0;0;5483;0;0;0;5483;0;0;41171;0;23205;0;17966;0;0;2100;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
452218;2015;1200;632;0;0;7898;300;0;10030;SI;29000;0;0;0;29000;0;0;1100;0;600;0;0;500;300;105;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;12;0;0;0;24900;0;0;0;24900;0;0;55117;0;600;12;54005;500;300;30889;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
441772;2015;3500;0;1500;350;2100;0;0;7450;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19804;0;0;0;19804;0;0;19804;0;0;0;19804;0;0;6840;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
441802;2015;0;0;0;0;15000;0;0;15000;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24980;0;0;0;24980;0;0;24980;0;0;0;24980;0;0;8400;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
408986;2015;0;0;0;0;696;0;0;696;SI;0;0;0;0;0;0;0;436;0;0;0;0;436;49;121;0;0;0;0;121;18;597;0;0;0;0;597;18;18;0;0;0;0;18;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;98;34;1270;0;0;0;0;1270;136;6986;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
441854;2015;4768;0;0;400;2865;0;0;8033;SI;85210;0;0;0;85210;0;0;36342;0;0;0;36342;0;0;13543;0;0;271;13272;0;0;3986;0;0;0;3986;0;0;3106;0;0;0;3106;0;0;0;0;0;0;0;0;0;10076;0;0;0;10076;0;0;19876;0;0;0;19876;0;0;172139;0;0;271;171868;0;0;9180;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
10101150;2015;0;0;0;0;1500;0;0;1500;SI;1150;0;0;0;1150;0;0;500;0;0;500;0;0;0;50;0;0;50;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;1000;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;1650;1150;0;0;13000;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297827591;2015;0;0;0;0;2530;0;0;2530;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;210;0;0;210;0;0;0;210;0;0;13890;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
300470906;2015;0;0;0;0;3375;0;0;3375;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14530;0;0;0;14530;0;0;14530;0;0;0;14530;0;0;398;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
10101289;2015;0;0;0;0;2077;0;0;2077;SI;220;0;0;0;220;0;0;2789;0;0;2789;0;0;0;566;0;0;566;0;0;0;3431;0;0;3431;0;0;0;105;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7111;0;0;6891;220;0;0;20449;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
300470907;2015;1900;600;2500;1200;1080;600;420;8300;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2730;900;500;700;280;350;30;2730;900;500;700;280;350;30;2400;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
300470908;2015;500;0;4500;0;397;0;0;5397;SI;3366;0;0;0;3366;0;0;624;156;0;468;0;0;0;195;0;49;146;0;0;0;360;0;90;270;0;0;0;12;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4557;156;142;893;3366;0;0;3167;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
300470909;2015;0;0;0;0;0;0;0;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
300470910;2015;1000;632;0;0;5880;200;0;7712;SI;13550;0;0;0;13550;0;0;105;5;50;0;0;50;100;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;6;0;0;0;6;0;0;3500;0;0;0;3500;0;0;17168;5;50;2;17061;50;100;15715;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
1771148;2015;1000;1500;950;2500;800;0;0;6750;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;15;0;100;0;0;115;0;15;0;100;0;0;495;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
10101357;2015;0;0;0;0;260;0;0;260;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;0;0;0;7200;0;0;7200;0;0;0;7200;0;0;3500;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
10101358;2015;0;0;0;0;180;0;0;180;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;240;0;0;240;0;0;0;240;0;0;415;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;Barranquilla;1;Barranquilla;99;5
297826799;2015;0;0;0;0;348;0;0;348;SI;0;0;0;0;0;0;0;4239;0;0;4239;0;0;0;565;0;0;565;0;0;0;848;0;0;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8478;0;0;0;8478;0;0;14130;0;0;5652;8478;0;0;2114;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
297718659;2015;2000;0;0;0;700;0;0;2700;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8711;0;2613;0;6098;0;0;8711;0;2613;0;6098;0;0;3200;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;2;Bogotá;2;Bogotá;99;5
