Nro_Orden_Establecimiento;Periodo;C3RHE3;C3RHE4;C4VERTIADAPT;C6GAA1f;TOTALAVERTI;C3RHD1PTRV;C3RHD2PPVP;C3RHD3PMSV;MULTAVERT;C3RHD4TGTV;C3RHB1TAR;C3RHB2a;C3RHB2b;C3RHB2c;C3RHB2d;C3RHB3a3A;C3RHB3b3A;C3RHB3c3A;C3RHB3d3A;C3RHB3eT3A;C3RHB3a3B;C3RHB3b3B;C3RHB3c3B;C3RHB3d3B;C3RHB3eT3B;TOTVERTIDA;C3RHB4VAL;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
300470908;2015;0;0;0;0;0;224;0;0;0;224;NO; ; ; ; ;0;0;0;0;0;2010;0;0;0;2010;2010;3522;1;Barranquilla;1;Barranquilla;99;5
300470909;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1;0;0;0;1;1;0;1;Barranquilla;1;Barranquilla;99;5
300470910;2015;0;0;1200;0;1200;2221;0;0;0;2221;SI;a; ; ; ;1232;0;0;0;1232;8122;0;0;0;8122;9354;12039;1;Barranquilla;1;Barranquilla;99;5
1771148;2015;4000;2000;3500;0;9500;0;1200;0;0;1200;SI; ;b; ; ;2138;0;0;0;2138;0;0;0;0;0;2138;5000;1;Barranquilla;1;Barranquilla;99;5
10101357;2015;0;0;0;0;0;26;0;0;0;26;SI;a; ; ; ;2724;0;0;0;2724;0;0;0;0;0;2724;4320;1;Barranquilla;1;Barranquilla;99;5
10101358;2015;0;0;0;0;0;46;0;0;0;46;NO; ; ; ; ;0;0;0;0;0;5117;0;0;0;5117;5117;95029;1;Barranquilla;1;Barranquilla;99;5
297826799;2015;0;0;0;0;0;205;0;0;0;205;SI;a; ; ; ;275;0;0;0;275;2478;0;0;0;2478;2753;4481;2;Bogotá;2;Bogotá;99;5
297718659;2015;1000;0;0;0;1000;135;0;0;0;135;SI;a; ; ; ;455;0;0;0;455;1366;0;0;0;1366;1821;2945;2;Bogotá;2;Bogotá;99;5
297826796;2015;0;0;0;0;0;370;0;0;0;370;NO; ; ; ; ;0;0;0;0;0;7270;0;0;0;7270;7270;11628;2;Bogotá;2;Bogotá;99;5
297827958;2015;0;251;7570;0;7821;845;0;0;0;845;SI;a; ; ; ;3560;0;0;0;3560;8309;0;0;0;8309;11869;18616;2;Bogotá;2;Bogotá;99;5
297827000;2015;0;0;0;0;0;335;0;0;0;335;NO; ; ; ; ;0;0;0;0;0;4611;0;0;0;4611;4611;11027;2;Bogotá;2;Bogotá;99;5
414681;2015;0;0;0;0;0;587;0;0;0;587;SI;a; ; ; ;2448;0;0;0;2448;5714;0;0;0;5714;8162;12904;2;Bogotá;2;Bogotá;99;5
382101;2015;0;0;0;0;0;702;0;0;0;702;NO; ; ; ; ;0;0;0;0;0;10659;0;0;0;10659;10659;9366;4;Cali;15;Popayán;99;5
297826978;2015;0;100;11190;0;11290;1904;10;0;0;1914;SI; ;b; ; ;7599;0;0;0;7599;17736;0;0;0;17736;25335;40202;2;Bogotá;2;Bogotá;99;5
297826677;2015;0;0;0;0;0;353;1;0;0;354;NO; ; ; ; ;0;0;0;0;0;4822;0;0;0;4822;4822;7904;2;Bogotá;2;Bogotá;99;5
297826828;2015;1500;600;1000;500;3600;1144;400;0;0;1544;SI; ;b; ; ;3600;0;0;0;3600;12069;0;0;0;12069;15669;24914;2;Bogotá;2;Bogotá;99;5
297826830;2015;0;5208;0;0;5208;343;0;0;0;343;SI; ;b; ; ;1862;0;0;0;1862;2792;0;0;0;2792;4654;8375;2;Bogotá;2;Bogotá;99;5
452491;2015;0;0;0;0;0;305;0;0;0;305;NO; ; ; ; ;0;0;0;0;0;8217;0;0;0;8217;8217;18266;1;Barranquilla;9;Cartagena;99;5
9807355;2015;0;3000;12825;0;15825;2673;0;0;0;2673;SI;a; ; ; ;12937;0;0;0;12937;24072;0;0;0;24072;37009;65500;2;Bogotá;2;Bogotá;99;5
297826832;2015;0;1538;0;0;1538;401;0;0;0;401;SI;a; ; ; ;1118;0;0;0;1118;4472;0;0;0;4472;5590;8649;2;Bogotá;2;Bogotá;99;5
297826833;2015;0;0;0;0;0;2892;0;0;0;2892;SI;a; ; ; ;6080;0;0;0;6080;34522;0;0;0;34522;40602;65668;2;Bogotá;2;Bogotá;99;5
297826834;2015;0;1907;22273;0;24180;1342;0;0;0;1342;SI;a; ; ; ;11682;0;0;0;11682;6578;0;0;0;6578;18260;29325;2;Bogotá;2;Bogotá;99;5
452129;2015;0;0;4000;0;4000;256;0;0;0;256;SI;a; ; ; ;1686;0;0;0;1686;6340;0;0;0;6340;8026;14141;2;Bogotá;2;Bogotá;99;5
9807356;2015;0;0;3500;0;3500;452;0;0;0;452;SI;a; ; ; ;702;0;0;0;702;5674;0;0;0;5674;6376;10042;2;Bogotá;2;Bogotá;99;5
9807357;2015;0;0;4300;0;4300;358;0;0;0;358;SI;a; ; ; ;505;0;0;0;505;4542;0;0;0;4542;5047;7923;2;Bogotá;2;Bogotá;99;5
297826941;2015;0;0;0;0;0;259;0;0;0;259;NO; ; ; ; ;0;0;0;0;0;4122;0;0;0;4122;4122;6597;2;Bogotá;2;Bogotá;99;5
297826946;2015;0;0;5400;0;5400;950;1;0;0;951;SI;a; ; ; ;4334;0;0;0;4334;18532;0;0;0;18532;22866;36408;2;Bogotá;2;Bogotá;99;5
297826982;2015;1254;0;200;0;1454;1750;0;0;0;1750;SI;a; ; ; ;8490;0;0;0;8490;15765;0;0;0;15765;24255;39831;2;Bogotá;2;Bogotá;99;5
296886228;2015;0;0;5230;0;5230;1006;0;0;0;1006;NO; ; ; ; ;0;0;0;0;0;27078;0;0;0;27078;27078;60128;1;Barranquilla;9;Cartagena;99;5
297826663;2015;0;1243;0;0;1243;274;0;0;0;274;SI;a; ; ; ;1893;0;0;0;1893;1969;0;0;0;1969;3862;6105;2;Bogotá;2;Bogotá;99;5
297826985;2015;0;0;0;0;0;470;0;0;0;470;SI;a; ; ; ;2547;0;0;0;2547;3820;0;0;0;3820;6367;10171;2;Bogotá;2;Bogotá;99;5
297826986;2015;0;480;3000;100;3580;835;0;0;0;835;SI;a; ; ; ;2986;0;0;0;2986;8959;0;0;0;8959;11945;18956;2;Bogotá;2;Bogotá;99;5
297838044;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;11069;0;0;0;11069;11069;10668;2;Bogotá;17;Tunja;99;5
409910;2015;0;0;1500;0;1500;870;617;0;0;1487;SI;a; ; ; ;8351;0;0;0;8351;0;0;0;0;0;8351;10021;5;Manizales;11;Ibagué;99;5
450883;2015;0;150;1200;0;1350;289;0;0;0;289;SI;a; ; ; ;1284;0;0;0;1284;2729;0;0;0;2729;4013;6344;2;Bogotá;2;Bogotá;99;5
297839484;2015;0;0;0;0;0;880;0;0;0;880;NO; ; ; ; ;0;0;0;0;0;14429;0;0;0;14429;14429;21643;2;Bogotá;2;Bogotá;99;5
299303284;2015;0;0;0;0;0;2535;0;0;0;2535;SI;a; ; ; ;34551;0;0;0;34551;0;0;0;0;0;34551;56732;2;Bogotá;2;Bogotá;99;5
337133;2015;0;0;3850;0;3850;206;0;0;0;206;SI;a; ; ; ;12;0;0;0;12;2823;0;0;0;2823;2835;4536;2;Bogotá;2;Bogotá;99;5
296886229;2015;2326;679;11092;0;14097;0;0;0;0;0;SI;a; ; ; ;0;0;10903;0;10903;0;0;0;0;0;10903;0;1;Barranquilla;16;Santa Marta;99;5
297718272;2015;0;0;0;0;0;745;0;0;0;745;NO; ; ; ; ;0;0;0;0;0;10493;0;0;0;10493;10493;16697;2;Bogotá;2;Bogotá;99;5
297826922;2015;0;0;766;0;766;245;0;0;0;245;SI;a; ; ; ;402;0;0;0;402;2951;0;0;0;2951;3353;5282;2;Bogotá;2;Bogotá;99;5
451446;2015;0;2590;0;0;2590;0;0;1232;medida preventiva;1232;SI; ;b; ; ;0;0;5929;0;5929;0;0;0;0;0;5929;0;1;Barranquilla;16;Santa Marta;99;5
455513;2015;0;6759;0;0;6759;6408;0;0;0;6408;SI;a; ; ; ;35065;0;0;0;35065;52597;0;0;0;52597;87662;139845;2;Bogotá;2;Bogotá;99;5
9807403;2015;0;0;0;0;0;3580;0;0;0;3580;NO; ; ; ; ;0;0;0;0;0;51149;0;0;0;51149;51149;53935;2;Bogotá;2;Bogotá;99;5
297730683;2015;0;0;0;0;0;448;0;0;0;448;SI;a; ; ; ;3240;0;0;0;3240;12963;0;0;0;12963;16203;25925;2;Bogotá;2;Bogotá;98;5
296886232;2015;4898;10800;9417;0;25115;19;0;0;0;19;SI; ; ;c; ;0;80375;0;0;80375;0;0;0;0;0;80375;0;2;Bogotá;2;Bogotá;99;5
296886233;2015;8981;18;3590;0;12589;50190;0;0;0;50190;SI; ; ;c; ;0;324946;0;0;324946;0;0;0;0;0;324946;0;2;Bogotá;2;Bogotá;99;5
296886234;2015;4800;10800;3250;0;18850;99;0;0;0;99;SI; ; ;c; ;0;99055;0;0;99055;0;0;0;0;0;99055;0;2;Bogotá;2;Bogotá;99;5
296886235;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;36137;84319;0;0;120456;120456;25657;2;Bogotá;2;Bogotá;99;5
296886236;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;25114;75342;0;0;100456;100456;21095;2;Bogotá;2;Bogotá;99;5
3834328;2015;0;0;0;0;0;477;0;0;0;477;SI;a; ; ; ;598;0;0;0;598;5337;0;0;0;5337;5935;9385;2;Bogotá;2;Bogotá;99;5
297826903;2015;0;0;0;0;0;669;0;0;0;669;SI;a; ; ; ;2274;0;0;0;2274;6813;0;0;0;6813;9087;14581;2;Bogotá;2;Bogotá;99;5
451463;2015;0;0;0;0;0;258;0;0;0;258;NO; ; ; ; ;0;0;0;0;0;3888;0;0;0;3888;3888;6170;2;Bogotá;2;Bogotá;99;5
451466;2015;0;0;0;0;0;284;0;0;0;284;NO; ; ; ; ;0;0;0;0;0;3936;0;0;0;3936;3936;6246;2;Bogotá;2;Bogotá;99;5
297826734;2015;0;12876;14500;1891;29267;2538;0;0;0;2538;SI;a; ; ; ;33169;0;0;0;33169;0;0;0;0;0;33169;52075;2;Bogotá;2;Bogotá;99;5
297826735;2015;0;11022;3768;0;14790;3755;0;0;0;3755;SI;a; ; ; ;17926;0;0;0;17926;33302;0;0;0;33302;51228;80924;2;Bogotá;2;Bogotá;99;5
452253;2015;0;1488;11157;2000;14645;0;0;0;0;0;SI; ; ;c; ;0;179898;0;0;179898;0;0;0;0;0;179898;0;2;Bogotá;2;Bogotá;99;5
296886239;2015;650000;6177;0;0;656177;3114;0;0;0;3114;SI; ; ; ;d;0;156466;0;0;156466;0;0;0;0;0;156466;0;5;Manizales;11;Ibagué;99;5
452256;2015;2374;0;6990;0;9364;0;0;0;0;0;SI; ;b; ; ;25886;0;0;0;25886;0;0;0;0;0;25886;5849;2;Bogotá;2;Bogotá;99;5
457976;2015;0;0;0;0;0;3880;0;0;0;3880;NO; ; ; ; ;0;0;0;0;0;7687;0;0;0;7687;7687;7880;6;Medellín;12;Monteria;99;5
297826882;2015;0;0;0;0;0;192;0;0;0;192;NO; ; ; ; ;0;0;0;0;0;2625;0;0;0;2625;2625;4165;2;Bogotá;2;Bogotá;99;5
297826889;2015;0;3000;5800;0;8800;901;0;0;0;901;SI; ;b; ; ;12890;0;0;0;12890;0;0;0;0;0;12890;20599;2;Bogotá;2;Bogotá;99;5
297826988;2015;0;681;0;0;681;189;0;0;0;189;SI;a; ; ; ;537;0;0;0;537;2487;0;0;0;2487;3024;4850;2;Bogotá;2;Bogotá;99;5
297718280;2015;0;0;0;0;0;49;0;0;0;49;NO; ; ; ; ;0;0;0;0;0;662;0;0;0;662;662;1059;2;Bogotá;2;Bogotá;99;5
451402;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;836;0;0;0;836;836;0;2;Bogotá;2;Bogotá;99;5
297826991;2015;0;0;0;0;0;218;0;0;0;218;NO; ; ; ; ;0;0;0;0;0;2962;0;0;0;2962;2962;4752;2;Bogotá;2;Bogotá;99;5
9807346;2015;0;0;450;0;450;319;0;0;0;319;NO; ; ; ; ;0;0;0;0;0;4092;0;0;0;4092;4092;6494;2;Bogotá;2;Bogotá;99;5
9807408;2015;0;0;0;0;0;2727;0;0;0;2727;NO; ; ; ; ;0;0;0;0;0;37709;0;0;0;37709;37709;60212;2;Bogotá;2;Bogotá;99;5
297826672;2015;0;0;0;0;0;340;0;0;0;340;SI;a; ; ; ;1279;0;0;0;1279;3317;0;0;0;3317;4596;7123;2;Bogotá;2;Bogotá;99;5
297838058;2015;0;0;0;0;0;292;0;0;0;292;SI;a; ; ; ;1644;0;0;0;1644;2466;0;0;0;2466;4110;6756;2;Bogotá;2;Bogotá;99;5
297827017;2015;0;0;0;0;0;135;0;0;0;135;NO; ; ; ; ;0;0;0;0;0;1914;0;0;0;1914;1914;3062;2;Bogotá;2;Bogotá;99;5
297826945;2015;350;0;0;0;350;343;0;0;0;343;SI;a; ; ; ;1800;0;0;0;1800;3223;0;0;0;3223;5023;7970;2;Bogotá;2;Bogotá;99;5
297838050;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;252;0;0;0;252;252;1567;2;Bogotá;91;Leticia;99;5
299303287;2015;900;0;0;0;900;1200;0;0;0;1200;NO; ; ; ; ;0;0;0;0;0;7424;0;0;0;7424;7424;12175;2;Bogotá;2;Bogotá;99;5
9815066;2015;0;0;0;0;0;305;0;0;0;305;NO; ; ; ; ;0;0;0;0;0;4217;0;0;0;4217;4217;6692;2;Bogotá;2;Bogotá;99;5
450816;2015;0;0;0;0;0;368;0;0;0;368;NO; ; ; ; ;0;0;0;0;0;4992;0;0;0;4992;4992;7886;2;Bogotá;2;Bogotá;99;5
74977;2015;0;0;0;0;0;134;0;0;0;134;NO; ; ; ; ;0;0;0;0;0;2265;0;0;0;2265;2265;3647;2;Bogotá;2;Bogotá;99;5
407032;2015;129;0;612;0;741;237;0;0;0;237;NO; ; ; ; ;0;0;0;0;0;3257;0;0;0;3257;3257;5179;2;Bogotá;2;Bogotá;99;5
297826739;2015;0;0;0;0;0;348;0;0;0;348;NO; ; ; ; ;0;0;0;0;0;4785;0;0;0;4785;4785;7635;2;Bogotá;2;Bogotá;99;5
297826977;2015;0;0;0;0;0;264;0;0;0;264;NO; ; ; ; ;0;0;0;0;0;3523;0;0;0;3523;3523;5823;2;Bogotá;2;Bogotá;99;5
9807394;2015;0;0;0;0;0;35;0;0;0;35;SI;a; ; ; ;93;0;0;0;93;373;0;0;0;373;466;746;2;Bogotá;2;Bogotá;99;5
297826749;2015;0;0;0;0;0;70;0;0;0;70;NO; ; ; ; ;0;0;0;0;0;1299;0;0;0;1299;1299;2134;2;Bogotá;2;Bogotá;99;5
297827337;2015;1100;0;0;0;1100;72;0;0;0;72;NO; ; ; ; ;0;0;0;0;0;1311;0;0;0;1311;1311;2098;2;Bogotá;2;Bogotá;99;5
297826662;2015;2000;2346;0;0;4346;2692;0;0;0;2692;SI; ;b; ; ;16353;0;0;0;16353;24564;0;0;0;24564;40917;65966;2;Bogotá;2;Bogotá;99;5
408533;2015;0;0;0;0;0;199;0;0;0;199;SI;a; ; ; ;538;0;0;0;538;2154;0;0;0;2154;2692;4353;2;Bogotá;2;Bogotá;99;5
450869;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1263;0;0;0;1263;1263;2020;2;Bogotá;2;Bogotá;99;5
297826835;2015;0;0;0;0;0;183;0;0;0;183;SI;a; ; ; ;1547;0;0;0;1547;1548;0;0;0;1548;3095;4968;2;Bogotá;2;Bogotá;99;5
441267;2015;0;0;0;0;0;211;0;0;0;211;NO; ; ; ; ;0;0;0;0;0;4203;0;0;0;4203;4203;7565;2;Bogotá;2;Bogotá;99;5
447079;2015;0;0;340;0;340;163;0;0;0;163;SI;a; ; ; ;180;0;0;0;180;2042;0;0;0;2042;2222;3526;2;Bogotá;2;Bogotá;99;5
297826870;2015;0;3120;4680;0;7800;3600;0;0;0;3600;SI;a; ; ; ;19487;0;0;0;19487;29324;0;0;0;29324;48811;79896;2;Bogotá;2;Bogotá;99;5
297826640;2015;0;1200;600;0;1800;161;0;0;0;161;SI;a; ; ; ;229;0;0;0;229;2083;0;0;0;2083;2312;3386;2;Bogotá;2;Bogotá;99;5
297826980;2015;0;0;2410;0;2410;648;0;0;0;648;SI;a; ; ; ;2589;0;0;0;2589;6040;0;0;0;6040;8629;13639;2;Bogotá;2;Bogotá;99;5
297826975;2015;0;0;0;0;0;397;0;0;0;397;NO; ; ; ; ;0;0;0;0;0;4832;0;0;0;4832;4832;7666;2;Bogotá;2;Bogotá;99;5
297839506;2015;0;0;0;0;0;258;0;0;0;258;NO; ; ; ; ;0;0;0;0;0;3541;0;0;0;3541;3541;5595;2;Bogotá;2;Bogotá;99;5
9807441;2015;0;0;200;0;200;4;0;0;0;4;SI;a; ; ; ;17;0;0;0;17;129;0;0;0;129;146;175;2;Bogotá;2;Bogotá;99;5
9807448;2015;0;0;0;0;0;202;0;0;0;202;SI;a; ; ; ;554;0;0;0;554;3141;0;0;0;3141;3695;5866;2;Bogotá;2;Bogotá;99;5
441825;2015;13800;2384;18711;0;34895;0;0;0;0;0;SI; ; ;c; ;0;0;21500;0;21500;0;0;0;0;0;21500;0;1;Barranquilla;16;Santa Marta;99;5
9795548;2015;0;0;2100;0;2100;0;0;0;0;0;SI; ;b; ; ;0;0;2380;0;2380;0;0;0;0;0;2380;0;2;Bogotá;18;Villavicencio;99;5
297826990;2015;0;4000;4200;0;8200;849;0;0;0;849;SI;a; ; ; ;2260;0;0;0;2260;9043;0;0;0;9043;11303;17492;2;Bogotá;2;Bogotá;99;5
297826738;2015;0;334;7800;0;8134;3640;0;0;0;3640;SI;a; ; ; ;14777;0;0;0;14777;34490;0;0;0;34490;49267;79499;2;Bogotá;2;Bogotá;99;5
297839497;2015;12000;8000;8000;0;28000;836;0;0;0;836;SI; ; ;c; ;4473;0;0;0;4473;6707;0;0;0;6707;11180;18242;2;Bogotá;2;Bogotá;99;5
297826642;2015;0;14400;7499;300;22199;1022;0;0;0;1022;SI; ;b; ; ;4484;0;0;0;4484;10461;0;0;0;10461;14945;33536;2;Bogotá;2;Bogotá;99;5
297718322;2015;0;0;0;0;0;166;0;0;0;166;NO; ; ; ; ;0;0;0;0;0;2290;0;0;0;2290;2290;3643;2;Bogotá;2;Bogotá;99;5
9815979;2015;750;0;0;0;750;137;0;0;0;137;SI;a; ; ; ;4512;0;0;0;4512;0;0;0;0;0;4512;7895;1;Barranquilla;16;Santa Marta;99;5
448987;2015;0;0;8797;0;8797;1020;0;0;0;1020;SI;a; ; ; ;7006;0;0;0;7006;7007;0;0;0;7007;14013;22225;2;Bogotá;2;Bogotá;99;5
297718312;2015;0;0;0;0;0;685;0;0;0;685;SI;a; ; ; ;1007;0;0;0;1007;8998;0;0;0;8998;10005;15981;2;Bogotá;2;Bogotá;99;5
297718302;2015;450;2600;14500;0;17550;1366;0;0;0;1366;SI; ;b; ; ;22306;0;0;0;22306;0;0;0;0;0;22306;30002;2;Bogotá;2;Bogotá;99;5
297839505;2015;0;0;0;0;0;1104;0;0;0;1104;SI;a; ; ; ;3508;0;0;0;3508;11846;0;0;0;11846;15354;28283;2;Bogotá;2;Bogotá;99;5
297821308;2015;0;0;11400;0;11400;770;0;0;0;770;SI;a; ; ; ;10299;0;0;0;10299;0;0;0;0;0;10299;16810;2;Bogotá;2;Bogotá;99;5
297718360;2015;0;0;0;0;0;416;0;0;0;416;NO; ; ; ; ;0;0;0;0;0;5743;0;0;0;5743;5743;9631;2;Bogotá;2;Bogotá;99;5
297718363;2015;0;0;0;0;0;525;0;0;0;525;SI;a; ; ; ;750;0;0;0;750;6741;0;0;0;6741;7491;12307;2;Bogotá;2;Bogotá;99;5
297718362;2015;0;1000;8000;0;9000;583;0;0;0;583;SI;a; ; ; ;2166;0;0;0;2166;5883;0;0;0;5883;8049;13232;2;Bogotá;2;Bogotá;99;5
297822336;2015;0;0;2100;0;2100;272;0;0;0;272;SI;a; ; ; ;558;0;0;0;558;3159;0;0;0;3159;3717;5831;2;Bogotá;2;Bogotá;99;5
297717006;2015;0;0;3720;0;3720;147;0;0;0;147;SI; ;b; ; ;420;0;0;0;420;1680;0;0;0;1680;2100;3318;2;Bogotá;2;Bogotá;99;5
297717021;2015;0;0;0;0;0;1183;0;0;0;1183;SI;a; ; ; ;3198;0;0;0;3198;12780;0;0;0;12780;15978;25823;2;Bogotá;2;Bogotá;99;5
297717024;2015;0;0;1300;0;1300;603;0;0;0;603;SI;a; ; ; ;2379;0;0;0;2379;6773;0;0;0;6773;9152;14457;2;Bogotá;2;Bogotá;99;5
297823158;2015;0;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;656;0;0;0;656;5904;0;0;0;5904;6560;10489;2;Bogotá;2;Bogotá;99;5
297718330;2015;0;0;0;0;0;275;0;0;0;275;NO; ; ; ; ;0;0;0;0;0;3979;0;0;0;3979;3979;6406;2;Bogotá;2;Bogotá;99;5
297822767;2015;0;0;0;0;0;254;0;0;0;254;NO; ; ; ; ;0;0;0;0;0;3462;0;0;0;3462;3462;5537;2;Bogotá;2;Bogotá;99;5
297822929;2015;1400;58;1600;1167;4225;0;0;0;0;0;SI;a; ; ; ;6539;0;0;0;6539;0;0;0;0;0;6539;4729;2;Bogotá;2;Bogotá;99;5
297827899;2015;0;0;3260;0;3260;0;0;0;0;0;SI;a; ; ; ;11640;0;0;0;11640;0;0;0;0;0;11640;5780;2;Bogotá;91;Leticia;99;5
297819453;2015;0;0;0;0;0;148;0;0;0;148;SI;a; ; ; ;405;0;0;0;405;1619;0;0;0;1619;2024;3341;2;Bogotá;2;Bogotá;99;5
441850;2015;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;4974;0;0;4974;4974;19719;1;Barranquilla;22;San Andrés;99;5
