Nro_Orden_Establecimiento;Periodo;NUMHAB;NUMCAMA;IHPN;IHPT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297827968;2015;363;1072;160057;133381;1;Barranquilla;9;Cartagena;99;5
296886212;2015;17;52;8327;4004;1;Barranquilla;9;Cartagena;99;5
297826719;2015;20;40;6255;3392;1;Barranquilla;9;Cartagena;99;5
297718256;2015;13;45;4236;3744;1;Barranquilla;9;Cartagena;99;5
297718273;2015;37;74;4222;1863;1;Barranquilla;9;Cartagena;99;5
297826971;2015;30;60;10980;5993;1;Barranquilla;9;Cartagena;99;5
297826877;2015;64;166;19732;5952;1;Barranquilla;9;Cartagena;99;5
10400088;2015;90;180;19583;7631;1;Barranquilla;9;Cartagena;99;5
441879;2015;28;78;28080;12611;1;Barranquilla;9;Cartagena;99;5
312167;2015;10;24;6910;3502;1;Barranquilla;9;Cartagena;99;5
9816010;2015;71;164;12148;9306;1;Barranquilla;9;Cartagena;99;5
374311;2015;72;192;9418;6042;1;Barranquilla;9;Cartagena;99;5
297718327;2015;140;228;83220;59003;1;Barranquilla;9;Cartagena;99;5
297820391;2015;118;148;52910;22150;1;Barranquilla;9;Cartagena;99;5
297818576;2015;250;500;107684;71790;1;Barranquilla;9;Cartagena;99;5
299303278;2015;14;28;6231;2890;1;Barranquilla;9;Cartagena;99;5
297718345;2015;100;200;59602;19867;1;Barranquilla;9;Cartagena;99;5
452424;2015;113;226;52841;17895;1;Barranquilla;9;Cartagena;99;5
10900622;2015;32;80;25932;6483;1;Barranquilla;9;Cartagena;99;5
297827083;2015;90;268;79095;52730;1;Barranquilla;9;Cartagena;99;5
441848;2015;45;98;31853;20419;1;Barranquilla;9;Cartagena;99;5
394535;2015;51;102;7551;5050;1;Barranquilla;9;Cartagena;99;5
409328;2015;7;16;1033;723;1;Barranquilla;9;Cartagena;99;5
441881;2015;23;59;11114;5991;1;Barranquilla;9;Cartagena;99;5
297822760;2015;7;14;3090;2875;1;Barranquilla;9;Cartagena;99;5
406282;2015;32;77;17974;10832;1;Barranquilla;9;Cartagena;99;5
441855;2015;55;110;25006;9605;1;Barranquilla;9;Cartagena;99;5
297718300;2015;40;120;9386;3452;1;Barranquilla;9;Cartagena;99;5
297820824;2015;233;323;34724;33145;1;Barranquilla;9;Cartagena;99;5
299304552;2015;250;900;117819;40898;1;Barranquilla;9;Cartagena;99;5
299303361;2015;125;186;55730;32312;1;Barranquilla;1;Barranquilla;99;5
10400098;2015;60;300;18345;10600;1;Barranquilla;9;Cartagena;99;5
10900956;2015;51;124;23529;8269;1;Barranquilla;9;Cartagena;99;5
441135;2015;4;18;169;80;1;Barranquilla;9;Cartagena;99;5
10900979;2015;200;520;44524;39000;1;Barranquilla;9;Cartagena;99;5
10900980;2015;180;378;21218;16924;1;Barranquilla;9;Cartagena;99;5
10400101;2015;183;443;28288;15644;1;Barranquilla;9;Cartagena;99;5
297826740;2015;74;86;8958;8958;3;Bucaramanga;10;Cúcuta;99;5
297826883;2015;118;157;29025;29025;3;Bucaramanga;10;Cúcuta;99;5
297826884;2015;126;197;24996;17019;3;Bucaramanga;10;Cúcuta;99;5
297826885;2015;74;148;27513;18362;3;Bucaramanga;10;Cúcuta;99;5
297826901;2015;129;241;21898;10365;3;Bucaramanga;10;Cúcuta;99;5
10400099;2015;36;72;3800;2504;3;Bucaramanga;10;Cúcuta;99;5
297826747;2015;50;75;7241;6358;3;Bucaramanga;10;Cúcuta;99;5
11000402;2015;98;197;21560;13940;3;Bucaramanga;10;Cúcuta;99;5
11000409;2015;61;84;3963;3502;3;Bucaramanga;10;Cúcuta;99;5
11000410;2015;46;96;9523;8051;3;Bucaramanga;10;Cúcuta;99;5
452108;2015;150;230;54750;51225;5;Manizales;11;Ibagué;99;5
297826829;2015;21;120;7290;3868;5;Manizales;11;Ibagué;99;5
297818881;2015;66;90;12420;10431;5;Manizales;11;Ibagué;99;5
296914042;2015;168;608;58450;29419;2;Bogotá;2;Bogotá;99;5
297826886;2015;123;369;22176;11088;5;Manizales;11;Ibagué;99;5
452553;2015;72;216;24030;20701;5;Manizales;11;Ibagué;99;5
297826772;2015;78;173;22860;5131;5;Manizales;11;Ibagué;99;5
297826673;2015;61;112;20930;16902;5;Manizales;11;Ibagué;99;5
297718320;2015;45;108;8242;4367;2;Bogotá;2;Bogotá;99;5
299303282;2015;38;111;13767;10010;5;Manizales;11;Ibagué;99;5
297826947;2015;131;247;16190;13250;5;Manizales;11;Ibagué;99;5
2959356;2015;360;3526;463234;182871;2;Bogotá;2;Bogotá;99;5
296914033;2015;157;314;56622;22110;2;Bogotá;2;Bogotá;99;5
297839488;2015;76;153;46701;19147;2;Bogotá;2;Bogotá;99;5
297822615;2015;27;97;12372;783;5;Manizales;11;Ibagué;99;5
11100787;2015;70;140;26273;7037;5;Manizales;11;Ibagué;99;5
11100788;2015;44;127;2320;1152;5;Manizales;11;Ibagué;99;5
11100789;2015;54;70;9125;8520;5;Manizales;11;Ibagué;99;5
11100790;2015;50;84;10550;6792;6;Medellín;12;Monteria;99;5
11100791;2015;92;122;22826;20893;6;Medellín;12;Monteria;99;5
297826972;2015;87;194;21908;8573;2;Bogotá;13;Neiva;99;5
377622;2015;73;104;8625;6892;2;Bogotá;13;Neiva;99;5
297826505;2015;49;133;2634;2208;2;Bogotá;13;Neiva;99;5
297826918;2015;29;40;5649;4764;2;Bogotá;13;Neiva;99;5
297826954;2015;21;41;3341;2984;2;Bogotá;13;Neiva;99;5
299303377;2015;102;282;21837;14444;2;Bogotá;13;Neiva;99;5
297839490;2015;56;126;14322;7661;4;Cali;14;Pasto;99;5
299303258;2015;39;52;7813;6405;4;Cali;14;Pasto;99;5
297826853;2015;53;81;27113;16312;4;Cali;14;Pasto;99;5
452406;2015;15;72;3090;1114;4;Cali;14;Pasto;99;5
296886266;2015;89;240;15840;15840;4;Cali;14;Pasto;99;5
296886267;2015;54;108;13608;11288;4;Cali;14;Pasto;99;5
297838027;2015;34;38;7257;6480;4;Cali;14;Pasto;99;5
297718601;2015;33;45;4224;3121;4;Cali;14;Pasto;99;5
10700555;2015;54;125;8327;5627;4;Cali;14;Pasto;99;5
10700556;2015;62;179;2788;2140;4;Cali;14;Pasto;99;5
10700557;2015;24;29;7600;6120;4;Cali;14;Pasto;99;5
297826952;2015;28;44;7771;6251;4;Cali;15;Popayán;99;5
296886217;2015;40;202;14242;11616;1;Barranquilla;16;Santa Marta;99;5
297826801;2015;270;1465;87217;49795;1;Barranquilla;16;Santa Marta;99;5
297826802;2015;31;74;12876;5869;1;Barranquilla;16;Santa Marta;99;5
297826803;2015;56;96;25903;14696;1;Barranquilla;16;Santa Marta;99;5
297838055;2015;346;1504;63346;53705;1;Barranquilla;16;Santa Marta;99;5
9816056;2015;143;429;36514;36514;1;Barranquilla;16;Santa Marta;99;5
9816058;2015;86;143;6761;5852;1;Barranquilla;16;Santa Marta;99;5
297826804;2015;70;150;22221;11293;1;Barranquilla;16;Santa Marta;99;5
441237;2015;75;239;12713;11233;1;Barranquilla;16;Santa Marta;99;5
297826653;2015;40;200;13839;13839;1;Barranquilla;16;Santa Marta;99;5
297839770;2015;20;74;27010;14285;1;Barranquilla;16;Santa Marta;99;5
297823689;2015;94;231;40708;20198;1;Barranquilla;16;Santa Marta;99;5
10400100;2015;59;165;16190;14143;1;Barranquilla;16;Santa Marta;99;5
412645;2015;53;185;6677;4888;1;Barranquilla;16;Santa Marta;99;5
10700558;2015;140;280;14280;5295;1;Barranquilla;16;Santa Marta;99;5
10700559;2015;43;103;15472;7895;1;Barranquilla;16;Santa Marta;99;5
10700560;2015;64;86;3731;2817;1;Barranquilla;16;Santa Marta;99;5
10700561;2015;57;104;13233;11461;1;Barranquilla;16;Santa Marta;99;5
378399;2015;45;134;19404;8854;2;Bogotá;17;Tunja;99;5
296886273;2015;38;246;26019;25955;2;Bogotá;17;Tunja;98;5
452209;2015;61;253;25673;25673;2;Bogotá;17;Tunja;99;5
297839496;2015;23;46;12950;8395;2;Bogotá;17;Tunja;99;5
297827967;2015;93;269;32613;10611;2;Bogotá;17;Tunja;99;5
452242;2015;50;150;14100;13863;2;Bogotá;17;Tunja;99;5
11700444;2015;26;55;5854;5564;2;Bogotá;17;Tunja;99;5
297826805;2015;61;80;10146;6764;2;Bogotá;18;Villavicencio;99;5
297718278;2015;63;96;12310;9896;2;Bogotá;18;Villavicencio;99;5
297826874;2015;110;222;4300;1533;2;Bogotá;18;Villavicencio;99;5
297826880;2015;57;105;11606;7810;2;Bogotá;18;Villavicencio;99;5
297823318;2015;51;3060;22715;9086;2;Bogotá;18;Villavicencio;99;5
297717022;2015;198;704;27512;12936;2;Bogotá;18;Villavicencio;99;5
359228;2015;49;165;28346;14173;2;Bogotá;2;Bogotá;99;5
416445;2015;27;67;13741;7341;2;Bogotá;18;Villavicencio;99;5
297822935;2015;82;220;19045;17175;2;Bogotá;18;Villavicencio;99;5
452022;2015;52;104;1859;625;2;Bogotá;18;Villavicencio;99;5
297827069;2015;55;70;9180;6120;2;Bogotá;18;Villavicencio;99;5
297825550;2015;12;20;1140;960;2;Bogotá;18;Villavicencio;99;5
297837540;2015;14;18;3260;420;2;Bogotá;18;Villavicencio;99;5
451473;2015;26;45;625;250;2;Bogotá;18;Villavicencio;99;5
10400102;2015;117;180;44045;37794;2;Bogotá;18;Villavicencio;99;5
11800585;2015;88;126;26338;13169;2;Bogotá;18;Villavicencio;99;5
11800617;2015;100;190;10110;7126;2;Bogotá;18;Villavicencio;99;5
11800625;2015;67;142;600;240;2;Bogotá;18;Villavicencio;99;5
299303288;2015;42;72;8369;8369;1;Barranquilla;21;Riohacha;99;5
297827496;2015;140;358;41515;23802;1;Barranquilla;21;Riohacha;99;5
9815982;2015;214;525;137542;32748;1;Barranquilla;22;San Andrés;99;5
296913989;2015;219;583;128054;28456;1;Barranquilla;22;San Andrés;99;5
296913990;2015;46;91;29407;7351;1;Barranquilla;22;San Andrés;99;5
297718663;2015;34;93;10674;3558;1;Barranquilla;22;San Andrés;99;5
297730498;2015;35;76;8630;2482;1;Barranquilla;22;San Andrés;99;5
297826665;2015;91;220;76887;62212;1;Barranquilla;22;San Andrés;99;5
74973;2015;76;239;14263;12782;1;Barranquilla;22;San Andrés;99;5
9816029;2015;147;271;82040;59921;1;Barranquilla;22;San Andrés;99;5
296914091;2015;89;278;17658;8471;1;Barranquilla;22;San Andrés;99;5
297730513;2015;192;707;215493;186180;1;Barranquilla;22;San Andrés;99;5
297730514;2015;55;166;60340;52198;1;Barranquilla;22;San Andrés;99;5
297730681;2015;249;472;13252;1963;1;Barranquilla;22;San Andrés;99;5
297821667;2015;65;168;12573;9525;1;Barranquilla;22;San Andrés;99;5
452535;2015;170;473;136779;32334;1;Barranquilla;22;San Andrés;99;5
297826875;2015;65;173;37987;14110;1;Barranquilla;22;San Andrés;99;5
455784;2015;91;247;67623;19471;1;Barranquilla;22;San Andrés;99;5
296914053;2015;163;408;45436;38313;1;Barranquilla;22;San Andrés;99;5
297826666;2015;61;162;50634;17868;1;Barranquilla;22;San Andrés;99;5
297826646;2015;42;120;36301;9324;1;Barranquilla;22;San Andrés;99;5
297826948;2015;42;114;30342;7049;1;Barranquilla;22;San Andrés;99;5
297826737;2015;100;285;78320;30918;1;Barranquilla;22;San Andrés;99;5
299303281;2015;2310;4593;52265;16297;1;Barranquilla;22;San Andrés;99;5
452123;2015;297;780;226900;56725;1;Barranquilla;22;San Andrés;99;5
452124;2015;65;180;57091;14273;1;Barranquilla;22;San Andrés;99;5
452125;2015;28;66;21206;20494;2;Bogotá;91;Leticia;99;5
296913996;2015;36;72;26000;6150;1;Barranquilla;22;San Andrés;99;5
297730349;2015;56;162;45194;11947;1;Barranquilla;22;San Andrés;99;5
299303289;2015;9;29;7069;1940;1;Barranquilla;22;San Andrés;99;5
441678;2015;8;17;570;280;1;Barranquilla;22;San Andrés;99;5
9809870;2015;15;48;4513;1444;1;Barranquilla;22;San Andrés;99;5
441826;2015;72;222;21697;14325;1;Barranquilla;22;San Andrés;99;5
74974;2015;18;68;7748;3348;1;Barranquilla;22;San Andrés;99;5
10400103;2015;51;102;13516;11107;4;Cali;4;Cali;99;5
12200153;2015;39;78;10454;8973;4;Cali;4;Cali;99;5
10400104;2015;24;24;6595;6448;4;Cali;4;Cali;99;5
10400105;2015;44;120;29000;13012;4;Cali;4;Cali;99;5
297823811;2015;5;10;2552;1276;1;Barranquilla;22;San Andrés;99;5
297819033;2015;34;128;12520;730;1;Barranquilla;22;San Andrés;99;5
444146;2015;35;47;4617;4617;1;Barranquilla;23;Sincelejo;99;5
299303373;2015;50;70;9375;9230;1;Barranquilla;23;Sincelejo;99;5
297838035;2015;70;104;19268;19268;1;Barranquilla;24;Valledupar;99;5
297718293;2015;60;71;12423;6450;1;Barranquilla;24;Valledupar;99;5
297718291;2015;50;150;17932;10246;1;Barranquilla;24;Valledupar;99;5
297718319;2015;108;158;41435;21670;1;Barranquilla;24;Valledupar;99;5
297823856;2015;43;69;6928;4914;1;Barranquilla;24;Valledupar;99;5
12400285;2015;102;136;12098;12097;1;Barranquilla;24;Valledupar;99;5
12400286;2015;60;135;16516;16516;1;Barranquilla;24;Valledupar;99;5
451467;2015;84;141;31295;12929;2;Bogotá;2;Bogotá;99;5
297839487;2015;250;459;68964;57470;1;Barranquilla;9;Cartagena;99;5
