Nro_Orden_Establecimiento;Periodo;NUMHAB;NUMCAMA;IHPN;IHPT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297566684;2015;29;60;14772;10552;2;Bogotá;2;Bogotá;99;5
297837484;2015;54;68;3420;3066;2;Bogotá;2;Bogotá;99;5
298405690;2015;64;176;17855;7329;2;Bogotá;2;Bogotá;99;5
299303362;2015;16;40;4088;2544;2;Bogotá;2;Bogotá;99;5
10213315;2015;100;120;3466;3122;2;Bogotá;2;Bogotá;99;5
10213316;2015;144;179;4777;3756;2;Bogotá;2;Bogotá;99;5
296886227;2015;62;64;1801;1694;2;Bogotá;2;Bogotá;99;5
3621102;2015;18;48;1210;384;2;Bogotá;18;Villavicencio;99;5
10213440;2015;15;15;2160;1700;2;Bogotá;2;Bogotá;99;5
452147;2015;26;67;5730;3691;3;Bucaramanga;3;Bucaramanga;99;5
296886218;2015;64;196;20589;11765;3;Bucaramanga;3;Bucaramanga;99;5
297839501;2015;139;193;24863;19000;2;Bogotá;2;Bogotá;99;5
382102;2015;134;164;45070;39927;3;Bucaramanga;3;Bucaramanga;99;5
297826761;2015;59;135;10045;7327;3;Bucaramanga;3;Bucaramanga;99;5
296914019;2015;53;53;9217;9217;3;Bucaramanga;3;Bucaramanga;99;5
297826917;2015;161;240;19330;15532;3;Bucaramanga;3;Bucaramanga;99;5
297826729;2015;60;205;19621;16587;3;Bucaramanga;3;Bucaramanga;99;5
297826888;2015;5;32;479;244;3;Bucaramanga;3;Bucaramanga;99;5
297826958;2015;49;87;11814;11814;3;Bucaramanga;3;Bucaramanga;99;5
452268;2015;77;233;37381;24806;3;Bucaramanga;3;Bucaramanga;99;5
452269;2015;8;38;1495;399;3;Bucaramanga;3;Bucaramanga;99;5
407128;2015;40;80;8000;7429;3;Bucaramanga;3;Bucaramanga;99;5
297826915;2015;38;114;4921;4821;3;Bucaramanga;3;Bucaramanga;99;5
297827245;2015;82;178;16250;14890;3;Bucaramanga;3;Bucaramanga;99;5
420510;2015;55;128;8905;5450;3;Bucaramanga;3;Bucaramanga;99;5
299304638;2015;42;85;9009;7200;3;Bucaramanga;3;Bucaramanga;99;5
297823964;2015;84;242;23150;21334;3;Bucaramanga;3;Bucaramanga;99;5
297822876;2015;60;150;9796;9796;3;Bucaramanga;3;Bucaramanga;99;5
444344;2015;84;116;19912;16543;3;Bucaramanga;3;Bucaramanga;99;5
297824118;2015;90;120;13500;4500;3;Bucaramanga;3;Bucaramanga;99;5
297827338;2015;45;110;10520;6100;3;Bucaramanga;3;Bucaramanga;99;5
297819782;2015;48;86;10025;4500;3;Bucaramanga;3;Bucaramanga;99;5
452141;2015;59;214;12416;9742;3;Bucaramanga;3;Bucaramanga;99;5
444253;2015;73;280;23884;13571;3;Bucaramanga;3;Bucaramanga;99;5
452143;2015;28;98;6174;6174;3;Bucaramanga;3;Bucaramanga;99;5
299304551;2015;190;542;46724;46724;3;Bucaramanga;3;Bucaramanga;99;5
300037454;2015;65;80;13987;13987;3;Bucaramanga;3;Bucaramanga;99;5
297820704;2015;49;69;7902;7615;3;Bucaramanga;3;Bucaramanga;99;5
297822007;2015;41;88;8066;8066;3;Bucaramanga;3;Bucaramanga;99;5
297827422;2015;52;155;13104;5276;3;Bucaramanga;3;Bucaramanga;99;5
10300919;2015;107;133;7309;3654;3;Bucaramanga;3;Bucaramanga;99;5
299304639;2015;56;124;14930;10651;3;Bucaramanga;3;Bucaramanga;99;5
299304641;2015;48;76;8642;4321;3;Bucaramanga;3;Bucaramanga;99;5
299304642;2015;65;148;8700;8450;3;Bucaramanga;3;Bucaramanga;99;5
297838190;2015;72;198;28158;17488;4;Cali;4;Cali;99;5
10400052;2015;61;69;16302;10706;4;Cali;4;Cali;99;5
455239;2015;70;95;12033;7872;4;Cali;4;Cali;99;5
297826717;2015;145;294;52423;22712;4;Cali;4;Cali;99;5
297826765;2015;47;70;8822;4641;4;Cali;4;Cali;99;5
297821302;2015;60;90;7842;2175;4;Cali;4;Cali;99;5
297826771;2015;76;100;18168;11294;4;Cali;4;Cali;99;5
297821622;2015;106;183;42444;18522;4;Cali;4;Cali;99;5
104000;2015;74;102;14156;9437;2;Bogotá;18;Villavicencio;99;5
400082;2015;127;127;23382;7015;2;Bogotá;18;Villavicencio;99;5
452422;2015;32;62;10950;10779;5;Manizales;5;Manizales;99;5
452426;2015;108;148;27275;25970;5;Manizales;11;Ibagué;99;5
9807415;2015;89;183;23948;7249;2;Bogotá;2;Bogotá;99;5
10400082;2015;45;138;10826;7184;3;Bucaramanga;3;Bucaramanga;99;5
296886245;2015;168;182;54748;33181;6;Medellín;6;Medellín;99;5
296886246;2015;106;174;23352;15398;2;Bogotá;2;Bogotá;99;5
296886247;2015;92;153;26464;10940;2;Bogotá;2;Bogotá;99;5
296886248;2015;32;62;12045;10779;5;Manizales;5;Manizales;99;5
296886250;2015;129;237;65420;31631;1;Barranquilla;16;Santa Marta;99;5
297718282;2015;190;380;121720;101920;1;Barranquilla;9;Cartagena;99;5
297730369;2015;214;260;60903;27882;2;Bogotá;2;Bogotá;99;5
297730371;2015;109;157;19194;7709;2;Bogotá;2;Bogotá;99;5
297730372;2015;32;41;8853;2642;2;Bogotá;2;Bogotá;99;5
297730373;2015;219;278;68169;68169;1;Barranquilla;1;Barranquilla;99;5
297730375;2015;134;178;48817;44781;6;Medellín;6;Medellín;99;5
297730377;2015;105;182;44686;14873;2;Bogotá;17;Tunja;99;5
297730504;2015;57;72;16979;9526;6;Medellín;6;Medellín;99;5
297730506;2015;42;324;11886;11866;5;Manizales;11;Ibagué;99;5
297730507;2015;122;127;27968;8389;2;Bogotá;2;Bogotá;99;5
297838052;2015;295;390;65394;40830;4;Cali;4;Cali;99;5
296914052;2015;185;283;62237;46334;4;Cali;4;Cali;99;5
297826920;2015;67;165;11564;11325;4;Cali;4;Cali;99;5
452409;2015;42;133;5329;2975;4;Cali;4;Cali;99;5
297826959;2015;61;99;18794;8275;4;Cali;4;Cali;99;5
297824068;2015;58;83;17463;10462;4;Cali;4;Cali;99;5
306981;2015;73;75;13296;11459;4;Cali;4;Cali;99;5
297730524;2015;66;143;18148;12059;4;Cali;14;Pasto;99;5
297826764;2015;79;132;6839;3201;4;Cali;4;Cali;99;5
297826736;2015;191;307;35968;24244;4;Cali;4;Cali;99;5
297826872;2015;52;88;11326;9883;4;Cali;4;Cali;99;5
297826769;2015;66;95;7735;4692;4;Cali;4;Cali;99;5
297826768;2015;54;117;4666;3625;4;Cali;4;Cali;99;5
297827862;2015;226;797;80514;54859;4;Cali;4;Cali;99;5
455224;2015;181;227;39627;24995;4;Cali;4;Cali;99;5
297820355;2015;19;38;3551;2004;4;Cali;4;Cali;99;5
300037391;2015;127;188;26816;13813;4;Cali;4;Cali;99;5
10402258;2015;105;133;23209;20987;4;Cali;4;Cali;99;5
297820747;2015;26;96;5477;4206;4;Cali;4;Cali;99;5
3599085;2015;53;130;6250;3061;4;Cali;4;Cali;99;5
3875539;2015;115;131;17852;11195;4;Cali;15;Popayán;99;5
10402352;2015;66;172;9184;8412;4;Cali;4;Cali;99;5
10402353;2015;44;44;12080;9664;4;Cali;4;Cali;99;5
10402354;2015;47;98;5212;2225;4;Cali;4;Cali;99;5
299303283;2015;78;131;21420;19175;5;Manizales;5;Manizales;99;5
375000;2015;100;164;23770;15847;5;Manizales;5;Manizales;99;5
455637;2015;70;489;108918;37558;5;Manizales;5;Manizales;99;5
7070958;2015;29;289;59573;20903;5;Manizales;5;Manizales;99;5
297826773;2015;58;120;9905;8869;5;Manizales;5;Manizales;99;5
297822411;2015;38;54;8011;6324;5;Manizales;5;Manizales;99;5
297826671;2015;51;146;13545;13545;6;Medellín;6;Medellín;99;5
297826675;2015;71;93;32995;23876;6;Medellín;6;Medellín;99;5
297826976;2015;98;116;42340;37558;6;Medellín;6;Medellín;99;5
297718666;2015;55;66;18145;16763;6;Medellín;6;Medellín;99;5
452177;2015;38;85;10252;4932;6;Medellín;6;Medellín;99;5
297826851;2015;181;286;104390;85887;6;Medellín;6;Medellín;99;5
297718265;2015;84;110;33847;30660;6;Medellín;6;Medellín;99;5
296886274;2015;55;165;12300;11092;6;Medellín;6;Medellín;99;5
296886224;2015;46;113;14168;4647;6;Medellín;6;Medellín;99;5
299303330;2015;76;183;35735;9222;6;Medellín;6;Medellín;99;5
297826800;2015;98;259;94500;41883;6;Medellín;6;Medellín;99;5
297718269;2015;123;210;62853;55962;6;Medellín;6;Medellín;99;5
299303276;2015;294;376;82695;60419;6;Medellín;6;Medellín;99;5
446746;2015;54;123;13356;7273;6;Medellín;6;Medellín;99;5
296886259;2015;24;84;22788;11394;6;Medellín;6;Medellín;99;5
296886263;2015;24;48;8714;6474;6;Medellín;6;Medellín;99;5
375263;2015;40972;67590;40801;38022;6;Medellín;6;Medellín;99;5
297730508;2015;148;211;58000;46000;6;Medellín;6;Medellín;99;5
375941;2015;64;138;12008;10007;6;Medellín;6;Medellín;99;5
457974;2015;108;340;81894;42432;6;Medellín;6;Medellín;99;5
297826674;2015;147;250;15000;6000;6;Medellín;6;Medellín;99;5
297730522;2015;14778;44926;23368;8005;6;Medellín;6;Medellín;99;5
296886268;2015;20;45;2865;1160;6;Medellín;6;Medellín;99;5
297826643;2015;167;334;117004;79102;6;Medellín;6;Medellín;99;5
452356;2015;134;176;36558;33778;6;Medellín;6;Medellín;99;5
297718296;2015;77;122;19340;17140;6;Medellín;6;Medellín;99;5
299303378;2015;39;62;15090;6317;6;Medellín;6;Medellín;99;5
297826775;2015;30;76;13870;9249;6;Medellín;6;Medellín;99;5
297823526;2015;33;91;15949;8799;6;Medellín;6;Medellín;99;5
452330;2015;96;220;60420;35591;6;Medellín;6;Medellín;99;5
297718304;2015;76;119;11408;8028;6;Medellín;6;Medellín;99;5
297822869;2015;139;247;31766;21593;6;Medellín;6;Medellín;99;5
297823386;2015;54;108;14542;8454;6;Medellín;6;Medellín;99;5
297823000;2015;78;132;36616;14397;6;Medellín;6;Medellín;99;5
297823579;2015;30;40;3640;2420;6;Medellín;6;Medellín;99;5
297823739;2015;115;165;38560;20813;6;Medellín;6;Medellín;99;5
452170;2015;20;100;4362;2181;6;Medellín;6;Medellín;99;5
452474;2015;28;110;8030;6273;6;Medellín;6;Medellín;99;5
297823606;2015;37;47;9005;4503;6;Medellín;6;Medellín;99;5
297718335;2015;37;122;7900;3418;6;Medellín;6;Medellín;99;5
443827;2015;98;123;41625;25000;6;Medellín;6;Medellín;99;5
2506951;2015;96;125;11734;8030;6;Medellín;6;Medellín;99;5
297823428;2015;150;342;12238;10423;6;Medellín;6;Medellín;99;5
10213099;2015;42;90;14191;10297;6;Medellín;6;Medellín;99;5
297718344;2015;70;87;31373;24133;6;Medellín;6;Medellín;99;5
297839768;2015;216;260;89868;66225;6;Medellín;6;Medellín;99;5
297718343;2015;42;52;11623;8833;6;Medellín;6;Medellín;99;5
299303370;2015;49;98;11956;7034;6;Medellín;6;Medellín;99;5
297819344;2015;128;286;67853;22840;6;Medellín;6;Medellín;99;5
297823165;2015;42;160;31390;15548;6;Medellín;6;Medellín;99;5
299381137;2015;97;184;8040;6492;6;Medellín;6;Medellín;99;5
10400083;2015;158;345;9520;4510;6;Medellín;6;Medellín;99;5
10400084;2015;36;53;3500;2100;3;Bucaramanga;10;Cúcuta;99;5
10400085;2015;79;125;36812;35850;6;Medellín;6;Medellín;99;5
10400086;2015;60;125;29589;15761;6;Medellín;6;Medellín;99;5
10603626;2015;45;90;20816;13465;6;Medellín;6;Medellín;99;5
10603627;2015;33;41;14398;9240;6;Medellín;6;Medellín;99;5
10400089;2015;73;146;17053;552;6;Medellín;6;Medellín;99;5
10400092;2015;43;104;24674;15943;6;Medellín;6;Medellín;99;5
10400093;2015;45;105;13213;11717;6;Medellín;6;Medellín;99;5
10400094;2015;41;99;10245;5150;4;Cali;4;Cali;99;5
451490;2015;77;96;27986;18986;5;Manizales;7;Pereira;99;5
297839503;2015;22;104;13500;12060;5;Manizales;7;Pereira;99;5
452201;2015;43;150;32094;23614;5;Manizales;7;Pereira;99;5
297826921;2015;202;283;57030;43864;5;Manizales;7;Pereira;99;5
297730463;2015;50;76;15493;11209;5;Manizales;7;Pereira;99;5
297826808;2015;79;104;16010;10445;5;Manizales;7;Pereira;99;5
297822881;2015;26;62;6940;6540;5;Manizales;7;Pereira;99;5
462275;2015;70;240;8925;7680;5;Manizales;7;Pereira;99;5
297824139;2015;31;75;5113;4713;5;Manizales;7;Pereira;99;5
452303;2015;64;259;34864;18159;5;Manizales;7;Pereira;99;5
10400096;2015;165;562;67875;39927;5;Manizales;7;Pereira;99;5
10400097;2015;37;74;7909;3891;5;Manizales;7;Pereira;99;5
10700549;2015;45;93;11756;8802;5;Manizales;7;Pereira;99;5
10700550;2015;22;44;10256;8503;5;Manizales;7;Pereira;99;5
10700551;2015;41;90;5767;4569;5;Manizales;7;Pereira;99;5
10700552;2015;24;42;8362;5650;5;Manizales;7;Pereira;99;5
10700553;2015;31;72;5725;4186;5;Manizales;7;Pereira;99;5
10700554;2015;45;103;5028;2514;5;Manizales;7;Pereira;99;5
455706;2015;129;392;12206;10517;5;Manizales;8;Armenia;99;5
297826721;2015;110;250;43664;43664;5;Manizales;8;Armenia;99;5
297826720;2015;93;366;69241;30104;5;Manizales;8;Armenia;99;5
297826981;2015;145;441;113815;37938;5;Manizales;8;Armenia;99;5
10800208;2015;90;185;8692;3640;5;Manizales;8;Armenia;99;5
298581;2015;49;200;21337;19271;5;Manizales;8;Armenia;99;5
10800251;2015;59;86;23588;22588;5;Manizales;8;Armenia;99;5
299303359;2015;14;38;2315;2120;5;Manizales;8;Armenia;99;5
10800346;2015;27;46;3966;2944;5;Manizales;8;Armenia;99;5
297826797;2015;124;248;67363;53467;1;Barranquilla;9;Cartagena;99;5
297827001;2015;313;626;159080;50265;1;Barranquilla;9;Cartagena;99;5
80207;2015;220;71940;480813;160271;1;Barranquilla;22;San Andrés;99;5
9815993;2015;231;719;187920;187920;1;Barranquilla;16;Santa Marta;99;5
9815995;2015;128;342;105663;27093;1;Barranquilla;22;San Andrés;99;5
296914001;2015;366;1098;373536;298832;1;Barranquilla;9;Cartagena;99;5
296914050;2015;233;520;176219;46618;1;Barranquilla;22;San Andrés;99;5
297826809;2015;341;705;191245;148023;1;Barranquilla;9;Cartagena;99;5
297826810;2015;203;404;92075;90123;1;Barranquilla;9;Cartagena;99;5
299303286;2015;48;9233;17520;14482;1;Barranquilla;9;Cartagena;99;5
297826876;2015;280;580;153018;135710;1;Barranquilla;9;Cartagena;99;5
297826879;2015;530;1060;253941;90989;1;Barranquilla;9;Cartagena;99;5
296886257;2015;320;643;148186;49113;1;Barranquilla;9;Cartagena;99;5
