Nro_Orden_Establecimiento;Periodo;C5REA1;C5REA2;C5REA3;C5REA4;C5REA5;C5REA6;C5REA7;C5REA8;C5REA9;C5REA10;C6GAA2e;C6GAA1b;C5REB1a;C5REB1b;C5REB2a;C5REB2b;C5REB3a;C5REB3b;C5REB16a;C5REB16b;C5REB4a;C5REB4b;C5REB5a;C5REB5b;C5REB6a;C5REB6b;C5REB7a;C5REB7b;C5REB8a;C5REB8b;C5REB9a;C5REB9b;C5REB10a;C5REB10b;C5REB11a;C5REB12a;C5REB13a;C5REB14a;C5REB15a;C5REB15b;C5REB17a;C5REB17b;CONBIOGAS;C5REB18b;Sede;Subsede;NOVEDAD;ESTADO
297718671;2012;0;0;0;0;0;0;0;0;0;0;0;0;52513;16489;2544;2368;4900;4856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23713;Bogotá;Bogotá;99;5
297717025;2012;0;0;0;0;0;0;0;0;0;0;0;0;10782;3476;3491;3323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6799;Bogotá;Bogotá;99;5
297821128;2012;0;0;0;0;0;0;0;0;0;0;0;0;263100;89698;22563;21476;0;0;0;0;50;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;111574;Bogotá;Bogotá;99;5
297824845;2012;0;0;0;0;0;0;0;0;1500;3000;0;0;12096;10717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10717;Bogotá;Leticia;99;5
297825821;2012;0;0;0;0;0;0;0;0;0;240;0;0;1251;989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;989;Bogotá;Leticia;99;5
297827619;2012;0;0;0;0;0;0;0;0;0;0;0;0;10560;7287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7287;Bogotá;Leticia;99;5
297840102;2012;0;0;0;0;0;0;0;0;0;0;0;0;3200;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2400;Bogotá;Leticia;99;5
297825685;2012;0;0;0;0;0;0;0;0;0;530;0;0;17644;10825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10825;Bogotá;Leticia;99;5
297823003;2012;0;0;0;0;0;0;0;0;0;223;0;0;6493;4675;0;0;305;1055;83;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6330;Bogotá;Leticia;99;5
297826634;2012;0;0;0;0;0;0;0;0;0;300;0;0;58100;46364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46364;Bogotá;Leticia;99;5
297822047;2012;0;0;0;400;0;0;0;0;150;100;0;0;4006;2604;0;0;480;540;0;0;0;0;0;0;0;0;0;0;0;0;24;50;0;0;0;0;0;0;0;0;0;0;0;3194;Bogotá;Leticia;99;5
446751;2012;0;0;0;0;0;0;0;0;0;300;0;0;2901;2031;0;0;950;2850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;100;0;0;0;0;0;0;0;0;0;4981;Bogotá;Leticia;99;5
259709;2012;0;0;0;0;0;0;0;0;0;0;0;0;20869;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14400;Bogotá;Leticia;99;5
297818963;2012;0;0;0;0;0;0;0;0;0;650;0;0;22025;17840;0;0;880;1008;0;0;39;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19148;Bogotá;Leticia;99;5
297840103;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;2720;20;250;0;0;0;0;0;0;0;0;0;0;1000;300;0;0;0;2300;0;0;0;0;0;3270;Bogotá;Leticia;99;5
394762;2012;0;0;0;0;0;0;0;0;0;0;0;0;17391;11500;0;0;960;1056;823;7000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;19556;Bogotá;Leticia;99;5
297833958;2012;0;0;0;0;0;0;0;0;0;600;0;0;5800;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600;Bogotá;Leticia;99;5
297823481;2012;0;0;0;1000;0;0;0;0;0;800;0;0;9472;7104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7104;Bogotá;Leticia;99;5
297821674;2012;0;0;0;0;0;0;0;0;0;300;0;0;2621;1625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1625;Bogotá;Leticia;99;5
296886227;2012;0;0;0;0;30288;0;0;0;7714;0;0;0;352690;132047;82421;82157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6900;6240;0;0;0;0;0;0;0;0;0;220444;Bogotá;Bogotá;99;5
297718270;2012;0;0;0;0;0;0;0;0;0;0;0;0;471980;196692;50112;56537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253229;Bogotá;Bogotá;99;5
452147;2012;0;0;0;700;0;0;0;0;0;2900;0;0;163500;44962;24360;20730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65692;Bucaramanga;Bucaramanga;99;5
296886218;2012;0;0;0;1800;0;0;0;0;0;6990;0;0;512398;140909;41260;35342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176251;Bucaramanga;Bucaramanga;99;5
297839501;2012;0;0;0;0;0;0;0;0;29702;0;0;38820;826296;286301;139031;157577;0;0;0;0;200;1637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;445515;Bogotá;Bogotá;99;5
382102;2012;0;910;0;2730;2500;0;0;0;0;0;0;0;2101636;441390;82187;70855;0;0;0;0;5086;4105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516350;Bucaramanga;Bucaramanga;99;5
297826761;2012;0;0;0;0;0;0;0;0;0;0;0;0;598933;216389;32438;22546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238935;Bucaramanga;Bucaramanga;99;5
296914019;2012;0;0;0;4297;0;0;0;0;0;0;0;0;412158;113920;5842;5466;0;0;0;0;90;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120086;Bucaramanga;Bucaramanga;99;5
297826917;2012;0;3300;0;17000;13000;0;0;0;0;120000;0;10000;1995000;348895;52566;45627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394522;Bucaramanga;Bucaramanga;99;5
297826729;2012;0;0;0;700;0;0;0;0;300;9856;0;0;457136;143561;48645;41737;0;0;100;833;240;1920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2400;0;0;0;0;0;188051;Bucaramanga;Bucaramanga;99;5
452270;2012;0;0;1000;3200;0;0;0;0;0;3000;0;0;132972;58608;4565;10158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68766;Bucaramanga;Bucaramanga;99;5
297826888;2012;0;0;0;2600;0;0;0;0;1948;0;0;0;371397;129989;25600;26368;0;0;12453;105091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261448;Bucaramanga;Bucaramanga;99;5
297826958;2012;0;0;0;10440;1000;0;0;0;38220;12000;0;0;151793;41716;1391;11963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53679;Bucaramanga;Bucaramanga;99;5
452268;2012;0;0;0;1650;0;0;0;0;0;0;0;0;355625;135850;0;0;56308;60259;20;170;295;2446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198725;Bucaramanga;Bucaramanga;99;5
452269;2012;0;0;0;3500;0;0;0;0;0;0;0;0;368200;144902;9029;78552;0;0;326;2454;54;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;226372;Bucaramanga;Bucaramanga;99;5
455214;2012;0;0;0;1000;1000;0;0;0;0;0;0;0;40279;14157;0;0;1785;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16174;Bucaramanga;Bucaramanga;99;5
297826915;2012;0;850;0;2500;0;0;0;0;0;0;0;0;155652;49497;5124;4750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54247;Bucaramanga;Bucaramanga;99;5
297826605;2012;500;350;450;1440;0;0;0;0;16000;24000;0;0;62259;24281;677;587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24868;Bucaramanga;Bucaramanga;99;5
420510;2012;0;600;0;1500;0;0;0;0;0;0;0;0;170164;54622;8598;7385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62007;Bucaramanga;Bucaramanga;99;5
297823964;2012;0;0;0;721;0;0;0;0;0;4715;0;0;296145;103651;28237;24143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127794;Bucaramanga;Bucaramanga;99;5
297822876;2012;0;0;0;450;0;0;0;0;0;0;0;0;130982;43490;8696;8005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51495;Bucaramanga;Bucaramanga;99;5
297824118;2012;0;2000;2500;15000;0;0;0;0;0;30000;0;0;111380;60200;14800;14600;0;0;0;0;168;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1680;0;0;0;0;0;76200;Bucaramanga;Bucaramanga;99;5
297827338;2012;1000;0;0;450;0;0;0;0;360;540;0;0;233859;84890;10200;8945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93835;Bucaramanga;Bucaramanga;99;5
452141;2012;0;0;0;1000;2540;0;0;0;4829;12580;0;0;1574638;524278;7915;28855;0;0;16387;132737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685870;Bucaramanga;Bucaramanga;99;5
444253;2012;0;250;0;6500;0;0;0;0;22000;0;0;0;131410;45993;0;0;12650;31050;950;7980;1000;8000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93023;Bucaramanga;Bucaramanga;99;5
452143;2012;0;0;0;1712;810;0;0;0;0;147;0;410;53108;20109;0;0;19200;20659;0;0;0;0;0;0;0;0;0;0;0;0;3600;2018;0;0;0;0;0;0;0;0;0;0;0;42786;Bucaramanga;Bucaramanga;99;5
297820053;2012;0;0;0;0;0;0;0;0;0;0;0;0;76800;24960;2520;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26980;Bucaramanga;Bucaramanga;99;5
297838190;2012;0;0;0;1690;0;0;0;0;0;0;0;0;180257;63276;11611;11607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74883;Cali;Cali;99;5
455239;2012;0;0;0;0;0;0;0;0;0;0;0;0;500479;142180;25643;24058;0;0;0;0;55;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166683;Cali;Cali;99;5
297826717;2012;0;0;0;0;0;0;0;0;12000;20000;0;17400;1839454;623451;65344;67010;0;0;0;0;970;5600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9700;0;0;0;0;0;696061;Cali;Cali;99;5
297826765;2012;0;0;0;0;0;0;0;0;0;0;0;0;168480;62169;18572;20899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83068;Cali;Cali;99;5
297826766;2012;0;0;0;0;0;0;0;0;0;1000;0;0;158940;81575;0;0;2250;2252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83827;Cali;Cali;99;5
297826771;2012;0;0;0;0;0;0;0;0;0;0;0;0;107582;48912;8381;8247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57159;Cali;Cali;99;5
297821622;2012;0;0;0;3915;0;0;0;0;0;0;0;0;825871;355124;30000;30150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385274;Cali;Cali;99;5
452422;2012;0;0;0;1080;0;0;0;0;0;0;0;0;111173;28718;0;0;11074;27728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56446;Manizales;Manizales;99;5
452426;2012;0;0;0;3094;0;0;0;0;0;0;0;0;927450;336525;176256;178331;0;0;71;600;256;2503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517959;Manizales;Ibagué;99;5
9807415;2012;0;240;0;7936;0;0;0;0;183201;0;180;0;264708;131612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131612;Bogotá;Bogotá;99;5
296886245;2012;0;0;0;0;0;0;0;0;0;0;0;0;1278235;441622;43450;54312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495934;Medellín;Medellín;99;5
296886246;2012;0;0;0;1113;0;0;0;0;0;0;0;0;423620;159705;43150;42690;0;0;0;0;200;1710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204105;Bogotá;Bogotá;99;5
296886247;2012;0;0;0;1965;0;0;0;0;1036;1255;0;4965;365869;137933;29332;27748;0;0;0;0;131;1120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166801;Bogotá;Bogotá;99;5
296886248;2012;0;0;0;2573;0;0;0;0;0;0;180;0;269147;108146;38780;38910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147056;Manizales;Manizales;99;5
296886249;2012;0;0;0;878;0;0;0;0;0;0;0;0;158364;70815;12063;12508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83323;Manizales;Manizales;99;5
296886250;2012;0;0;0;1131;0;0;0;0;2289;19807;0;0;1874856;581155;64239;91360;0;0;934;8223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680738;Barranquilla;Santa Marta;99;5
297718282;2012;0;0;0;6929;0;0;0;0;10820;0;0;0;2853020;826120;29226;33026;0;0;0;0;18214;162105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1021251;Barranquilla;Cartagena;99;5
297730369;2012;0;240;0;7936;0;0;0;0;0;0;90000;0;1680022;540967;293407;277563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818530;Bogotá;Bogotá;99;5
297730371;2012;0;0;0;1850;0;0;0;0;0;0;350;1850;412385;138974;21468;20309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159283;Bogotá;Bogotá;99;5
297730372;2012;0;0;0;0;0;0;0;0;0;0;0;0;47964;17320;7038;6658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23978;Bogotá;Bogotá;99;5
297730373;2012;0;0;0;0;0;0;0;0;0;0;0;9598;2648827;781153;28468;23324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;804477;Barranquilla;Barranquilla;99;5
297730375;2012;0;0;0;0;0;0;0;0;0;0;0;0;535000;168000;26000;22000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190000;Medellín;Medellín;99;5
297730377;2012;0;0;0;0;0;0;0;0;0;0;0;0;795000;231720;393000;286000;0;0;1762;15200;859;6958;0;0;0;0;0;0;0;0;0;0;428;2140;0;0;0;8590;0;0;0;0;0;542018;Bogotá;Tunja;99;5
297730504;2012;0;0;0;0;0;0;0;0;0;0;0;0;201010;65480;2731;2486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67966;Medellín;Medellín;99;5
297730506;2012;0;0;0;2500;0;0;0;0;0;3500;0;0;381852;102443;0;0;8671;9671;24;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112308;Manizales;Ibagué;99;5
297730507;2012;0;0;0;4679;0;0;0;0;6504;0;0;0;566219;213458;66493;65547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279005;Bogotá;Bogotá;99;5
297838052;2012;0;0;0;2500;0;0;0;0;4500;7000;0;0;4970582;1501897;609342;616171;1500;1655;100;854;2000;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2136777;Cali;Cali;99;5
296914052;2012;0;0;0;10105;0;0;0;0;557;0;0;163;2194320;741664;108411;109705;0;0;0;0;926;8009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;859378;Cali;Cali;99;5
297826920;2012;0;0;0;0;0;0;0;0;0;0;0;0;347000;120030;18728;19059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139089;Cali;Cali;99;5
446013;2012;0;0;0;500;0;0;0;0;0;0;0;0;181094;60385;0;0;0;0;0;0;50;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;0;0;0;0;0;60775;Cali;Cali;99;5
452409;2012;0;0;0;3000;0;0;0;0;0;15000;0;0;459140;110146;40149;45885;0;0;120;936;4300;33696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34845;0;0;0;0;0;190663;Cali;Cali;99;5
297826959;2012;0;0;0;0;0;0;0;0;0;0;0;0;182127;55605;9516;9501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65106;Cali;Cali;99;5
306981;2012;0;0;0;0;0;0;0;0;0;0;0;0;121606;39934;2836;2524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42458;Cali;Cali;99;5
297730524;2012;0;0;0;0;0;0;0;0;0;0;0;0;306884;129370;0;0;27600;34500;36;195;437;2624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166689;Cali;Pasto;99;5
297826949;2012;0;0;0;0;0;0;0;0;0;0;0;0;131248;104668;9200;11952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116620;Cali;Cali;99;5
297826764;2012;0;200;0;500;0;0;0;0;0;7200;0;0;99426;26993;3780;3900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30893;Cali;Cali;99;5
297826736;2012;0;0;0;0;0;0;0;0;0;0;0;0;524880;180000;7415;8100;2792;3336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191436;Cali;Cali;99;5
297826872;2012;0;0;0;0;0;0;0;0;0;825;0;0;145440;41305;3586;3102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44407;Cali;Cali;99;5
297826769;2012;0;0;0;0;0;0;0;0;0;0;0;0;378574;113951;17838;11969;0;0;0;0;30;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126169;Cali;Cali;99;5
297826768;2012;0;0;0;0;0;0;0;0;0;5176;0;0;15900;8586;821;1108;0;0;0;0;91;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10427;Cali;Cali;99;5
297827862;2012;0;0;0;0;0;0;0;0;0;0;0;0;1726880;573890;47743;29810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;603700;Cali;Cali;99;5
444764;2012;0;0;0;0;0;0;0;0;0;2433;0;0;106073;38423;9444;8788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47211;Cali;Cali;99;5
455224;2012;0;0;1000;2000;5000;0;0;0;8500;0;0;0;2027164;675012;59379;60275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735287;Cali;Cali;99;5
297820355;2012;0;0;0;0;0;0;0;0;0;0;0;0;381219;167242;34043;32999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200241;Cali;Cali;99;5
299304554;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5200;5460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5460;Cali;Cali;99;5
297822435;2012;0;0;0;0;0;0;0;0;0;25000;0;0;0;0;0;0;6500;11518;0;0;3840;33700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15000;0;0;0;0;0;45218;Cali;Cali;99;5
299303283;2012;0;0;0;6000;0;0;0;0;7000;0;0;0;237600;108087;0;0;33854;54986;2305;19090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;182163;Manizales;Manizales;99;5
375000;2012;0;0;0;2500;0;0;0;0;0;0;0;0;247354;99363;74068;61994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161357;Manizales;Manizales;99;5
455637;2012;0;0;0;380;0;0;0;0;0;380;0;0;1105673;376468;0;0;29128;26507;900;7650;982;8052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418677;Manizales;Manizales;99;5
7070958;2012;0;0;0;380;0;0;0;0;0;380;0;0;411855;152828;0;0;14200;12070;550;4510;490;4019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4900;0;0;0;0;0;173427;Manizales;Manizales;99;5
297826773;2012;0;0;0;0;0;0;0;0;0;0;0;0;19906;9157;4941;3411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12568;Manizales;Manizales;99;5
444122;2012;0;0;0;0;0;0;0;0;0;0;0;0;68797;31653;0;0;0;0;0;0;240;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33453;Manizales;Manizales;99;5
452099;2012;0;0;0;0;0;0;0;0;0;0;0;0;43472;18574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18574;Manizales;Armenia;99;5
9800577;2012;0;0;0;0;0;0;0;0;0;0;0;0;18264;8511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8511;Manizales;Manizales;99;5
452101;2012;0;0;0;0;0;0;0;0;0;5000;0;0;8340;3077;0;0;0;0;0;0;26015;202917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205994;Medellín;Medellín;99;5
297826671;2012;0;0;0;0;0;0;0;0;0;0;0;0;289821;94118;0;0;118235;16553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110671;Medellín;Medellín;99;5
297718664;2012;0;0;0;0;0;0;0;0;0;0;0;0;124416;50104;3577;3220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53324;Medellín;Medellín;99;5
297826675;2012;0;0;0;0;0;0;0;0;6617;0;0;1000;651000;222225;35000;31047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253272;Medellín;Medellín;99;5
297826976;2012;0;0;0;602;0;0;0;0;0;1200;0;0;986000;307078;69439;60298;0;0;0;0;200;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;368976;Medellín;Medellín;99;5
297718666;2012;0;0;0;6890;0;0;0;0;0;0;0;0;144260;41835;5532;5255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47090;Medellín;Medellín;99;5
452177;2012;0;0;0;860;0;0;0;0;500;12540;0;0;83081;33764;0;0;125;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33904;Medellín;Medellín;99;5
297826851;2012;0;1848;0;0;0;0;0;0;0;0;0;0;2373000;806882;109319;98387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;905269;Medellín;Medellín;99;5
297718265;2012;0;0;0;500;0;0;0;0;200;500;0;300;1234151;419611;30196;26123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292000;0;0;0;0;0;0;0;0;445734;Medellín;Medellín;99;5
296886274;2012;0;0;0;0;0;0;0;0;0;0;0;0;453543;145134;161797;144000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289134;Medellín;Medellín;99;5
296886224;2012;0;1950;0;7200;0;0;0;0;1250;6000;0;0;71088;28677;11398;10828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39505;Medellín;Medellín;99;5
299303330;2012;0;1350;0;1850;0;0;0;0;1230;21000;0;0;82139;33386;1690;1681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35067;Medellín;Medellín;99;5
297826800;2012;0;0;0;6000;0;0;0;0;0;0;0;0;301628;101684;30707;27084;0;0;50;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129168;Medellín;Medellín;99;5
297718269;2012;0;0;0;3000;0;0;0;0;2500;0;0;0;529680;150000;111087;88000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238000;Medellín;Medellín;99;5
299303276;2012;0;1121;0;0;0;0;0;0;0;0;0;0;3635889;1167078;433333;373965;0;0;580;5133;2155;17455;0;0;0;0;0;0;0;0;0;0;25;2571;0;0;0;0;0;0;0;0;0;1566202;Medellín;Medellín;99;5
446746;2012;0;0;0;0;0;18000;0;0;0;0;0;0;159000;58830;0;0;16800;23856;0;0;50;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83086;Medellín;Medellín;99;5
296886259;2012;0;0;0;0;0;0;0;0;0;0;0;0;205770;66791;0;0;69844;100924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167715;Medellín;Medellín;99;5
