Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;Sede;Subsede;NOVEDAD;ESTADO
297826769;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2200;0;0;0;2200;0;0;2200;0;0;0;2200;0;0;1494;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
297826768;2012;0;0;0;0;0;0;0;750;0;0;750;0;0;0;250;0;0;250;0;0;0;250;0;0;250;0;0;0;250;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;500;0;0;0;0;0;0;0;0;0;0;2000;0;0;2000;0;0;0;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
297827862;2012;1000;0;0;1000;14981;1000;0;16900;0;0;0;0;16900;504;2385;0;0;0;0;2385;357;578;0;0;0;0;578;288;7600;0;0;0;0;7600;510;17;0;0;0;0;17;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52800;0;0;0;52800;0;0;80280;0;0;0;52800;27480;1685;1;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
444764;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5600;0;0;0;5600;0;0;5600;0;0;0;5600;0;0;1035;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
455224;2012;2000;500;0;0;0;0;0;1200;0;0;0;0;1200;500;3000;0;0;0;0;3000;450;360;0;0;0;0;360;108;4200;0;0;0;0;4200;210;12;0;0;0;0;12;24;0;0;0;0;0;0;0;100;0;0;0;100;0;0;0;0;0;0;0;0;0;8872;0;0;0;100;8772;1292;17699;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
297820355;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14560;0;0;0;14560;0;0;14560;0;0;0;14560;0;0;266;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
299304554;2012;0;0;0;0;0;0;0;67;67;0;0;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0;18;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;0;0;0;201;0;0;293;67;0;25;201;0;0;275;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
297822435;2012;0;0;0;0;577;0;0;4500;0;4500;0;0;0;0;1500;0;1500;0;0;0;0;1000;0;1000;0;0;0;0;2000;0;2000;0;0;0;0;200;0;200;0;0;0;0;50;0;50;0;0;0;0;50;0;50;0;0;0;0;150;0;150;0;0;0;0;9450;0;9450;0;0;0;0;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
299303283;2012;0;0;0;0;3100;0;0;410;410;0;0;0;0;0;525;0;0;525;0;0;0;190;0;0;190;0;0;0;5500;0;0;5500;0;0;0;9;0;0;9;0;0;0;300;0;0;0;300;0;0;0;0;0;0;0;0;0;2050;0;0;0;2050;0;0;8984;410;0;6224;2350;0;0;1618;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Manizales;Manizales;99;5
375000;2012;0;0;0;0;2812;0;0;2016;0;0;0;2016;0;0;525;0;0;0;525;0;0;210;0;0;210;0;0;0;367;0;0;0;367;0;0;105;0;0;105;0;0;0;125;0;0;50;75;0;0;15;0;0;0;15;0;0;0;0;0;0;0;0;0;3363;0;0;365;2998;0;0;4069; ; ; ; ;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Manizales;Manizales;99;5
455637;2012;900;600;16435;0;3214;0;0;48472;48472;0;0;0;0;0;3595;0;0;0;0;3595;288;574;0;0;0;0;574;129;27;0;0;0;0;27;1;1966;0;0;0;0;1966;619;84;0;0;84;0;0;0;1206;0;0;0;1206;0;0;22800;0;0;0;22800;0;0;78724;48472;0;84;24006;6162;1037;7206; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;105;0;0;5;100;180;Manizales;Manizales;99;5
7070958;2012;300;200;0;0;1286;0;0;12745;12745;0;0;0;0;0;899;0;0;0;0;899;72;144;0;0;0;0;144;33;7;0;0;0;0;7;3;491;0;0;0;0;491;29;21;0;0;21;0;0;0;300;0;0;0;300;0;0;5700;0;0;0;5700;0;0;20307;12745;0;21;6000;1541;137;1561; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;26;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;27;0;0;1;26;6336;Manizales;Manizales;99;5
297826773;2012;0;0;0;0;700;0;0;1710;0;0;0;1710;0;0;1600;0;0;0;1600;0;0;85;0;0;0;85;0;0;10;0;0;0;10;0;0;11;0;0;0;11;0;0;140;0;0;0;140;0;0;0;0;0;0;0;0;0;350;0;0;0;350;0;0;3906;0;0;0;3906;0;0;2695;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Manizales;Manizales;99;5
444122;2012;300;0;0;0;454;0;0;100;0;0;0;100;0;0;300;0;0;180;120;0;0;40;20;0;0;20;0;0;130;0;0;0;130;0;0;0;0;0;0;0;0;0;140;0;0;100;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;710;20;0;280;410;0;0;482;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Manizales;Manizales;99;5
452099;2012;773;0;0;0;387;0;0;3130;2700;0;0;430;0;0;2720;0;0;1600;1120;0;0;2400;0;0;2200;200;0;0;509;0;0;490;19;0;0;2349;0;0;2349;0;0;0;170;0;0;150;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11278;2700;0;6789;1789;0;0;2422;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Manizales;Armenia;99;5
9800577;2012;0;0;0;0;180;0;0;0;0;0;0;0;0;0;600;0;0;0;600;0;0;12;0;0;0;12;0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;618;0;0;0;618;0;0;297;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Manizales;Manizales;99;5
452101;2012;0;0;0;0;295;0;0;8514;8514;0;0;0;0;0;650;650;0;0;0;0;0;1230;0;1230;0;0;0;0;2120;0;2120;0;0;0;0;325;0;0;325;0;0;0;130;0;0;130;0;0;0;0;0;0;0;0;0;0;60;0;0;0;60;0;0;13029;9164;3350;455;60;0;0;30;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297826671;2012;0;0;0;0;470;0;0;2900;0;0;0;2900;0;0;310;0;0;310;0;0;0;45;0;0;45;0;0;0;54;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3309;0;0;409;2900;0;0;4934;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297718664;2012;340;0;0;0;244;0;0;952;0;800;52;100;0;0;53;0;0;53;0;0;0;49;0;0;49;0;0;0;53;0;0;53;0;0;0;48;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;0;1161;0;800;255;106;0;0;308;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297826675;2012;0;1000;1000;1000;1000;0;1000;8640;0;0;0;8640;0;0;7179;1000;0;6179;0;0;0;380;0;0;380;0;0;0;4416;0;0;4416;0;0;0;80;0;0;80;0;0;0;50;0;0;50;0;0;0;576;0;0;0;576;0;0;5400;0;0;0;5400;0;0;26721;1000;0;11105;14616;0;0;2212;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297826976;2012;155;412;186;0;15591;0;0;25200;0;0;25200;0;0;0;3292;0;0;0;0;3292;61;165;0;0;0;0;165;3;3390;0;0;0;0;3390;678;61;0;0;0;0;61;1;60;5;0;55;0;0;0;0;0;0;0;0;0;0;1400;0;0;0;1400;0;0;33568;5;0;25255;1400;6908;743;1070;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297718666;2012;0;0;0;0;1699;0;0;0;0;0;0;0;0;0;2568;0;0;0;0;2568;403;503;0;0;0;0;503;89;1055;0;0;0;0;1055;63;438;0;0;0;0;438;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;0;0;0;0;338;44;4902;0;0;0;0;4902;735;735;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
452177;2012;0;400;0;0;670;1200;0;4752;0;0;0;4752;0;0;1325;0;0;1325;0;0;0;838;0;0;838;0;0;0;599;0;0;599;0;0;0;384;0;0;384;0;0;0;170;0;0;170;0;0;0;1100;0;0;0;1100;0;0;2514;0;0;0;2514;0;0;11682;0;0;3316;8366;0;0;924;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297826851;2012;636;0;0;0;10229;0;0;43920;0;0;43920;0;0;0;7058;0;0;0;0;7058;122;4984;0;0;0;0;4984;117;11130;0;0;0;0;11130;233;441;0;0;0;0;441;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;0;0;0;324;0;0;67857;0;0;43920;324;23613;514;514; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;12;0;0;0;12;1;Medellín;Medellín;99;5
297718265;2012;0;638;0;300;4500;100;100;26556;0;0;26556;0;0;0;1282;0;0;1282;0;0;0;203;0;0;203;0;0;0;1099;0;0;1099;0;0;0;320;0;0;320;0;0;0;621;0;0;0;621;0;0;300;0;0;0;300;0;0;300;0;0;0;300;0;0;34236;0;94;23448;3000;7694;2040;1360584; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;315;0;0;0;315;386;Medellín;Medellín;99;5
296886274;2012;0;0;0;0;1200;0;0;1350;1350;0;0;0;0;0;349;0;0;349;0;0;0;81;0;0;81;0;0;0;40;0;0;40;0;0;0;40;0;0;40;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;68;0;0;0;68;0;0;1934;1350;0;516;68;0;0;189;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
296886224;2012;0;0;0;2200;4623;1200;0;4225;0;0;0;4225;0;0;830;0;0;830;0;0;0;706;0;0;706;0;0;0;921;0;0;921;0;0;0;297;0;0;297;0;0;0;310;0;0;310;0;0;0;1300;0;0;0;1300;0;0;2176;0;0;0;2176;0;0;10765;0;0;3064;7701;0;0;3564;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
299303330;2012;0;0;0;1400;1380;1200;0;3814;0;0;0;3814;0;0;905;0;0;905;0;0;0;325;0;0;325;0;0;0;910;0;0;910;0;0;0;393;0;0;393;0;0;0;390;0;0;390;0;0;0;1300;0;0;0;1300;0;0;2720;0;1430;0;1290;0;0;10757;0;1430;2923;6404;0;0;4752;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297826800;2012;0;100;0;200;10000;0;0;0;0;0;0;0;0;0;384;0;184;0;0;200;307;960;0;250;0;0;710;364;960;0;250;0;0;710;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;225;0;0;268;0;0;0;268;0;0;2797;0;684;0;493;1620;861;162;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297718269;2012;2000;0;0;0;4000;0;0;55250;0;0;55250;0;0;0;1320;0;0;0;0;1320;905;170;0;0;0;0;170;17;950;0;0;0;0;950;230;10;0;0;0;0;10;1;0;0;0;0;0;0;0;450;0;0;0;450;0;0;20;0;0;0;20;0;0;58170;0;0;55250;470;2450;1153;4800;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
299303276;2012;0;0;0;0;9753;0;0;2400;0;0;0;2400;0;0;10419;0;0;0;0;10419;1685;3112;0;0;0;0;3112;412;9410;0;0;0;0;9410;719;369;0;0;0;0;369;19;0;0;0;0;0;0;0;112;0;0;0;112;0;0;288;0;0;0;288;0;0;26110;0;0;0;2800;23310;2835;12000; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;0;0;223;0;0;0;0;0;0;3;3;0;0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;232;3;0;223;6;517;Medellín;Medellín;99;5
446746;2012;1500;0;10000;2000;6500;0;0;12750;0;0;12750;0;0;0;1884;0;0;1884;0;0;0;190;0;0;190;0;0;0;1288;0;0;1288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;0;0;0;420;0;0;16532;0;0;16112;420;0;0;10800;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
296886259;2012;0;0;0;0;0;0;0;21819;0;0;0;21819;0;0;1063;0;0;1063;0;0;0;384;0;0;384;0;0;0;456;0;0;456;0;0;0;384;0;0;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2508;0;0;0;2508;0;0;26614;0;0;2287;24327;0;0;3188;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
296886263;2012;0;0;0;0;3500;0;0;1345;345;0;1000;0;0;0;836;0;0;836;0;0;0;351;0;0;351;0;0;0;325;0;0;325;0;0;0;57;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;38;0;0;2952;345;0;2569;38;0;0;3360;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
296886264;2012;0;0;0;0;0;0;0;18964;0;0;0;18964;0;0;2220;0;0;2220;0;0;0;989;0;0;989;0;0;0;1000;0;0;1000;0;0;0;143;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11496;0;0;0;11496;0;0;34812;0;0;4352;30460;0;0;1397;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
375263;2012;0;0;0;0;871;0;440;1375;0;0;0;1375;0;0;400;0;0;0;400;0;0;100;0;0;0;100;0;0;50;0;0;0;50;0;0;20;0;0;0;20;0;0;200;0;0;200;0;0;0;0;0;0;0;0;0;0;150;0;0;0;150;0;0;2295;0;0;200;2095;0;0;6406; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;104;0;0;104;0;440;Medellín;Medellín;99;5
297730508;2012;0;0;0;957;538;0;720;87639;0;0;87639;0;0;0;4780;0;0;0;4780;0;0;1680;0;0;0;1680;0;0;4743;0;0;0;4743;0;0;1008;0;0;0;1008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99850;0;0;87639;12211;0;0;12695; ; ;X; ; ;0;0;0;0;0;215;0;0;0;215;50;0;0;0;50;9;0;9;0;0;234;0;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;508;0;9;0;499;986;Medellín;Medellín;99;5
375941;2012;1000;0;0;0;2808;0;0;3600;0;0;0;3600;0;0;600;0;0;600;0;0;0;600;0;0;600;0;0;0;600;0;0;600;0;0;0;300;0;0;300;0;0;0;0;0;0;0;0;0;0;300;0;0;0;300;0;0;500;0;0;0;500;0;0;6500;0;0;2100;4400;0;0;5728;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
457974;2012;0;0;0;605;4536;0;0;21096;0;0;21096;0;0;0;4603;0;4603;0;0;0;0;1127;0;1127;0;0;0;0;1421;0;1421;0;0;0;0;394;0;394;0;0;0;0;1500;0;0;1500;0;0;0;76;0;76;0;0;0;0;14089;0;0;0;14089;0;0;44306;0;7621;22596;14089;0;0;1994;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
9787477;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5946;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
297826674;2012;0;0;0;0;1150;0;0;5200;5200;0;0;0;0;0;960;0;0;960;0;0;0;480;0;0;480;0;0;0;240;0;0;240;0;0;0;240;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1040;0;0;1040;0;0;0;8160;5200;0;2960;0;0;0;3076;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Medellín;Medellín;99;5
