Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;Sede;Subsede;NOVEDAD;ESTADO
371773;2012;0;460;0;0;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;0;0;0;1200;0;0;1200;0;0;0;1200;0;0;1608;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
10200178;2012;0;0;0;0;600;0;0;14060;0;0;0;14060;0;0;2100;0;0;0;2100;0;0;1050;0;0;0;1050;0;0;1360;0;0;0;1360;0;0;500;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;1500;0;0;20570;0;0;0;20570;0;0;4950;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
10401670;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;3000;0;0;0;3000;0;0;3000;0;0;0;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Cali;99;5
10207516;2012;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600;0;0;0;3600;0;0;3600;0;0;0;3600;0;0;96;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
10207570;2012;0;0;0;0;80;0;0;0;0;0;0;0;0;0;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400;0;0;0;1400;0;0;1600;200;0;0;1400;0;0;1750;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826670;2012;6500;0;0;0;8999;0;0;2750;0;0;0;2750;0;0;3300;0;0;0;3300;0;0;1500;0;0;0;1500;0;0;560;0;0;0;560;0;0;0;0;0;0;0;0;0;700;0;0;0;700;0;0;0;0;0;0;0;0;0;90;0;0;0;90;0;0;8900;0;0;0;8900;0;0;7954;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826831;2012;0;0;0;0;430;0;0;510;0;0;0;510;0;0;933;0;0;933;0;0;0;407;0;0;407;0;0;0;1274;0;0;1274;0;0;0;110;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;220;0;0;3454;0;0;2724;730;0;0;13887;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826723;2012;2000;0;0;500;2000;0;0;188;0;0;0;188;0;0;10937;0;0;0;0;10937;1521;1076;0;0;0;0;1076;160;13217;0;0;0;0;13217;396;5;0;0;0;0;5;1;280000;0;0;280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305423;0;0;280000;188;25235;2078;16813;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
441900;2012;456;1678;2345;564;4536;1234;1453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3650;0;0;0;3650;0;0;3650;0;0;0;3650;0;0;7865;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
297826718;2012;0;0;0;0;7783;0;0;383;0;0;0;383;0;0;6636;1200;0;5436;0;0;0;2009;0;0;2009;0;0;0;12788;0;0;12788;0;0;0;45;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21861;1200;0;20278;383;0;0;34107;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826953;2012;0;0;0;1200;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13440;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826792;2012;0;0;0;0;0;0;0;117;0;0;0;117;0;0;1212;0;0;0;0;1212;201;93;0;0;0;0;93;46;4223;0;0;0;0;4223;126;28;0;0;0;0;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5673;0;0;0;117;5556;401;9407;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826898;2012;0;0;0;0;0;0;0;4500;0;0;0;4500;0;0;16200;0;0;0;10644;5556;659;400;0;0;0;386;14;8;1800;0;0;0;1185;615;18;2500;0;0;0;1533;967;483;0;0;0;0;0;0;0;2000;0;0;2000;0;0;0;1500;0;0;0;1500;0;0;28900;0;0;2000;19748;7152;1168;49637;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
296886290;2012;0;0;0;0;1850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48900;0;0;0;48900;0;0;48900;0;0;0;48900;0;0;20445;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
9816110;2012;0;0;1500;0;5050;0;0;600;0;0;600;0;0;0;2500;0;0;0;0;2500;350;500;0;0;0;0;500;100;1000;0;0;0;300;700;21;150;0;0;0;0;150;50;200;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4950;0;0;800;300;3850;521;1080;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
9815988;2012;0;0;0;0;1000;0;0;13000;0;0;0;13000;0;0;11500;0;0;0;11500;0;0;950;0;0;0;950;0;0;1080;0;0;0;1080;0;0;230;0;0;0;230;0;0;530;0;0;0;530;0;0;830;0;0;0;830;0;0;670;0;0;0;670;0;0;28790;0;0;0;28790;0;0;4300;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826722;2012;0;0;0;0;0;0;0;310;0;0;0;310;0;0;439;0;0;0;439;0;0;251;0;0;0;251;0;0;30;0;0;0;30;0;0;64;0;0;0;64;0;0;768;768;0;0;0;0;0;13;0;0;0;13;0;0;210;0;0;0;210;0;0;2085;768;0;0;1317;0;0;8826; ; ; ; ;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297827969;2012;533;0;0;0;662;0;0;3000;0;0;0;3000;0;0;580;0;0;0;580;0;0;100;0;0;0;100;0;0;85;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3765;0;0;0;3765;0;0;2800;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297819041;2012;0;0;0;0;5114;0;0;308;0;0;0;298;10;100;88;0;0;0;88;0;0;55;0;0;0;55;0;0;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486;0;0;0;476;10;100;11929;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
452218;2012;1100;0;0;0;5980;0;0;260600;0;0;0;260600;0;0;35620;0;0;0;35620;0;0;16750;0;0;0;16750;0;0;47620;0;0;0;47620;0;0;5930;0;0;0;5930;0;0;1380;0;0;1380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367900;0;0;1380;366520;0;0;24546;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
441772;2012;1000;0;500;500;2000;100;100;12754;0;0;0;12754;0;0;13104;0;0;0;13104;0;0;8970;0;0;0;8970;0;0;8970;0;0;0;8970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43798;0;0;0;43798;0;0;4234;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
441802;2012;0;1000;0;0;3000;500;500;32710;0;0;0;32710;0;0;25364;0;0;0;25364;0;0;12266;0;0;0;12266;0;0;12383;0;0;0;12383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82723;0;0;0;82723;0;0;7560;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
441854;2012;0;0;0;0;0;0;0;29000;0;0;0;29000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;0;0;29100;0;0;0;29100;0;0;10368;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826799;2012;0;500;0;0;1800;150;0;5326;0;0;5326;0;0;0;522;50;5;295;122;50;117;414;0;0;414;0;0;0;756;0;0;756;0;0;0;4;0;0;0;4;0;0;38;0;0;38;0;0;0;500;0;0;0;500;0;0;2496;0;0;0;2496;0;0;10056;50;5;6829;3122;50;117;5618;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297718659;2012;200;0;0;0;800;500;0;4090;0;0;0;4090;0;0;486;0;0;0;486;0;0;80;0;0;0;80;0;0;374;0;0;0;374;0;0;32;0;0;0;32;0;0;14;0;0;14;0;0;0;0;0;0;0;0;0;0;5924;0;0;0;5924;0;0;11000;0;0;14;10986;0;0;4169;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826796;2012;0;0;0;0;1800;0;0;3038;0;0;0;3038;0;0;300;0;0;300;0;0;0;540;0;0;540;0;0;0;2244;0;0;2244;0;0;0;768;0;0;0;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1302;0;0;0;1302;0;0;8192;0;0;3084;5108;0;0;4616;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827958;2012;0;0;0;0;2521;0;0;12163;0;0;12163;0;0;0;2553;0;0;2553;0;0;0;144;0;0;144;0;0;0;480;0;0;480;0;0;0;120;0;0;120;0;0;0;596;0;0;596;0;0;0;80;0;0;0;80;0;0;7723;0;0;0;7723;0;0;23859;0;0;16056;7803;0;0;1080;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827000;2012;0;0;0;0;1662;0;0;6268;0;0;0;6268;0;0;5269;0;0;0;5269;0;0;2389;0;0;0;2389;0;0;1135;0;0;0;1135;0;0;773;0;0;0;773;0;0;2200;0;0;2200;0;0;0;0;0;0;0;0;0;0;11200;0;0;0;11200;0;0;29234;0;0;2200;27034;0;0;9820; ; ; ; ;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
414681;2012;0;0;0;0;0;0;0;30470;0;0;30470;0;0;0;1400;0;0;0;0;1400;58;415;0;0;0;0;415;172;2987;0;0;2987;0;0;0;1464;0;0;1464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16847;0;0;0;16847;0;0;53583;0;0;34921;16847;1815;230;7529; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;130;0;0;0;0;0;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;160;0;30;0;130;7529;Bogotá;Bogotá;99;5
382101;2012;0;0;0;0;1085;0;0;3120;0;0;3120;0;0;0;450;0;0;0;450;0;0;60;0;0;0;60;0;0;168;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3798;0;0;3288;510;0;0;429;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Cali;Popayán;99;5
297826978;2012;0;0;0;0;1012;0;0;15440;10800;0;0;4000;640;480;6240;0;0;6240;0;0;0;1400;0;0;1400;0;0;0;3200;0;0;3200;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;6000;120;0;0;5880;0;0;49500;0;0;0;49500;0;0;81880;10920;0;10940;59380;640;480;17115;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826677;2012;0;0;0;0;2912;0;0;29560;0;0;0;29560;0;0;791;0;0;0;791;0;0;884;0;0;0;884;0;0;799;0;0;0;799;0;0;25;0;0;0;25;0;0;126;0;0;126;0;0;0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;32235;0;0;126;32109;0;0;6510; ; ; ;X; ;0;0;0;0;0;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;200;200;0;0;0;1536;Bogotá;Bogotá;99;5
297826828;2012;1500;500;2000;1200;5500;3000;1800;24000;0;0;0;24000;0;0;7000;200;0;0;0;6800;480;3500;100;0;0;0;3400;180;2500;0;0;0;0;2500;120;1500;200;0;0;0;1300;60;1200;1000;0;100;0;100;10;14000;0;0;0;14000;0;0;1300;0;0;0;1300;0;0;55000;1500;0;100;39300;14100;850;27000; ; ; ;X; ;10;0;0;0;10;9;9;0;0;0;8;0;0;0;8;6;6;0;0;0;110;110;0;0;0;0;0;0;0;0;22;22;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5; ; ; ; ; ;170;147;0;0;23;1800;Bogotá;Bogotá;99;5
297826830;2012;0;0;0;0;2540;0;0;3960;0;0;0;3960;0;0;2880;0;0;2880;0;0;0;900;0;0;900;0;0;0;950;0;0;950;0;0;0;120;0;0;120;0;0;0;45;0;0;45;0;0;0;0;0;0;0;0;0;0;72;0;0;0;72;0;0;8927;0;0;4895;4032;0;0;4860;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
452491;2012;0;0;0;0;2120;0;0;0;0;0;0;0;0;0;80;30;0;0;50;0;0;30;0;0;0;30;0;0;150;0;0;0;150;0;0;200;30;0;0;170;0;0;150;100;0;0;50;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;620;160;0;0;460;0;0;4500;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
9807355;2012;0;0;0;1000;12000;0;0;120000;0;0;120000;0;0;0;20000;20000;0;0;0;0;0;4800;0;0;4800;0;0;0;10800;0;0;10800;0;0;0;1600;0;0;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74800;0;0;0;74800;0;0;232000;20000;0;137200;74800;0;0;20000;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826832;2012;0;720;0;0;1543;0;0;599;0;0;0;599;0;0;7450;0;0;0;0;7450;223;400;0;0;0;0;400;12;188;0;0;0;0;188;6;234;0;0;0;0;234;7;7;0;0;7;0;0;0;0;0;0;0;0;0;0;48027;0;0;0;48027;0;0;56905;0;0;7;48626;8272;248;4282; ; ; ; ;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826833;2012;0;0;0;0;4256;0;0;187890;0;0;0;187890;0;0;21540;0;0;0;21540;0;0;2688;0;0;0;2688;0;0;4008;0;0;0;4008;0;0;168;0;0;0;168;0;0;0;0;0;0;0;0;0;3500;0;0;0;3500;0;0;0;0;0;0;0;0;0;219794;0;0;0;219794;0;0;13338; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;1000;0;0;0;170;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;1170;1170;0;0;0;1;Bogotá;Bogotá;99;5
297826834;2012;1035;0;39184;0;3335;1248;0;6000;0;0;0;6000;0;0;6873;0;0;0;0;6873;2350;620;0;0;0;620;0;0;523;0;0;0;523;0;0;0;0;0;0;0;0;0;1396;0;0;1396;0;0;0;3000;0;0;0;3000;0;0;7600;0;0;0;7600;0;0;26012;0;0;1396;17743;6873;2350;10248;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
452129;2012;0;0;0;700;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11876;0;0;0;11876;0;0;11876;0;0;0;11876;0;0;2800;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807356;2012;130;0;0;700;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7285;0;0;0;7285;0;0;7285;0;0;0;7285;0;0;1348;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ;0;0;0;0;0;0;Bogotá;Bogotá;99;5
