Nro_Orden_Establecimiento;Periodo;C3RHE1;C3RHE2;C3RHE5;PROGAHORR;C3RHC1PTU;C3RHC4RCASUP;C3RHC5RCASUB;C3RHC6PMS;MULTABAS;C3RHC7TOGT;C3RHA1cAC;C3RHA1dAC;VOCONSBL;VACONSBLQ;C3RHA5cCT;C3RHA5dCT;C3RHA6cALL;C3RHA2aSUP;C3RHA2bSUP;FECHADESDESUP;FECHAHASTASUP;C3RHA2cSUP;C3RHA3aSUB;C3RHA3bSUB;FECHADESDESUB;FECHAHASTASUB;C3RHA3cSUB;C3RHA4aAM;C3RHA4bAM;FECHADESDEMAR;FECHAHASTAMAR;C3RHA4cAM;C3RHA7aTVC;C3RHA7bTPC;C3RHA7cTVU;C3RHA7dTVPCA;Sede;Subsede;NOVEDAD;ESTADO
297823853;2012;0;6000;1000;0;3;0;0;0;0;3;660;1550;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;660;1550;Bogotá;Bogotá;99;5
297824060;2012;0;0;0;0;3;0;0;0;0;3;678;1538;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;678;1538;Bogotá;Bogotá;99;5
297824123;2012;0;0;2000;0;4;0;0;0;0;4;833;2076;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;833;2076;Bogotá;Bogotá;99;5
297823455;2012;50;50;150;0;12;0;0;0;0;12;208;499;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;208;499;Bogotá;Bogotá;99;5
297823642;2012;0;0;0;0;2;0;0;0;0;2;385;993;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;385;993;Bogotá;Bogotá;99;5
297818827;2012;0;0;0;0;2;0;0;0;0;2;455;1091;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;455;1091;Bogotá;Bogotá;99;5
297823431;2012;0;0;0;0;1;0;0;0;0;1;257;629;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;257;629;Bogotá;Bogotá;99;5
297839499;2012;0;0;0;0;16;0;0;0;0;16;3364;7905;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3364;7905;Bogotá;Bogotá;99;5
297823062;2012;0;0;0;0;4;0;0;0;0;4;997;2343;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;997;2343;Bogotá;Bogotá;99;5
297827337;2012;0;0;0;0;6;0;0;0;0;6;1310;3144;0;0;24;460;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1334;3604;Bogotá;Bogotá;99;5
413402;2012;0;0;0;0;2;0;0;0;0;2;411;996;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;411;996;Bogotá;Bogotá;99;5
297822677;2012;0;0;0;0;1;0;0;0;0;1;225;530;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;225;530;Bogotá;Bogotá;99;5
297826662;2012;0;0;0;0;50;0;0;0;0;50;11857;28814;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;11857;28814;Bogotá;Bogotá;99;5
297822990;2012;0;500;500;0;3;0;0;0;0;3;631;1486;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;631;1486;Bogotá;Bogotá;99;5
450886;2012;0;0;0;0;3;0;0;0;0;3;612;1499;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;612;1499;Bogotá;Bogotá;99;5
297823265;2012;0;0;0;0;2;0;0;0;0;2;405;956;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;405;956;Bogotá;Bogotá;99;5
297839769;2012;0;0;0;0;2;0;0;0;0;2;696;1698;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;696;1698;Bogotá;Bogotá;99;5
297823601;2012;0;0;0;0;9;0;0;0;0;9;1809;4190;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1809;4190;Bogotá;Bogotá;99;5
297821402;2012;0;0;0;0;2;0;0;0;0;2;528;1279;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;528;1279;Bogotá;Bogotá;99;5
10207645;2012;0;0;0;0;23;0;0;0;0;23;4850;11591;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4850;11591;Bogotá;Bogotá;99;5
297823258;2012;0;0;0;0;1;0;0;0;0;1;85;242;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;85;242;Bogotá;Bogotá;99;5
297819921;2012;0;0;0;0;1;0;0;0;0;1;190;463;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;190;463;Bogotá;Bogotá;99;5
408533;2012;0;0;3111;5111;13;0;0;0;0;13;2561;6208;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2561;6208;Bogotá;Bogotá;99;5
450869;2012;0;0;0;0;7;0;0;0;0;7;1487;3643;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1487;3643;Bogotá;Bogotá;99;5
297826835;2012;0;1300;0;0;19;0;0;0;0;19;3864;9366;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3864;9366;Bogotá;Bogotá;99;5
165923;2012;0;0;0;0;3;0;0;0;0;3;581;1377;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;581;1377;Bogotá;Bogotá;99;5
297826497;2012;0;0;0;0;7;0;0;0;0;7;1569;3803;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1569;3803;Bogotá;Bogotá;99;5
297820374;2012;100;0;0;0;0;0;0;0;0;0;110;258;0;0;0;0;25;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;135;258;Bogotá;Bogotá;99;5
297819999;2012;0;0;0;0;3;0;0;0;0;3;612;1438;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;612;1438;Bogotá;Bogotá;99;5
297823669;2012;0;0;0;0;0;0;0;0;0;0;174;421;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;174;421;Bogotá;Bogotá;99;5
10207689;2012;60;0;0;0;2;0;0;0;0;2;468;1134;0;0;0;0;40;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;508;1134;Bogotá;Bogotá;99;5
297834076;2012;0;0;0;0;2;0;0;0;0;2;594;1402;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;594;1402;Bogotá;Bogotá;99;5
441267;2012;0;0;0;0;15;0;0;0;0;15;3430;8060;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3430;8060;Bogotá;Bogotá;99;5
441565;2012;0;0;0;0;3;0;0;0;0;3;552;1362;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;552;1362;Bogotá;Bogotá;99;5
441566;2012;0;0;0;0;1;0;0;0;0;1;270;662;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;270;662;Bogotá;Bogotá;99;5
441567;2012;0;0;0;0;4;0;0;0;0;4;917;2247;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;917;2247;Bogotá;Bogotá;99;5
441568;2012;0;0;0;0;2;0;0;0;0;2;504;1234;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;504;1234;Bogotá;Bogotá;99;5
441569;2012;0;0;0;0;3;0;0;0;0;3;678;1661;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;678;1661;Bogotá;Bogotá;99;5
441570;2012;0;0;0;0;4;0;0;0;0;4;905;2238;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;905;2238;Bogotá;Bogotá;99;5
450863;2012;0;200;400;1050;8;0;0;0;0;8;1717;4034;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1717;4034;Bogotá;Bogotá;99;5
297823534;2012;0;0;0;0;2;0;0;0;0;2;405;982;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;405;982;Bogotá;Bogotá;99;5
299303246;2012;0;180;0;0;4;0;0;0;0;4;740;1798;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;740;1798;Bogotá;Bogotá;99;5
297824086;2012;0;350;0;0;7;0;0;0;0;7;1413;3372;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1413;3372;Bogotá;Bogotá;99;5
447079;2012;0;0;0;0;13;0;0;0;0;13;2577;6262;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2577;6262;Bogotá;Bogotá;99;5
297826870;2012;0;0;0;0;215;0;0;0;0;215;43966;103540;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;43966;103540;Bogotá;Bogotá;99;5
297826640;2012;0;0;0;0;12;0;0;0;0;12;2342;5675;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2342;5675;Bogotá;Bogotá;99;5
297826980;2012;0;0;0;0;36;0;0;0;0;36;8339;28958;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;8339;28958;Bogotá;Bogotá;99;5
299304555;2012;0;0;0;0;8;0;0;0;0;8;1739;4208;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1739;4208;Bogotá;Bogotá;99;5
297826975;2012;0;100;0;0;29;0;0;0;0;29;4531;11026;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4531;11026;Bogotá;Bogotá;99;5
297839506;2012;0;0;0;0;18;0;0;0;0;18;3877;9115;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3877;9115;Bogotá;Bogotá;99;5
9807441;2012;0;0;0;0;1;0;0;0;0;1;155;364;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;155;364;Bogotá;Bogotá;99;5
9807448;2012;0;0;0;0;22;0;0;0;0;22;4680;11021;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4680;11021;Bogotá;Bogotá;99;5
441825;2012;0;12000;0;0;25;0;0;0;0;25;24797;50442;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;24797;50442;Barranquilla;Santa Marta;99;5
9795548;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;2160;0;01/01/2012;31/12/2012;2160;0;0; ; ;0;2160;0;2160;0;Bogotá;Villavicencio;99;5
297826990;2012;0;1253;3468;0;51;0;0;0;0;51;10682;26096;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;10682;26096;Bogotá;Bogotá;99;5
297826738;2012;0;645;0;0;260;0;0;0;0;260;49134;117380;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;49134;117380;Bogotá;Bogotá;99;5
297839497;2012;0;11000;0;0;31;0;0;0;0;31;6386;15070;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;6386;15070;Bogotá;Bogotá;99;5
297826642;2012;0;4500;3000;5000;111;0;0;0;0;111;22518;53454;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;22518;53454;Bogotá;Bogotá;99;5
297718322;2012;0;0;0;0;20;0;0;0;0;20;4292;10480;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4292;10480;Bogotá;Bogotá;99;5
297826647;2012;0;0;0;0;6;0;0;0;0;6;1968;4782;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1968;4782;Bogotá;Bogotá;99;5
103459;2012;0;0;0;0;19;0;0;0;0;19;3904;9459;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3904;9459;Bogotá;Bogotá;99;5
299303285;2012;0;1200;2000;500;41;0;0;0;0;41;9996;34398;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9996;34398;Bogotá;Bogotá;99;5
448987;2012;0;0;0;0;64;0;0;0;0;64;13444;32749;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;13444;32749;Bogotá;Bogotá;99;5
297730503;2012;0;0;0;0;10;0;0;0;0;10;9583;21652;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9583;21652;Barranquilla;Santa Marta;99;5
297718312;2012;0;0;0;0;42;0;0;0;0;42;9159;23346;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;9159;23346;Bogotá;Bogotá;99;5
297718302;2012;0;0;0;0;75;0;0;0;0;75;17581;42723;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;17581;42723;Bogotá;Bogotá;99;5
297822448;2012;0;0;0;0;13;0;0;0;0;13;2606;6274;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2606;6274;Bogotá;Bogotá;99;5
297839505;2012;0;619;2242;105;74;0;0;0;0;74;14797;42429;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;14797;42429;Bogotá;Bogotá;99;5
297821308;2012;1000;0;5000;1000;23;0;0;0;0;23;4860;11435;0;0;0;0;200;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5060;11435;Bogotá;Bogotá;99;5
297718360;2012;0;0;0;0;16;0;0;0;0;16;3161;11563;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3161;11563;Bogotá;Bogotá;99;5
297718363;2012;100;20;12;0;11;0;0;0;0;11;2020;4848;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2020;4848;Bogotá;Bogotá;99;5
297718362;2012;0;0;2000;0;18;0;0;0;0;18;4020;9740;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4020;9740;Bogotá;Bogotá;99;5
297822336;2012;0;0;0;0;7;0;0;0;0;7;1650;3886;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1650;3886;Bogotá;Bogotá;99;5
297717006;2012;0;0;0;0;16;0;0;0;0;16;3382;8083;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3382;8083;Bogotá;Bogotá;99;5
297717021;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17700;156986;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;17700;156986;Bogotá;Bogotá;99;5
297717024;2012;0;0;0;0;21;0;0;0;0;21;4900;11760;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4900;11760;Bogotá;Bogotá;99;5
10209311;2012;0;0;0;0;0;0;0;0;0;0;120;342;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;120;342;Bogotá;Bogotá;99;5
297839796;2012;0;0;0;0;3;0;0;0;0;3;604;1465;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;604;1465;Bogotá;Bogotá;99;5
297818794;2012;0;350;0;0;2;0;0;0;0;2;455;1064;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;455;1064;Bogotá;Bogotá;99;5
283047;2012;0;112;0;0;12;0;0;0;0;12;2699;6612;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2699;6612;Bogotá;Bogotá;99;5
297820580;2012;0;0;0;0;0;0;0;0;0;0;488;287;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;488;287;Bogotá;Yopal;99;5
452232;2012;0;0;0;0;0;0;0;0;0;0;200;60;0;0;0;0;0;720;0;01/01/2012;01/02/2013;720;0;0; ; ;0;0;0; ; ;0;720;0;920;60;Bogotá;Bogotá;99;5
10209581;2012;0;654;0;0;2;0;0;0;0;2;499;1188;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;499;1188;Bogotá;Bogotá;99;5
297718330;2012;0;0;0;0;13;0;0;0;0;13;2801;6806;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2801;6806;Bogotá;Bogotá;99;5
297821918;2012;0;0;0;0;9;0;0;0;0;9;1875;5974;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1875;5974;Bogotá;Bogotá;99;5
297822767;2012;0;0;0;0;16;0;0;0;0;16;3396;8320;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3396;8320;Bogotá;Bogotá;99;5
297822929;2012;0;0;0;0;0;0;0;0;0;0;2928;2869;0;0;0;0;0;600;624;01/01/2012;30/11/2013;600;0;0; ; ;0;0;0; ; ;0;600;624;3528;2869;Bogotá;Bogotá;99;5
299303275;2012;0;0;3000;0;0;0;0;0;0;0;3212;3200;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3212;3200;Bogotá;Bogotá;99;5
297823503;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;319;0;01/01/2012;30/11/2012;319;0;0; ; ;0;319;0;319;0;Bogotá;Leticia;99;5
297827029;2012;0;2000;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;423;1;01/01/2012;30/11/2012;423;0;0; ; ;0;423;1;423;0;Bogotá;Leticia;99;5
297821059;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;1050;0;01/01/2012;31/12/2013;1050;0;0; ; ;0;1050;0;1050;0;Bogotá;Leticia;99;5
256628;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;4140;0;01/01/2012;30/11/2012;4140;0;0; ; ;0;4140;0;4140;0;Bogotá;Leticia;99;5
297839502;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;04/01/2012;03/12/2014;70;0;0; ; ;0;0;0; ; ;0;70;0;70;0;Bogotá;Leticia;99;5
297730495;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;730;0;01/01/2012;31/12/2012;730;0;0; ; ;0;730;0;730;0;Bogotá;Leticia;99;5
297827899;2012;0;1200;3874;0;0;0;0;0;0;0;11670;7200;0;0;0;0;0;0;0; ; ;0;970;0;01/01/2012;31/12/2013;970;0;0; ; ;0;970;0;12640;7200;Bogotá;Leticia;99;5
297827887;2012;100;0;0;0;19;0;117;0;0;136;0;0;0;0;0;0;240;0;0; ; ;0;1576;36;30/08/2011;30/08/2016;365;0;0; ; ;0;1576;36;605;0;Bogotá;Leticia;99;5
441040;2012;0;150;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;1730;0;01/01/2012;31/12/2013;1730;0;0; ; ;0;1730;0;1730;0;Bogotá;Leticia;99;5
297823991;2012;0;156;0;0;3;0;0;0;0;3;874;2158;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;874;2158;Bogotá;Bogotá;99;5
444211;2012;0;0;0;0;2;0;0;0;0;2;396;704;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;396;704;Bogotá;Villavicencio;99;5
297822054;2012;0;0;0;0;6;0;0;0;0;6;1366;3430;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1366;3430;Bogotá;Bogotá;99;5
297819453;2012;0;0;0;0;19;0;0;0;0;19;4010;11698;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4010;11698;Bogotá;Bogotá;99;5
450867;2012;0;0;0;0;12;0;0;0;0;12;2474;5826;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;2474;5826;Bogotá;Bogotá;99;5
441850;2012;0;0;4400;0;0;0;0;0;0;0;2004;14228;0;0;730;5840;1800;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;4534;20068;Barranquilla;San Andrés;99;5
297823164;2012;0;0;0;0;18;0;0;0;0;18;3321;7800;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3321;7800;Bogotá;Bogotá;99;5
297718671;2012;0;0;0;0;6;0;0;0;0;6;1366;3310;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1366;3310;Bogotá;Bogotá;99;5
297717025;2012;0;0;0;0;7;0;0;0;0;7;1500;3540;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;1500;3540;Bogotá;Bogotá;99;5
297821128;2012;0;0;0;0;16;0;0;0;0;16;3363;8035;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3363;8035;Bogotá;Bogotá;99;5
297824845;2012;0;0;0;0;0;0;0;0;0;0;190;323;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;190;323;Bogotá;Leticia;99;5
297825821;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;144;0;05/01/2012;05/11/2014;144;0;0; ; ;0;144;0;144;0;Bogotá;Leticia;99;5
297827619;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;240;0;01/01/2012;30/11/2013;240;0;0; ; ;0;240;0;240;0;Bogotá;Leticia;99;5
297840102;2012;0;0;0;0;0;0;0;0;0;0;240;88;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;240;88;Bogotá;Leticia;99;5
297825685;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;1146;0;01/01/2012;31/12/2013;1146;0;0; ; ;0;1146;0;1146;0;Bogotá;Leticia;99;5
297823003;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;1880;0;01/01/2012;30/12/2013;1880;0;0; ; ;0;1880;0;1880;0;Bogotá;Leticia;99;5
297826634;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;1440;0;01/01/2012;30/11/2013;1440;0;0; ; ;0;1440;0;1440;0;Bogotá;Leticia;99;5
297822047;2012;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;480;0;01/01/2012;31/12/2013;480;0;0; ; ;0;480;0;480;0;Bogotá;Leticia;99;5
446751;2012;500;0;0;0;0;0;0;0;0;0;650;478;0;0;0;0;3;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;653;478;Bogotá;Leticia;99;5
259709;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;192;0;01/01/2012;31/12/2013;192;0;0; ; ;0;192;0;192;0;Bogotá;Leticia;99;5
297818963;2012;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;960;0;01/01/2012;31/12/2013;960;0;0; ; ;0;960;0;960;0;Bogotá;Leticia;99;5
297840103;2012;450;150;50;0;0;0;0;0;0;0;0;0;0;0;0;0;328;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;328;0;Bogotá;Leticia;99;5
394762;2012;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0; ; ;0;192;0;01/01/2012;30/11/2013;192;0;0; ; ;0;192;0;197;0;Bogotá;Leticia;99;5
297833958;2012;5000;0;0;0;0;0;0;0;0;0;200;360;0;0;0;0;220;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;420;360;Bogotá;Leticia;99;5
297823481;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;48;0;01/01/2012;31/12/2013;48;0;0; ; ;0;48;0;48;0;Bogotá;Leticia;99;5
297821674;2012;0;0;0;0;0;0;0;0;0;0;110;120;0;0;0;0;240;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;350;120;Bogotá;Leticia;99;5
296886227;2012;0;0;0;0;29;0;0;0;0;29;5910;14298;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;5910;14298;Bogotá;Bogotá;99;5
297718270;2012;0;0;0;0;48;0;0;0;0;48;8858;21462;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;8858;21462;Bogotá;Bogotá;99;5
452147;2012;0;0;0;0;19;0;0;0;0;19;3320;4482;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;3320;4482;Bucaramanga;Bucaramanga;99;5
296886218;2012;0;0;0;0;50;0;0;0;0;50;8937;11002;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;8937;11002;Bucaramanga;Bucaramanga;99;5
297839501;2012;0;0;0;0;112;0;0;0;0;112;22461;54444;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;22461;54444;Bogotá;Bogotá;99;5
382102;2012;0;2923;0;0;64;0;0;0;0;64;12302;15724;0;0;0;0;0;0;0; ; ;0;5138;5;30/06/2012;30/06/2013;5138;0;0; ; ;0;5138;5;17440;15724;Bucaramanga;Bucaramanga;99;5
297826761;2012;0;0;0;0;42;0;0;0;0;42;7258;10146;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;7258;10146;Bucaramanga;Bucaramanga;99;5
296914019;2012;0;0;0;0;87;0;0;0;0;87;11248;21316;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;11248;21316;Bucaramanga;Bucaramanga;99;5
297826917;2012;0;0;0;0;118;0;0;0;0;118;20628;28837;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;20628;28837;Bucaramanga;Bucaramanga;99;5
297826729;2012;0;0;5000;0;58;0;0;0;0;58;10265;13978;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;10265;13978;Bucaramanga;Bucaramanga;99;5
452270;2012;0;0;0;0;0;0;0;0;0;0;10450;10896;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;10450;10896;Bucaramanga;Bucaramanga;99;5
297826888;2012;0;0;0;0;87;0;0;0;0;87;15267;47371;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;15267;47371;Bucaramanga;Bucaramanga;99;5
297826958;2012;0;0;0;0;49;0;0;0;0;49;8708;13710;0;0;0;0;0;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;8708;13710;Bucaramanga;Bucaramanga;99;5
