Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;Sede;Subsede;NOVEDAD;ESTADO
296886290;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;27;0;0;0;5;0;0;0;32;0;0;229050;49445;0;46433;20385;0;0;17972;363285;84561;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
9816110;2012;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;36;0;0;0;2;0;39;0;0;12000;2620;415443;58068;24434;0;10200;33801;556566;0;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
9815988;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;21;0;0;0;0;0;1;0;24;0;0;184708;40340;0;36536;15586;0;6265;16030;299465;0;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826722;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;28;0;0;0;0;0;30;0;0;0;0;319350;54021;19420;0;0;22450;415241;0;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297827969;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;33;0;0;0;4;0;1;0;42;0;0;224577;55067;0;51894;21081;0;5114;22689;380422;38322;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297819041;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;62;0;0;0;7;0;3;0;72;0;0;873011;213182;0;196961;62029;0;13290;343349;1701822;107131;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
452218;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;0;84;0;0;0;4;0;90;0;72000;42583;9563;1476476;255580;84014;0;20401;131340;2091957;0;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
441772;2012;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;1;0;0;0;22;10;1;0;24;10;0;10800;2376;0;3024;972;0;6000;0;23172;288000;0;0;0;0;0;0;0;0;0;0;0;115200;Barranquilla;Barranquilla;99;5
441802;2012;0;0;0;0;0;0;0; ;b;18/12/2012;18/12/2013; ; ; ; ; ; ; ; ; ;b;18/12/2012;18/12/2013;0;0;5;1;0;0;40;10;1;0;46;11;0;95400;19500;0;21000;8586;0;3600;24000;172086;504000;0;9600;2112;0;2688;864;0;0;0;15264;300;203000;Barranquilla;Barranquilla;99;5
441854;2012;0;0;0;1618;0;0;0; ;b;30/01/2004;25/06/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;10;0;0;0;14;0;0;0;24;0;0;170957;66435;0;37763;16630;0;0;6891;298676;352851;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Barranquilla;99;5
297826799;2012;100;200;0;1000;0;0;0; ; ; ; ; ; ; ; ; ;b;18/06/2013;17/06/2016; ; ; ; ;0;0;29;0;2;0;0;0;2;0;33;0;0;282924;76289;22223;88301;29304;0;9138;90371;598550;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297718659;2012;0;120;0;100;0;120;120;a; ; ; ;a; ; ; ; ;b;01/01/2012;31/12/2013; ;b;01/01/2012;31/12/2013;0;0;30;0;0;0;0;0;0;0;30;0;0;298634;68420;0;61986;27645;0;0;18263;474948;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826796;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;33;0;0;0;0;0;2;0;35;0;93718;321340;70695;0;112210;34824;0;10200;15614;658601;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827958;2012;0;0;0;0;0;0;0; ;b;14/09/2005;12/09/2014; ; ; ; ; ;b;28/07/2010;27/07/2013; ; ; ; ;0;0;57;0;0;0;3;0;4;0;64;0;0;954994;236302;0;217486;89762;0;23162;258857;1780563;300000;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827000;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;b;01/04/2013;31/03/2014;0;0;49;0;1;0;1;0;3;0;54;0;0;670390;168093;10700;153247;63131;0;13809;157575;1236945;11618;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
414681;2012;0;0;0;0;0;600;0; ;b;17/08/2012;16/08/2015; ; ; ; ; ;b;17/08/2012;16/08/2013; ;b;17/08/2012;16/08/2013;0;0;65;15;0;0;12;0;4;0;81;15;200323;678205;180455;0;185155;77003;0;15122;0;1336263;120582;0;162000;35490;0;36420;15975;0;0;0;249885;0;0;Bogotá;Bogotá;99;5
382101;2012;0;0;0;0;0;0;0; ;b;04/10/2011;10/09/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;23;0;0;0;13;0;1;0;37;0;0;292680;75198;0;67018;27873;0;4859;39745;507373;172070;0;0;0;0;0;0;0;0;0;0;0;0;Cali;Popayán;99;5
297826978;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;28/01/2011;27/01/2014; ; ; ; ;0;0;99;0;26;0;7;0;4;0;136;0;147055;1129665;295878;491526;351015;143909;0;21520;261627;2842195;70022;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826677;2012;0;0;0;0;0;0;0; ;b;28/06/2012;27/06/2015; ; ; ; ; ;b;03/11/2009;02/11/2012; ;b;03/11/2009;02/11/2012;0;0;14;1;0;0;43;1;0;0;57;2;0;385832;84451;0;87231;30489;0;0;123767;711770;26856788;0;82;17;0;14;7;0;0;0;120;33285;33285;Bogotá;Bogotá;99;5
297826828;2012;800;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;04/11/2012;03/11/2015; ; ; ; ;0;0;100;0;0;0;0;0;5;0;105;0;173616;1552873;409948;0;390302;162969;0;20897;463199;3173804;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826830;2012;0;0;0;0;0;6900;ASOCIACION AMIGOS DEL PARQUE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;50;0;0;0;3;0;2;0;55;0;0;766842;173967;0;166026;70348;0;12430;28262;1217875;233320;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
452491;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;20;0;0;0;0;0;1;0;21;0;0;232027;60296;0;56003;21364;0;4349;0;374039;0;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
9807355;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;183;1;0;0;0;0;10;0;193;1;135630;2551537;688174;0;639048;263625;0;50772;751234;5080020;0;0;19758;10025;0;4513;1911;0;0;0;36207;0;0;Bogotá;Bogotá;99;5
297826832;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;01/04/2012;31/03/2014; ;b;01/04/2012;31/03/2014;0;0;55;2;0;0;0;0;3;0;58;2;0;719047;183774;0;164658;68675;23192;11107;25196;1195649;0;0;10752;2898;0;2447;1027;0;0;0;17124;0;0;Bogotá;Bogotá;99;5
297826833;2012;0;0;0;0;0;0;0; ;b;31/01/2007;15/06/2016; ; ; ; ;a; ; ; ;a; ; ; ;0;0;256;0;0;0;26;0;8;0;290;0;699989;3644687;925157;0;902926;392172;18961;41543;618231;7243666;390715;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826834;2012;0;0;0;700;0;0;0; ; ; ; ; ; ; ; ;a; ; ; ; ; ; ; ;0;0;166;1;0;0;55;0;8;0;229;1;173191;2347495;584540;0;559921;231489;0;39640;175556;4111832;595199;0;11089;2513;0;2332;999;0;0;0;16933;0;0;Bogotá;Bogotá;99;5
452129;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;11;0;0;0;0;0;0;0;13;0;0;99630;21749;0;20944;8966;0;0;0;151289;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807356;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;10;0;0;0;0;0;0;0;12;0;0;75801;16547;0;15935;6822;0;0;0;115105;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807357;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;12;0;0;0;0;0;0;0;14;0;0;94855;20706;0;19940;8536;0;0;0;144037;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826941;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;29;0;0;0;1;0;2;0;32;0;47000;332739;80325;0;82351;34331;0;8956;26645;612347;10000;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826946;2012;220;200;0;400;0;0;0; ; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;0;0;88;0;0;0;3;0;4;0;95;0;106887;1359242;316918;0;306032;126436;0;20401;476165;2712081;67048;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826982;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;9;0;66;0;0;0;2;0;81;0;0;310800;67912;753339;205606;84196;0;12264;70060;1504177;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
296886228;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;93;0;0;0;23;0;0;0;116;0;156000;1652000;363440;0;346920;148680;0;0;89925;2756965;366079;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
297826663;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;28/01/2011;27/01/2014; ; ; ; ;0;0;2;0;37;0;7;0;3;0;49;0;0;110119;28753;557795;137422;54390;0;11575;108554;1008608;69359;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826985;2012;0;0;0;2000;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;29;0;0;0;20;0;2;0;51;0;0;486711;115355;0;109650;46136;0;7778;104054;869684;324128;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826986;2012;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;83;0;0;0;4;0;4;0;91;0;221427;1208987;305336;0;308668;128049;0;22545;126455;2321467;90737;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297838044;2012;0;0;0;507;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;7;0;0;0;20;0;2;0;29;0;0;170019;55793;0;33551;16650;0;13498;29631;319142;324844;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Tunja;99;5
409910;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;21;0;16;0;0;0;1;0;39;0;0;206336;45022;187241;64890;29910;0;5100;29094;567593;0;0;0;0;0;0;0;0;0;0;0;0;0;Manizales;Ibagué;99;5
450883;2012;0;0;0;0;0;0;0; ;b;21/04/2010;20/04/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;56;0;1;0;4;0;4;0;65;0;89900;726803;200156;16854;177097;74288;0;23922;27862;1336882;47220;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297839484;2012;0;0;354;3500;1000;0;0; ; ; ; ; ; ; ; ;a; ; ; ; ; ; ; ;0;0;46;0;13;0;0;0;2;2;61;2;68000;620015;149238;178793;154692;63609;0;9846;52366;1296559;0;0;0;0;0;0;0;0;10200;0;10200;0;0;Bogotá;Bogotá;99;5
299303284;2012;0;0;300;500;0;0;0; ; ; ; ; ; ; ; ; ;b;14/11/2011;10/11/2014; ; ; ; ;0;0;5;0;223;0;39;0;10;0;277;0;85367;289014;77191;3784647;707621;296304;38184;39652;48283;5366263;406097;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
337133;2012;0;0;0;1466;0;1900;CORPOSEPTIMA;a; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;0;0;49;0;0;0;0;0;3;0;52;0;143649;615634;167063;0;146191;67843;0;11958;137229;1289567;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
75000;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;3;0;1;0;7;0;0;43200;9431;0;9091;3888;0;6084;203;71897;45072;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
75007;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;0;6;0;0;0;7;0;0;24460;5124;0;5136;2201;0;0;0;36921;97020;0;0;0;0;0;0;0;0;0;0;540;0;Bogotá;Bogotá;99;5
410376;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;7;0;0;0;11;0;1;0;19;0;0;221556;48366;0;46624;19940;0;4522;5695;346703;155796;0;0;0;0;0;0;0;0;0;0;4627;0;Barranquilla;Santa Marta;99;5
296886229;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;13;3;0;0;35;0;1;0;49;3;0;397164;86701;0;83579;35745;0;6057;0;609246;602760;0;7637;1667;0;1607;687;0;0;0;11598;2299;0;Barranquilla;Santa Marta;99;5
296914023;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;6;0;0;0;9;0;0;55428;12099;0;11664;4988;0;0;4881;89060;122340;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
297718272;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;62;0;0;0;15;0;3;0;81;0;522665;65394;14409;0;109990;47040;0;15300;22308;797106;219060;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826922;2012;0;0;0;0;0;7237;PARQUE COMUNAL LA CABRERA; ; ; ; ; ; ; ; ; ;b;22/11/2012;21/11/2015; ;b;22/11/2012;21/11/2015;0;0;29;29;0;0;2;2;1;1;32;32;0;430405;98912;0;71300;32580;0;5100;70106;708403;26463;0;430405;245821;0;99750;40580;0;5100;0;821656;0;26463;Bogotá;Bogotá;99;5
451251;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;6;0;0;0;8;0;0;0;14;0;0;54965;12527;0;11438;4909;0;0;4878;88717;150829;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
451446;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;8;0;0;0;13;0;0;0;21;0;0;119172;38040;0;25026;10725;0;0;17964;210927;192480;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
455513;2012;0;0;0;33423;0;0;0; ;b;12/07/2011;24/06/2013; ;b;22/05/2010;21/05/2013; ;b;06/07/2012;15/07/2015; ;b;17/07/2012;16/07/2015;0;0;194;0;0;0;474;4;7;0;675;4;0;2745000;761162;0;702996;297050;0;34820;438973;4980001;5220000;0;0;0;0;0;0;0;0;0;0;1921;57600;Bogotá;Bogotá;99;5
9807403;2012;0;0;0;11141;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;37;1;0;0;53;1;0;357808;210000;0;77061;34065;0;0;12880;691814;469929;0;0;0;0;0;0;0;0;0;0;693;12700;Bogotá;Bogotá;99;5
297730683;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;10;0;0;0;28;0;1;0;39;0;0;83352;19664;0;18337;6181;0;5803;4131;137468;325099;0;0;0;0;0;0;0;0;0;0;0;0;Cali;Cali;99;5
296886232;2012;4000;0;0;0;0;0;0; ;b;22/11/2004;23/10/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;96;4;0;0;6;6;5;0;107;10;0;1065177;313241;0;264046;101829;657;25492;23284;1793726;57600;0;44382;13052;0;11002;4243;27;0;970;73676;0;53574;Bogotá;Bogotá;99;5
296886233;2012;1017;0;88000;0;0;0;0; ;b;22/11/2004;23/10/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;81;0;0;0;3;0;0;0;84;0;0;909677;245218;0;213703;85923;0;0;40507;1495028;30262;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
296886234;2012;0;0;0;0;0;0;0; ;b;22/11/2004;23/10/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;169;0;0;0;8;0;6;0;183;0;80301;1791544;560055;0;446554;177220;16767;26937;38804;3138182;80471;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
296886235;2012;0;0;0;0;0;0;0; ;b;22/11/2004;23/10/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;96;3;0;0;3;0;0;0;99;3;0;1017268;330110;0;245892;97455;14591;0;70445;1775761;31053;0;31790;10316;0;7684;3045;456;0;2201;55492;0;0;Bogotá;Bogotá;99;5
296886236;2012;0;0;0;0;0;0;0; ;b;11/11/2011;23/10/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;94;3;0;0;21;0;4;1;119;4;84230;940311;314708;0;241756;94475;16971;17174;51303;1760928;201651;0;30010;10044;0;7716;3015;542;4294;1637;57258;0;0;Bogotá;Bogotá;99;5
3834328;2012;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;69;0;0;0;40;0;0;0;109;0;95141;758578;178125;0;180826;75122;0;0;189663;1477455;594229;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826903;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;57;0;0;0;2;0;4;0;63;0;83985;543448;140950;0;131813;56679;0;16533;131388;1104796;35500;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
451463;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;19;0;0;0;0;0;1;0;22;0;0;286080;58240;0;48320;20250;0;5100;18036;436026;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
451466;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;29;0;0;0;0;0;0;0;29;0;0;312935;70171;0;62720;26073;0;0;140998;612897;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826734;2012;1680;691;150;25814;0;29064;FUNTESA; ;b;19/10/2012;18/10/2015; ;b;10/12/2012;09/12/2015; ;b;15/03/2013;14/03/2016;a; ; ; ;0;0;183;1;25;0;0;0;8;0;216;1;465438;2607740;691218;337500;647327;276452;0;37695;587638;5651008;0;0;17239;3772;0;3714;1551;0;0;0;26276;0;0;Bogotá;Bogotá;99;5
297826735;2012;0;0;0;0;0;0;0; ;b;20/05/2011;29/04/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;252;0;0;0;0;0;12;0;264;0;570848;3705293;916449;0;934042;389737;5007;68528;944774;7534678;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
452253;2012;0;0;0;0;0;0;0; ;b;21/01/2009;20/01/2015; ; ; ; ; ;b;13/01/2012;12/01/2015; ;b;13/01/2012;12/01/2015;0;0;219;12;0;0;48;3;0;0;267;15;0;1517763;464347;0;339921;133203;0;0;442274;2897508;917855;0;87957;34820;0;19086;7916;0;0;17389;167168;1283;57366;Bogotá;Bogotá;99;5
296886239;2012;0;0;0;0;0;0;0; ; ; ; ; ;b;13/01/2012;12/01/2015; ;b;13/01/2012;12/01/2015; ; ; ; ;0;0;123;10;0;0;91;1;0;0;214;11;0;1071527;327362;0;258269;101030;0;0;240567;1998755;1033987;0;77890;22263;0;16903;7010;0;0;10221;134287;5250;11362;Manizales;Ibagué;99;5
452256;2012;0;0;0;0;0;0;0; ;b;27/06/2006;26/06/2013; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;24;1;21;0;1;0;46;1;0;0;0;653724;118554;48964;0;5173;8872;835287;359374;0;0;0;25975;4298;1839;0;0;1492;33604;9640;0;Manizales;Ibagué;99;5
297826882;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;30;0;0;0;0;0;2;0;32;0;0;417289;92177;0;82476;34061;0;11508;132945;770456;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826889;2012;0;0;0;0;0;0;0; ;b;29/08/2001;24/10/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;124;0;0;0;4;0;6;0;134;0;133884;1580548;417804;0;383426;159569;0;30000;415771;3121002;63264;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826988;2012;0;0;500;2000;0;0;0; ; ; ; ; ; ; ; ; ;b;30/12/2009;30/11/2012; ;b;30/12/2009;30/11/2012;2;0;45;5;0;0;0;0;2;0;49;5;0;480000;120000;0;81600;38400;0;10000;37000;767000;0;0;7100;1769;0;1200;568;0;0;0;10637;0;0;Bogotá;Bogotá;99;5
457978;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;10;0;0;0;0;0;10;0;0;0;0;113544;12814;6300;0;0;0;132658;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
457979;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;0;2;0;0;0;0;0;4;0;0;13900;2900;19900;4500;2100;0;0;0;43300;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297718280;2012;0;0;0;200;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;0;0;24;0;0;0;2;0;26;0;0;0;0;234567;27345;13790;0;9200;1683;286585;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
451402;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;17;0;0;0;1;0;21;0;0;59029;13174;291042;48497;19198;0;4250;14846;450036;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826991;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;7;0;0;0;0;0;0;0;11;0;83493;98077;29091;0;36434;14998;0;0;6244;268337;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807346;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;15;0;0;0;0;0;0;0;18;0;0;209937;42000;0;44429;19395;0;0;9660;325421;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807408;2012;0;0;0;0;0;0;0; ;b;26/08/2013;27/08/2016; ; ; ; ; ; ; ; ; ; ; ; ;1;0;32;0;33;0;0;0;4;0;70;0;0;316800;63635;549454;116708;50394;0;16477;50176;1163644;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826672;2012;1200;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;01/01/2006;31/12/2009; ;b;01/01/2006;31/12/2009;1;0;31;0;1;0;0;0;1;0;34;0;186350;250375;66089;10051;82076;35256;0;5100;37149;672446;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826767;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;14;0;0;0;0;0;1;0;17;0;0;169263;39014;0;39191;16032;0;5103;13067;281670;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297838058;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;0;0;1;0;33;0;0;0;37;0;0;0;0;22500;3393;1418;0;0;900;28211;483915;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827017;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;26;0;0;0;0;0;0;0;28;0;0;256296;133028;0;49057;26975;21018;0;17857;504231;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826945;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;32;0;0;0;0;0;2;0;34;0;110016;452552;130162;0;119236;46387;0;7773;37303;903429;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297838050;2012;0;0;0;2950;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;2;9;0;0;0;1;1;26;3;0;222425;52562;195554;58078;29910;0;5940;8932;573401;0;0;13800;3472;0;4138;1247;0;5940;823;29420;0;0;Bogotá;Leticia;99;5
299303287;2012;0;0;0;360;0;1588;asociacion amigos del parque 93; ; ; ; ; ; ; ; ;a; ; ; ; ; ; ; ;0;0;37;1;0;0;1;0;2;0;40;1;0;604228;151422;0;140161;57796;0;10625;251044;1215276;9601;0;26400;6072;0;5808;2376;0;0;0;40656;13543;0;Bogotá;Bogotá;99;5
9815066;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;24;0;0;0;0;0;1;0;25;0;0;197078;39832;0;35012;14513;0;3940;10279;300654;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
