Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;Sede;Subsede;NOVEDAD;ESTADO
10209451;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;4;0;0;0;0;0;0;0;4;0;0;47906;10206;0;10458;4335;0;0;3070;75975;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823688;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297821685;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;0;5;0;0;0;0;0;7;0;0;16580;3462;50105;11644;4894;0;0;0;86685;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
450816;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;12;0;5;0;1;0;19;0;0;0;0;215250;25009;10567;0;5103;33632;289561;116647;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
74977;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;25;0;0;0;0;0;0;0;25;0;0;249339;50925;0;49708;19208;0;0;21607;390787;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
407032;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;13;0;0;0;5;0;1;0;19;0;0;179000;65000;0;38100;17000;0;5400;0;304500;117000;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827928;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;22;0;0;0;0;0;1;0;24;0;0;202942;45523;0;42155;18404;0;6614;20165;335803;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297824160;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297834339;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;2;0;0;9000;2500;0;1450;820;0;0;0;13770;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297822959;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297822527;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;4;2;1;0;0;0;0;0;5;2;0;138729;28193;10492;25560;11014;0;0;0;213988;0;0;15288;3184;0;3214;1375;0;0;0;23061;0;0;Bogotá;Bogotá;99;5
297826739;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;60;0;0;0;0;0;4;0;64;0;165218;838483;214759;0;221881;92923;0;19627;217401;1770292;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823552;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;15;0;0;0;0;0;1;0;17;0;0;166248;89773;0;36342;14983;0;6427;11800;325573;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297822516;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;21225;9500;0;4350;1900;0;0;0;36975;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
449312;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297825166;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;0;0;0;0;2;1;0;7200;3888;0;1800;648;0;0;0;13536;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297820854;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;1;0;0;0;0;0;0;0;3;0;0;6900;1380;0;1104;483;0;0;738;10605;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823234;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;20500;6800;0;4200;1800;0;0;0;33300;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826977;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;19;0;0;0;0;0;31;0;0;159858;34644;188368;61972;26936;0;0;25186;496964;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807394;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;14;0;0;0;1;0;27;0;0;182492;37330;137138;44795;19818;0;5599;0;427172;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826749;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;419501;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823613;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;0;0;0;0;0;0;3;3;10200;10200;2175;0;3175;1440;0;0;0;27190;0;0;200;100;0;40;20;0;0;0;360;0;0;Bogotá;Bogotá;99;5
297827058;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;20520;4340;0;3345;1445;0;0;0;29650;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823853;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;2;0;0;0;0;0;0;0;4;0;0;13800;3500;0;2800;1200;0;0;1284;22584;0;0;0;0;0;0;0;0;0;0;0;5000;0;Bogotá;Bogotá;99;5
297824060;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297824123;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;4;0;0;0;0;0;0;0;5;0;0;38749;7750;0;6457;3503;0;0;0;56459;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823455;2012;0;100;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;2;0;2;0;0;0;0;0;0;0;4;0;1900;22800;9000;0;6840;1824;0;0;0;42364;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823642;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;2;0;0;0;0;0;0;0;4;0;0;21864;4398;0;4097;1858;0;0;2232;34449;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297818827;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;21864;4398;0;4097;1858;0;0;2232;34449;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823431;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;22500;4950;0;3750;1900;0;0;0;33100;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297839499;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;10;0;0;0;0;0;0;0;10;0;0;74840;15285;0;12258;5587;0;0;8124;116094;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823062;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;20420;6500;0;4800;2100;0;0;0;33820;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827337;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;29;0;0;0;0;0;0;0;30;0;0;221518;46819;0;46086;19796;0;0;23595;357814;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
413402;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;9;0;0;0;0;0;0;0;10;0;0;61604;18320;0;12300;5500;0;0;6486;104210;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297822677;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;1;0;0;0;0;0;0;0;3;0;0;7201;1560;0;1431;614;0;0;0;10806;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826662;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;123;0;0;0;60;0;0;0;183;0;119500;1702382;419342;0;395460;158815;0;0;65328;2860827;754763;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297822990;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;10;0;0;0;0;0;12;0;0;0;0;112600;21400;8100;0;0;9700;151800;0;0;0;0;0;0;0;0;0;0;0;5100;0;Bogotá;Bogotá;99;5
450886;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;28827;6293;0;4737;2028;0;0;1883;43768;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823265;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297839769;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;11560;2105;664;0;0;728;15057;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823601;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;22836;4800;0;3900;1650;0;0;0;33186;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297821402;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;13601;2722;0;2177;953;0;0;0;19453;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
10207645;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;7;0;0;0;0;0;0;0;7;0;0;75264;32500;0;16800;7500;0;0;0;132064;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823258;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297819921;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;22440;4899;0;6510;2019;0;0;0;35868;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
408533;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;03/05/2012;02/05/2015; ;b;03/05/2012;02/05/2015;2;0;18;0;0;0;0;0;1;0;21;0;0;157464;75200;0;29300;12500;0;5305;0;279769;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
450869;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;22;0;0;0;8;0;2;0;32;0;0;250858;55129;0;43873;19485;0;11039;16732;397116;98000;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826835;2012;0;1200;0;350;0;150;IGLESIA DE LOURDES; ; ; ; ; ; ; ; ; ;b;15/11/2010;15/11/2013; ;b;15/11/2010;15/11/2013;0;0;4;4;34;34;0;0;0;0;38;38;0;89816;45219;526055;97670;39848;0;0;24326;822934;0;0;89816;45219;526055;97670;39848;0;0;0;798608;0;0;Bogotá;Bogotá;99;5
165923;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;20402;4885;0;4182;1836;0;0;2440;33745;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826497;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;14765;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297820374;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297819999;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;5;0;0;0;0;0;0;0;7;0;0;67152;14661;0;12527;5747;0;0;0;100087;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823669;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;0;0;0;0;3;0;0;20402;4200;0;3500;1836;0;0;2419;32357;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
10207689;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297834076;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;1;0;0;0;0;0;0;0;4;0;0;7614;1836;0;2248;613;0;0;0;12311;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441267;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;26;0;0;0;0;0;26;0;0;0;0;302284;42747;22060;0;0;0;367091;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441565;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;7;0;0;0;0;0;7;0;0;0;0;86353;17292;6294;0;0;0;109939;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441566;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;49727;9927;3626;0;0;0;63280;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441567;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;73906;14798;5405;0;0;0;94109;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441568;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;40580;6870;2617;0;0;0;50067;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441569;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;38253;7641;2791;0;0;0;48685;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441570;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;59933;11966;4382;0;0;0;76281;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
450863;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;3;0;0;0;0;0;0;0;4;0;0;21864;4398;0;4097;1858;0;0;2232;34449;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297823534;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;13700;2766;0;2203;1023;0;0;0;19692;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
299303246;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;4;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;65034;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297824086;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;0;0;12;0;0;84306;18214;0;15100;7900;0;0;6411;131931;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
447079;2012;0;0;0;0;0;0;0; ;b;08/02/2012;07/02/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;46;0;4;0;0;0;2;0;52;0;183954;604069;161596;47393;170288;70204;0;8969;170908;1417381;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826870;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;215;0;0;0;33;0;11;0;259;0;0;3458774;850538;0;792984;330358;51242;61985;630761;6176642;389203;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826640;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;21;0;0;0;2;0;35;0;0;122736;63823;370115;111708;37294;0;12303;16946;734925;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826980;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;55;0;0;0;0;0;2;0;57;0;101283;643129;161623;0;163340;66948;0;10866;167166;1314355;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
299304555;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;0;0;12;0;0;132152;64200;0;32200;11650;0;0;0;240202;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826975;2012;0;0;0;0;0;4840;FUNTESA; ; ; ; ; ; ; ; ; ;b;28/01/2011;27/01/2014; ; ; ; ;0;0;29;0;0;0;0;0;2;0;31;0;69742;462067;175600;0;103816;42933;0;6834;78441;939433;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297839506;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;0;0;84;0;0;0;87;0;0;34074;7125;0;6977;3696;0;0;0;51872;920350;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807441;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;6;0;0;0;0;0;0;0;7;0;0;52120;11324;0;10251;4253;0;0;19823;97771;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
9807448;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;28;0;0;0;0;0;1;0;29;0;83063;409569;89911;0;93943;35600;0;4675;60199;776960;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
441825;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;38;0;12;0;1;0;52;0;0;63440;15292;416232;88943;37138;0;4756;25951;651752;207474;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
9795548;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;28;0;0;0;0;0;0;0;29;0;0;216000;47520;0;45360;19440;0;0;0;328320;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Villavicencio;99;5
297826990;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;45;0;0;0;0;0;2;0;47;0;0;739968;147995;0;118479;54795;0;8775;258415;1328427;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826738;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;258;0;0;0;33;0;15;0;306;0;0;4501190;1133624;0;1013092;428849;0;78696;572906;7728357;696637;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297839497;2012;0;0;0;10873;0;0;0; ;b;07/03/2011;07/03/2014; ;b;07/03/2011;07/03/2014; ; ; ; ; ; ; ; ;0;0;43;0;0;0;0;0;4;0;47;0;170867;415428;116814;0;109538;48153;6177;18205;30624;915806;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826642;2012;0;0;0;0;0;0;0; ;b;14/10/2012;14/10/2014; ; ; ; ; ; ; ; ; ; ; ; ;0;0;180;0;0;0;24;0;14;0;218;0;0;2986020;657810;0;755450;301424;33155;67354;114944;4916157;380861;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297718322;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;19;0;0;0;5;0;1;0;25;0;0;199864;70323;0;39972;17988;0;6594;0;334741;147522;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297826647;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;2;0;10;0;0;0;0;0;12;0;0;15474;3478;105279;21200;7800;0;0;7281;160512;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
103459;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;0;0;12;0;0;118307;25900;0;25024;10731;0;0;10206;190168;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
299303285;2012;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ; ; ; ; ;2;0;25;0;0;0;0;0;0;0;27;0;0;178763;40281;0;33554;14678;0;0;15163;282439;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
448987;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;a; ; ; ;a; ; ; ;0;0;0;0;95;1;20;0;4;0;119;1;0;0;0;1602784;283174;118262;0;14791;79444;2098455;196435;0;0;0;18089;3198;1336;0;0;0;22623;0;0;Bogotá;Bogotá;99;5
297730503;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;8;0;0;0;12;0;0;0;20;0;0;85772;32152;0;18731;7688;0;0;16038;160381;119812;0;0;0;0;0;0;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
297718312;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;36;0;0;0;0;0;3;0;39;0;0;617490;178917;0;138254;56928;0;13176;406;1005171;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297718302;2012;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ; ; ; ; ;0;0;180;0;0;0;24;0;10;0;214;0;0;2986020;657810;0;755450;301424;33155;34374;114944;4883177;380861;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297822448;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;17;0;0;0;0;0;1;0;18;0;0;238318;57070;0;52927;18375;0;5094;6970;378754;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297839505;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;104;0;0;0;24;0;3;0;131;0;0;1804570;415377;0;384088;162821;0;11990;143982;2922828;273287;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297821308;2012;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;44;0;0;0;0;0;0;0;44;0;82757;408354;100455;0;101204;43276;0;0;6487;742533;0;0;0;0;0;0;0;0;0;0;0;0;0;Bogotá;Bogotá;99;5
