Nro_Orden_Establecimiento;Periodo;C3RHE3;C3RHE4;C4VERTIADAPT;C6GAA1f;C3RHD1PTRV;C3RHD2PPVP;C3RHD3PMSV;MULTAVERT;C3RHD4TGTV;C3RHB1TAR;C3RHB2a;C3RHB2b;C3RHB2c;C3RHB2d;C3RHB3a3A;C3RHB3b3A;C3RHB3c3A;C3RHB3d3A;C3RHB3eT3A;C3RHB3a3B;C3RHB3b3B;C3RHB3c3B;C3RHB3d3B;C3RHB3eT3B;C3RHB4VAL;Sede;Subsede;NOVEDAD;ESTADO
9787477;2012;0;0;0;0;163;0;0;0;163;NO; ; ; ; ;0;0;0;0;0;6534;0;0;0;6534;14007;Medellín;Medellín;99;5
297826674;2012;0;0;0;0;2319;0;0;0;2319;SI;a; ; ; ;17273;0;0;0;17273;0;0;0;0;0;0;Medellín;Medellín;99;5
297730522;2012;0;523;400;0;45;0;0;0;45;SI; ;b; ; ;265;0;0;0;265;27625;0;0;0;27625;46078;Medellín;Medellín;99;5
377233;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;3563;0;0;0;3563;1902;Manizales;Armenia;99;5
378275;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;1309;0;1309;0;Medellín;Quibdó;99;5
296886268;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;3960;0;3960;0;Medellín;Medellín;99;5
451504;2012;200;336;1200;0;0;0;0;0;0;SI;a; ; ; ;0;0;1300;0;1300;0;0;766;0;766;0;Medellín;Medellín;99;5
297826643;2012;0;0;4340;0;18186;0;0;0;18186;NO; ; ; ; ;0;0;0;0;0;34031;0;0;0;34031;55276;Medellín;Medellín;99;5
452356;2012;0;0;0;0;273;0;0;0;273;NO; ; ; ; ;0;0;0;0;0;22720;0;0;0;22720;23401;Medellín;Medellín;99;5
297718296;2012;0;0;0;0;123;0;0;0;123;NO; ; ; ; ;0;0;0;0;0;4993;0;0;0;4993;8020;Medellín;Medellín;99;5
297826775;2012;0;0;0;0;140;0;0;0;140;NO; ; ; ; ;0;0;0;0;0;2880;0;0;0;2880;2050;Medellín;Medellín;99;5
297839795;2012;1600;540;300;1440;0;218;0;0;218;SI; ;b; ; ;0;280;0;0;280;0;60;0;0;60;0;Medellín;Medellín;99;5
451499;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;50562;0;0;0;50562;128920;Medellín;Medellín;99;5
452297;2012;13970;621;2000;0;0;336;0;0;336;SI; ; ; ;d;0;43876;26200;0;70076;0;0;0;0;0;0;Medellín;Medellín;99;5
452330;2012;0;0;0;0;2380;0;0;0;2380;NO; ; ; ; ;0;0;0;0;0;3642;0;0;0;3642;13253;Medellín;Medellín;99;5
297718304;2012;0;0;0;0;160;0;0;0;160;NO; ; ; ; ;0;0;0;0;0;6552;0;0;0;6552;10515;Medellín;Medellín;99;5
297823386;2012;0;0;0;0;96;0;0;0;96;NO; ; ; ; ;0;0;0;0;0;3815;0;0;0;3815;5875;Medellín;Medellín;99;5
297823000;2012;0;0;0;0;90;0;0;0;90;NO; ; ; ; ;0;0;0;0;0;8484;0;0;0;8484;13303;Medellín;Medellín;99;5
297823579;2012;0;0;1500;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;4160;0;0;4160;0;Medellín;Medellín;99;5
297823739;2012;0;0;0;0;121;0;0;0;121;NO; ; ; ; ;0;0;0;0;0;9626;0;0;0;9626;13270;Medellín;Medellín;99;5
452170;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;13250;0;0;13250;3022;Medellín;Medellín;99;5
452474;2012;0;0;0;0;20;0;0;0;20;NO; ; ; ; ;0;0;0;0;0;5490;0;0;0;5490;2451;Medellín;Medellín;99;5
297823606;2012;0;0;0;0;1825;0;0;0;1825;NO; ; ; ; ;0;0;0;0;0;0;3186;0;0;3186;4213;Medellín;Medellín;99;5
297823404;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;4200;0;0;4200;0;Medellín;Medellín;99;5
297718335;2012;0;0;0;0;358;0;0;0;358;SI;a; ; ; ;0;0;1343;0;1343;0;0;0;0;0;0;Medellín;Medellín;99;5
411323;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;460530;0;0;0;460530;0;Medellín;Medellín;99;5
443827;2012;0;0;0;0;312;0;0;0;452;NO; ; ; ; ;0;0;0;0;0;12594;0;0;0;12594;23829;Medellín;Medellín;99;5
2506951;2012;0;0;0;0;523;0;0;0;523;NO; ; ; ; ;0;0;0;0;0;13879;0;0;0;13879;17068;Medellín;Medellín;99;5
445470;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;10028;0;0;10028;0;Medellín;Medellín;99;5
297823428;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;13520;0;0;0;13520;0;Medellín;Medellín;99;5
297823893;2012;3500;4560;1200;0;0;0;0;0;0;SI;a; ; ; ;0;4200;0;0;4200;0;0;0;0;0;0;Medellín;Medellín;99;5
444270;2012;0;0;0;0;193;0;0;0;193;NO; ; ; ; ;0;0;0;0;0;7928;0;0;0;7928;12669;Medellín;Medellín;99;5
297839768;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;4604;0;0;0;4604;7958;Medellín;Medellín;99;5
10400085;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;4050;0;0;0;4050;6480;Medellín;Medellín;99;5
451490;2012;0;125;1713;0;144;0;0;0;144;SI;a; ; ; ;510;0;0;0;510;8626;0;0;0;8626;5427;Manizales;Pereira;99;5
297839503;2012;5000;150;300;3000;350;150;0;0;500;SI; ;b; ; ;0;290;0;0;290;0;10;0;0;10;300;Manizales;Pereira;99;5
452201;2012;585;931;846;0;4579;0;0;0;4579;SI; ; ;c; ;0;2488;0;0;2488;0;0;0;0;0;0;Manizales;Pereira;99;5
297826921;2012;4000;1000;2400;1000;5500;130;0;0;5630;SI; ;b; ; ;29000;0;0;0;29000;9585;0;0;0;9585;48000;Manizales;Pereira;99;5
297730463;2012;0;0;0;0;8041;0;0;0;8041;NO; ; ; ; ;0;0;0;0;0;4993;0;0;0;4993;8110;Manizales;Pereira;99;5
297826808;2012;0;30;1;0;0;0;0;0;0;SI; ;b; ; ;3540;0;0;0;3540;0;0;0;0;0;5658;Manizales;Pereira;99;5
444234;2012;0;0;0;0;260;0;0;0;260;NO; ; ; ; ;0;0;0;0;0;2400;0;0;0;2400;5400;Manizales;Pereira;99;5
297822881;2012;0;0;0;0;1325;2647;0;0;3972;NO; ; ; ; ;0;0;0;0;0;2340;0;0;0;2340;6072;Manizales;Pereira;99;5
442868;2012;0;0;0;0;240;0;0;0;240;NO; ; ; ; ;0;0;0;0;0;2700;0;0;0;2700;2274;Cali;Pasto;99;5
452303;2012;28000;4000;20000;0;676;0;0;0;676;SI; ; ;c; ;0;61734;0;0;61734;0;0;0;0;0;0;Manizales;Pereira;99;5
455706;2012;850;630;476;0;464;0;0;0;464;SI; ; ;c; ;1576;0;0;0;1576;5886;0;0;0;5886;3993;Manizales;Armenia;99;5
297826721;2012;0;100;1834;0;125;0;0;0;125;SI; ; ;c; ;0;0;4400;0;4400;0;0;0;0;0;0;Manizales;Armenia;99;5
297826720;2012;0;140;1;0;0;0;0;0;0;SI; ;b; ; ;0;0;3500;0;3500;0;0;0;0;0;0;Manizales;Armenia;99;5
297826981;2012;0;6074;10571;0;328;0;0;0;328;SI; ; ;c; ;0;22818;0;0;22818;0;0;1456;0;1456;0;Manizales;Armenia;99;5
455775;2012;0;670;600;0;178;98;0;0;276;NO; ; ; ; ;0;0;0;0;0;1;0;0;0;1;2990;Manizales;Armenia;99;5
298581;2012;0;360;200;514;160;3500;0;0;3660;SI; ; ;c; ;0;0;4584;0;4584;0;0;730;0;730;0;Manizales;Armenia;99;5
297826797;2012;0;0;0;487;2642;0;0;0;2642;NO; ; ; ; ;0;0;0;0;0;74238;0;0;0;74238;105349;Barranquilla;Cartagena;99;5
297827001;2012;0;0;0;0;2121;0;0;0;2121;NO; ; ; ; ;0;0;0;0;0;68194;0;0;0;68194;115726;Barranquilla;Cartagena;99;5
9815993;2012;0;10800;12000;6000;0;0;0;0;0;SI; ; ;c; ;0;0;99200;0;99200;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
9815995;2012;0;68418;10200;0;0;0;0;0;0;SI; ; ; ;d;0;0;34272;0;34272;0;0;0;0;0;0;Barranquilla;San Andrés;99;5
296914001;2012;0;15800;7900;0;0;0;0;0;0;SI; ; ; ;d;0;192979;0;0;192979;0;0;0;0;0;0;Barranquilla;Cartagena;99;5
296914050;2012;0;43400;8300;0;0;0;0;0;0;SI; ; ; ;d;0;0;41895;0;41895;0;0;0;0;0;0;Barranquilla;San Andrés;99;5
297826809;2012;20000;0;0;0;0;0;0;0;0;SI;a; ; ; ;135061;0;0;0;135061;0;0;0;0;0;391081;Barranquilla;Cartagena;99;5
297826810;2012;0;0;0;5000;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;46734;0;0;0;46734;72000;Barranquilla;Cartagena;99;5
299303286;2012;0;0;0;0;197;0;0;0;197;NO; ; ; ; ;0;0;0;0;0;5492;0;0;0;5492;10707;Barranquilla;Cartagena;99;5
297826876;2012;0;0;0;0;2361;0;0;0;2361;NO; ; ; ; ;0;0;0;0;0;76185;0;0;0;76185;127016;Barranquilla;Cartagena;99;5
297826879;2012;0;0;0;9600;6150;0;0;0;6150;NO; ; ; ; ;0;0;0;0;0;197764;0;0;0;197764;350415;Barranquilla;Cartagena;99;5
296886257;2012;0;0;0;0;2915;0;0;0;2915;NO; ; ; ; ;0;0;0;0;0;93750;0;0;0;93750;161229;Barranquilla;Cartagena;99;5
297827968;2012;0;0;0;0;3006;0;0;0;3006;NO; ; ; ; ;0;0;0;0;0;126072;0;0;0;126072;117985;Barranquilla;Cartagena;99;5
296886212;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;3458;0;3458;0;Barranquilla;Cartagena;99;5
297826719;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;1809;0;1809;0;Barranquilla;Cartagena;99;5
297718273;2012;0;0;0;0;189;0;0;0;189;NO; ; ; ; ;0;0;0;0;0;5269;0;0;0;5269;10864;Barranquilla;Cartagena;99;5
297826971;2012;0;0;0;0;71;0;0;0;71;NO; ; ; ; ;0;0;0;0;0;2290;0;0;0;2290;4399;Barranquilla;Cartagena;99;5
297826877;2012;0;0;0;0;192;0;0;0;192;NO; ; ; ; ;0;0;0;0;0;6188;0;0;0;6188;10276;Barranquilla;Cartagena;99;5
441879;2012;0;0;0;2000;126;0;0;0;126;NO; ; ; ; ;0;0;0;0;0;3609;0;0;0;3609;6636;Barranquilla;Cartagena;99;5
312167;2012;0;0;0;4800;76;0;0;0;76;NO; ; ; ; ;0;0;0;0;0;1652;0;0;0;1652;4973;Barranquilla;Cartagena;99;5
9816010;2012;0;0;0;0;112;0;0;0;112;NO; ; ; ; ;0;0;0;0;0;3634;0;0;0;3634;6280;Barranquilla;Cartagena;99;5
374311;2012;0;0;0;0;249;0;0;0;249;NO; ; ; ; ;0;0;0;0;0;7528;0;0;0;7528;19371;Barranquilla;Cartagena;99;5
297718327;2012;0;3342;1200;0;581;0;0;0;581;SI; ; ;c; ;2650;0;0;0;2650;17600;0;0;0;17600;42107;Barranquilla;Cartagena;99;5
297820391;2012;0;0;0;0;1124;0;0;0;1124;NO; ; ; ; ;0;0;0;0;0;29364;0;0;0;29364;61231;Barranquilla;Cartagena;99;5
297818576;2012;0;720;0;0;1971;0;0;0;1971;NO; ; ; ; ;0;0;0;0;0;63376;0;0;0;63376;99000;Barranquilla;Cartagena;99;5
299303292;2012;0;0;0;0;35;0;0;0;35;NO; ; ; ; ;0;0;0;0;0;997;0;0;0;997;2014;Barranquilla;Cartagena;99;5
299303278;2012;0;0;0;0;0;1250;0;0;1250;NO; ; ; ; ;0;0;0;0;0;0;0;7056;0;7056;0;Barranquilla;Cartagena;99;5
452424;2012;0;0;0;0;739;0;0;0;739;NO; ; ; ; ;0;0;0;0;0;20604;0;0;0;20604;39024;Barranquilla;Cartagena;99;5
441848;2012;0;0;0;0;435;0;0;0;435;NO; ; ; ; ;0;0;0;0;0;12124;0;0;0;12124;23413;Barranquilla;Cartagena;99;5
394535;2012;0;0;0;0;299;0;0;0;299;NO; ; ; ; ;0;0;0;0;0;5459;0;0;0;5459;10177;Barranquilla;Cartagena;99;5
409328;2012;0;0;0;0;59;0;0;0;59;NO; ; ; ; ;0;0;0;0;0;1889;0;0;0;1889;3929;Barranquilla;Cartagena;99;5
441881;2012;0;0;0;0;128;0;0;0;128;NO; ; ; ; ;0;0;0;0;0;3584;0;0;0;3584;7526;Barranquilla;Cartagena;99;5
297822760;2012;0;0;0;3600;178;0;0;0;178;NO; ; ; ; ;0;0;0;0;0;5427;0;0;0;5427;9935;Barranquilla;Cartagena;99;5
9798639;2012;0;0;0;0;249;0;0;0;249;NO; ; ; ; ;0;0;0;0;0;7014;0;0;0;7014;12836;Barranquilla;Cartagena;99;5
406282;2012;0;0;0;0;213;0;0;0;213;NO; ; ; ; ;0;0;0;0;0;6000;0;0;0;6000;14675;Barranquilla;Cartagena;99;5
441855;2012;0;0;0;0;211;0;0;0;211;NO; ; ; ; ;0;0;0;0;0;6807;0;0;0;6807;13942;Barranquilla;Cartagena;99;5
297826740;2012;0;0;0;0;1055;0;0;0;1055;NO; ; ; ; ;0;0;0;0;0;18683;0;0;0;18683;14234;Bucaramanga;Cúcuta;99;5
297826883;2012;0;0;0;0;1853;0;0;0;1853;NO; ; ; ; ;0;0;0;0;0;34856;0;0;0;34856;32800;Bucaramanga;Cúcuta;99;5
297826884;2012;0;0;0;0;609;0;0;0;609;NO; ; ; ; ;0;0;0;0;0;20902;0;0;0;20902;9445;Bucaramanga;Cúcuta;99;5
297826885;2012;0;0;0;0;238;0;0;0;238;NO; ; ; ; ;0;0;0;0;0;4215;0;0;0;4215;3693;Bucaramanga;Cúcuta;99;5
297826901;2012;0;0;0;0;750;0;0;0;750;NO; ; ; ; ;0;0;0;0;0;13280;0;0;0;13280;11632;Bucaramanga;Cúcuta;99;5
297826747;2012;0;0;0;0;233;0;0;0;233;NO; ; ; ; ;0;0;0;0;0;4128;0;0;0;4128;4566;Bucaramanga;Cúcuta;99;5
452108;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;3030;0;0;0;3030;57584;0;0;0;57584;43018;Manizales;Ibagué;99;5
297826829;2012;0;1220;1;0;137;0;0;0;137;SI;a; ; ; ;3663;0;0;0;3663;0;0;0;0;0;1570;Manizales;Ibagué;99;5
297818881;2012;0;0;0;0;328;0;0;0;328;NO; ; ; ; ;0;0;0;0;0;7411;0;0;0;7411;3642;Manizales;Ibagué;99;5
296914042;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;88200;0;0;0;88200;9944;Bogotá;Bogotá;99;5
297826886;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;25033;0;0;0;25033;18274;Manizales;Ibagué;99;5
452553;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;17797;0;0;0;17797;12992;Manizales;Ibagué;99;5
297826772;2012;0;0;0;0;225;0;0;0;225;NO; ; ; ; ;0;0;0;0;0;5074;0;0;0;5074;2492;Manizales;Ibagué;99;5
297826673;2012;0;0;0;0;234;0;0;0;234;NO; ; ; ; ;0;0;0;0;0;5286;0;0;0;5286;2582;Manizales;Ibagué;99;5
297718320;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;364;0;0;0;364;3283;0;0;0;3283;831;Bogotá;Bogotá;99;5
299303282;2012;0;0;0;0;122;0;0;0;122;NO; ; ; ; ;0;0;0;0;0;2763;0;0;0;2763;1324;Manizales;Ibagué;99;5
297826947;2012;0;1336;1;0;566;0;0;0;566;SI;a; ; ; ;810;0;0;0;810;15366;0;0;0;15366;7750;Manizales;Ibagué;99;5
449238;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;2590;0;2590;0;Bogotá;Villavicencio;99;5
2959356;2012;0;24348;24720;0;0;0;0;0;0;SI;a; ; ; ;440377;0;0;0;440377;0;0;0;0;0;0;Manizales;Ibagué;99;5
296914033;2012;0;794;1323;0;1473;0;0;0;1473;SI;a; ; ; ;138242;0;0;0;138242;0;0;0;0;0;74906;Manizales;Ibagué;99;5
297839488;2012;0;1;645;387;0;48824;0;0;48824;SI;a; ; ; ;0;69121;0;0;69121;0;0;0;0;0;0;Manizales;Ibagué;99;5
297822615;2012;0;5320;950;0;0;0;0;0;0;SI;a; ; ; ;0;16670;0;0;16670;0;0;0;0;0;0;Manizales;Ibagué;99;5
297826644;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1484;0;0;0;1484;1976;Medellín;Monteria;99;5
297826972;2012;0;0;0;0;1732;0;0;0;1732;NO; ; ; ; ;0;0;0;0;0;7050;0;0;0;7050;6374;Bogotá;Neiva;99;5
377622;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;12174;0;0;0;12174;11139;Bogotá;Neiva;99;5
297826505;2012;0;0;0;0;184;0;0;0;184;NO; ; ; ; ;0;0;0;0;0;3584;0;0;0;3584;3371;Bogotá;Neiva;99;5
297826918;2012;0;0;2500;0;2850;0;0;0;2850;NO; ; ; ; ;0;0;0;0;0;4716;0;0;0;4716;4150;Bogotá;Neiva;99;5
297826954;2012;0;0;0;0;455;0;0;0;455;NO; ; ; ; ;0;0;0;0;0;9850;0;0;0;9850;8065;Bogotá;Neiva;99;5
458176;2012;1000;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;8528;122;0;0;8650;44;Bogotá;Neiva;99;5
444031;2012;300;250;500;1000;0;0;0;0;0;SI;a; ; ; ;0;10665;0;0;10665;0;60435;0;0;60435;0;Bogotá;Neiva;99;5
377732;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;0;0;657;0;657;0;Cali;Pasto;99;5
297839490;2012;0;0;0;0;512;0;0;0;512;NO; ; ; ; ;0;0;0;0;0;5772;0;0;0;5772;4862;Cali;Pasto;99;5
299303258;2012;0;0;0;0;22;0;0;0;22;NO; ; ; ; ;0;0;0;0;0;4834;0;0;0;4834;4507;Cali;Pasto;99;5
297826853;2012;0;0;0;0;454;0;0;0;454;NO; ; ; ; ;0;0;0;0;0;5116;0;0;0;5116;4636;Cali;Pasto;99;5
296886267;2012;0;0;0;0;31;0;0;0;31;NO; ; ; ; ;0;0;0;0;0;8971;0;0;0;8971;2437;Cali;Pasto;99;5
297838027;2012;0;0;0;0;226;0;0;0;226;NO; ; ; ; ;0;0;0;0;0;2470;0;0;0;2470;2820;Cali;Pasto;99;5
297820038;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1095;0;0;0;1095;288;Cali;Pasto;99;5
297823391;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1012;0;0;0;1012;634;Cali;Pasto;99;5
297823966;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1643;0;0;0;1643;432;Cali;Pasto;99;5
443904;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1314;0;0;0;1314;61;Cali;Pasto;99;5
452007;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;657;0;0;0;657;81;Cali;Pasto;99;5
297822291;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;876;0;0;0;876;114;Cali;Pasto;99;5
299303277;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;438;0;0;0;438;96;Cali;Pasto;99;5
190072;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1514;0;0;0;1514;102;Cali;Pasto;99;5
299304532;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;493;0;0;0;493;48;Cali;Pasto;99;5
297819287;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;730;0;0;0;730;140;Cali;Pasto;99;5
297820340;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;438;0;0;0;438;102;Cali;Pasto;99;5
297820632;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;548;0;0;0;548;300;Cali;Pasto;99;5
299303280;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;438;0;0;0;438;144;Cali;Pasto;99;5
297826952;2012;0;0;0;0;200;0;0;0;200;NO; ; ; ; ;0;0;0;0;0;3290;0;0;0;3290;2667;Cali;Popayán;99;5
296886217;2012;0;0;0;0;160;0;0;0;160;NO; ; ; ; ;0;0;0;0;0;5387;0;0;0;5387;9216;Barranquilla;Santa Marta;99;5
297826801;2012;0;51347;10000;0;0;0;0;0;0;SI; ; ; ;d;0;0;144268;0;144268;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
297826802;2012;0;1200;3200;0;0;0;0;0;0;SI;a; ; ; ;0;0;5235;0;5235;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
297826803;2012;0;0;0;0;1477;14329;0;0;15806;NO; ; ; ; ;0;0;0;0;0;9394;0;0;0;9394;10326;Barranquilla;Santa Marta;99;5
297838055;2012;0;4371;6755;0;0;0;0;0;0;SI; ; ; ;d;0;0;150756;0;150756;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
9816056;2012;0;0;0;0;420;0;0;0;420;NO; ; ; ; ;0;0;0;0;0;24164;0;0;0;24164;21198;Barranquilla;Santa Marta;99;5
9816058;2012;0;0;0;0;4561;279;0;0;4840;NO; ; ; ; ;0;0;0;0;0;7636;0;0;0;7636;11664;Barranquilla;Santa Marta;99;5
297826804;2012;0;0;0;0;233;0;0;0;233;NO; ; ; ; ;0;0;0;0;0;8226;0;0;0;8226;14203;Barranquilla;Santa Marta;99;5
441237;2012;0;0;300;0;164;0;0;0;164;NO; ; ; ; ;0;0;0;0;0;7645;0;0;0;7645;11059;Barranquilla;Santa Marta;99;5
441867;2012;0;0;2170;0;0;0;0;0;0;SI;a; ; ; ;0;0;0;7700;7700;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
297826653;2012;0;3284;3580;0;0;0;0;0;0;SI;a; ; ; ;0;0;17240;0;17240;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
412206;2012;0;0;0;0;56;0;0;0;56;NO; ; ; ; ;0;0;0;0;0;3360;0;0;0;3360;4060;Barranquilla;Santa Marta;99;5
297839770;2012;0;1200;4060;0;0;0;0;0;0;SI; ; ; ;d;0;0;30955;0;30955;0;0;0;0;0;0;Barranquilla;Santa Marta;99;5
297823689;2012;0;1500;400;0;0;0;0;0;0;SI; ;b; ; ;0;0;7620;0;7620;0;0;2400;0;2400;9592;Barranquilla;Santa Marta;99;5
378399;2012;0;0;0;0;0;13779;0;0;13779;NO; ; ; ; ;0;0;0;0;0;15618;20000;0;0;35618;14290;Bogotá;Tunja;99;5
296886273;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;45648;0;0;0;45648;30432;0;0;0;30432;4150;Bogotá;Tunja;99;5
452209;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;20525;0;0;0;20525;15078;Bogotá;Tunja;99;5
297839496;2012;0;2163;2163;0;0;0;0;0;0;SI; ;b; ; ;0;0;14316;0;14316;0;0;14316;0;14316;0;Bogotá;Tunja;99;5
297827967;2012;0;0;0;0;0;216;0;0;216;NO; ; ; ; ;0;0;0;0;0;23004;0;0;0;23004;3307;Bogotá;Tunja;99;5
297827223;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;3899;0;0;0;3899;4160;Bogotá;Tunja;99;5
452242;2012;0;1700;100;0;0;0;0;0;0;SI; ;b; ; ;0;0;11580;0;11580;0;0;0;0;0;6020;Bogotá;Tunja;99;5
297826805;2012;0;0;0;0;417;0;0;0;417;NO; ; ; ; ;0;0;0;0;0;13508;0;0;0;13508;4003;Bogotá;Villavicencio;99;5
297718278;2012;0;0;0;0;448;0;0;0;448;NO; ; ; ; ;0;0;0;0;0;7530;0;0;0;7530;4898;Bogotá;Villavicencio;99;5
297826874;2012;0;0;0;0;1444;92;0;0;1536;NO; ; ; ; ;0;0;0;0;0;24138;0;0;0;24138;56973;Bogotá;Villavicencio;99;5
297826880;2012;0;0;0;30;189;0;0;0;189;NO; ; ; ; ;0;0;0;0;0;3391;0;0;0;3391;2913;Bogotá;Villavicencio;99;5
297823318;2012;0;320;1100;200;2178;0;0;0;2178;SI; ; ; ;d;0;25000;0;0;25000;0;0;5000;0;5000;0;Bogotá;Villavicencio;99;5
419955;2012;0;0;0;0;48;0;0;0;48;NO; ; ; ; ;0;0;0;0;0;816;0;0;0;816;1406;Bogotá;Villavicencio;99;5
297717022;2012;0;1;26000;0;0;0;0;0;0;SI; ;b; ; ;0;12001;0;0;12001;0;0;0;0;0;0;Bogotá;Villavicencio;99;5
359228;2012;0;3000;2000;0;0;0;0;0;0;SI; ;b; ; ;0;159370;0;0;159370;0;0;0;0;0;0;Bogotá;Bogotá;99;5
297827893;2012;0;0;0;0;280;0;0;0;280;NO; ; ; ; ;0;0;0;0;0;4520;0;0;0;4520;4087;Bogotá;Villavicencio;99;5
451486;2012;0;3100;1438;0;0;0;0;0;0;SI; ;b; ; ;0;0;880;0;880;0;0;43;0;43;0;Bogotá;Villavicencio;99;5
416445;2012;0;0;0;0;0;0;0;0;0;SI;a; ; ; ;0;0;12614;0;12614;0;0;0;0;0;0;Bogotá;Villavicencio;99;5
297822935;2012;0;0;0;0;209;0;0;0;209;NO; ; ; ; ;0;0;0;0;0;3087;0;0;0;3087;3666;Bogotá;Villavicencio;99;5
452022;2012;60000;1200;12000;0;0;0;0;0;0;SI; ;b; ; ;0;0;3040;0;3040;0;0;0;0;0;0;Bogotá;Villavicencio;99;5
297827069;2012;0;0;0;0;115;0;0;0;115;NO; ; ; ; ;0;0;0;0;0;1945;0;0;0;1945;1377;Bogotá;Villavicencio;99;5
445035;2012;0;0;0;0;99;1079;0;0;1178;NO; ; ; ; ;0;0;0;0;0;1663;0;0;0;1663;3043;Bogotá;Villavicencio;99;5
297824171;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;163;0;0;0;163;123;Bogotá;Villavicencio;99;5
297819819;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1398;0;0;0;1398;716;Bogotá;Villavicencio;99;5
119269;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1743;0;0;0;1743;1723;Bogotá;Yopal;99;5
297822942;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1175;0;0;0;1175;1150;Bogotá;Yopal;99;5
451546;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;3833;0;0;0;3833;1427;Bogotá;Yopal;99;5
451479;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;840;0;0;0;840;291;Bogotá;Yopal;99;5
297821431;2012;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;1341;0;0;0;1341;916;Bogotá;Yopal;99;5
