Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;TOTARSOL;C4RGACL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;Otro_Respel_01;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;Otro_Respel_02;V13a;V13c;V13d;V13e;V13f;Otro_Respel_03;V14a;V14c;V14d;V14e;V14f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
442290;2014;0;0;0;0;225;0;0;225;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530;60;0;0;470;0;0;530;60;0;0;470;0;0;897;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;22;San Andrés;99;5
125800;2014;0;0;600;0;360;0;0;960;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52020;0;0;0;52020;0;0;52020;0;0;0;52020;0;0;15349;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826960;2014;0;0;0;600;500;0;0;1100;SI;2920;0;0;2920;0;0;0;200;0;0;0;0;200;100;150;0;0;0;0;150;61;60;0;0;0;60;0;0;0;0;0;0;0;0;0;400;0;0;400;0;0;0;1200;0;0;0;1200;0;0;1540;0;0;0;1540;0;0;6470;0;0;3320;2800;350;161;2119;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297821378;2014;3000;1000;0;1000;200;500;500;6200;SI;1800;0;0;0;1800;0;0;780;400;280;100;0;0;0;800;200;300;100;200;0;0;600;100;400;100;0;0;0;700;50;650;0;0;0;0;40;0;0;40;0;0;0;200;0;0;0;200;0;0;500;0;0;0;500;0;0;5420;750;1630;340;2700;0;0;4180;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;18;Villavicencio;99;5
444265;2014;0;0;0;0;5000;0;0;5000;SI;1920;0;0;1920;0;0;0;2400;1200;0;1200;0;0;0;240;0;0;240;0;0;0;0;0;0;0;0;0;0;576;0;0;489;87;0;0;50;50;0;0;0;0;0;1000;0;0;900;100;0;0;1200;0;0;0;1200;0;0;7386;1250;0;4749;1387;0;0;527;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bucaramanga;10;Cúcuta;99;5
297822798;2014;0;0;0;0;4700;0;0;4700;SI;353;0;0;0;353;0;0;196;0;0;196;0;0;0;146;0;0;146;0;0;0;98;0;0;98;0;0;0;110;0;0;110;0;0;0;0;0;0;0;0;0;0;320;0;0;320;0;0;0;372;0;0;0;372;0;0;1595;0;0;870;725;0;0;571;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297826670;2014;0;0;0;0;2319;0;0;2319;SI;0;0;0;0;0;0;0;1657;0;0;1657;0;0;0;827;0;0;827;0;0;0;1093;0;0;1093;0;0;0;574;0;0;574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22417;0;0;0;22417;0;0;26568;0;0;4151;22417;0;0;6944;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826831;2014;3230;0;0;200;685;0;0;4115;SI;0;0;0;0;0;0;0;2173;0;0;2173;0;0;0;165;0;0;165;0;0;0;520;0;0;520;0;0;0;40;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27917;0;0;0;27917;0;0;30815;0;0;2898;27917;0;0;10601;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826723;2014;0;0;0;5000;3000;0;0;8000;SI;3560;0;0;0;3560;0;0;4875;0;0;0;0;4875;1700;228;0;0;0;0;228;57;3900;0;0;0;0;3900;117;70;0;0;0;0;70;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12633;0;0;0;3560;9073;1881;17934;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441900;2014;0;0;12345;5654;8765;0;0;26764;SI;4865;0;0;0;4865;0;0;86;0;0;0;86;0;0;34;0;0;0;34;0;0;77;0;0;0;77;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;21;0;0;0;21;0;0;0;0;0;0;0;0;0;5088;0;0;0;5088;0;0;15634; ; ; ;X; ;0;0;0;0;0;20;20;0;0;0;15;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35;20;0;0;15;2347;Barranquilla;9;Cartagena;99;5
297838192;2014;0;0;0;6300;5083;0;0;11383;SI;129600;0;0;129600;0;0;0;1098;0;0;0;0;1098;159;145;0;0;0;0;145;48;354;0;0;0;0;354;11;7;0;0;0;0;7;1;550;0;0;0;550;0;0;0;0;0;0;0;0;0;130853;0;0;0;130853;0;0;262607;0;0;129600;131403;1604;219;32437;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826718;2014;0;0;0;0;8950;0;0;8950;SI;145965;0;0;145965;0;0;0;16624;0;0;16624;0;0;0;1853;0;0;1853;0;0;0;10468;0;0;10468;0;0;0;351;0;0;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55607;0;0;0;55607;0;0;230868;0;0;175261;55607;0;0;19791;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826953;2014;0;0;0;0;3104;0;0;3104;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8892;0;0;0;8892;0;0;8892;0;0;0;8892;0;0;4519;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826792;2014;0;0;0;8395;0;0;0;8395;SI;0;0;0;0;0;0;0;1477;0;0;0;0;1477;165;257;0;0;0;0;257;37;3808;0;0;0;0;3808;114;11;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42000;0;0;0;42000;0;0;47553;0;0;0;42000;5553;327;15963;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826898;2014;2350;0;0;650;3500;0;0;6500;SI;4800;0;0;0;4800;0;0;14500;0;0;0;12500;2000;252;500;0;0;0;450;50;152;4000;0;0;0;576;3424;52;1500;0;0;0;1050;450;76;600;0;0;600;0;0;0;7000;0;0;7000;0;0;0;2800;0;0;1000;1800;0;0;35700;0;0;8600;21176;5924;532;49325;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
296886290;2014;0;0;0;0;2902;0;0;2902;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61750;0;0;0;61750;0;0;61750;0;0;0;61750;0;0;15437;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;9;Cartagena;99;5
9816110;2014;0;0;0;700;4174;0;0;4874;SI;14600;0;0;14600;0;0;0;3600;0;0;0;0;3600;504;480;0;0;0;0;480;96;300;0;0;0;0;300;9;120;0;0;0;0;120;40;600;0;0;600;0;0;0;15000;0;0;0;15000;0;0;3365;0;0;0;3365;0;0;38065;0;0;15200;18365;4500;649;1778;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
9815988;2014;0;0;0;0;0;0;0;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3777;0;0;0;3777;0;0;3777;0;0;0;3777;0;0;1446;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826722;2014;0;0;0;310;510;0;0;820;SI;380;0;0;0;380;0;0;470;0;0;0;470;0;0;275;0;0;0;275;0;0;40;0;0;0;40;0;0;83;0;0;0;83;0;0;930;0;0;0;930;0;0;18;0;0;0;18;0;0;455;0;0;0;455;0;0;2651;0;0;0;2651;0;0;7501;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297827969;2014;0;0;0;0;531;0;0;531;SI;1500;0;0;0;1500;0;0;520;0;0;0;520;0;0;91;0;0;0;91;0;0;65;0;0;0;65;0;0;0;0;0;0;0;0;0;205;0;0;0;205;0;0;0;0;0;0;0;0;0;13063;0;0;0;13063;0;0;15444;0;0;0;15444;0;0;4884;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297819041;2014;0;0;0;6525;2082;0;0;8607;SI;16848;0;0;0;16848;0;0;4509;120;0;3979;410;0;0;1836;69;0;1600;167;0;0;1897;0;0;1754;143;0;0;153;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27712;0;0;0;27712;0;0;52955;189;0;7486;45280;0;0;2227;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
452218;2014;0;538;0;0;6318;5273;0;12129;SI;52129;0;0;52129;0;0;0;16172;0;0;16172;0;0;0;40861;0;0;40861;0;0;0;16881;0;0;16881;0;0;0;5181;0;0;5181;0;0;0;3881;0;0;3881;0;0;0;0;0;0;0;0;0;0;277650;0;0;0;277650;0;0;412755;0;0;135105;277650;0;0;20770;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441772;2014;0;0;0;0;6000;0;0;6000;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21927;0;0;0;21927;0;0;21927;0;0;0;21927;0;0;7894;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441802;2014;2000;3000;0;0;9400;0;0;14400;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23250;0;0;0;23250;0;0;23250;0;0;0;23250;0;0;9253;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
408986;2014;0;0;0;0;717;0;0;717;SI;0;0;0;0;0;0;0;451;0;0;0;0;451;29;98;0;0;0;0;98;15;610;0;0;0;0;610;18;111;0;0;0;0;111;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;105;30;1375;0;0;0;0;1375;124;5590;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
441854;2014;700;0;0;400;2100;2000;0;5200;SI;83496;0;0;0;83496;0;0;35784;0;0;0;35784;0;0;16699;0;0;0;16699;0;0;4771;0;0;0;4771;0;0;2386;0;0;0;2386;0;0;11928;0;0;0;11928;0;0;19085;0;0;0;19085;0;0;35422;0;0;0;35422;0;0;209571;0;0;0;209571;0;0;19464;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
10101150;2014;0;0;0;0;0;0;0;0;SI;35;0;35;0;0;0;0;10;0;0;10;0;0;0;5;0;0;5;0;0;0;5;0;0;5;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;15;0;0;73;0;35;23;15;0;0;3000;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297827591;2014;0;0;0;0;3600;0;0;3600;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;125;0;0;125;0;0;0;125;0;0;12093;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
10101152;2014;336;0;0;0;163;0;0;499;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24874;0;0;0;24874;0;0;24874;0;0;0;24874;0;0;9527;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
10101153;2014;0;0;0;0;720;0;0;720;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;0;0;0;7200;0;0;7200;0;0;0;7200;0;0;6267;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
10101289;2014;0;0;0;0;1065;0;0;1065;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;57;0;0;57;0;0;0;57;0;0;5430;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
10101290;2014;0;0;0;0;500;0;0;500;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;720;0;0;0;0;0;720;720;0;0;0;0;0;696;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297818562;2014;657;0;0;100;1533;0;0;2290;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26640;0;0;0;26640;0;0;26640;0;0;0;26640;0;0;6606;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Barranquilla;1;Barranquilla;99;5
297826799;2014;0;0;0;200;2536;0;0;2736;SI;6570;0;0;6570;0;0;0;1460;0;0;0;0;1460;219;310;0;0;310;0;0;0;720;0;0;720;0;0;0;20;0;0;0;20;0;0;20;4;0;16;0;0;0;0;0;0;0;0;0;0;2500;0;0;0;2500;0;0;11600;4;0;7616;2520;1460;219;6601;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297718659;2014;653;0;0;6575;780;0;0;8008;SI;5020;0;0;0;5020;0;0;94;0;0;0;94;0;0;54;0;0;0;54;0;0;16;0;0;0;16;0;0;12;0;0;0;12;0;0;120;0;0;120;0;0;0;34;0;0;0;34;0;0;4898;0;0;0;4898;0;0;10248;0;0;120;10128;0;0;3843;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297826796;2014;0;0;0;0;2784;0;0;2784;SI;1540;0;0;0;1540;0;0;500;100;0;400;0;0;0;760;0;0;760;0;0;0;850;0;0;850;0;0;0;10;0;0;10;0;0;0;1100;0;0;1100;0;0;0;0;0;0;0;0;0;0;2200;0;0;0;2200;0;0;6960;100;0;3120;3740;0;0;1332;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
297827958;2014;0;1180;0;2100;1716;0;0;4996;SI;14040;0;0;0;14040;0;0;820;0;0;820;0;0;0;307;0;0;307;0;0;0;548;0;0;548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10078;0;0;0;10078;0;0;25793;0;0;1675;24118;0;0;11427;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Bogotá;2;Bogotá;99;5
