Nro_Orden_Establecimiento;Periodo;C4RGC2;C4RGC4;C4RGC5;MANTRSCON;C4RGC6;CVPROGRSCONV;CVPROGRESPEL;TOTARSOL;C4RGACL;C4RGA1aRO;C4RGA1cRO;RSORGRECICLA;C4RGA1bRO;C4RGA1dRO;RSORGVENTA;C4RGA1eRO;C4RGA2aPC;C4RGA2cPC;RSPAPELRECICLA;C4RGA2bPC;C4RGA2dPC;RSPAPELVENTA;C4RGA2ePC;C4RGA3aP;C4RGA3cP;RSPLASTRECICLA;C4RGA3bP;C4RGA3dP;RSPLASTVENTA;C4RGA3eP;C4RGA4aV;C4RGA4cV;RSVIDRIORECICLA;C4RGA4bV;C4RGA4dV;RSVIDRIOVENTA;C4RGA4eV;C4RGA5aMT;C4RGA5cMT;RSMETALRECICLA;C4RGA5bMT;C4RGA5dMT;RSMETALVENTA;C4RGA5eMT;C4RGA6aT;C4RGA6cT;RSTEXTILRECICLA;C4RGA6bT;C4RGA6dT;RSTEXTILVENTA;C4RGA6eT;C4RGA7aNMT;C4RGA7cNMT;RSNOMETALRECICLA;C4RGA7bNMT;C4RGA7dNMT;RSNOMETALVENTA;C4RGA7eNMT;RSMIXQ;RSMIXREUQ;RSMIXRECICLAQ;RSMIXDONAQ;RSMIXENTREGQ;RSMIXVENTAQ;RSMIXVENTAI;C4RGA8a;C4RGA8c;RSRECICLAT;C4RGA8b;C4RGA8d;RSVENTAT;C4RGA8e;C4RGA9VCRR;C4RGA10e;C4RGA10a;C4RGA10b;C4RGA10c;C4RGA10d;C4RGB1a;C4RGB1c;C4RGB1d;C4RGB1e;C4RGB1f;C4RGB3a;C4RGB3c;C4RGB3d;C4RGB3e;C4RGB3f;C4RGB4a;C4RGB4c;C4RGB4d;C4RGB4e;C4RGB4f;C4RGB5a;C4RGB5c;C4RGB5d;C4RGB5e;C4RGB5f;C4RGB6a;C4RGB6c;C4RGB6d;C4RGB6e;C4RGB6f;C4RGB7a;C4RGB7c;C4RGB7d;C4RGB7e;C4RGB7f;C4RGB8a;C4RGB8c;C4RGB8d;C4RGB8e;C4RGB8f;C4RGB9a;C4RGB9c;C4RGB9d;C4RGB9e;C4RGB9f;C4RGB10a;C4RGB10c;C4RGB10d;C4RGB10e;C4RGB10f;C4RGB11a;C4RGB11c;C4RGB11d;C4RGB11e;C4RGB11f;Otro_Respel_01;C4RGB12a;C4RGB12c;C4RGB12d;C4RGB12e;C4RGB12f;Otro_Respel_02;V13a;V13c;V13d;V13e;V13f;Otro_Respel_03;V14a;V14c;V14d;V14e;V14f;C4RGB13Ta;TOTALMA;TOTALAPROVE;TOTALTRAT;TOTALINCI;C4RGB2TOT;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826674;2014;256;0;0;0;1355;0;0;1611;SI;3800;3800;0;0;0;0;0;864;0;0;864;0;0;0;423;0;0;423;0;0;0;216;0;0;216;0;0;0;216;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6974;3800;0;2447;727;0;0;12493;7600;0;4166;727;0;0;3866;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297730522;2014;0;0;0;150;5000;300;0;5450;SI;8870;7490;0;1380;0;0;0;2400;20;1200;0;0;1180;177;1680;10;830;0;0;840;126;3200;0;1600;0;0;1600;160;400;0;200;0;0;200;70;350;50;150;150;0;0;0;1300;1000;300;0;0;0;0;0;0;0;0;0;0;0;18200;8570;4280;1530;0;3820;533;4390;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
296886268;2014;394;0;0;0;130;0;0;524;SI;5700;3200;0;1200;1300;0;0;500;300;60;70;70;0;0;255;55;0;50;150;0;0;130;45;0;55;30;0;0;80;80;0;0;0;0;0;80;80;0;0;0;0;0;320;145;75;0;100;0;0;350;0;0;0;350;0;0;7415;3905;135;1375;2000;0;0;1200;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297826643;2014;0;0;0;0;9977;0;0;9977;SI;88655;0;0;88655;0;0;0;14646;0;0;0;0;14646;572;3215;0;0;0;0;3215;222;8605;0;0;0;0;8605;153;1070;0;0;0;0;1070;122;2250;0;0;2250;0;0;0;110;0;0;0;110;0;0;87600;0;0;0;87600;0;0;206151;0;0;90905;87710;27536;1069;27569;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
452356;2014;0;0;0;0;6853;0;0;6853;SI;64135;0;0;0;64135;0;0;4575;0;0;0;0;4575;200;887;0;0;0;0;887;50;1959;0;0;0;0;1959;100;277;0;0;0;0;277;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36000;0;0;10000;26000;0;0;107833;0;0;10000;90135;7698;400;21800; ; ; ;X; ;0;0;0;0;0;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;65;60;0;0;0;0;0;0;0;0;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;160;155;0;0;0;150;Medellín;6;Medellín;99;5
297718296;2014;3956;0;0;2734;3934;0;0;10624;SI;7529;0;0;0;7529;0;0;1312;0;0;0;1312;0;0;1333;0;433;0;900;0;0;1643;0;1600;0;43;0;0;102;0;0;0;102;0;0;41;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11960;0;2033;0;9927;0;0;4904; ; ; ;X; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;13;10;0;0;0;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;0;0;0;23;123;Medellín;6;Medellín;99;5
297826775;2014;0;0;0;0;1720;0;0;1720;SI;15890;0;0;15890;0;0;0;271;169;0;102;0;0;0;1710;0;0;1710;0;0;0;492;0;0;492;0;0;0;53;0;0;53;0;0;0;92;0;0;92;0;0;0;20;0;0;20;0;0;0;1710;0;0;0;1710;0;0;20238;169;0;18359;1710;0;0;4306;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823526;2014;130;430;0;0;1598;100;0;2258;SI;10924;0;0;0;10924;0;0;550;0;0;0;550;0;0;316;0;0;0;316;0;0;371;0;0;0;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;0;0;0;425;0;0;12586;0;0;0;12586;0;0;2960; ; ; ; ;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
452330;2014;0;0;0;0;1825;0;0;1825;SI;730;0;0;0;730;0;0;960;0;0;960;0;0;0;120;0;0;120;0;0;0;600;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1680;0;0;0;1680;0;0;4090;0;0;1680;2410;0;0;1579;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297718304;2014;0;0;0;0;3000;0;0;3000;SI;500;0;0;0;500;0;0;422;0;0;0;0;422;66;191;0;0;0;0;191;38;364;0;0;0;0;364;29;28;0;0;0;0;28;24;0;0;0;0;0;0;0;10;0;0;0;0;10;3;700;0;0;0;700;0;0;2215;0;0;0;1200;1015;160;320;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297822869;2014;1200;0;0;89;1350;0;0;2639;SI;10166;0;0;0;10166;0;0;20;20;0;0;0;0;0;20;15;0;0;5;0;0;10;9;0;0;1;0;0;0;0;0;0;0;0;0;46;25;15;6;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;10272;69;15;6;10182;0;0;3457;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823386;2014;1000;0;0;0;1000;0;0;2000;SI;1500;0;0;0;1500;0;0;275;0;0;0;0;275;33;65;0;0;0;0;65;16;865;0;0;0;0;865;95;65;0;0;0;0;65;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;1000;0;0;3770;0;0;0;2500;1270;163;67;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823000;2014;0;48;0;0;3747;0;0;3795;SI;1080;0;0;0;1080;0;0;336;180;156;0;0;0;0;100;0;0;100;0;0;0;50;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;80;0;0;0;1646;180;156;230;1080;0;0;5349; ; ;X; ; ;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;116;0;6;0;110;0;Medellín;6;Medellín;99;5
297823579;2014;1500;0;1000;0;2160;0;0;4660;SI;1000;1000;0;0;0;0;0;1000;0;0;0;0;1000;1500;1500;0;0;0;0;1500;3000;1000;0;0;0;0;1000;1000;500;0;0;0;0;500;500;100;0;0;100;0;0;0;300;300;0;0;0;0;0;1550;0;0;0;1550;0;0;6950;1300;0;100;1550;4000;6000;180;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823739;2014;0;0;0;2700;3700;1300;0;7700;SI;48388;48100;0;0;288;0;0;6533;0;0;0;0;6533;493;958;0;0;0;0;958;97;9448;0;0;0;0;9448;384;853;0;0;0;0;853;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66180;48100;0;0;288;17792;1045;22896; ; ;X; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;720;720;0;0;0;0;Medellín;6;Medellín;99;5
452170;2014;2500;0;0;4000;1200;0;0;7700;SI;15120;15120;0;0;0;0;0;600;0;0;600;0;0;0;147;0;0;147;0;0;0;800;0;0;800;0;0;0;368;0;0;368;0;0;0;300;0;0;300;0;0;0;80;0;0;80;0;0;0;170;0;0;0;170;0;0;17585;15120;0;2295;170;0;0;220;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
452474;2014;468;387;0;145;255;790;0;2045;SI;2100;0;0;2100;0;0;0;360;0;0;0;0;360;220;240;0;0;0;0;240;80;265;0;0;0;0;265;140;40;0;0;0;0;40;65;420;0;0;420;0;0;0;0;0;0;0;0;0;0;2600;0;0;0;2600;0;0;6025;0;0;2520;2600;905;505;1400;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823404;2014;2000;0;0;0;1300;390;0;3690;SI;410;410;0;0;0;0;0;110;0;0;0;110;0;0;220;0;0;0;220;0;0;510;0;0;0;510;0;0;68;0;0;0;68;0;0;142;0;0;0;142;0;0;0;0;0;0;0;0;0;52;0;0;0;52;0;0;1512;410;0;0;1102;0;0;15289;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297718335;2014;0;0;0;2160;3231;0;0;5391;SI;3360;0;0;3360;0;0;0;980;0;0;980;0;0;0;980;0;0;980;0;0;0;980;0;0;980;0;0;0;20;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7100;0;0;0;7100;0;0;13420;0;0;6320;7100;0;0;1011;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
443827;2014;225;0;0;0;2500;0;0;2725;SI;397;0;0;0;397;0;0;200;0;0;200;0;0;0;150;0;0;150;0;0;0;80;0;0;80;0;0;0;30;0;0;30;0;0;0;230;0;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1087;0;0;690;397;0;0;15336;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
2506951;2014;180;0;0;0;232;0;0;412;SI;3356;0;0;0;3356;0;0;14254;0;0;0;14254;0;0;552;0;0;0;552;0;0;1837;0;0;0;1837;0;0;2796;0;0;0;2796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;565;0;0;0;565;0;0;23360;0;0;0;23360;0;0;5374;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823428;2014;0;0;0;200;160;0;0;360;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12180;0;0;0;12180;0;0;12180;0;0;0;12180;0;0;370;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
444270;2014;750;900;0;0;1900;0;0;3550;SI;4670;0;0;0;4670;0;0;740;0;0;0;740;0;0;276;0;0;0;276;0;0;336;0;0;0;336;0;0;6;0;0;0;6;0;0;48;0;0;48;0;0;0;0;0;0;0;0;0;0;6212;0;0;0;6212;0;0;12288;0;0;48;12240;0;0;2556;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297718344;2014;0;0;0;0;0;0;0;0;SI;7200;0;0;0;7200;0;0;1000;0;0;1000;0;0;0;600;0;0;600;0;0;0;800;0;0;800;0;0;0;12;0;0;0;12;0;0;12;0;0;0;12;0;0;0;0;0;0;0;0;0;180;0;0;0;180;0;0;9804;0;0;2400;7404;0;0;560;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297839768;2014;0;0;0;0;4320;0;0;4320;SI;82269;0;0;0;82269;0;0;700;0;0;0;700;0;0;192;0;0;0;192;0;0;1123;0;0;0;1123;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84289;0;0;0;84289;0;0;9272; ; ;X; ; ;0;0;0;0;0;80;20;20;20;20;49;9;10;10;10;70;70;0;0;0;45;15;10;10;10;0;0;0;0;0;28;8;10;5;5;0;0;0;0;0;0;0;0;0;0;15;10;0;0;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;287;132;50;45;50;3000;Medellín;6;Medellín;99;5
297718343;2014;0;0;0;0;5868;0;0;5868;SI;21600;0;0;21600;0;0;0;2952;0;0;0;0;2952;555;96;0;0;0;0;96;555;14556;0;0;0;0;14556;555;552;0;0;0;0;552;555;60;0;0;60;0;0;0;900;0;0;0;0;900;555;0;0;0;0;0;0;0;40716;0;0;21660;0;19056;2775;552;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
299303370;2014;0;0;0;0;1890;0;0;1890;SI;3436;3436;0;0;0;0;0;1147;0;0;0;0;1147;72500;871;0;0;0;0;871;72500;1258;0;0;0;0;1258;72500;1465;0;0;0;0;1465;72500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8177;3436;0;0;0;4741;290000;0;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297819344;2014;3500;0;0;0;3600;0;0;7100;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2160;0;0;0;2160;0;0;2160;0;0;0;2160;0;0;4560;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297718668;2014;0;0;0;0;0;0;0;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;1500;0;0;1500;0;0;0;1500;0;0;2217;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823165;2014;663;0;0;250;2475;0;0;3388;SI;8850;0;8850;0;0;0;0;3775;0;3775;0;0;0;0;1770;0;1770;0;0;0;0;5075;0;5075;0;0;0;0;3775;0;3775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23245;0;23245;0;0;0;0;2700;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823405;2014;400;50;0;0;1100;0;0;1550;SI;4000;0;4000;0;0;0;0;200;10;0;0;0;190;19;170;7;0;3;0;160;25;50;3;0;1;0;46;9;150;0;0;0;0;150;20;100;70;0;30;0;0;0;200;200;0;0;0;0;0;1040;0;0;0;1040;0;0;5910;290;4000;34;1040;546;73;200;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
138497;2014;0;0;0;0;202;0;0;202;SI;288;0;0;0;288;0;0;904;0;0;0;904;0;0;372;0;0;0;372;0;0;72;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;676;0;0;0;676;0;0;2312;0;0;0;2312;0;0;1464;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297826789;2014;0;0;0;0;0;0;0;0;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;200;400;0;0;600;0;0;200;400;0;0;124;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
297823865;2014;860;600;0;0;2600;0;0;4060;SI;1440;0;0;1440;0;0;0;40;0;0;40;0;0;0;65;0;0;0;65;0;0;125;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;1770;100;0;1480;190;0;0;288;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
299381137;2014;120;120;1000;1600;1104;0;0;3944;SI;16200;0;0;0;16200;0;0;757;0;0;0;0;757;84;402;0;0;0;0;402;91;620;0;0;0;0;620;32;22;0;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;630;0;0;0;630;0;0;18631;0;0;0;16830;1801;212;292;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Medellín;6;Medellín;99;5
10400085;2014;0;0;0;350;3482;100;100;4032;SI;16412;0;0;0;16412;0;0;750;0;0;0;0;750;90;173;0;0;0;0;173;70;566;0;0;0;566;0;0;53;0;0;0;0;53;70;150;0;0;0;0;150;74;720;0;0;0;720;0;0;1100;0;0;0;1100;0;0;19924;0;0;0;18798;1126;304;6272; ; ;X; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;0;0;0;20;110;Medellín;6;Medellín;99;5
451490;2014;260;0;0;0;3502;0;0;3762;NO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11374;0;0;1280;9268;826;160;11374;0;0;1280;9268;826;160;4189;X; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;Manizales;7;Pereira;99;5
