Nro_Orden_Establecimiento;Periodo;C5REA1;C5REA2;C5REA3;C5REA4;C5REA9;C5REA5;C5REA6;C5REA7;C5REA8;C5REA10;C6GAA2e;C6GAA1b;TORAENER;C5REB1a;C5REB1b;C5REB2a;C5REB2b;C5REB3a;C5REB3b;C5REB16a;C5REB16b;C5REB4a;C5REB4b;C5REB5a;C5REB5b;C5REB6a;C5REB6b;C5REB7a;C5REB7b;C5REB8a;C5REB8b;C5REB9a;C5REB9b;C5REB10a;C5REB10b;C5REB11a;C5REB12a;C5REB13a;C5REB14a;C5REB15a;C5REB15b;C5REB17a;C5REB17b;CONBIOGAS;C5REB18b;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297827591;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;614894;205275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15000;0;0;0;0;0;205275;1;Barranquilla;1;Barranquilla;99;5
10101152;2014;0;0;0;6516;0;0;0;0;0;0;0;0;6516;157960;71961;8335;2815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74776;1;Barranquilla;1;Barranquilla;99;5
10101153;2014;0;0;0;0;500;1500;0;0;0;0;0;0;2000;13500;4096;752;703;0;0;0;0;1300;11815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16614;1;Barranquilla;1;Barranquilla;99;5
10101289;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;360000;180000;1916;2300;0;0;0;0;450;3450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185750;1;Barranquilla;1;Barranquilla;99;5
10101290;2014;0;0;0;0;40000;0;0;0;0;0;0;0;40000;107895;41000;6800;5984;0;0;0;0;60;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47404;1;Barranquilla;1;Barranquilla;99;5
297818562;2014;0;0;0;0;0;0;0;0;0;2600;0;0;2600;61611;29948;15007;12005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41953;1;Barranquilla;1;Barranquilla;99;5
297826799;2014;0;0;0;0;420;0;0;0;0;2300;0;0;2720;104139;37490;3716;3886;0;0;0;0;46;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;41736;2;Bogotá;2;Bogotá;99;5
297718659;2014;0;210;180;809;1197;0;0;0;0;1875;0;0;4271;48567;17484;7560;8694;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8400;0;0;0;0;0;26195;2;Bogotá;2;Bogotá;99;5
297826796;2014;0;0;0;6270;0;0;0;0;0;0;0;0;6270;297550;107415;67045;67112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;1600;0;0;0;1368;0;0;0;0;0;176127;2;Bogotá;2;Bogotá;99;5
297827958;2014;0;0;0;575;975;0;0;0;0;0;0;0;1550;490883;173925;47826;52396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;226321;2;Bogotá;2;Bogotá;99;5
297827000;2014;0;0;0;0;1650;0;0;0;0;0;0;0;1650;373309;140364;20355;31346;0;0;0;0;15;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2736;0;0;0;0;0;171829;2;Bogotá;2;Bogotá;99;5
414681;2014;0;0;0;500;0;0;0;0;0;0;0;0;500;456372;179935;24515;25537;0;0;0;0;10;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;205561;2;Bogotá;2;Bogotá;99;5
382101;2014;0;0;0;1438;0;0;0;0;0;0;0;0;1438;132684;49317;0;0;8965;10784;0;0;4149;37066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97167;4;Cali;15;Popayán;99;5
297826978;2014;0;0;0;1673;4574;0;0;0;0;0;0;0;6247;1204026;375173;122884;135172;4336;5686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20160;0;0;0;0;0;516031;2;Bogotá;2;Bogotá;99;5
297826677;2014;0;170;0;1674;0;0;0;0;0;0;0;0;1844;134518;43046;25314;25820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68866;2;Bogotá;2;Bogotá;99;5
297826828;2014;5000;200;0;0;60000;1500;0;0;0;30000;0;0;96700;293332;115866;46857;46557;0;0;0;0;50;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;162845;2;Bogotá;2;Bogotá;99;5
297826830;2014;0;0;0;938;0;0;0;0;0;0;0;0;938;242151;86805;20136;18511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105316;2;Bogotá;2;Bogotá;99;5
452491;2014;0;0;0;2140;0;0;0;0;0;4300;0;0;2140;106683;122686;4586;4577;0;0;0;0;30;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;127518;1;Barranquilla;9;Cartagena;99;5
9807355;2014;0;0;0;3700;108000;0;0;0;0;10000;0;0;121700;1810536;525055;171600;174002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;699057;2;Bogotá;2;Bogotá;99;5
297826832;2014;0;0;0;3012;0;0;0;0;0;8178;0;0;11190;319105;134981;15833;15991;0;0;0;0;50;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2304;0;0;0;0;0;151397;2;Bogotá;2;Bogotá;99;5
297826833;2014;0;0;0;3487;46083;0;0;0;0;0;0;0;49570;1878241;563472;239090;238850;0;0;499;4237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6248;0;0;0;0;0;806559;2;Bogotá;2;Bogotá;99;5
297826834;2014;0;0;0;6345;0;0;0;0;0;0;0;0;6345;1123694;348360;187846;188238;0;0;0;0;144;1224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0;0;537822;2;Bogotá;2;Bogotá;99;5
452129;2014;0;0;0;259;0;0;0;0;0;16214;0;0;16473;183420;68816;10976;9452;0;0;0;0;150;1275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8400;0;0;0;0;0;79543;2;Bogotá;2;Bogotá;99;5
9807356;2014;0;0;0;127;0;0;0;0;0;560;0;0;687;57782;21987;7254;9994;0;0;0;0;118;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8200;0;0;0;0;0;33031;2;Bogotá;2;Bogotá;99;5
9807357;2014;0;0;0;97;0;0;0;0;0;0;0;0;97;85375;32299;15642;16048;0;0;0;0;120;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2850;0;0;0;0;0;49478;2;Bogotá;2;Bogotá;99;5
297826941;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;118720;53261;14686;14175;0;0;0;0;43;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;67786;2;Bogotá;2;Bogotá;99;5
297826946;2014;0;1500;0;0;10000;1000;0;0;0;1500;0;2000;16000;492948;163215;105098;106149;100;105;0;0;30;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180000;0;0;0;0;0;269729;2;Bogotá;2;Bogotá;99;5
297826982;2014;0;239;0;6199;13083;0;0;0;0;0;0;0;19521;345747;123086;97025;100140;0;0;0;0;250;2050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;225276;2;Bogotá;2;Bogotá;99;5
296886228;2014;0;0;0;0;58000;0;0;0;0;0;0;0;58000;2412289;752634;68001;61201;0;0;0;0;680;5780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819615;1;Barranquilla;9;Cartagena;99;5
297826663;2014;0;0;0;758;0;0;0;0;0;0;0;0;758;135977;47591;29191;29628;0;0;0;0;28;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;0;0;0;0;0;77469;2;Bogotá;2;Bogotá;99;5
297826985;2014;0;600;0;1816;0;0;0;0;0;2800;0;0;5216;317040;112543;34815;35337;0;0;0;0;40;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;148200;2;Bogotá;2;Bogotá;99;5
297826986;2014;0;0;0;0;4800;0;0;0;0;0;0;0;4800;542500;214081;28911;29200;0;0;0;0;50;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;243701;2;Bogotá;2;Bogotá;99;5
297838044;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;195039;63693;78510;60790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124483;2;Bogotá;17;Tunja;99;5
409910;2014;0;0;0;450;0;0;0;0;0;13500;0;0;13950;463580;171524;0;0;10920;32760;0;0;380;2850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207134;5;Manizales;11;Ibagué;99;5
450883;2014;0;480;0;1500;0;0;0;0;0;1824;0;0;3804;277104;97330;20420;20828;0;0;0;0;70;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118718;2;Bogotá;2;Bogotá;99;5
299303284;2014;0;500;0;20000;0;3000;0;0;0;29500;0;4000;57000;1877000;616837;267027;302900;0;0;0;0;7291;57600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695;0;0;0;0;0;977337;2;Bogotá;2;Bogotá;99;5
337133;2014;0;0;0;1247;1217;0;0;0;0;2126;0;0;4590;213656;76366;41306;56511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132877;2;Bogotá;2;Bogotá;99;5
75007;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;32588;11055;3499;3767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14822;2;Bogotá;2;Bogotá;99;5
410376;2014;0;0;0;1250;0;0;0;0;0;2910;0;0;4160;120330;37692;5391;4404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42096;1;Barranquilla;16;Santa Marta;99;5
296886229;2014;0;0;0;4380;0;0;0;0;0;3500;0;0;7880;501680;141745;12436;10148;0;0;660;5016;475;3555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160464;1;Barranquilla;16;Santa Marta;99;5
297718272;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;359662;127798;12494;12618;8845;36560;288;2448;15000;123121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302545;2;Bogotá;2;Bogotá;99;5
297826922;2014;0;0;0;0;308;0;0;0;0;8900;0;0;9208;238757;97907;18954;19901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;740;0;0;0;0;0;117808;2;Bogotá;2;Bogotá;99;5
451251;2014;0;0;0;200;0;0;0;0;0;0;0;0;200;201640;59685;2973;2818;0;0;0;0;47;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10117;0;0;0;0;0;62903;1;Barranquilla;9;Cartagena;99;5
451446;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;277808;97233;7493;7118;0;0;0;0;340;2895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107246;1;Barranquilla;16;Santa Marta;99;5
455513;2014;0;0;0;0;217000;0;0;0;0;420000;0;0;637000;3076618;1033743;855166;940682;0;0;4129;36748;0;0;0;0;0;0;0;0;0;0;0;0;16500;9316;0;0;0;0;0;0;0;0;0;2020489;2;Bogotá;2;Bogotá;99;5
9807403;2014;0;0;0;0;330000;0;0;0;0;140000;0;0;470000;833156;290771;69394;76333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367104;2;Bogotá;2;Bogotá;99;5
297730683;2014;0;0;0;2300;0;0;0;0;0;0;0;0;2300;448428;174886;11177;22331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197217;2;Bogotá;2;Bogotá;99;5
296886232;2014;0;0;0;630;0;0;0;0;0;0;0;0;630;1539098;521925;0;0;21036;34288;2216;18757;2522;21008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595978;2;Bogotá;2;Bogotá;99;5
296886233;2014;0;0;0;890;0;0;0;0;0;0;0;0;890;661195;231418;0;0;26803;29483;540;4752;3851;30808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2110;0;0;0;0;0;296461;2;Bogotá;2;Bogotá;99;5
296886234;2014;0;0;0;3500;0;0;0;0;0;0;0;0;3500;3413996;1027613;0;0;32481;55217;975;8255;39622;328861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5029;0;0;0;0;0;1419946;2;Bogotá;2;Bogotá;99;5
296886235;2014;0;0;0;1200;0;0;0;0;0;0;0;0;1200;502803;292129;0;0;27933;55587;3718;32459;54357;462034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6899;0;0;0;0;0;842209;2;Bogotá;2;Bogotá;99;5
296886236;2014;0;0;0;700;0;0;0;0;0;0;0;0;700;505231;163787;0;0;19063;34122;355;3102;35005;297968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4443;0;0;0;0;0;498979;2;Bogotá;2;Bogotá;99;5
3834328;2014;0;0;0;4884;0;0;0;0;0;0;0;0;4884;365733;153607;54598;55143;0;0;0;0;1124;8951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1990;0;0;0;0;0;217701;2;Bogotá;2;Bogotá;99;5
297826903;2014;0;0;506;5670;0;0;0;0;0;0;0;0;6176;235014;104346;97630;99582;0;0;0;0;115;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;204801;2;Bogotá;2;Bogotá;99;5
451463;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;241510;83321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83321;2;Bogotá;2;Bogotá;99;5
451466;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;200202;85064;0;0;0;0;0;0;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;85089;2;Bogotá;2;Bogotá;99;5
297826734;2014;0;0;0;8000;152000;0;172605;0;0;33000;0;0;365605;1904035;590250;182517;213545;42;130;0;0;140;1120;0;0;0;0;0;0;0;0;0;0;0;0;560416;0;0;1100;0;0;0;0;0;805045;2;Bogotá;2;Bogotá;99;5
297826735;2014;0;1200;0;1840;1977;0;0;0;0;0;0;0;5017;1590212;561949;359497;384636;0;0;0;0;400;3180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;949765;2;Bogotá;2;Bogotá;99;5
452253;2014;0;750;0;4984;2722;0;0;0;0;67752;0;0;76208;3617715;864634;0;0;49776;59731;3261;28103;3483;29396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400;0;0;0;0;0;981864;2;Bogotá;2;Bogotá;99;5
296886239;2014;0;0;0;11000;0;0;0;0;0;46592;0;0;57592;2000141;480845;0;0;62203;164010;2342;20215;8248;69666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734736;5;Manizales;11;Ibagué;99;5
452256;2014;0;0;0;2442;0;0;0;0;0;0;0;0;2442;567019;164435;39459;42615;0;0;0;0;634;7037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214087;2;Bogotá;2;Bogotá;99;5
297826882;2014;0;0;0;2600;0;0;0;0;0;0;0;0;2600;114657;45748;13276;16050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61798;2;Bogotá;2;Bogotá;99;5
297826889;2014;0;850;450;1880;17900;0;0;0;0;0;0;0;21080;1290000;426000;145346;146800;0;0;0;0;600;5220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;578020;2;Bogotá;2;Bogotá;99;5
297826988;2014;0;0;0;523;0;0;0;0;0;690;0;0;1213;127241;45934;6687;6755;0;0;0;0;44;532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4720;0;0;0;0;0;53221;2;Bogotá;2;Bogotá;99;5
457978;2014;0;0;0;421;0;0;0;0;0;782;0;0;1203;68072;27909;8255;8337;200;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1290;0;0;0;0;0;36496;2;Bogotá;2;Bogotá;99;5
297718280;2014;0;150;0;456;0;0;0;0;0;950;0;0;1556;119744;52088;33953;37348;200;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1318;0;0;0;0;0;89686;2;Bogotá;2;Bogotá;99;5
451402;2014;0;0;0;175;0;0;0;0;0;1241;0;0;1416;33575;12792;0;0;2833;2858;28;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15851;2;Bogotá;2;Bogotá;99;5
297826991;2014;0;0;0;360;0;0;0;0;0;760;0;0;1120;98910;37091;2764;2570;0;0;0;0;4;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;39693;2;Bogotá;2;Bogotá;99;5
9807346;2014;0;475;0;385;0;0;0;0;0;2854;0;0;3714;68100;30427;18398;21029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51456;2;Bogotá;2;Bogotá;99;5
9807408;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;430604;155448;73083;74544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229992;2;Bogotá;2;Bogotá;99;5
297826672;2014;0;0;0;1600;0;0;0;0;0;2102;0;0;3702;59885;23894;24126;24367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48261;2;Bogotá;2;Bogotá;99;5
297838058;2014;0;0;0;180;0;0;0;0;0;0;0;0;180;14278;5696;8656;8742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14438;2;Bogotá;2;Bogotá;99;5
297827017;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;121000;47190;986;996;0;0;0;0;25;220;0;0;0;0;0;0;0;0;0;0;30;70;0;0;0;250;0;0;0;0;0;48476;2;Bogotá;2;Bogotá;99;5
297826791;2014;0;0;0;300;0;0;0;0;0;0;0;0;300;49000;18277;4091;4327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22604;2;Bogotá;2;Bogotá;99;5
297826945;2014;0;0;0;1800;0;0;0;0;0;0;0;0;1800;97396;39640;22597;27116;0;0;0;0;8;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;66820;2;Bogotá;2;Bogotá;99;5
297838050;2014;0;0;0;3324;0;6626;0;0;0;0;0;0;9950;176291;130984;0;0;8215;13152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144136;2;Bogotá;91;Leticia;99;5
299303287;2014;0;0;0;2500;0;0;0;0;0;0;0;0;2500;290494;101185;32075;31754;0;0;0;0;200;1680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3440;0;0;0;0;0;134619;2;Bogotá;2;Bogotá;99;5
9815066;2014;0;0;0;150;0;0;0;0;0;0;0;0;150;92880;34366;27720;27740;0;0;0;0;40;338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;62444;2;Bogotá;2;Bogotá;99;5
