Nro_Orden_Establecimiento;Periodo;NUMHAB;NUMCAMA;IHPN;IHPT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826921;2014;202;283;43632;43632;5;Manizales;7;Pereira;99;5
297730463;2014;50;76;13644;10068;5;Manizales;7;Pereira;99;5
297826808;2014;78;104;11614;9293;5;Manizales;7;Pereira;99;5
297822881;2014;26;60;6827;5183;5;Manizales;7;Pereira;99;5
325677;2014;24;28;6148;4762;5;Manizales;7;Pereira;99;5
462275;2014;74;145;10380;9560;5;Manizales;7;Pereira;99;5
297824139;2014;31;145;4080;3849;5;Manizales;7;Pereira;99;5
452303;2014;64;255;33975;19768;5;Manizales;7;Pereira;99;5
455706;2014;129;242;12056;10316;5;Manizales;8;Armenia;99;5
297826721;2014;110;250;32160;32160;5;Manizales;8;Armenia;99;5
297826720;2014;93;366;66135;28754;5;Manizales;8;Armenia;99;5
297826897;2014;14;53;1486;579;5;Manizales;8;Armenia;99;5
297826981;2014;145;441;113093;37856;5;Manizales;8;Armenia;99;5
455775;2014;48;189;18234;8268;5;Manizales;8;Armenia;99;5
298581;2014;49;195;19836;17915;5;Manizales;8;Armenia;99;5
10800251;2014;59;118;25659;25659;5;Manizales;8;Armenia;99;5
299303359;2014;14;35;4820;4660;5;Manizales;8;Armenia;99;5
297826797;2014;124;248;60329;47583;1;Barranquilla;9;Cartagena;99;5
297827001;2014;313;626;122895;49158;1;Barranquilla;9;Cartagena;99;5
80207;2014;220;71940;481536;160512;1;Barranquilla;22;San Andrés;99;5
9815993;2014;231;719;195842;195842;1;Barranquilla;16;Santa Marta;99;5
9815995;2014;128;342;104795;26199;1;Barranquilla;22;San Andrés;99;5
296914001;2014;366;1098;374293;299435;1;Barranquilla;9;Cartagena;99;5
296914050;2014;233;516;178728;47241;1;Barranquilla;22;San Andrés;99;5
297826809;2014;341;705;180066;139370;1;Barranquilla;9;Cartagena;99;5
297826810;2014;203;404;88389;88389;1;Barranquilla;9;Cartagena;99;5
299303286;2014;48;96;20782;15090;1;Barranquilla;9;Cartagena;99;5
297826876;2014;280;580;146121;129598;1;Barranquilla;9;Cartagena;99;5
297826879;2014;530;1060;236521;83490;1;Barranquilla;9;Cartagena;99;5
296886257;2014;320;643;103919;49167;1;Barranquilla;9;Cartagena;99;5
297827968;2014;363;1072;144390;124635;1;Barranquilla;9;Cartagena;99;5
296886212;2014;17;52;7637;4190;1;Barranquilla;9;Cartagena;99;5
297826719;2014;20;80;3238;2079;1;Barranquilla;9;Cartagena;99;5
297826774;2014;32;64;3562;3350;1;Barranquilla;9;Cartagena;99;5
297718256;2014;13;41;3408;1704;1;Barranquilla;9;Cartagena;99;5
297718273;2014;37;74;4797;1985;1;Barranquilla;9;Cartagena;99;5
297826971;2014;30;60;9721;4045;1;Barranquilla;9;Cartagena;99;5
297826877;2014;64;166;16731;9611;1;Barranquilla;9;Cartagena;99;5
441879;2014;28;78;28315;10858;1;Barranquilla;9;Cartagena;99;5
312167;2014;10;24;6894;3447;1;Barranquilla;9;Cartagena;99;5
9816010;2014;73;92;15836;14216;1;Barranquilla;9;Cartagena;99;5
374311;2014;70;192;8970;5700;1;Barranquilla;9;Cartagena;99;5
297718327;2014;140;228;83220;54807;1;Barranquilla;9;Cartagena;99;5
297820391;2014;118;148;49671;20630;1;Barranquilla;9;Cartagena;99;5
297818576;2014;250;500;124204;82803;1;Barranquilla;9;Cartagena;99;5
299303278;2014;14;28;5440;2207;1;Barranquilla;9;Cartagena;99;5
297718345;2014;100;200;50311;16770;1;Barranquilla;9;Cartagena;99;5
452424;2014;117;336;61892;56227;1;Barranquilla;9;Cartagena;99;5
297827083;2014;90;268;76443;50962;1;Barranquilla;9;Cartagena;99;5
441848;2014;45;98;29278;18768;1;Barranquilla;9;Cartagena;99;5
394535;2014;51;102;7210;4876;1;Barranquilla;9;Cartagena;99;5
409328;2014;7;16;956;637;1;Barranquilla;9;Cartagena;99;5
441881;2014;23;52;9195;3420;1;Barranquilla;9;Cartagena;99;5
297822760;2014;7;16;2394;1022;1;Barranquilla;9;Cartagena;99;5
9798639;2014;72;175;24434;15326;1;Barranquilla;9;Cartagena;99;5
406282;2014;32;77;15953;9614;1;Barranquilla;9;Cartagena;99;5
441855;2014;55;110;25620;10213;1;Barranquilla;9;Cartagena;99;5
297718300;2014;40;80;7403;3041;1;Barranquilla;9;Cartagena;99;5
297819783;2014;52;112;11952;4655;1;Barranquilla;9;Cartagena;99;5
297820824;2014;233;484;32065;32065;1;Barranquilla;9;Cartagena;99;5
299304552;2014;250;900;71198;24344;1;Barranquilla;9;Cartagena;99;5
299303361;2014;260;260;49468;26881;2;Bogotá;2;Bogotá;99;5
297718348;2014;13;26;2847;950;1;Barranquilla;9;Cartagena;99;5
441135;2014;4;8;171;86;1;Barranquilla;9;Cartagena;99;5
297826740;2014;102;166;8480;8480;3;Bucaramanga;10;Cúcuta;99;5
297826883;2014;122;167;28067;28067;3;Bucaramanga;10;Cúcuta;99;5
297826884;2014;126;197;33752;29187;3;Bucaramanga;10;Cúcuta;99;5
297826885;2014;74;148;27513;17513;3;Bucaramanga;10;Cúcuta;99;5
297826901;2014;129;6892;31689;12015;3;Bucaramanga;10;Cúcuta;99;5
297826957;2014;44;76;23846;10266;3;Bucaramanga;10;Cúcuta;99;5
297826747;2014;50;75;10240;5120;3;Bucaramanga;10;Cúcuta;99;5
441478;2014;50;120;1716;1716;3;Bucaramanga;10;Cúcuta;99;5
452108;2014;150;230;47779;43507;5;Manizales;11;Ibagué;99;5
297826829;2014;21;120;5133;3015;5;Manizales;11;Ibagué;99;5
297818881;2014;66;90;12945;10159;5;Manizales;11;Ibagué;99;5
296914042;2014;166;600;55102;28762;2;Bogotá;2;Bogotá;99;5
297826886;2014;123;369;15235;11324;5;Manizales;11;Ibagué;99;5
452553;2014;72;216;25412;22018;5;Manizales;11;Ibagué;99;5
297826772;2014;79;200;12759;7923;5;Manizales;11;Ibagué;99;5
297826673;2014;61;107;19668;14712;5;Manizales;11;Ibagué;99;5
297718320;2014;46;110;6542;3466;2;Bogotá;2;Bogotá;99;5
299303282;2014;38;90;12174;9264;5;Manizales;11;Ibagué;99;5
297826947;2014;131;247;22168;14823;5;Manizales;11;Ibagué;99;5
2959356;2014;353;2606;461722;178232;5;Manizales;11;Ibagué;99;5
296914033;2014;155;337;59715;26023;5;Manizales;11;Ibagué;99;5
297839488;2014;76;167;47452;19862;5;Manizales;11;Ibagué;99;5
101228;2014;7;7;150;95;5;Manizales;11;Ibagué;99;5
295870;2014;37;67;3290;1441;5;Manizales;11;Ibagué;99;5
3647575;2014;70;81;16168;11451;5;Manizales;11;Ibagué;99;5
445780;2014;18;61;915;837;5;Manizales;11;Ibagué;99;5
297827078;2014;7;24;211;211;2;Bogotá;11;Ibagué;99;5
414901;2014;14;31;3152;2627;6;Medellín;12;Monteria;99;5
297826972;2014;85;147;20828;9700;2;Bogotá;13;Neiva;99;5
377622;2014;73;104;10021;8047;2;Bogotá;13;Neiva;99;5
297826505;2014;49;133;3148;2930;2;Bogotá;13;Neiva;99;5
297826918;2014;29;58;6479;5564;2;Bogotá;13;Neiva;99;5
297826954;2014;21;39;2836;2531;2;Bogotá;13;Neiva;99;5
458176;2014;28;103;1614;1520;2;Bogotá;13;Neiva;99;5
444031;2014;5;20;1979;1515;2;Bogotá;13;Neiva;99;5
299303377;2014;99;138;17819;10976;2;Bogotá;13;Neiva;99;5
297839490;2014;56;126;8187;4741;4;Cali;14;Pasto;99;5
299303258;2014;39;52;7678;5122;4;Cali;14;Pasto;99;5
297826853;2014;53;103;12219;11618;4;Cali;14;Pasto;99;5
452406;2014;15;72;3650;2300;4;Cali;14;Pasto;99;5
296886266;2014;89;228;15664;15664;4;Cali;14;Pasto;99;5
296886267;2014;54;108;9546;8229;4;Cali;14;Pasto;99;5
297838027;2014;34;38;5870;5286;4;Cali;14;Pasto;99;5
297820038;2014;26;26;8220;8030;4;Cali;14;Pasto;99;5
297823966;2014;40;50;11940;6790;4;Cali;14;Pasto;99;5
443904;2014;30;32;5475;5220;4;Cali;14;Pasto;99;5
452007;2014;20;35;4730;3871;4;Cali;14;Pasto;99;5
297822291;2014;30;32;5110;4900;4;Cali;14;Pasto;99;5
299303277;2014;10;12;1825;1524;4;Cali;14;Pasto;99;5
190072;2014;23;34;6115;3814;4;Cali;14;Pasto;99;5
299304532;2014;16;18;1110;960;4;Cali;14;Pasto;99;5
297819287;2014;25;27;3715;2460;4;Cali;14;Pasto;99;5
297820340;2014;9;10;747;680;4;Cali;14;Pasto;99;5
297820632;2014;23;29;2037;1943;4;Cali;14;Pasto;99;5
299303280;2014;17;19;2335;2120;4;Cali;14;Pasto;99;5
299304531;2014;7;14;1512;340;1;Barranquilla;22;San Andrés;99;5
297718441;2014;32;40;8750;3485;4;Cali;14;Pasto;99;5
297819625;2014;33;35;4680;4680;4;Cali;14;Pasto;99;5
297820033;2014;20;22;5475;4208;4;Cali;14;Pasto;99;5
297717045;2014;18;26;4160;3796;4;Cali;14;Pasto;99;5
297825759;2014;16;25;680;680;4;Cali;14;Pasto;99;5
297827700;2014;15;17;2920;2830;4;Cali;14;Pasto;99;5
297730092;2014;9;9;2078;618;4;Cali;14;Pasto;99;5
297819101;2014;8;24;700;420;4;Cali;14;Pasto;99;5
297822838;2014;9;16;345;260;4;Cali;14;Pasto;99;5
447646;2014;6;7;1095;1030;4;Cali;14;Pasto;99;5
297826952;2014;28;44;7218;4015;4;Cali;15;Popayán;99;5
296886217;2014;41;162;10475;10135;1;Barranquilla;16;Santa Marta;99;5
297826801;2014;270;1220;82314;54876;1;Barranquilla;16;Santa Marta;99;5
297826802;2014;32;74;12101;5555;1;Barranquilla;16;Santa Marta;99;5
297826803;2014;56;96;24818;14867;1;Barranquilla;16;Santa Marta;99;5
297838055;2014;346;1497;58654;49672;1;Barranquilla;16;Santa Marta;99;5
9816056;2014;140;468;33195;33195;1;Barranquilla;16;Santa Marta;99;5
9816058;2014;68;144;6962;5222;1;Barranquilla;16;Santa Marta;99;5
297826804;2014;70;150;11919;7676;1;Barranquilla;16;Santa Marta;99;5
441237;2014;75;192;16534;13240;1;Barranquilla;16;Santa Marta;99;5
441867;2014;156;480;49800;36010;1;Barranquilla;16;Santa Marta;99;5
297826653;2014;40;160;13945;13945;1;Barranquilla;16;Santa Marta;99;5
412206;2014;75;210;11110;11110;1;Barranquilla;16;Santa Marta;99;5
297839770;2014;280;326;32696;19017;1;Barranquilla;16;Santa Marta;99;5
297823689;2014;94;231;33948;16974;1;Barranquilla;16;Santa Marta;99;5
297820142;2014;10;12;3400;1700;1;Barranquilla;16;Santa Marta;99;5
412645;2014;54;206;18798;9399;1;Barranquilla;16;Santa Marta;99;5
297838042;2014;24;48;475;270;1;Barranquilla;9;Cartagena;99;5
297827859;2014;133;254;24823;12380;1;Barranquilla;16;Santa Marta;99;5
378399;2014;45;133;16016;7161;2;Bogotá;17;Tunja;99;5
296886273;2014;28;246;25058;24688;2;Bogotá;17;Tunja;99;5
452209;2014;61;304;20184;20038;2;Bogotá;17;Tunja;99;5
297839496;2014;23;46;9089;7428;2;Bogotá;17;Tunja;99;5
297827967;2014;93;269;34310;13945;2;Bogotá;17;Tunja;99;5
451737;2014;26;53;19080;6701;2;Bogotá;17;Tunja;99;5
452242;2014;50;150;14000;13100;2;Bogotá;17;Tunja;99;5
451410;2014;32;201;10115;10115;3;Bucaramanga;3;Bucaramanga;99;5
297826805;2014;61;88;15907;14806;2;Bogotá;18;Villavicencio;99;5
297718278;2014;63;96;15108;11524;2;Bogotá;18;Villavicencio;99;5
297826874;2014;110;330;59655;29617;2;Bogotá;18;Villavicencio;99;5
297826880;2014;57;105;14343;6624;2;Bogotá;18;Villavicencio;99;5
297823318;2014;51;92;29969;29969;2;Bogotá;18;Villavicencio;99;5
297717022;2014;198;704;33625;17573;2;Bogotá;18;Villavicencio;99;5
359228;2014;49;196;23148;12056;2;Bogotá;2;Bogotá;99;5
297827893;2014;33;66;7375;6500;2;Bogotá;18;Villavicencio;99;5
416445;2014;27;53;15732;7062;2;Bogotá;18;Villavicencio;99;5
297822935;2014;82;220;26512;21417;2;Bogotá;18;Villavicencio;99;5
452022;2014;36;72;6120;6120;2;Bogotá;18;Villavicencio;99;5
297827069;2014;50;65;21276;14150;2;Bogotá;18;Villavicencio;99;5
445035;2014;27;51;3132;2109;2;Bogotá;18;Villavicencio;99;5
297824171;2014;11;11;308;284;2;Bogotá;18;Villavicencio;99;5
297821658;2014;23;26;65;45;2;Bogotá;18;Villavicencio;99;5
297819819;2014;24;52;4200;4000;2;Bogotá;18;Villavicencio;99;5
119269;2014;29;39;1000;432;2;Bogotá;85;Yopal;99;5
297822942;2014;15;20;1715;1042;2;Bogotá;85;Yopal;99;5
451546;2014;30;45;6025;2257;2;Bogotá;85;Yopal;99;5
451479;2014;17;18;3720;1510;2;Bogotá;85;Yopal;99;5
451823;2014;12;27;432;144;2;Bogotá;85;Yopal;99;5
297818782;2014;9;18;1536;336;2;Bogotá;85;Yopal;99;5
297821835;2014;33;66;2985;1500;2;Bogotá;85;Yopal;99;5
297822565;2014;14;28;1876;938;2;Bogotá;85;Yopal;99;5
297819575;2014;12;18;1008;336;2;Bogotá;85;Yopal;99;5
297820273;2014;10;20;1344;366;2;Bogotá;85;Yopal;99;5
299303279;2014;16;26;2965;1495;2;Bogotá;85;Yopal;99;5
297837540;2014;8;12;2520;250;2;Bogotá;85;Yopal;99;5
297823050;2014;21;36;2600;1489;2;Bogotá;85;Yopal;99;5
297823808;2014;16;32;2142;714;2;Bogotá;85;Yopal;99;5
445605;2014;15;22;2320;1970;2;Bogotá;85;Yopal;99;5
297834039;2014;12;16;1440;1430;2;Bogotá;18;Villavicencio;99;5
297822619;2014;29;55;1894;1392;2;Bogotá;18;Villavicencio;99;5
111989;2014;35;70;6205;3150;2;Bogotá;18;Villavicencio;99;5
442454;2014;14;32;877;420;2;Bogotá;18;Villavicencio;99;5
446361;2014;14;30;2920;2320;2;Bogotá;18;Villavicencio;99;5
445797;2014;14;23;2249;2016;2;Bogotá;18;Villavicencio;99;5
442347;2014;11;28;549;528;2;Bogotá;18;Villavicencio;99;5
297821837;2014;21;26;1438;1243;2;Bogotá;18;Villavicencio;99;5
451828;2014;61;83;5028;2028;2;Bogotá;18;Villavicencio;99;5
297820211;2014;14;22;360;340;2;Bogotá;18;Villavicencio;99;5
297824422;2014;48;60;12902;2142;2;Bogotá;18;Villavicencio;99;5
172844;2014;18;35;510;480;2;Bogotá;18;Villavicencio;99;5
297820051;2014;49;54;2355;1435;2;Bogotá;18;Villavicencio;99;5
446231;2014;20;31;3365;542;2;Bogotá;18;Villavicencio;99;5
445004;2014;24;26;1418;1224;2;Bogotá;18;Villavicencio;99;5
297821149;2014;20;80;320;110;2;Bogotá;18;Villavicencio;99;5
297824008;2014;11;24;2104;1865;2;Bogotá;18;Villavicencio;99;5
444134;2014;20;30;980;642;2;Bogotá;18;Villavicencio;99;5
11800584;2014;89;185;470;283;2;Bogotá;85;Yopal;99;5
11800586;2014;88;126;1443;1255;2;Bogotá;85;Yopal;99;5
297818723;2014;8;9;890;550;2;Bogotá;18;Villavicencio;99;5
297822149;2014;11;14;450;340;2;Bogotá;18;Villavicencio;99;5
297822239;2014;21;36;2190;730;2;Bogotá;18;Villavicencio;99;5
297824231;2014;19;24;204;125;2;Bogotá;18;Villavicencio;99;5
297818440;2014;8;17;1200;720;2;Bogotá;85;Yopal;99;5
297820513;2014;15;18;2000;775;2;Bogotá;85;Yopal;99;5
297820882;2014;30;60;2300;1960;2;Bogotá;85;Yopal;99;5
297820938;2014;18;22;1620;1421;2;Bogotá;85;Yopal;99;5
297823039;2014;25;30;4780;3125;2;Bogotá;85;Yopal;99;5
297822699;2014;44;88;7776;1728;2;Bogotá;85;Yopal;99;5
297824128;2014;27;47;5715;3094;2;Bogotá;85;Yopal;99;5
297823859;2014;18;60;1691;1015;2;Bogotá;85;Yopal;99;5
297827045;2014;30;60;7020;2340;2;Bogotá;85;Yopal;99;5
297825790;2014;7;9;984;147;2;Bogotá;85;Yopal;99;5
297827312;2014;5;10;1450;725;2;Bogotá;85;Yopal;99;5
299303364;2014;75;95;1068;534;2;Bogotá;85;Yopal;99;5
299303288;2014;42;72;8784;8586;1;Barranquilla;21;Riohacha;99;5
444209;2014;36;82;11820;10412;1;Barranquilla;21;Riohacha;99;5
297827496;2014;140;358;33886;20672;1;Barranquilla;21;Riohacha;99;5
9815982;2014;212;817;110773;26280;1;Barranquilla;22;San Andrés;99;5
296913989;2014;216;817;108518;24580;1;Barranquilla;22;San Andrés;99;5
296913990;2014;46;99;24191;6347;1;Barranquilla;22;San Andrés;99;5
297718663;2014;34;89;12322;4134;1;Barranquilla;22;San Andrés;99;5
297730498;2014;35;86;6656;2467;1;Barranquilla;22;San Andrés;99;5
297826665;2014;89;288;75853;62001;1;Barranquilla;22;San Andrés;99;5
74973;2014;61;122;11448;10260;1;Barranquilla;22;San Andrés;99;5
457976;2014;64;80;11406;5703;6;Medellín;12;Monteria;99;5
9816029;2014;141;258;79497;55928;1;Barranquilla;22;San Andrés;99;5
296914091;2014;89;278;17558;8471;1;Barranquilla;22;San Andrés;99;5
297730513;2014;192;707;257960;193043;1;Barranquilla;22;San Andrés;99;5
297730514;2014;55;366;61640;53340;1;Barranquilla;22;San Andrés;99;5
297730681;2014;158;321;11965;1455;1;Barranquilla;22;San Andrés;99;5
297821667;2014;65;168;11562;9314;1;Barranquilla;22;San Andrés;99;5
452535;2014;170;433;103901;28845;1;Barranquilla;22;San Andrés;99;5
297826875;2014;65;173;34845;12343;1;Barranquilla;22;San Andrés;99;5
455784;2014;91;247;54930;16433;1;Barranquilla;22;San Andrés;99;5
296914053;2014;163;408;43414;31556;1;Barranquilla;22;San Andrés;99;5
297826666;2014;61;162;42141;14522;1;Barranquilla;22;San Andrés;99;5
297826646;2014;42;120;33714;8702;1;Barranquilla;22;San Andrés;99;5
297826948;2014;42;114;26377;5930;1;Barranquilla;22;San Andrés;99;5
297826737;2014;100;233;75046;25334;1;Barranquilla;22;San Andrés;99;5
299303281;2014;77;199;51280;16818;1;Barranquilla;22;San Andrés;99;5
452123;2014;297;780;220133;55033;1;Barranquilla;22;San Andrés;99;5
452124;2014;65;172;53937;15400;1;Barranquilla;22;San Andrés;99;5
452125;2014;28;66;21100;20721;2;Bogotá;91;Leticia;99;5
296913996;2014;36;72;24444;6110;1;Barranquilla;22;San Andrés;99;5
297730349;2014;56;162;36613;9512;1;Barranquilla;22;San Andrés;99;5
297838041;2014;12;47;4070;1153;1;Barranquilla;22;San Andrés;99;5
299303289;2014;9;29;6530;1840;1;Barranquilla;22;San Andrés;99;5
9815645;2014;15;52;2201;382;1;Barranquilla;22;San Andrés;99;5
9815680;2014;24;58;7300;3230;1;Barranquilla;22;San Andrés;99;5
441678;2014;8;17;550;260;1;Barranquilla;22;San Andrés;99;5
297819308;2014;12;55;4400;1076;1;Barranquilla;22;San Andrés;99;5
297822447;2014;16;43;4609;1230;1;Barranquilla;22;San Andrés;99;5
9816028;2014;5;7;635;211;1;Barranquilla;22;San Andrés;99;5
9809870;2014;15;48;4277;2191;1;Barranquilla;22;San Andrés;99;5
441826;2014;72;222;18018;11189;1;Barranquilla;22;San Andrés;99;5
297819945;2014;9;12;2800;1572;1;Barranquilla;22;San Andrés;99;5
110501;2014;8;16;1120;363;1;Barranquilla;22;San Andrés;99;5
297822317;2014;17;56;1916;965;1;Barranquilla;22;San Andrés;99;5
444120;2014;8;20;2640;2140;1;Barranquilla;22;San Andrés;99;5
287782;2014;9;59;5319;1353;1;Barranquilla;22;San Andrés;99;5
297821876;2014;20;80;7751;4689;1;Barranquilla;22;San Andrés;99;5
448118;2014;26;52;2954;1946;1;Barranquilla;22;San Andrés;99;5
441851;2014;9;19;866;312;1;Barranquilla;22;San Andrés;99;5
297818836;2014;24;51;4820;2160;1;Barranquilla;22;San Andrés;99;5
297822109;2014;2;3;12;6;1;Barranquilla;22;San Andrés;99;5
297823002;2014;5;18;212;71;1;Barranquilla;22;San Andrés;99;5
297823811;2014;5;10;2160;1080;1;Barranquilla;22;San Andrés;99;5
451392;2014;14;46;811;283;1;Barranquilla;22;San Andrés;99;5
297826444;2014;2;5;21;7;1;Barranquilla;22;San Andrés;99;5
297718661;2014;19;57;1937;694;1;Barranquilla;22;San Andrés;99;5
447371;2014;34;128;490;230;1;Barranquilla;22;San Andrés;99;5
452104;2014;24;40;593;503;1;Barranquilla;24;Valledupar;99;5
444146;2014;49;85;9003;9003;1;Barranquilla;23;Sincelejo;99;5
297826912;2014;26;93;70;50;1;Barranquilla;23;Sincelejo;99;5
415797;2014;30;50;2000;400;1;Barranquilla;23;Sincelejo;99;5
297838035;2014;70;104;19046;19046;1;Barranquilla;24;Valledupar;99;5
297718293;2014;62;72;13455;7049;1;Barranquilla;24;Valledupar;99;5
297718291;2014;51;100;14514;9626;1;Barranquilla;24;Valledupar;99;5
297718319;2014;108;158;39872;22656;1;Barranquilla;24;Valledupar;99;5
297823856;2014;43;69;7454;5143;1;Barranquilla;24;Valledupar;99;5
451467;2014;87;146;35187;16412;2;Bogotá;2;Bogotá;99;5
297839487;2014;125;185;67525;59323;1;Barranquilla;9;Cartagena;99;5
