Nro_Orden_Establecimiento;Periodo;INSERTOT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297823552;2014;1214000;2;Bogotá;2;Bogotá;99;5
297826977;2014;2317428;2;Bogotá;2;Bogotá;99;5
9807394;2014;448900;2;Bogotá;2;Bogotá;99;5
297826749;2014;1144230;2;Bogotá;2;Bogotá;99;5
297839499;2014;1948509;2;Bogotá;2;Bogotá;99;5
297827337;2014;668956;2;Bogotá;2;Bogotá;99;5
297826662;2014;22450761;2;Bogotá;2;Bogotá;99;5
408533;2014;1447431;2;Bogotá;2;Bogotá;99;5
450869;2014;1421404;2;Bogotá;2;Bogotá;99;5
297826835;2014;2048385;2;Bogotá;2;Bogotá;99;5
441267;2014;1852205;2;Bogotá;2;Bogotá;99;5
447079;2014;4339057;2;Bogotá;2;Bogotá;99;5
297826870;2014;35161839;2;Bogotá;2;Bogotá;99;5
297826640;2014;2145358;2;Bogotá;2;Bogotá;99;5
297826980;2014;4630694;2;Bogotá;2;Bogotá;99;5
299304555;2014;648697;2;Bogotá;2;Bogotá;99;5
297826975;2014;6445571;2;Bogotá;2;Bogotá;99;5
297839506;2014;717859;2;Bogotá;2;Bogotá;99;5
9807441;2014;2200759;2;Bogotá;2;Bogotá;99;5
9807448;2014;4500415;2;Bogotá;2;Bogotá;99;5
441825;2014;3394669;1;Barranquilla;16;Santa Marta;99;5
9795548;2014;688161;2;Bogotá;18;Villavicencio;99;5
297826990;2014;3239089;2;Bogotá;2;Bogotá;99;5
297826738;2014;48028501;2;Bogotá;2;Bogotá;99;5
297839497;2014;8108239;2;Bogotá;2;Bogotá;99;5
297826642;2014;20697984;2;Bogotá;2;Bogotá;99;5
297718322;2014;2573846;2;Bogotá;2;Bogotá;99;5
9815979;2014;826627;1;Barranquilla;16;Santa Marta;99;5
299303285;2014;77394;2;Bogotá;2;Bogotá;99;5
448987;2014;11190064;2;Bogotá;2;Bogotá;99;5
297730503;2014;927745;1;Barranquilla;16;Santa Marta;99;5
297718312;2014;8350195;2;Bogotá;2;Bogotá;99;5
297718302;2014;34105929;2;Bogotá;2;Bogotá;99;5
297822448;2014;1602992;2;Bogotá;2;Bogotá;99;5
297839505;2014;16021244;2;Bogotá;2;Bogotá;99;5
297821308;2014;7169318;2;Bogotá;2;Bogotá;99;5
297718360;2014;5262708;2;Bogotá;2;Bogotá;99;5
297718363;2014;5860829;2;Bogotá;2;Bogotá;99;5
297718362;2014;8383981;2;Bogotá;2;Bogotá;99;5
297822336;2014;2728534;2;Bogotá;2;Bogotá;99;5
297717006;2014;3227771;2;Bogotá;2;Bogotá;99;5
297717021;2014;9053497;2;Bogotá;2;Bogotá;99;5
297717024;2014;3656724;2;Bogotá;2;Bogotá;99;5
297839796;2014;89000;2;Bogotá;2;Bogotá;99;5
297818794;2014;36500;2;Bogotá;2;Bogotá;99;5
283047;2014;1124481;2;Bogotá;2;Bogotá;99;5
297820580;2014;288518;2;Bogotá;85;Yopal;99;5
452232;2014;268600;2;Bogotá;2;Bogotá;99;5
297823158;2014;5764400;2;Bogotá;2;Bogotá;99;5
297718330;2014;2131439;2;Bogotá;2;Bogotá;99;5
297821918;2014;955982;2;Bogotá;2;Bogotá;99;5
297822767;2014;2328194;2;Bogotá;2;Bogotá;99;5
297822929;2014;1774901;2;Bogotá;2;Bogotá;99;5
297827029;2014;104730;2;Bogotá;91;Leticia;99;5
297821059;2014;207341;2;Bogotá;91;Leticia;99;5
256628;2014;607435;2;Bogotá;91;Leticia;99;5
297839502;2014;7072;2;Bogotá;91;Leticia;99;5
297730495;2014;83500;2;Bogotá;91;Leticia;99;5
297827899;2014;3701124;2;Bogotá;91;Leticia;99;5
297827887;2014;287432;2;Bogotá;91;Leticia;99;5
441040;2014;240000;2;Bogotá;91;Leticia;99;5
444211;2014;61138;2;Bogotá;18;Villavicencio;99;5
297822054;2014;713242;2;Bogotá;2;Bogotá;99;5
297819453;2014;363821;2;Bogotá;2;Bogotá;99;5
450867;2014;788949;2;Bogotá;2;Bogotá;99;5
441850;2014;3521032;1;Barranquilla;22;San Andrés;99;5
297823164;2014;475549;2;Bogotá;2;Bogotá;99;5
297718671;2014;3171531;2;Bogotá;2;Bogotá;99;5
297821291;2014;1266551;2;Bogotá;2;Bogotá;99;5
297717025;2014;515242;2;Bogotá;2;Bogotá;99;5
297821128;2014;4792531;2;Bogotá;2;Bogotá;99;5
297718298;2014;3185771;2;Bogotá;2;Bogotá;99;5
297826003;2014;1811632;2;Bogotá;2;Bogotá;99;5
297827332;2014;2978042;2;Bogotá;2;Bogotá;99;5
10211325;2014;272396;2;Bogotá;2;Bogotá;99;5
297824845;2014;184399;2;Bogotá;91;Leticia;99;5
297840105;2014;13573;2;Bogotá;91;Leticia;99;5
297825821;2014;4900;2;Bogotá;91;Leticia;99;5
297827619;2014;82837;2;Bogotá;91;Leticia;99;5
297825685;2014;179464;2;Bogotá;91;Leticia;99;5
297823003;2014;373312;2;Bogotá;91;Leticia;99;5
297826634;2014;318175;2;Bogotá;91;Leticia;99;5
297822047;2014;37775;2;Bogotá;91;Leticia;99;5
259709;2014;57118;2;Bogotá;91;Leticia;99;5
297818963;2014;98000;2;Bogotá;91;Leticia;99;5
297840103;2014;8162;2;Bogotá;91;Leticia;99;5
394762;2014;121117;2;Bogotá;91;Leticia;99;5
297833958;2014;6501;2;Bogotá;91;Leticia;99;5
297823481;2014;72609;2;Bogotá;91;Leticia;99;5
297821674;2014;103000;2;Bogotá;91;Leticia;99;5
299304550;2014;2414717;2;Bogotá;2;Bogotá;99;5
297827324;2014;3554907;2;Bogotá;2;Bogotá;99;5
299304637;2014;6549326;2;Bogotá;2;Bogotá;99;5
10211393;2014;3212827;2;Bogotá;2;Bogotá;99;5
300037392;2014;10846081;4;Cali;4;Cali;99;5
299303375;2014;4570051;2;Bogotá;2;Bogotá;99;5
299320035;2014;2112649;2;Bogotá;2;Bogotá;99;5
10213095;2014;3844817;2;Bogotá;2;Bogotá;99;5
300470904;2014;317000;2;Bogotá;2;Bogotá;99;5
10213101;2014;976666;2;Bogotá;2;Bogotá;99;5
297820720;2014;2992014;2;Bogotá;2;Bogotá;99;5
297821600;2014;950594;2;Bogotá;2;Bogotá;99;5
460017;2014;2747634;2;Bogotá;2;Bogotá;99;5
299303358;2014;1220000;2;Bogotá;2;Bogotá;99;5
297838049;2014;486852;2;Bogotá;2;Bogotá;99;5
282655;2014;115449;2;Bogotá;13;Neiva;99;5
207124;2014;82460;2;Bogotá;2;Bogotá;99;5
451953;2014;123946;2;Bogotá;2;Bogotá;99;5
394691;2014;184740;2;Bogotá;2;Bogotá;99;5
297566684;2014;1616439;2;Bogotá;2;Bogotá;99;5
297730516;2014;441456;2;Bogotá;2;Bogotá;99;5
297837484;2014;2489899;2;Bogotá;2;Bogotá;99;5
298405690;2014;1737186;2;Bogotá;2;Bogotá;99;5
299303362;2014;753600;2;Bogotá;2;Bogotá;99;5
296886227;2014;5333709;2;Bogotá;2;Bogotá;99;5
297718270;2014;6105158;2;Bogotá;2;Bogotá;99;5
452147;2014;1001471;3;Bucaramanga;3;Bucaramanga;99;5
296886218;2014;3528652;3;Bucaramanga;3;Bucaramanga;99;5
297839501;2014;9433670;2;Bogotá;2;Bogotá;99;5
382102;2014;9391428;3;Bucaramanga;3;Bucaramanga;99;5
297826761;2014;3016928;3;Bucaramanga;3;Bucaramanga;99;5
296914019;2014;2307092;3;Bucaramanga;3;Bucaramanga;99;5
297826917;2014;8244285;3;Bucaramanga;3;Bucaramanga;99;5
297826729;2014;4497050;3;Bucaramanga;3;Bucaramanga;99;5
297826888;2014;5041351;3;Bucaramanga;3;Bucaramanga;99;5
297826958;2014;1367694;3;Bucaramanga;3;Bucaramanga;99;5
452268;2014;2628625;3;Bucaramanga;3;Bucaramanga;99;5
452269;2014;296295;3;Bucaramanga;3;Bucaramanga;99;5
407128;2014;2174000;3;Bucaramanga;3;Bucaramanga;99;5
297826915;2014;955065;3;Bucaramanga;3;Bucaramanga;99;5
297827245;2014;1316000;3;Bucaramanga;3;Bucaramanga;99;5
420510;2014;1137600;3;Bucaramanga;3;Bucaramanga;99;5
297823964;2014;2001547;3;Bucaramanga;3;Bucaramanga;99;5
297822876;2014;1163000;3;Bucaramanga;3;Bucaramanga;99;5
444344;2014;114600;3;Bucaramanga;3;Bucaramanga;99;5
297824118;2014;2519826;3;Bucaramanga;3;Bucaramanga;99;5
297827338;2014;1478668;3;Bucaramanga;3;Bucaramanga;99;5
297819782;2014;3080000;3;Bucaramanga;3;Bucaramanga;99;5
452141;2014;9836612;3;Bucaramanga;3;Bucaramanga;99;5
444253;2014;1947151;3;Bucaramanga;3;Bucaramanga;99;5
452143;2014;941324;3;Bucaramanga;3;Bucaramanga;99;5
299304551;2014;9699806;3;Bucaramanga;3;Bucaramanga;99;5
300037454;2014;1968455;3;Bucaramanga;3;Bucaramanga;99;5
297820704;2014;2099521;3;Bucaramanga;3;Bucaramanga;99;5
297822007;2014;1323026;3;Bucaramanga;3;Bucaramanga;99;5
446012;2014;614000;3;Bucaramanga;3;Bucaramanga;99;5
297827422;2014;920000;3;Bucaramanga;3;Bucaramanga;99;5
297838190;2014;1209751;4;Cali;4;Cali;99;5
455239;2014;4416543;4;Cali;4;Cali;99;5
297826717;2014;10456727;4;Cali;4;Cali;99;5
297826765;2014;840912;4;Cali;4;Cali;99;5
297826766;2014;711419;4;Cali;4;Cali;99;5
297821302;2014;1094619;4;Cali;4;Cali;99;5
297826771;2014;1933582;4;Cali;4;Cali;99;5
297821622;2014;4638850;4;Cali;4;Cali;99;5
452422;2014;2073083;5;Manizales;5;Manizales;99;5
452426;2014;9772203;5;Manizales;11;Ibagué;99;5
9807415;2014;5177347;2;Bogotá;2;Bogotá;99;5
296886245;2014;11325109;6;Medellín;6;Medellín;99;5
296886246;2014;7653190;2;Bogotá;2;Bogotá;99;5
296886247;2014;6666764;2;Bogotá;2;Bogotá;99;5
296886248;2014;2784228;5;Manizales;5;Manizales;99;5
296886249;2014;1920000;5;Manizales;5;Manizales;99;5
296886250;2014;13105777;1;Barranquilla;16;Santa Marta;99;5
297718282;2014;18758582;1;Barranquilla;9;Cartagena;99;5
297730369;2014;23056592;2;Bogotá;2;Bogotá;99;5
297730371;2014;9228151;2;Bogotá;2;Bogotá;99;5
297730372;2014;1215212;2;Bogotá;2;Bogotá;99;5
297730373;2014;15155489;1;Barranquilla;1;Barranquilla;99;5
297730375;2014;6191076;6;Medellín;6;Medellín;99;5
297730377;2014;10664783;2;Bogotá;17;Tunja;99;5
297730504;2014;2534230;6;Medellín;6;Medellín;99;5
297730506;2014;717403;5;Manizales;11;Ibagué;99;5
297730507;2014;9215757;2;Bogotá;2;Bogotá;99;5
297838052;2014;42223713;4;Cali;4;Cali;99;5
296914052;2014;8308492;4;Cali;4;Cali;99;5
297826920;2014;2712669;4;Cali;4;Cali;99;5
446013;2014;430731;4;Cali;4;Cali;99;5
452409;2014;2931765;4;Cali;4;Cali;99;5
297826959;2014;1956808;4;Cali;4;Cali;99;5
297824068;2014;829924;4;Cali;4;Cali;99;5
306981;2014;1462972;4;Cali;4;Cali;99;5
297730524;2014;2273470;4;Cali;14;Pasto;99;5
297826949;2014;615693;4;Cali;4;Cali;99;5
297826764;2014;605299;4;Cali;4;Cali;99;5
297826736;2014;905569;4;Cali;4;Cali;99;5
297826872;2014;895892;4;Cali;4;Cali;99;5
297826769;2014;2688157;4;Cali;4;Cali;99;5
297826768;2014;835775;4;Cali;4;Cali;99;5
297827862;2014;14934153;4;Cali;4;Cali;99;5
444764;2014;565831;4;Cali;4;Cali;99;5
455224;2014;10256889;4;Cali;4;Cali;99;5
297820355;2014;2049816;4;Cali;4;Cali;99;5
300037391;2014;1709348;4;Cali;4;Cali;99;5
10402258;2014;1152184;4;Cali;4;Cali;99;5
297820747;2014;26914479;4;Cali;4;Cali;99;5
405862;2014;1153992;4;Cali;4;Cali;99;5
440880;2014;175138;4;Cali;4;Cali;99;5
299303283;2014;5055396;5;Manizales;5;Manizales;99;5
375000;2014;2789314;5;Manizales;5;Manizales;99;5
455637;2014;1879364;5;Manizales;5;Manizales;99;5
7070958;2014;739904;5;Manizales;5;Manizales;99;5
297718288;2014;1212110;5;Manizales;5;Manizales;99;5
297826773;2014;819038;5;Manizales;5;Manizales;99;5
297822411;2014;1794442;5;Manizales;5;Manizales;99;5
455231;2014;195975;5;Manizales;5;Manizales;99;5
252648;2014;88520;5;Manizales;5;Manizales;99;5
297826671;2014;2660933;6;Medellín;6;Medellín;99;5
297718664;2014;704141;6;Medellín;6;Medellín;99;5
297826675;2014;4120352;6;Medellín;6;Medellín;99;5
297826976;2014;6611907;6;Medellín;6;Medellín;99;5
297718666;2014;2759667;6;Medellín;6;Medellín;99;5
452177;2014;1603054;6;Medellín;6;Medellín;99;5
297826851;2014;19126586;6;Medellín;6;Medellín;99;5
297718265;2014;5997193;6;Medellín;6;Medellín;99;5
296886274;2014;1507714;6;Medellín;6;Medellín;99;5
296886224;2014;2763326;6;Medellín;6;Medellín;99;5
299303330;2014;4143006;6;Medellín;6;Medellín;99;5
297826800;2014;3590393;6;Medellín;6;Medellín;99;5
297718269;2014;9540288;6;Medellín;6;Medellín;99;5
299303276;2014;23757747;6;Medellín;6;Medellín;99;5
446746;2014;2731000;6;Medellín;6;Medellín;99;5
296886259;2014;1654982;6;Medellín;6;Medellín;99;5
296886263;2014;1931953;6;Medellín;6;Medellín;99;5
296886264;2014;2227709;6;Medellín;6;Medellín;99;5
375263;2014;4109866;6;Medellín;6;Medellín;99;5
297730508;2014;11445930;6;Medellín;6;Medellín;99;5
375941;2014;1286327;6;Medellín;6;Medellín;99;5
457974;2014;2603678;6;Medellín;6;Medellín;99;5
9787477;2014;1987108;6;Medellín;6;Medellín;99;5
297826674;2014;1403402;6;Medellín;6;Medellín;99;5
297730522;2014;2225934;6;Medellín;6;Medellín;99;5
296886268;2014;780699;6;Medellín;6;Medellín;99;5
297826643;2014;13933782;6;Medellín;6;Medellín;99;5
452356;2014;9534772;6;Medellín;6;Medellín;99;5
297718296;2014;1954120;6;Medellín;6;Medellín;99;5
297826775;2014;1637719;6;Medellín;6;Medellín;99;5
297823526;2014;1138713;6;Medellín;6;Medellín;99;5
452330;2014;5824866;6;Medellín;6;Medellín;99;5
297718304;2014;1626144;6;Medellín;6;Medellín;99;5
297822869;2014;4187718;6;Medellín;6;Medellín;99;5
297823386;2014;1396102;6;Medellín;6;Medellín;99;5
297823000;2014;2964320;6;Medellín;6;Medellín;99;5
297823579;2014;7074000;6;Medellín;6;Medellín;99;5
297823739;2014;10036820;6;Medellín;6;Medellín;99;5
452170;2014;656284;6;Medellín;6;Medellín;99;5
452474;2014;1693000;6;Medellín;6;Medellín;99;5
297823404;2014;1407924;6;Medellín;6;Medellín;99;5
297718335;2014;839346;6;Medellín;6;Medellín;99;5
443827;2014;834996;6;Medellín;6;Medellín;99;5
2506951;2014;657441;6;Medellín;6;Medellín;99;5
297823428;2014;834690;6;Medellín;6;Medellín;99;5
444270;2014;326508;6;Medellín;6;Medellín;99;5
297718344;2014;30012971;6;Medellín;6;Medellín;99;5
297839768;2014;7548921;6;Medellín;6;Medellín;99;5
297718343;2014;4768714;6;Medellín;6;Medellín;99;5
299303370;2014;2036178;6;Medellín;6;Medellín;99;5
297819344;2014;688197;6;Medellín;6;Medellín;99;5
297718668;2014;268436;6;Medellín;6;Medellín;99;5
297823165;2014;381298;6;Medellín;6;Medellín;99;5
297823405;2014;734282;6;Medellín;6;Medellín;99;5
138497;2014;432716;6;Medellín;6;Medellín;99;5
297826789;2014;115331;6;Medellín;6;Medellín;99;5
297823865;2014;686935;6;Medellín;6;Medellín;99;5
299381137;2014;1680456;6;Medellín;6;Medellín;99;5
10400085;2014;4236435;6;Medellín;6;Medellín;99;5
451490;2014;2809235;5;Manizales;7;Pereira;99;5
297839503;2014;1031066;5;Manizales;7;Pereira;99;5
452201;2014;4385392;5;Manizales;7;Pereira;99;5
297826921;2014;13698167;5;Manizales;7;Pereira;99;5
297730463;2014;2287766;5;Manizales;7;Pereira;99;5
297826808;2014;1794036;5;Manizales;7;Pereira;99;5
297822881;2014;1215061;5;Manizales;7;Pereira;99;5
325677;2014;1053327;5;Manizales;7;Pereira;99;5
462275;2014;1067919;5;Manizales;7;Pereira;99;5
297824139;2014;624085;5;Manizales;7;Pereira;99;5
452303;2014;1106143;5;Manizales;7;Pereira;99;5
455706;2014;2128070;5;Manizales;8;Armenia;99;5
297826721;2014;6150536;5;Manizales;8;Armenia;99;5
297826720;2014;7246107;5;Manizales;8;Armenia;99;5
297826897;2014;285231;5;Manizales;8;Armenia;99;5
297826981;2014;15311238;5;Manizales;8;Armenia;99;5
455775;2014;775335;5;Manizales;8;Armenia;99;5
298581;2014;1428132;5;Manizales;8;Armenia;99;5
10800251;2014;619712;5;Manizales;8;Armenia;99;5
299303359;2014;2390000;5;Manizales;8;Armenia;99;5
297826797;2014;34108140;1;Barranquilla;9;Cartagena;99;5
297827001;2014;17661218;1;Barranquilla;9;Cartagena;99;5
80207;2014;29892058;1;Barranquilla;22;San Andrés;99;5
9815993;2014;26335606;1;Barranquilla;16;Santa Marta;99;5
9815995;2014;14804846;1;Barranquilla;22;San Andrés;99;5
296914001;2014;61424233;1;Barranquilla;9;Cartagena;99;5
296914050;2014;22275308;1;Barranquilla;22;San Andrés;99;5
297826809;2014;48108710;1;Barranquilla;9;Cartagena;99;5
297826810;2014;18903602;1;Barranquilla;9;Cartagena;99;5
299303286;2014;2167990;1;Barranquilla;9;Cartagena;99;5
297826876;2014;23795974;1;Barranquilla;9;Cartagena;99;5
297826879;2014;68291706;1;Barranquilla;9;Cartagena;99;5
296886257;2014;5604789;1;Barranquilla;9;Cartagena;99;5
297827968;2014;26726451;1;Barranquilla;9;Cartagena;99;5
296886212;2014;3319456;1;Barranquilla;9;Cartagena;99;5
297826719;2014;889829;1;Barranquilla;9;Cartagena;99;5
297826774;2014;1007028;1;Barranquilla;9;Cartagena;99;5
297718256;2014;2859700;1;Barranquilla;9;Cartagena;99;5
297718273;2014;1492597;1;Barranquilla;9;Cartagena;99;5
297826971;2014;1954665;1;Barranquilla;9;Cartagena;99;5
297826877;2014;1524601;1;Barranquilla;9;Cartagena;99;5
441879;2014;2535573;1;Barranquilla;9;Cartagena;99;5
312167;2014;2125097;1;Barranquilla;9;Cartagena;99;5
9816010;2014;1876087;1;Barranquilla;9;Cartagena;99;5
374311;2014;475000;1;Barranquilla;9;Cartagena;99;5
297718327;2014;11671906;1;Barranquilla;9;Cartagena;99;5
297820391;2014;8143478;1;Barranquilla;9;Cartagena;99;5
297818576;2014;17083702;1;Barranquilla;9;Cartagena;99;5
299303278;2014;2838231;1;Barranquilla;9;Cartagena;99;5
297718345;2014;2678776;1;Barranquilla;9;Cartagena;99;5
452424;2014;6333409;1;Barranquilla;9;Cartagena;99;5
297827083;2014;8499340;1;Barranquilla;9;Cartagena;99;5
441848;2014;2481383;1;Barranquilla;9;Cartagena;99;5
394535;2014;1787954;1;Barranquilla;9;Cartagena;99;5
409328;2014;1017420;1;Barranquilla;9;Cartagena;99;5
441881;2014;1942676;1;Barranquilla;9;Cartagena;99;5
297822760;2014;2836667;1;Barranquilla;9;Cartagena;99;5
9798639;2014;2097848;1;Barranquilla;9;Cartagena;99;5
406282;2014;3832760;1;Barranquilla;9;Cartagena;99;5
441855;2014;1248176;1;Barranquilla;9;Cartagena;99;5
297718300;2014;2306784;1;Barranquilla;9;Cartagena;99;5
297819783;2014;1864380;1;Barranquilla;9;Cartagena;99;5
297820824;2014;7623796;1;Barranquilla;9;Cartagena;99;5
299304552;2014;9992243;1;Barranquilla;9;Cartagena;99;5
299303361;2014;7834717;2;Bogotá;2;Bogotá;99;5
297718348;2014;845617;1;Barranquilla;9;Cartagena;99;5
441135;2014;539949;1;Barranquilla;9;Cartagena;99;5
297826740;2014;1857270;3;Bucaramanga;10;Cúcuta;99;5
297826883;2014;5491917;3;Bucaramanga;10;Cúcuta;99;5
297826884;2014;4987414;3;Bucaramanga;10;Cúcuta;99;5
297826885;2014;2593348;3;Bucaramanga;10;Cúcuta;99;5
297826901;2014;4865556;3;Bucaramanga;10;Cúcuta;99;5
297826957;2014;709987;3;Bucaramanga;10;Cúcuta;99;5
297826747;2014;742475;3;Bucaramanga;10;Cúcuta;99;5
441478;2014;144907;3;Bucaramanga;10;Cúcuta;99;5
452108;2014;8050000;5;Manizales;11;Ibagué;99;5
297826829;2014;555861;5;Manizales;11;Ibagué;99;5
297818881;2014;1567633;5;Manizales;11;Ibagué;99;5
296914042;2014;4231719;2;Bogotá;2;Bogotá;99;5
297826886;2014;1674319;5;Manizales;11;Ibagué;99;5
452553;2014;1673406;5;Manizales;11;Ibagué;99;5
297826772;2014;1335969;5;Manizales;11;Ibagué;99;5
