Nro_Orden_Establecimiento;Periodo;INSERTOT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826673;2014;2525050;5;Manizales;11;Ibagué;99;5
297718320;2014;1285120;2;Bogotá;2;Bogotá;99;5
299303282;2014;1316208;5;Manizales;11;Ibagué;99;5
297826947;2014;4314397;5;Manizales;11;Ibagué;99;5
2959356;2014;17789833;5;Manizales;11;Ibagué;99;5
296914033;2014;9233027;5;Manizales;11;Ibagué;99;5
297839488;2014;4812958;5;Manizales;11;Ibagué;99;5
101228;2014;18000;5;Manizales;11;Ibagué;99;5
295870;2014;379698;5;Manizales;11;Ibagué;99;5
3647575;2014;1974449;5;Manizales;11;Ibagué;99;5
445780;2014;61232;5;Manizales;11;Ibagué;99;5
297827078;2014;84181;2;Bogotá;11;Ibagué;99;5
414901;2014;120000;6;Medellín;12;Monteria;99;5
297826972;2014;2802551;2;Bogotá;13;Neiva;99;5
377622;2014;2953044;2;Bogotá;13;Neiva;99;5
297826505;2014;1062688;2;Bogotá;13;Neiva;99;5
297826918;2014;947023;2;Bogotá;13;Neiva;99;5
297826954;2014;633328;2;Bogotá;13;Neiva;99;5
458176;2014;219117;2;Bogotá;13;Neiva;99;5
444031;2014;1647958;2;Bogotá;13;Neiva;99;5
299303377;2014;3407386;2;Bogotá;13;Neiva;99;5
297839490;2014;1521367;4;Cali;14;Pasto;99;5
299303258;2014;1199709;4;Cali;14;Pasto;99;5
297826853;2014;2775104;4;Cali;14;Pasto;99;5
452406;2014;381452;4;Cali;14;Pasto;99;5
296886266;2014;1409449;4;Cali;14;Pasto;99;5
296886267;2014;2469005;4;Cali;14;Pasto;99;5
297838027;2014;1088012;4;Cali;14;Pasto;99;5
297820038;2014;162391;4;Cali;14;Pasto;99;5
297823966;2014;157000;4;Cali;14;Pasto;99;5
443904;2014;82125;4;Cali;14;Pasto;99;5
452007;2014;56700;4;Cali;14;Pasto;99;5
297822291;2014;75215;4;Cali;14;Pasto;99;5
299303277;2014;36500;4;Cali;14;Pasto;99;5
190072;2014;604040;4;Cali;14;Pasto;99;5
299304532;2014;21900;4;Cali;14;Pasto;99;5
297819287;2014;38900;4;Cali;14;Pasto;99;5
297820340;2014;6714;4;Cali;14;Pasto;99;5
297820632;2014;43600;4;Cali;14;Pasto;99;5
299303280;2014;30200;4;Cali;14;Pasto;99;5
299304531;2014;101680;1;Barranquilla;22;San Andrés;99;5
297718441;2014;300636;4;Cali;14;Pasto;99;5
297819625;2014;37440;4;Cali;14;Pasto;99;5
297820033;2014;10690;4;Cali;14;Pasto;99;5
297717045;2014;41600;4;Cali;14;Pasto;99;5
297825759;2014;10200;4;Cali;14;Pasto;99;5
297827700;2014;43800;4;Cali;14;Pasto;99;5
297730092;2014;24059;4;Cali;14;Pasto;99;5
297819101;2014;9600;4;Cali;14;Pasto;99;5
297822838;2014;8625;4;Cali;14;Pasto;99;5
447646;2014;13140;4;Cali;14;Pasto;99;5
297826952;2014;1095363;4;Cali;15;Popayán;99;5
296886217;2014;1000040;1;Barranquilla;16;Santa Marta;99;5
297826801;2014;20754365;1;Barranquilla;16;Santa Marta;99;5
297826802;2014;1315371;1;Barranquilla;16;Santa Marta;99;5
297826803;2014;2660112;1;Barranquilla;16;Santa Marta;99;5
297838055;2014;28686866;1;Barranquilla;16;Santa Marta;99;5
9816056;2014;9780479;1;Barranquilla;16;Santa Marta;99;5
9816058;2014;1155314;1;Barranquilla;16;Santa Marta;99;5
297826804;2014;2823298;1;Barranquilla;16;Santa Marta;99;5
441237;2014;1822935;1;Barranquilla;16;Santa Marta;99;5
441867;2014;4972963;1;Barranquilla;16;Santa Marta;99;5
297826653;2014;1871638;1;Barranquilla;16;Santa Marta;99;5
412206;2014;1314350;1;Barranquilla;16;Santa Marta;99;5
297839770;2014;4903766;1;Barranquilla;16;Santa Marta;99;5
297823689;2014;1530734;1;Barranquilla;16;Santa Marta;99;5
297820142;2014;681658;1;Barranquilla;16;Santa Marta;99;5
412645;2014;478000;1;Barranquilla;16;Santa Marta;99;5
297838042;2014;155627;1;Barranquilla;9;Cartagena;99;5
297827859;2014;2174271;1;Barranquilla;16;Santa Marta;99;5
378399;2014;1854957;2;Bogotá;17;Tunja;99;5
296886273;2014;2505606;2;Bogotá;17;Tunja;99;5
452209;2014;4425562;2;Bogotá;17;Tunja;99;5
297839496;2014;1135518;2;Bogotá;17;Tunja;99;5
297827967;2014;6034086;2;Bogotá;17;Tunja;99;5
451737;2014;850723;2;Bogotá;17;Tunja;99;5
452242;2014;2135000;2;Bogotá;17;Tunja;99;5
451410;2014;1087833;3;Bucaramanga;3;Bucaramanga;99;5
297826805;2014;2844598;2;Bogotá;18;Villavicencio;99;5
297718278;2014;2904418;2;Bogotá;18;Villavicencio;99;5
297826874;2014;3267514;2;Bogotá;18;Villavicencio;99;5
297826880;2014;2125377;2;Bogotá;18;Villavicencio;99;5
297823318;2014;3440000;2;Bogotá;18;Villavicencio;99;5
297717022;2014;5154020;2;Bogotá;18;Villavicencio;99;5
359228;2014;2687608;2;Bogotá;2;Bogotá;99;5
297827893;2014;179706;2;Bogotá;18;Villavicencio;99;5
416445;2014;1247676;2;Bogotá;18;Villavicencio;99;5
297822935;2014;2643247;2;Bogotá;18;Villavicencio;99;5
452022;2014;1125167;2;Bogotá;18;Villavicencio;99;5
297827069;2014;1330724;2;Bogotá;18;Villavicencio;99;5
445035;2014;398254;2;Bogotá;18;Villavicencio;99;5
297824171;2014;11600;2;Bogotá;18;Villavicencio;99;5
297821658;2014;6200;2;Bogotá;18;Villavicencio;99;5
297819819;2014;106000;2;Bogotá;18;Villavicencio;99;5
119269;2014;140000;2;Bogotá;85;Yopal;99;5
297822942;2014;61059;2;Bogotá;85;Yopal;99;5
451546;2014;390000;2;Bogotá;85;Yopal;99;5
451479;2014;409260;2;Bogotá;85;Yopal;99;5
451823;2014;10800;2;Bogotá;85;Yopal;99;5
297818782;2014;15360;2;Bogotá;85;Yopal;99;5
297821835;2014;64706;2;Bogotá;85;Yopal;99;5
297822565;2014;32830;2;Bogotá;85;Yopal;99;5
297819575;2014;20160;2;Bogotá;85;Yopal;99;5
297820273;2014;20160;2;Bogotá;85;Yopal;99;5
299303279;2014;62350;2;Bogotá;85;Yopal;99;5
297837540;2014;30000;2;Bogotá;85;Yopal;99;5
297823050;2014;311620;2;Bogotá;85;Yopal;99;5
297823808;2014;121321;2;Bogotá;85;Yopal;99;5
445605;2014;63000;2;Bogotá;85;Yopal;99;5
297834039;2014;57600;2;Bogotá;18;Villavicencio;99;5
297822619;2014;275000;2;Bogotá;18;Villavicencio;99;5
111989;2014;122301;2;Bogotá;18;Villavicencio;99;5
442454;2014;17951;2;Bogotá;18;Villavicencio;99;5
446361;2014;62300;2;Bogotá;18;Villavicencio;99;5
445797;2014;56210;2;Bogotá;18;Villavicencio;99;5
442347;2014;22000;2;Bogotá;18;Villavicencio;99;5
297821837;2014;43138;2;Bogotá;18;Villavicencio;99;5
451828;2014;238737;2;Bogotá;18;Villavicencio;99;5
297820211;2014;10800;2;Bogotá;18;Villavicencio;99;5
297824422;2014;520364;2;Bogotá;18;Villavicencio;99;5
172844;2014;13000;2;Bogotá;18;Villavicencio;99;5
297820051;2014;441515;2;Bogotá;18;Villavicencio;99;5
446231;2014;97980;2;Bogotá;18;Villavicencio;99;5
445004;2014;41800;2;Bogotá;18;Villavicencio;99;5
297821149;2014;12800;2;Bogotá;18;Villavicencio;99;5
297824008;2014;98000;2;Bogotá;18;Villavicencio;99;5
444134;2014;80645;2;Bogotá;18;Villavicencio;99;5
11800584;2014;86191;2;Bogotá;85;Yopal;99;5
11800586;2014;207920;2;Bogotá;85;Yopal;99;5
297818723;2014;42000;2;Bogotá;18;Villavicencio;99;5
297822149;2014;45000;2;Bogotá;18;Villavicencio;99;5
297822239;2014;110000;2;Bogotá;18;Villavicencio;99;5
297824231;2014;478500;2;Bogotá;18;Villavicencio;99;5
297818440;2014;18000;2;Bogotá;85;Yopal;99;5
297820513;2014;120000;2;Bogotá;85;Yopal;99;5
297820882;2014;138000;2;Bogotá;85;Yopal;99;5
297820938;2014;32400;2;Bogotá;85;Yopal;99;5
297823039;2014;50000;2;Bogotá;85;Yopal;99;5
297822699;2014;315706;2;Bogotá;85;Yopal;99;5
297824128;2014;832139;2;Bogotá;85;Yopal;99;5
297823859;2014;160573;2;Bogotá;85;Yopal;99;5
297827045;2014;491400;2;Bogotá;85;Yopal;99;5
297825790;2014;16728;2;Bogotá;85;Yopal;99;5
297827312;2014;94250;2;Bogotá;85;Yopal;99;5
299303364;2014;544895;2;Bogotá;85;Yopal;99;5
299303288;2014;1521395;1;Barranquilla;21;Riohacha;99;5
444209;2014;1147258;1;Barranquilla;21;Riohacha;99;5
297827496;2014;7591375;1;Barranquilla;21;Riohacha;99;5
9815982;2014;14608402;1;Barranquilla;22;San Andrés;99;5
296913989;2014;17815303;1;Barranquilla;22;San Andrés;99;5
296913990;2014;2524892;1;Barranquilla;22;San Andrés;99;5
297718663;2014;1074527;1;Barranquilla;22;San Andrés;99;5
297730498;2014;702160;1;Barranquilla;22;San Andrés;99;5
297826665;2014;5758654;1;Barranquilla;22;San Andrés;99;5
74973;2014;8984531;1;Barranquilla;22;San Andrés;99;5
457976;2014;1431620;6;Medellín;12;Monteria;99;5
9816029;2014;8632356;1;Barranquilla;22;San Andrés;99;5
296914091;2014;11611659;1;Barranquilla;22;San Andrés;99;5
297730513;2014;26224374;1;Barranquilla;22;San Andrés;99;5
297730514;2014;4232072;1;Barranquilla;22;San Andrés;99;5
297730681;2014;18597366;1;Barranquilla;22;San Andrés;99;5
297821667;2014;8887992;1;Barranquilla;22;San Andrés;99;5
452535;2014;14824124;1;Barranquilla;22;San Andrés;99;5
297826875;2014;7699259;1;Barranquilla;22;San Andrés;99;5
455784;2014;13661425;1;Barranquilla;22;San Andrés;99;5
296914053;2014;8354411;1;Barranquilla;22;San Andrés;99;5
297826666;2014;7928320;1;Barranquilla;22;San Andrés;99;5
297826646;2014;4728200;1;Barranquilla;22;San Andrés;99;5
297826948;2014;5123868;1;Barranquilla;22;San Andrés;99;5
297826737;2014;9852513;1;Barranquilla;22;San Andrés;99;5
299303281;2014;2996509;1;Barranquilla;22;San Andrés;99;5
452123;2014;29161727;1;Barranquilla;22;San Andrés;99;5
452124;2014;7880036;1;Barranquilla;22;San Andrés;99;5
452125;2014;5670000;2;Bogotá;91;Leticia;99;5
296913996;2014;3674476;1;Barranquilla;22;San Andrés;99;5
297730349;2014;2943816;1;Barranquilla;22;San Andrés;99;5
297838041;2014;410559;1;Barranquilla;22;San Andrés;99;5
299303289;2014;885175;1;Barranquilla;22;San Andrés;99;5
9815645;2014;198210;1;Barranquilla;22;San Andrés;99;5
9815680;2014;160000;1;Barranquilla;22;San Andrés;99;5
441678;2014;10000;1;Barranquilla;22;San Andrés;99;5
297819308;2014;200000;1;Barranquilla;22;San Andrés;99;5
297822447;2014;536783;1;Barranquilla;22;San Andrés;99;5
9816028;2014;31764;1;Barranquilla;22;San Andrés;99;5
9809870;2014;539866;1;Barranquilla;22;San Andrés;99;5
441826;2014;7252677;1;Barranquilla;22;San Andrés;99;5
297819945;2014;810133;1;Barranquilla;22;San Andrés;99;5
110501;2014;76396;1;Barranquilla;22;San Andrés;99;5
297822317;2014;252825;1;Barranquilla;22;San Andrés;99;5
444120;2014;227451;1;Barranquilla;22;San Andrés;99;5
287782;2014;536411;1;Barranquilla;22;San Andrés;99;5
297821876;2014;247699;1;Barranquilla;22;San Andrés;99;5
448118;2014;220750;1;Barranquilla;22;San Andrés;99;5
441851;2014;71118;1;Barranquilla;22;San Andrés;99;5
297818836;2014;151200;1;Barranquilla;22;San Andrés;99;5
297822109;2014;350;1;Barranquilla;22;San Andrés;99;5
297823002;2014;8500;1;Barranquilla;22;San Andrés;99;5
297823811;2014;346201;1;Barranquilla;22;San Andrés;99;5
451392;2014;40127;1;Barranquilla;22;San Andrés;99;5
297826444;2014;840;1;Barranquilla;22;San Andrés;99;5
297718661;2014;176350;1;Barranquilla;22;San Andrés;99;5
447371;2014;98033;1;Barranquilla;22;San Andrés;99;5
452104;2014;54427;1;Barranquilla;24;Valledupar;99;5
444146;2014;1727916;1;Barranquilla;23;Sincelejo;99;5
297826912;2014;659110;1;Barranquilla;23;Sincelejo;99;5
415797;2014;230000;1;Barranquilla;23;Sincelejo;99;5
297838035;2014;3110637;1;Barranquilla;24;Valledupar;99;5
297718293;2014;2676368;1;Barranquilla;24;Valledupar;99;5
297718291;2014;2478903;1;Barranquilla;24;Valledupar;99;5
297718319;2014;6586445;1;Barranquilla;24;Valledupar;99;5
297823856;2014;1207593;1;Barranquilla;24;Valledupar;99;5
451467;2014;4536630;2;Bogotá;2;Bogotá;99;5
297839487;2014;4472836;1;Barranquilla;9;Cartagena;99;5
