Nro_Orden_Establecimiento;Periodo;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297718659;2014;2;Bogotá;2;Bogotá;99;5
297826796;2014;2;Bogotá;2;Bogotá;99;5
297827958;2014;2;Bogotá;2;Bogotá;99;5
297827000;2014;2;Bogotá;2;Bogotá;99;5
414681;2014;2;Bogotá;2;Bogotá;99;5
382101;2014;4;Cali;15;Popayán;99;5
297826978;2014;2;Bogotá;2;Bogotá;99;5
297826677;2014;2;Bogotá;2;Bogotá;99;5
297826828;2014;2;Bogotá;2;Bogotá;99;5
297826830;2014;2;Bogotá;2;Bogotá;99;5
452491;2014;1;Barranquilla;9;Cartagena;99;5
9807355;2014;2;Bogotá;2;Bogotá;99;5
297826832;2014;2;Bogotá;2;Bogotá;99;5
297826833;2014;2;Bogotá;2;Bogotá;99;5
297826834;2014;2;Bogotá;2;Bogotá;99;5
452129;2014;2;Bogotá;2;Bogotá;99;5
9807356;2014;2;Bogotá;2;Bogotá;99;5
9807357;2014;2;Bogotá;2;Bogotá;99;5
297826941;2014;2;Bogotá;2;Bogotá;99;5
297826946;2014;2;Bogotá;2;Bogotá;99;5
297826982;2014;2;Bogotá;2;Bogotá;99;5
296886228;2014;1;Barranquilla;9;Cartagena;99;5
297826663;2014;2;Bogotá;2;Bogotá;99;5
297826985;2014;2;Bogotá;2;Bogotá;99;5
297826986;2014;2;Bogotá;2;Bogotá;99;5
297838044;2014;2;Bogotá;17;Tunja;99;5
409910;2014;5;Manizales;11;Ibagué;99;5
450883;2014;2;Bogotá;2;Bogotá;99;5
299303284;2014;2;Bogotá;2;Bogotá;99;5
337133;2014;2;Bogotá;2;Bogotá;99;5
75007;2014;2;Bogotá;2;Bogotá;99;5
410376;2014;1;Barranquilla;16;Santa Marta;99;5
296886229;2014;1;Barranquilla;16;Santa Marta;99;5
297718272;2014;2;Bogotá;2;Bogotá;99;5
297826922;2014;2;Bogotá;2;Bogotá;99;5
451251;2014;1;Barranquilla;9;Cartagena;99;5
451446;2014;1;Barranquilla;16;Santa Marta;99;5
455513;2014;2;Bogotá;2;Bogotá;99;5
9807403;2014;2;Bogotá;2;Bogotá;99;5
297730683;2014;2;Bogotá;2;Bogotá;99;5
296886232;2014;2;Bogotá;2;Bogotá;99;5
296886233;2014;2;Bogotá;2;Bogotá;99;5
296886234;2014;2;Bogotá;2;Bogotá;99;5
296886235;2014;2;Bogotá;2;Bogotá;99;5
296886236;2014;2;Bogotá;2;Bogotá;99;5
3834328;2014;2;Bogotá;2;Bogotá;99;5
297826903;2014;2;Bogotá;2;Bogotá;99;5
451463;2014;2;Bogotá;2;Bogotá;99;5
451466;2014;2;Bogotá;2;Bogotá;99;5
297826734;2014;2;Bogotá;2;Bogotá;99;5
297826735;2014;2;Bogotá;2;Bogotá;99;5
452253;2014;2;Bogotá;2;Bogotá;99;5
296886239;2014;5;Manizales;11;Ibagué;99;5
452256;2014;2;Bogotá;2;Bogotá;99;5
297826882;2014;2;Bogotá;2;Bogotá;99;5
297826889;2014;2;Bogotá;2;Bogotá;99;5
297826988;2014;2;Bogotá;2;Bogotá;99;5
457978;2014;2;Bogotá;2;Bogotá;99;5
297718280;2014;2;Bogotá;2;Bogotá;99;5
451402;2014;2;Bogotá;2;Bogotá;99;5
297826991;2014;2;Bogotá;2;Bogotá;99;5
9807346;2014;2;Bogotá;2;Bogotá;99;5
9807408;2014;2;Bogotá;2;Bogotá;99;5
297826672;2014;2;Bogotá;2;Bogotá;99;5
297838058;2014;2;Bogotá;2;Bogotá;99;5
297827017;2014;2;Bogotá;2;Bogotá;99;5
297826791;2014;2;Bogotá;2;Bogotá;99;5
297826945;2014;2;Bogotá;2;Bogotá;99;5
297838050;2014;2;Bogotá;91;Leticia;99;5
299303287;2014;2;Bogotá;2;Bogotá;99;5
9815066;2014;2;Bogotá;2;Bogotá;99;5
450816;2014;2;Bogotá;2;Bogotá;99;5
74977;2014;2;Bogotá;2;Bogotá;99;5
407032;2014;2;Bogotá;2;Bogotá;99;5
297826739;2014;2;Bogotá;2;Bogotá;99;5
297823552;2014;2;Bogotá;2;Bogotá;99;5
297826977;2014;2;Bogotá;2;Bogotá;99;5
9807394;2014;2;Bogotá;2;Bogotá;99;5
297826749;2014;2;Bogotá;2;Bogotá;99;5
297839499;2014;2;Bogotá;2;Bogotá;99;5
297827337;2014;2;Bogotá;2;Bogotá;99;5
297826662;2014;2;Bogotá;2;Bogotá;99;5
408533;2014;2;Bogotá;2;Bogotá;99;5
450869;2014;2;Bogotá;2;Bogotá;99;5
297826835;2014;2;Bogotá;2;Bogotá;99;5
441267;2014;2;Bogotá;2;Bogotá;99;5
447079;2014;2;Bogotá;2;Bogotá;99;5
297826870;2014;2;Bogotá;2;Bogotá;99;5
297826640;2014;2;Bogotá;2;Bogotá;99;5
297826980;2014;2;Bogotá;2;Bogotá;99;5
299304555;2014;2;Bogotá;2;Bogotá;99;5
297826975;2014;2;Bogotá;2;Bogotá;99;5
297839506;2014;2;Bogotá;2;Bogotá;99;5
9807441;2014;2;Bogotá;2;Bogotá;99;5
9807448;2014;2;Bogotá;2;Bogotá;99;5
441825;2014;1;Barranquilla;16;Santa Marta;99;5
9795548;2014;2;Bogotá;18;Villavicencio;99;5
297826990;2014;2;Bogotá;2;Bogotá;99;5
297826738;2014;2;Bogotá;2;Bogotá;99;5
297839497;2014;2;Bogotá;2;Bogotá;99;5
297826642;2014;2;Bogotá;2;Bogotá;99;5
297718322;2014;2;Bogotá;2;Bogotá;99;5
9815979;2014;1;Barranquilla;16;Santa Marta;99;5
299303285;2014;2;Bogotá;2;Bogotá;99;5
448987;2014;2;Bogotá;2;Bogotá;99;5
297730503;2014;1;Barranquilla;16;Santa Marta;99;5
297718312;2014;2;Bogotá;2;Bogotá;99;5
297718302;2014;2;Bogotá;2;Bogotá;99;5
297822448;2014;2;Bogotá;2;Bogotá;99;5
297839505;2014;2;Bogotá;2;Bogotá;99;5
297821308;2014;2;Bogotá;2;Bogotá;99;5
297718360;2014;2;Bogotá;2;Bogotá;99;5
297718363;2014;2;Bogotá;2;Bogotá;99;5
297718362;2014;2;Bogotá;2;Bogotá;99;5
297822336;2014;2;Bogotá;2;Bogotá;99;5
297717006;2014;2;Bogotá;2;Bogotá;99;5
297717021;2014;2;Bogotá;2;Bogotá;99;5
297717024;2014;2;Bogotá;2;Bogotá;99;5
297839796;2014;2;Bogotá;2;Bogotá;99;5
297818794;2014;2;Bogotá;2;Bogotá;99;5
283047;2014;2;Bogotá;2;Bogotá;99;5
297820580;2014;2;Bogotá;85;Yopal;99;5
452232;2014;2;Bogotá;2;Bogotá;99;5
297823158;2014;2;Bogotá;2;Bogotá;99;5
297718330;2014;2;Bogotá;2;Bogotá;99;5
297821918;2014;2;Bogotá;2;Bogotá;99;5
297822767;2014;2;Bogotá;2;Bogotá;99;5
297822929;2014;2;Bogotá;2;Bogotá;99;5
297827029;2014;2;Bogotá;91;Leticia;99;5
297821059;2014;2;Bogotá;91;Leticia;99;5
256628;2014;2;Bogotá;91;Leticia;99;5
297839502;2014;2;Bogotá;91;Leticia;99;5
297730495;2014;2;Bogotá;91;Leticia;99;5
297827899;2014;2;Bogotá;91;Leticia;99;5
297827887;2014;2;Bogotá;91;Leticia;99;5
441040;2014;2;Bogotá;91;Leticia;99;5
444211;2014;2;Bogotá;18;Villavicencio;99;5
297822054;2014;2;Bogotá;2;Bogotá;99;5
297819453;2014;2;Bogotá;2;Bogotá;99;5
450867;2014;2;Bogotá;2;Bogotá;99;5
441850;2014;1;Barranquilla;22;San Andrés;99;5
297823164;2014;2;Bogotá;2;Bogotá;99;5
297718671;2014;2;Bogotá;2;Bogotá;99;5
297821291;2014;2;Bogotá;2;Bogotá;99;5
297717025;2014;2;Bogotá;2;Bogotá;99;5
297821128;2014;2;Bogotá;2;Bogotá;99;5
297718298;2014;2;Bogotá;2;Bogotá;99;5
297826003;2014;2;Bogotá;2;Bogotá;99;5
297827332;2014;2;Bogotá;2;Bogotá;99;5
10211325;2014;2;Bogotá;2;Bogotá;99;5
297824845;2014;2;Bogotá;91;Leticia;99;5
297840105;2014;2;Bogotá;91;Leticia;99;5
297825821;2014;2;Bogotá;91;Leticia;99;5
297827619;2014;2;Bogotá;91;Leticia;99;5
297825685;2014;2;Bogotá;91;Leticia;99;5
297823003;2014;2;Bogotá;91;Leticia;99;5
297826634;2014;2;Bogotá;91;Leticia;99;5
297822047;2014;2;Bogotá;91;Leticia;99;5
259709;2014;2;Bogotá;91;Leticia;99;5
297818963;2014;2;Bogotá;91;Leticia;99;5
297840103;2014;2;Bogotá;91;Leticia;99;5
394762;2014;2;Bogotá;91;Leticia;99;5
297833958;2014;2;Bogotá;91;Leticia;99;5
297823481;2014;2;Bogotá;91;Leticia;99;5
297821674;2014;2;Bogotá;91;Leticia;99;5
299304550;2014;2;Bogotá;2;Bogotá;99;5
297827324;2014;2;Bogotá;2;Bogotá;99;5
299304637;2014;2;Bogotá;2;Bogotá;99;5
10211393;2014;2;Bogotá;2;Bogotá;99;5
300037392;2014;4;Cali;4;Cali;99;5
299303375;2014;2;Bogotá;2;Bogotá;99;5
299320035;2014;2;Bogotá;2;Bogotá;99;5
10213095;2014;2;Bogotá;2;Bogotá;99;5
300470904;2014;2;Bogotá;2;Bogotá;99;5
10213101;2014;2;Bogotá;2;Bogotá;99;5
297820720;2014;2;Bogotá;2;Bogotá;99;5
297821600;2014;2;Bogotá;2;Bogotá;99;5
460017;2014;2;Bogotá;2;Bogotá;99;5
299303358;2014;2;Bogotá;2;Bogotá;99;5
297838049;2014;2;Bogotá;2;Bogotá;99;5
282655;2014;2;Bogotá;13;Neiva;99;5
207124;2014;2;Bogotá;2;Bogotá;99;5
451953;2014;2;Bogotá;2;Bogotá;99;5
394691;2014;2;Bogotá;2;Bogotá;99;5
297566684;2014;2;Bogotá;2;Bogotá;99;5
297730516;2014;2;Bogotá;2;Bogotá;99;5
297837484;2014;2;Bogotá;2;Bogotá;99;5
298405690;2014;2;Bogotá;2;Bogotá;99;5
299303362;2014;2;Bogotá;2;Bogotá;99;5
296886227;2014;2;Bogotá;2;Bogotá;99;5
297718270;2014;2;Bogotá;2;Bogotá;99;5
452147;2014;3;Bucaramanga;3;Bucaramanga;99;5
296886218;2014;3;Bucaramanga;3;Bucaramanga;99;5
297839501;2014;2;Bogotá;2;Bogotá;99;5
382102;2014;3;Bucaramanga;3;Bucaramanga;99;5
297826761;2014;3;Bucaramanga;3;Bucaramanga;99;5
296914019;2014;3;Bucaramanga;3;Bucaramanga;99;5
297826917;2014;3;Bucaramanga;3;Bucaramanga;99;5
297826729;2014;3;Bucaramanga;3;Bucaramanga;99;5
297826888;2014;3;Bucaramanga;3;Bucaramanga;99;5
297826958;2014;3;Bucaramanga;3;Bucaramanga;99;5
452268;2014;3;Bucaramanga;3;Bucaramanga;99;5
452269;2014;3;Bucaramanga;3;Bucaramanga;99;5
407128;2014;3;Bucaramanga;3;Bucaramanga;99;5
297826915;2014;3;Bucaramanga;3;Bucaramanga;99;5
297827245;2014;3;Bucaramanga;3;Bucaramanga;99;5
420510;2014;3;Bucaramanga;3;Bucaramanga;99;5
297823964;2014;3;Bucaramanga;3;Bucaramanga;99;5
297822876;2014;3;Bucaramanga;3;Bucaramanga;99;5
444344;2014;3;Bucaramanga;3;Bucaramanga;99;5
297824118;2014;3;Bucaramanga;3;Bucaramanga;99;5
297827338;2014;3;Bucaramanga;3;Bucaramanga;99;5
297819782;2014;3;Bucaramanga;3;Bucaramanga;99;5
452141;2014;3;Bucaramanga;3;Bucaramanga;99;5
444253;2014;3;Bucaramanga;3;Bucaramanga;99;5
452143;2014;3;Bucaramanga;3;Bucaramanga;99;5
299304551;2014;3;Bucaramanga;3;Bucaramanga;99;5
300037454;2014;3;Bucaramanga;3;Bucaramanga;99;5
297820704;2014;3;Bucaramanga;3;Bucaramanga;99;5
297822007;2014;3;Bucaramanga;3;Bucaramanga;99;5
446012;2014;3;Bucaramanga;3;Bucaramanga;99;5
297827422;2014;3;Bucaramanga;3;Bucaramanga;99;5
297838190;2014;4;Cali;4;Cali;99;5
455239;2014;4;Cali;4;Cali;99;5
297826717;2014;4;Cali;4;Cali;99;5
297826765;2014;4;Cali;4;Cali;99;5
297826766;2014;4;Cali;4;Cali;99;5
297821302;2014;4;Cali;4;Cali;99;5
297826771;2014;4;Cali;4;Cali;99;5
297821622;2014;4;Cali;4;Cali;99;5
452422;2014;5;Manizales;5;Manizales;99;5
452426;2014;5;Manizales;11;Ibagué;99;5
9807415;2014;2;Bogotá;2;Bogotá;99;5
296886245;2014;6;Medellín;6;Medellín;99;5
296886246;2014;2;Bogotá;2;Bogotá;99;5
296886247;2014;2;Bogotá;2;Bogotá;99;5
296886248;2014;5;Manizales;5;Manizales;99;5
296886249;2014;5;Manizales;5;Manizales;99;5
296886250;2014;1;Barranquilla;16;Santa Marta;99;5
297718282;2014;1;Barranquilla;9;Cartagena;99;5
297730369;2014;2;Bogotá;2;Bogotá;99;5
297730371;2014;2;Bogotá;2;Bogotá;99;5
297730372;2014;2;Bogotá;2;Bogotá;99;5
297730373;2014;1;Barranquilla;1;Barranquilla;99;5
297730375;2014;6;Medellín;6;Medellín;99;5
297730377;2014;2;Bogotá;17;Tunja;99;5
297730504;2014;6;Medellín;6;Medellín;99;5
297730506;2014;5;Manizales;11;Ibagué;99;5
297730507;2014;2;Bogotá;2;Bogotá;99;5
297838052;2014;4;Cali;4;Cali;99;5
296914052;2014;4;Cali;4;Cali;99;5
297826920;2014;4;Cali;4;Cali;99;5
446013;2014;4;Cali;4;Cali;99;5
452409;2014;4;Cali;4;Cali;99;5
297826959;2014;4;Cali;4;Cali;99;5
297824068;2014;4;Cali;4;Cali;99;5
306981;2014;4;Cali;4;Cali;99;5
297730524;2014;4;Cali;14;Pasto;99;5
297826949;2014;4;Cali;4;Cali;99;5
297826764;2014;4;Cali;4;Cali;99;5
297826736;2014;4;Cali;4;Cali;99;5
297826872;2014;4;Cali;4;Cali;99;5
297826769;2014;4;Cali;4;Cali;99;5
297826768;2014;4;Cali;4;Cali;99;5
297827862;2014;4;Cali;4;Cali;99;5
444764;2014;4;Cali;4;Cali;99;5
455224;2014;4;Cali;4;Cali;99;5
297820355;2014;4;Cali;4;Cali;99;5
300037391;2014;4;Cali;4;Cali;99;5
10402258;2014;4;Cali;4;Cali;99;5
297820747;2014;4;Cali;4;Cali;99;5
405862;2014;4;Cali;4;Cali;99;5
440880;2014;4;Cali;4;Cali;99;5
299303283;2014;5;Manizales;5;Manizales;99;5
375000;2014;5;Manizales;5;Manizales;99;5
455637;2014;5;Manizales;5;Manizales;99;5
7070958;2014;5;Manizales;5;Manizales;99;5
297718288;2014;5;Manizales;5;Manizales;99;5
297826773;2014;5;Manizales;5;Manizales;99;5
297822411;2014;5;Manizales;5;Manizales;99;5
455231;2014;5;Manizales;5;Manizales;99;5
252648;2014;5;Manizales;5;Manizales;99;5
297826671;2014;6;Medellín;6;Medellín;99;5
297718664;2014;6;Medellín;6;Medellín;99;5
297826675;2014;6;Medellín;6;Medellín;99;5
297826976;2014;6;Medellín;6;Medellín;99;5
297718666;2014;6;Medellín;6;Medellín;99;5
452177;2014;6;Medellín;6;Medellín;99;5
297826851;2014;6;Medellín;6;Medellín;99;5
297718265;2014;6;Medellín;6;Medellín;99;5
296886274;2014;6;Medellín;6;Medellín;99;5
296886224;2014;6;Medellín;6;Medellín;99;5
299303330;2014;6;Medellín;6;Medellín;99;5
297826800;2014;6;Medellín;6;Medellín;99;5
297718269;2014;6;Medellín;6;Medellín;99;5
299303276;2014;6;Medellín;6;Medellín;99;5
446746;2014;6;Medellín;6;Medellín;99;5
296886259;2014;6;Medellín;6;Medellín;99;5
296886263;2014;6;Medellín;6;Medellín;99;5
296886264;2014;6;Medellín;6;Medellín;99;5
375263;2014;6;Medellín;6;Medellín;99;5
297730508;2014;6;Medellín;6;Medellín;99;5
375941;2014;6;Medellín;6;Medellín;99;5
457974;2014;6;Medellín;6;Medellín;99;5
9787477;2014;6;Medellín;6;Medellín;99;5
297826674;2014;6;Medellín;6;Medellín;99;5
297730522;2014;6;Medellín;6;Medellín;99;5
296886268;2014;6;Medellín;6;Medellín;99;5
297826643;2014;6;Medellín;6;Medellín;99;5
452356;2014;6;Medellín;6;Medellín;99;5
297718296;2014;6;Medellín;6;Medellín;99;5
297826775;2014;6;Medellín;6;Medellín;99;5
297823526;2014;6;Medellín;6;Medellín;99;5
452330;2014;6;Medellín;6;Medellín;99;5
297718304;2014;6;Medellín;6;Medellín;99;5
297822869;2014;6;Medellín;6;Medellín;99;5
297823386;2014;6;Medellín;6;Medellín;99;5
297823000;2014;6;Medellín;6;Medellín;99;5
297823579;2014;6;Medellín;6;Medellín;99;5
297823739;2014;6;Medellín;6;Medellín;99;5
452170;2014;6;Medellín;6;Medellín;99;5
452474;2014;6;Medellín;6;Medellín;99;5
297823404;2014;6;Medellín;6;Medellín;99;5
297718335;2014;6;Medellín;6;Medellín;99;5
443827;2014;6;Medellín;6;Medellín;99;5
2506951;2014;6;Medellín;6;Medellín;99;5
297823428;2014;6;Medellín;6;Medellín;99;5
444270;2014;6;Medellín;6;Medellín;99;5
297718344;2014;6;Medellín;6;Medellín;99;5
297839768;2014;6;Medellín;6;Medellín;99;5
297718343;2014;6;Medellín;6;Medellín;99;5
299303370;2014;6;Medellín;6;Medellín;99;5
297819344;2014;6;Medellín;6;Medellín;99;5
297718668;2014;6;Medellín;6;Medellín;99;5
297823165;2014;6;Medellín;6;Medellín;99;5
297823405;2014;6;Medellín;6;Medellín;99;5
138497;2014;6;Medellín;6;Medellín;99;5
297826789;2014;6;Medellín;6;Medellín;99;5
297823865;2014;6;Medellín;6;Medellín;99;5
299381137;2014;6;Medellín;6;Medellín;99;5
10400085;2014;6;Medellín;6;Medellín;99;5
451490;2014;5;Manizales;7;Pereira;99;5
297839503;2014;5;Manizales;7;Pereira;99;5
452201;2014;5;Manizales;7;Pereira;99;5
297826921;2014;5;Manizales;7;Pereira;99;5
297730463;2014;5;Manizales;7;Pereira;99;5
297826808;2014;5;Manizales;7;Pereira;99;5
297822881;2014;5;Manizales;7;Pereira;99;5
325677;2014;5;Manizales;7;Pereira;99;5
462275;2014;5;Manizales;7;Pereira;99;5
297824139;2014;5;Manizales;7;Pereira;99;5
452303;2014;5;Manizales;7;Pereira;99;5
455706;2014;5;Manizales;8;Armenia;99;5
297826721;2014;5;Manizales;8;Armenia;99;5
297826720;2014;5;Manizales;8;Armenia;99;5
297826897;2014;5;Manizales;8;Armenia;99;5
297826981;2014;5;Manizales;8;Armenia;99;5
455775;2014;5;Manizales;8;Armenia;99;5
298581;2014;5;Manizales;8;Armenia;99;5
10800251;2014;5;Manizales;8;Armenia;99;5
299303359;2014;5;Manizales;8;Armenia;99;5
297826797;2014;1;Barranquilla;9;Cartagena;99;5
297827001;2014;1;Barranquilla;9;Cartagena;99;5
80207;2014;1;Barranquilla;22;San Andrés;99;5
9815993;2014;1;Barranquilla;16;Santa Marta;99;5
9815995;2014;1;Barranquilla;22;San Andrés;99;5
296914001;2014;1;Barranquilla;9;Cartagena;99;5
296914050;2014;1;Barranquilla;22;San Andrés;99;5
297826809;2014;1;Barranquilla;9;Cartagena;99;5
297826810;2014;1;Barranquilla;9;Cartagena;99;5
299303286;2014;1;Barranquilla;9;Cartagena;99;5
297826876;2014;1;Barranquilla;9;Cartagena;99;5
297826879;2014;1;Barranquilla;9;Cartagena;99;5
296886257;2014;1;Barranquilla;9;Cartagena;99;5
297827968;2014;1;Barranquilla;9;Cartagena;99;5
296886212;2014;1;Barranquilla;9;Cartagena;99;5
297826719;2014;1;Barranquilla;9;Cartagena;99;5
297826774;2014;1;Barranquilla;9;Cartagena;99;5
297718256;2014;1;Barranquilla;9;Cartagena;99;5
297718273;2014;1;Barranquilla;9;Cartagena;99;5
297826971;2014;1;Barranquilla;9;Cartagena;99;5
297826877;2014;1;Barranquilla;9;Cartagena;99;5
441879;2014;1;Barranquilla;9;Cartagena;99;5
312167;2014;1;Barranquilla;9;Cartagena;99;5
9816010;2014;1;Barranquilla;9;Cartagena;99;5
374311;2014;1;Barranquilla;9;Cartagena;99;5
297718327;2014;1;Barranquilla;9;Cartagena;99;5
297820391;2014;1;Barranquilla;9;Cartagena;99;5
297818576;2014;1;Barranquilla;9;Cartagena;99;5
299303278;2014;1;Barranquilla;9;Cartagena;99;5
297718345;2014;1;Barranquilla;9;Cartagena;99;5
452424;2014;1;Barranquilla;9;Cartagena;99;5
297827083;2014;1;Barranquilla;9;Cartagena;99;5
441848;2014;1;Barranquilla;9;Cartagena;99;5
394535;2014;1;Barranquilla;9;Cartagena;99;5
409328;2014;1;Barranquilla;9;Cartagena;99;5
441881;2014;1;Barranquilla;9;Cartagena;99;5
297822760;2014;1;Barranquilla;9;Cartagena;99;5
9798639;2014;1;Barranquilla;9;Cartagena;99;5
406282;2014;1;Barranquilla;9;Cartagena;99;5
441855;2014;1;Barranquilla;9;Cartagena;99;5
297718300;2014;1;Barranquilla;9;Cartagena;99;5
297819783;2014;1;Barranquilla;9;Cartagena;99;5
297820824;2014;1;Barranquilla;9;Cartagena;99;5
299304552;2014;1;Barranquilla;9;Cartagena;99;5
299303361;2014;2;Bogotá;2;Bogotá;99;5
297718348;2014;1;Barranquilla;9;Cartagena;99;5
441135;2014;1;Barranquilla;9;Cartagena;99;5
297826740;2014;3;Bucaramanga;10;Cúcuta;99;5
297826883;2014;3;Bucaramanga;10;Cúcuta;99;5
297826884;2014;3;Bucaramanga;10;Cúcuta;99;5
297826885;2014;3;Bucaramanga;10;Cúcuta;99;5
297826901;2014;3;Bucaramanga;10;Cúcuta;99;5
297826957;2014;3;Bucaramanga;10;Cúcuta;99;5
297826747;2014;3;Bucaramanga;10;Cúcuta;99;5
441478;2014;3;Bucaramanga;10;Cúcuta;99;5
452108;2014;5;Manizales;11;Ibagué;99;5
297826829;2014;5;Manizales;11;Ibagué;99;5
297818881;2014;5;Manizales;11;Ibagué;99;5
296914042;2014;2;Bogotá;2;Bogotá;99;5
297826886;2014;5;Manizales;11;Ibagué;99;5
452553;2014;5;Manizales;11;Ibagué;99;5
297826772;2014;5;Manizales;11;Ibagué;99;5
297826673;2014;5;Manizales;11;Ibagué;99;5
297718320;2014;2;Bogotá;2;Bogotá;99;5
299303282;2014;5;Manizales;11;Ibagué;99;5
297826947;2014;5;Manizales;11;Ibagué;99;5
2959356;2014;5;Manizales;11;Ibagué;99;5
296914033;2014;5;Manizales;11;Ibagué;99;5
297839488;2014;5;Manizales;11;Ibagué;99;5
101228;2014;5;Manizales;11;Ibagué;99;5
295870;2014;5;Manizales;11;Ibagué;99;5
3647575;2014;5;Manizales;11;Ibagué;99;5
445780;2014;5;Manizales;11;Ibagué;99;5
297827078;2014;2;Bogotá;11;Ibagué;99;5
414901;2014;6;Medellín;12;Monteria;99;5
297826972;2014;2;Bogotá;13;Neiva;99;5
377622;2014;2;Bogotá;13;Neiva;99;5
297826505;2014;2;Bogotá;13;Neiva;99;5
297826918;2014;2;Bogotá;13;Neiva;99;5
297826954;2014;2;Bogotá;13;Neiva;99;5
458176;2014;2;Bogotá;13;Neiva;99;5
444031;2014;2;Bogotá;13;Neiva;99;5
299303377;2014;2;Bogotá;13;Neiva;99;5
297839490;2014;4;Cali;14;Pasto;99;5
299303258;2014;4;Cali;14;Pasto;99;5
297826853;2014;4;Cali;14;Pasto;99;5
452406;2014;4;Cali;14;Pasto;99;5
296886266;2014;4;Cali;14;Pasto;99;5
296886267;2014;4;Cali;14;Pasto;99;5
297838027;2014;4;Cali;14;Pasto;99;5
297820038;2014;4;Cali;14;Pasto;99;5
297823966;2014;4;Cali;14;Pasto;99;5
443904;2014;4;Cali;14;Pasto;99;5
452007;2014;4;Cali;14;Pasto;99;5
297822291;2014;4;Cali;14;Pasto;99;5
299303277;2014;4;Cali;14;Pasto;99;5
190072;2014;4;Cali;14;Pasto;99;5
299304532;2014;4;Cali;14;Pasto;99;5
297819287;2014;4;Cali;14;Pasto;99;5
297820340;2014;4;Cali;14;Pasto;99;5
297820632;2014;4;Cali;14;Pasto;99;5
299303280;2014;4;Cali;14;Pasto;99;5
299304531;2014;1;Barranquilla;22;San Andrés;99;5
297718441;2014;4;Cali;14;Pasto;99;5
297819625;2014;4;Cali;14;Pasto;99;5
297820033;2014;4;Cali;14;Pasto;99;5
297717045;2014;4;Cali;14;Pasto;99;5
297825759;2014;4;Cali;14;Pasto;99;5
297827700;2014;4;Cali;14;Pasto;99;5
297730092;2014;4;Cali;14;Pasto;99;5
297819101;2014;4;Cali;14;Pasto;99;5
297822838;2014;4;Cali;14;Pasto;99;5
447646;2014;4;Cali;14;Pasto;99;5
297826952;2014;4;Cali;15;Popayán;99;5
296886217;2014;1;Barranquilla;16;Santa Marta;99;5
297826801;2014;1;Barranquilla;16;Santa Marta;99;5
297826802;2014;1;Barranquilla;16;Santa Marta;99;5
297826803;2014;1;Barranquilla;16;Santa Marta;99;5
297838055;2014;1;Barranquilla;16;Santa Marta;99;5
9816056;2014;1;Barranquilla;16;Santa Marta;99;5
9816058;2014;1;Barranquilla;16;Santa Marta;99;5
297826804;2014;1;Barranquilla;16;Santa Marta;99;5
441237;2014;1;Barranquilla;16;Santa Marta;99;5
441867;2014;1;Barranquilla;16;Santa Marta;99;5
297826653;2014;1;Barranquilla;16;Santa Marta;99;5
412206;2014;1;Barranquilla;16;Santa Marta;99;5
297839770;2014;1;Barranquilla;16;Santa Marta;99;5
297823689;2014;1;Barranquilla;16;Santa Marta;99;5
297820142;2014;1;Barranquilla;16;Santa Marta;99;5
