Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;TOTALGAA;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;CREE;CREE_B;CREE_SALUD;CREE_SALUD_B;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
296886233;2014;0;1294;0;0;0;0;0;1294;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;72;3;0;0;5;0;0;0;77;3;0;1022077;298150;0;248244;97807;332;0;47613;1714223;61636;0;40820;8912;0;10662;3674;0;0;0;64068;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886234;2014;0;4517;0;0;0;0;0;4517; ;b;24/10/2013;23/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;170;2;0;0;6;0;5;0;181;2;91558;1894966;443744;0;459592;186648;0;36093;38935;3151536;70641;0;23568;5146;0;6156;2121;0;0;0;36991;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886235;2014;0;0;0;1150;0;0;0;1150; ;b;24/10/2013;23/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;78;1;0;0;3;0;0;0;81;1;0;1030390;262074;0;246139;99236;10645;0;66903;1715387;31539;0;11784;2573;0;3078;1061;0;0;0;18496;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886236;2014;0;2301;0;1150;0;0;0;3451; ;b;24/10/2013;23/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;93;1;0;0;1;0;4;0;98;1;88355;1029429;348142;0;268718;105210;13611;25667;59377;1938509;12848;0;11784;2573;0;3078;1061;0;0;0;18496;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
3834328;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;112;0;0;0;8;0;0;0;120;0;0;1147491;262243;0;153462;49552;0;0;111584;1724332;122900;0;0;0;0;0;0;0;0;0;0;0;0;1000; ;1000; ;2;Bogotá;2;Bogotá;99;5
297826903;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;50;0;0;0;7;0;2;0;60;0;94555;518799;141117;0;94364;55068;0;14198;217795;1135896;98433;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
451463;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;19;0;0;0;0;0;1;0;22;0;0;266648;78708;0;75098;21335;0;4037;20664;466490;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
451466;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;16;0;0;0;0;0;1;0;19;0;0;186020;42636;0;49847;18783;0;4037;8752;310075;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826734;2014;0;0;0;0;0;0;0;0; ;b;19/10/2012;18/10/2015; ;b;10/12/2012;09/12/2015; ;b;15/03/2013;14/03/2016;a; ; ; ;0;0;168;1;0;0;0;0;9;0;177;1;558965;2709541;628559;0;490504;180579;0;59313;607776;5235237;0;0;16994;3568;0;3568;679;0;0;0;24809;0;0;159757;0;180579; ;2;Bogotá;2;Bogotá;99;5
297826735;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;234;0;0;0;0;0;15;0;249;0;587788;3613283;805576;0;572089;181562;7281;101204;1108366;6977149;0;0;0;0;0;0;0;0;0;0;0;0;0;472503; ;472503; ;2;Bogotá;2;Bogotá;99;5
452253;2014;0;0;0;0;0;0;0;0; ;b;21/01/2009;20/01/2015; ; ; ; ; ;b;13/01/2012;12/01/2015; ;b;13/01/2012;12/01/2015;0;0;189;8;0;0;61;4;0;0;250;12;22480;1695783;395385;0;282504;127989;14314;0;442054;2980509;693954;0;57809;22239;0;13259;5203;0;0;11834;110344;764;64902; ; ; ; ;2;Bogotá;2;Bogotá;99;5
296886239;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;20/08/2014;19/08/2017; ;b;20/08/2014;19/08/2017;0;0;157;11;0;0;105;0;0;0;262;11;0;1409206;504934;0;334340;133026;11238;0;245676;2638420;1314075;0;92229;30465;0;21157;8301;0;0;14323;166475;5569;0; ; ; ; ;5;Manizales;11;Ibagué;99;5
452256;2014;0;0;0;0;0;0;0;0; ;b;01/07/2012;31/07/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;47;2;10;0;1;0;58;2;0;0;0;629718;72803;39912;0;6997;76988;826418;107835;0;0;0;23750;2691;1212;0;0;0;27653;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826882;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;29;0;0;0;0;0;2;0;31;0;0;384921;100660;0;55876;16336;0;13901;154389;726083;0;0;0;0;0;0;0;0;0;0;0;0;0;2100; ;2100; ;2;Bogotá;2;Bogotá;99;5
297826889;2014;0;0;0;0;0;0;0;0; ;b;23/10/2014;24/10/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;107;0;0;0;14;0;5;0;126;0;144000;1557109;420341;0;256460;83881;0;36268;497316;2995375;227896;0;0;0;0;0;0;0;0;0;0;0;0;18507; ;18507; ;2;Bogotá;2;Bogotá;99;5
297826988;2014;0;2580;0;0;0;0;0;2580; ; ; ; ; ; ; ; ; ;b;01/12/2009;01/12/2015; ;b;01/12/2009;01/12/2015;0;0;50;0;0;0;0;0;2;0;52;0;0;639714;128384;0;141051;25585;0;7473;0;942207;0;0;0;0;0;0;0;0;0;0;0;0;0;6977; ; ; ;2;Bogotá;2;Bogotá;99;5
457978;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;2;0;0;0;0;0;3;0;7732;1980;1152;22546;5032;1291;0;0;0;39733;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;2;Bogotá;2;Bogotá;99;5
297718280;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;6;0;25;0;0;0;0;0;32;0;46393;51000;12300;286251;52879;14400;0;0;0;463223;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;2;Bogotá;2;Bogotá;99;5
451402;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;18;0;0;0;1;0;22;0;0;56120;17049;276575;33935;9991;0;6243;15881;415794;0;0;0;0;0;0;0;0;0;0;0;0;0;7201; ;7201; ;2;Bogotá;2;Bogotá;99;5
297826991;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;10;0;0;0;11;0;0;0;25;0;91291;112597;33387;0;31894;8739;0;0;5263;283171;131291;0;0;0;0;0;0;0;0;0;0;0;0;9885; ; ; ;2;Bogotá;2;Bogotá;99;5
9807346;2014;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ;a; ; ; ;a; ; ; ;0;0;16;0;0;0;0;0;0;0;16;0;0;224662;47748;0;30194;8986;0;0;10206;321796;0;0;0;0;0;0;0;0;0;0;0;0;0;10830; ;10830; ;2;Bogotá;2;Bogotá;99;5
9807408;2014;0;0;0;0;0;0;0;0; ;b;28/08/2013;27/08/2016; ; ; ; ; ; ; ; ; ; ; ; ;1;0;77;0;0;0;0;0;2;0;80;0;0;801278;194409;0;104991;33404;0;12767;81699;1228548;0;0;0;0;0;0;0;0;0;0;0;0;0;30822; ;30822; ;2;Bogotá;2;Bogotá;99;5
297826672;2014;0;0;0;484;0;0;0;484; ; ; ; ; ; ; ; ; ;b;01/01/2006;31/12/2014; ;b;01/01/2006;31/12/2014;1;0;21;0;1;0;0;0;1;0;24;0;219705;202995;72060;11400;63587;25721;0;6693;14244;616405;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297838058;2014;90;0;0;0;0;0;0;90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;5;0;0;0;9;0;0;0;15;0;0;80821;19230;0;10684;3276;0;0;63486;177497;153828;0;0;0;0;0;0;0;0;0;0;0;0;153828; ;153828; ;2;Bogotá;2;Bogotá;99;5
297827017;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;18;0;0;0;0;0;1;0;21;0;0;189791;43828;0;26202;2584;0;7392;15910;285707;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;10114; ;2;Bogotá;2;Bogotá;99;5
297826791;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;10/01/2014;10/01/2017; ;b;10/01/2014;10/01/2017;0;0;14;0;0;0;0;0;2;0;16;0;0;163686;49106;0;27584;1;0;14464;13343;268184;0;0;0;0;0;0;0;0;0;0;0;0;0;2557; ; ; ;2;Bogotá;2;Bogotá;99;5
297826945;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;24;0;0;0;0;0;2;0;26;0;0;376823;86373;0;34418;14826;0;8540;16624;537604;0;0;0;0;0;0;0;0;0;0;0;0;0;8794; ;8794; ;2;Bogotá;2;Bogotá;99;5
297838050;2014;0;0;0;1760;0;0;0;1760; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;3;9;0;0;0;1;0;26;3;0;229878;52905;162736;55315;9634;0;6170;26547;543185;0;0;15325;3350;0;3218;613;0;0;1769;24275;447;0;23276;1752; ; ;2;Bogotá;91;Leticia;99;5
299303287;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;35;0;0;0;0;0;2;0;37;0;39904;650874;166311;0;143000;36980;0;13367;188334;1238770;0;0;0;0;0;0;0;0;0;0;0;0;0;28379; ; ; ;2;Bogotá;2;Bogotá;99;5
9815066;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;32;0;4;0;0;0;1;0;39;0;0;422513;101604;249270;57512;17296;0;7392;18020;873607;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;2;Bogotá;2;Bogotá;99;5
450816;2014;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;23;0;5;0;1;0;29;0;0;0;0;457694;52198;14663;4261;4641;11201;544658;108535;0;0;0;0;0;0;0;0;0;0;0;0;22437; ; ; ;2;Bogotá;2;Bogotá;99;5
74977;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;13;0;0;0;0;0;0;0;13;0;0;159541;35459;0;20129;6435;0;0;24789;246353;0;0;0;0;0;0;0;0;0;0;0;0;0;401; ;401; ;2;Bogotá;2;Bogotá;99;5
407032;2014;250;0;0;0;0;0;0;250; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;3;0;17;0;5;0;0;0;25;0;0;31718;7294;196642;48520;13810;0;0;5557;303541;255559;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826739;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;50;0;0;0;0;0;3;0;53;0;198600;829341;166459;0;151556;64562;1083;18077;113548;1543226;0;0;0;0;0;0;0;0;0;0;0;0;0;11923; ;11923; ;2;Bogotá;2;Bogotá;99;5
297823552;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;15;0;0;0;0;0;0;0;16;0;0;147774;79797;0;32259;7388;0;0;12385;279603;0;0;0;0;0;0;0;0;0;0;0;0;0;11367; ; ; ;2;Bogotá;2;Bogotá;99;5
297826977;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;25;0;0;0;0;0;0;0;26;0;0;235200;90552;0;52495;8075;0;0;0;386322;0;0;0;0;0;0;0;0;0;0;0;0;0;30058; ; ; ;2;Bogotá;2;Bogotá;99;5
9807394;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;5;0;0;0;0;0;6;0;0;10487;2350;52868;7795;3818;0;0;5699;83017;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826749;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;412076;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297839499;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;1;0;13;0;0;132569;27140;0;18067;4212;0;6895;5126;194009;0;0;0;0;0;0;0;0;0;0;0;0;0;4653; ;4653; ;2;Bogotá;2;Bogotá;99;5
297827337;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;27;0;0;0;0;0;0;0;28;0;0;284811;142982;0;48449;21446;0;0;22872;520560;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826662;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;78;0;67;0;100;0;5;0;250;0;194933;1847505;875162;1099829;825253;112232;0;31094;59799;5045807;1315223;0;0;0;0;0;0;0;0;0;0;0;0;495742; ; ; ;2;Bogotá;2;Bogotá;99;5
408533;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;19;0;0;0;0;0;0;0;19;0;140448;52242;18108;0;36685;11685;0;0;0;259168;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
450869;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;29;0;0;0;0;0;0;0;29;0;0;362854;72999;0;58963;26256;0;0;1670;522742;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826835;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;5;1;33;1;0;0;1;0;39;2;0;120514;27426;408972;79063;19085;0;4014;75030;734104;0;0;22126;6554;10985;5000;358;0;0;0;45023;0;0;19448;0; ; ;2;Bogotá;2;Bogotá;99;5
441267;2014;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;30;0;0;0;0;0;30;0;0;0;0;388235;45520;13141;0;0;35983;482879;0;0;0;0;0;0;0;0;0;0;0;0;0;57377; ; ; ;2;Bogotá;2;Bogotá;99;5
447079;2014;0;0;0;0;0;0;0;0; ;b;08/02/2012;07/02/2018; ; ; ; ; ; ; ; ; ; ; ; ;0;0;51;0;10;0;0;0;2;0;63;0;92803;655353;159563;129563;136593;71114;0;9014;103923;1357926;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826870;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;a; ; ; ; ; ; ; ;0;0;210;0;0;0;28;0;15;0;253;0;0;4039807;918690;0;578415;187572;0;103365;209491;6037340;370410;0;0;0;0;0;0;0;0;0;0;0;0;381377; ;381377; ;2;Bogotá;2;Bogotá;99;5
297826640;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;35;0;0;0;0;0;2;0;37;0;0;650000;143000;0;120000;55000;0;14389;0;982389;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826980;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;56;0;0;0;5;0;3;0;64;0;119000;683568;188328;0;108563;34840;0;17247;62998;1214544;93900;0;0;0;0;0;0;0;0;0;0;0;0;27851; ;27851; ;2;Bogotá;2;Bogotá;99;5
299304555;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;12;0;0;0;0;0;0;0;12;0;0;158550;32369;0;27319;15421;0;0;9495;243154;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826975;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;21/10/2012;20/10/2015; ;b;21/10/2012;20/10/2015;0;0;28;4;3;0;0;0;1;0;32;4;97407;547531;115043;65290;114216;25384;0;4119;184821;1153811;0;0;67759;13751;0;12196;2710;0;0;23102;119518;0;0;0;0; ; ;2;Bogotá;2;Bogotá;99;5
297839506;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;14;0;0;0;14;0;0;0;0;0;0;0;0;0;660;660;486519;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
9807441;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;20;0;0;0;0;0;21;0;0;0;0;229680;23342;851;0;0;0;253873;0;0;0;0;0;0;0;0;0;0;0;0;0;8871; ;8871; ;2;Bogotá;2;Bogotá;99;5
9807448;2014;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;56;0;0;0;35;0;3;0;94;0;0;751955;165490;0;102866;12947;0;16401;0;1049659;390216;0;0;0;0;0;0;0;0;0;0;0;0;32536; ;32536; ;2;Bogotá;2;Bogotá;99;5
441825;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;39;0;0;0;17;0;1;0;57;0;0;419708;85800;0;102515;18366;37;6006;24432;656864;287973;0;0;0;0;0;0;0;0;0;0;0;0;27160; ; ; ;1;Barranquilla;16;Santa Marta;99;5
9795548;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;20;0;0;0;0;0;0;0;21;0;0;214540;47199;0;45165;8582;0;0;864;316350;0;0;0;0;0;0;0;0;0;0;0;0;0;6859; ; ; ;2;Bogotá;18;Villavicencio;99;5
297826990;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;40;0;0;0;0;0;2;0;42;0;93159;614925;136458;0;81254;36336;0;12621;0;974753;0;0;0;0;0;0;0;0;0;0;0;0;0;8870; ;8870; ;2;Bogotá;2;Bogotá;99;5
297826738;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;254;0;0;0;37;0;17;0;308;0;0;4675272;1127020;0;950584;208760;0;118760;584452;7664848;743903;0;0;0;0;0;0;0;0;0;0;0;0;1423709; ; ; ;2;Bogotá;2;Bogotá;99;5
297839497;2014;0;0;0;0;0;4641;FUNDACION NORDICO;4641; ;b;30/07/2004;30/03/2016; ;b;30/07/2013;30/03/2016; ; ; ; ; ; ; ; ;0;0;43;0;0;0;0;0;4;0;47;0;103227;484145;144695;0;122795;55263;13849;24326;100252;1048552;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826642;2014;0;0;0;1754;0;0;0;1754; ; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;4;0;8;0;167;1;50;0;8;1;237;2;300802;279277;78112;2435320;598226;119833;0;56557;273733;4141860;939445;0;0;0;18855;2397;553;0;6696;0;28501;0;0;369137;0; ; ;2;Bogotá;2;Bogotá;99;5
297718322;2014;500;0;0;0;0;0;0;500;a; ; ; ;a; ; ; ; ; ; ; ;a; ; ; ;0;0;0;0;19;0;2;0;1;0;22;0;0;0;0;360694;45300;14856;0;7392;23696;451938;90811;0;0;0;0;0;0;0;0;0;0;0;0;19991; ; ; ;2;Bogotá;2;Bogotá;99;5
9815979;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;19;0;0;0;2;0;1;0;23;0;0;175751;83039;0;35150;12553;0;7241;30039;343773;39213;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;16;Santa Marta;99;5
299303285;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;6;0;0;0;0;0;0;0;7;0;0;53877;11756;0;7004;2227;0;0;1296;76160;0;0;0;0;0;0;0;0;0;0;0;0;0;1055; ;1055; ;2;Bogotá;2;Bogotá;99;5
448987;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;11/01/2014;11/01/2017; ;b;11/01/2014;11/01/2017;0;0;0;0;101;1;33;0;5;0;139;1;0;0;0;2281458;450383;127987;0;25951;148019;3033798;429891;0;0;0;12398;2183;912;0;0;888;16381;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297730503;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;24;0;0;0;0;0;0;0;24;0;0;183475;52386;0;42199;16512;0;0;0;294572;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;16;Santa Marta;99;5
297718312;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;35;0;0;0;16;0;2;0;53;0;274871;723197;197837;0;152012;65509;0;14340;360397;1788163;540808;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297718302;2014;0;0;0;1800;0;0;0;1800; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;192;0;0;0;20;0;11;0;223;0;0;4239051;868000;0;1089000;353306;71386;72856;238928;6932527;266025;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297822448;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;18;0;0;0;0;0;1;0;19;0;0;351818;86728;0;48778;15812;0;6562;51562;561260;0;0;0;0;0;0;0;0;0;0;0;0;0;2656; ;2656; ;2;Bogotá;2;Bogotá;99;5
297839505;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;104;3;0;0;17;0;4;0;125;3;78333;1618994;326639;0;485698;158762;0;23757;155894;2848077;331400;0;61733;13588;0;9878;5666;0;0;0;90865;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297821308;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;52;0;0;0;0;0;2;0;54;0;140191;872713;213545;0;240619;47958;0;12977;0;1528003;0;0;0;0;0;0;0;0;0;0;0;0;0;58289; ; ; ;2;Bogotá;2;Bogotá;99;5
297718360;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;b;10/01/2014;09/01/2017;0;0;35;0;0;0;0;0;1;0;36;0;122965;534166;127092;0;100624;50768;0;4907;199620;1140142;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297718363;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;42;0;0;0;6;0;2;0;50;0;0;749381;172924;0;113814;38260;0;14784;75304;1164467;80343;0;0;0;0;0;0;0;0;0;0;0;0;67028; ;67028; ;2;Bogotá;2;Bogotá;99;5
297718362;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;78;0;0;0;0;0;3;0;81;0;155216;1350800;305093;0;279514;107348;0;20320;55105;2273396;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297822336;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;54;0;0;0;0;0;0;0;54;0;0;604000;135191;0;129561;26360;0;0;24538;919650;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;2;Bogotá;2;Bogotá;99;5
297717006;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;32;0;0;0;0;0;2;0;34;0;1220;436900;94358;0;81048;26638;0;11088;34160;685412;0;0;0;0;0;0;0;0;0;0;0;0;0;52272; ; ; ;2;Bogotá;2;Bogotá;99;5
297717021;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;b;22/12/2014;22/12/2017;0;0;25;0;0;0;44;0;0;0;69;0;0;423997;102801;0;68562;19985;0;0;9698;625043;759389;0;0;0;0;0;0;0;0;0;0;0;0;51985; ; ; ;2;Bogotá;2;Bogotá;99;5
297717024;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;47;0;0;0;0;0;2;0;49;0;41713;553769;132514;0;155055;25299;1249;14400;24212;948211;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;2;Bogotá;2;Bogotá;99;5
297839796;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;0;0;0;0;0;3;0;0;14785;3452;0;2824;1495;0;0;0;22556;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297818794;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
283047;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;0;0;1;0;17;0;0;228918;50313;0;59086;19800;0;7353;0;365470;0;0;0;0;0;0;0;0;0;0;0;0;0;14010; ;14010; ;2;Bogotá;2;Bogotá;99;5
