Nro_Orden_Establecimiento;Periodo;C6GAA2ab;C6GAA1e;C6GAA2d;C6GAA2f;C6GAA2g;C6GAA2h;C6GAA2i;TOTALGAA;C6GAAB1a;C6GAAB1b;C6GAAB1c;C6GAAB1d;C6GAAB2a;C6GAAB2b;C6GAAB2c;C6GAAB2d;C6GAAB3a;C6GAAB3b;C6GAAB3c;C6GAAB3d;C6GAAB4a;C6GAAB4b;C6GAAB4c;C6GAAB4d;POTPSFR;C6AAC1d;POTPERM;C6AAC2d;POTTCDE;C6AAC3d;POTTCAG;C6AAC4d;POTPAU;C6AAC5d;POTTOT;C6AAC6dT;GPPSI;GPPER;GPPPSP;GPPPST;GPPCPO;GPPANO;GPPAVO;GPPGPA;GPPGPN;GPPTPOT;GPPPTA;C6AAC1bRPA;C6AAC2bRPA;C6AAC3bRPA;C6AAC4bRPA;C6AAC5bRPA;C6AAC6bRPA;C6AAC7bRPA;C6AAC8bRPA;C6AAC9bRPA;C6AAC10bTRPA;C6AAC11bRPA;C6AA12bPSAAA;CREE;CREE_B;CREE_SALUD;CREE_SALUD_B;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297826898;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;100;0;0;0;7;0;0;0;107;0;0;1600317;791047;0;260561;67975;11822;0;744454;3476176;818824;0;0;0;0;0;0;0;0;0;0;0;0;48732; ; ; ;1;Barranquilla;1;Barranquilla;99;5
296886290;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;48;0;0;0;0;0;2;0;50;0;0;443460;102396;0;73748;18388;0;14784;31716;684492;0;0;0;0;0;0;0;0;0;0;0;0;0;51595; ; ; ;1;Barranquilla;9;Cartagena;99;5
9816110;2014;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;45;0;0;0;2;0;48;0;0;12000;4704;520548;80040;15110;0;14476;0;646878;0;0;0;0;0;0;0;0;0;0;0;0;0;26904; ; ; ;1;Barranquilla;1;Barranquilla;99;5
9815988;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;0;0;14;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;160406;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;1;Barranquilla;99;5
297826722;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;0;0;29;0;0;0;1;0;32;0;0;0;0;349096;37302;10521;0;7153;49356;453428;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;1;Barranquilla;1;Barranquilla;99;5
297827969;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;0;25;0;0;0;9;0;2;0;40;0;0;236917;55579;0;38104;9561;0;14311;24967;379439;96325;0;0;0;0;0;0;0;0;0;0;0;0;7667; ; ; ;1;Barranquilla;1;Barranquilla;99;5
297819041;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;67;0;0;0;0;0;3;0;70;0;124174;997256;238885;0;162225;54096;6082;21098;169804;1773620;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;4282; ;1;Barranquilla;1;Barranquilla;99;5
452218;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;83;0;23;0;4;0;111;0;99113;25182;5133;1977657;302495;116588;0;29568;74368;2630104;260647;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;1;Barranquilla;99;5
441772;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;22;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;396000;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;1;Barranquilla;99;5
441802;2014;0;0;0;0;0;0;0;0; ;b;21/04/2014;20/04/2017; ; ; ; ; ; ; ; ; ; ; ; ;0;0;18;0;0;0;51;0;0;0;69;0;0;226800;49488;0;47628;6804;0;0;15120;345840;604800;0;0;0;0;0;0;0;0;0;0;0;0;11120; ; ; ;1;Barranquilla;1;Barranquilla;99;5
408986;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;27;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;280370;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;1;Barranquilla;99;5
441854;2014;0;0;0;0;0;0;0;0; ;b;30/06/2004;25/06/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;10;5;0;0;21;4;0;0;31;9;0;177680;40428;0;35150;1438;0;0;720;255416;292269;0;3221;708;0;644;25;0;0;360;4958;0;11690;0;0; ; ;1;Barranquilla;1;Barranquilla;99;5
10101150;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;25;0;0;0;0;0;1;0;26;0;0;377918;109595;0;98258;34012;0;6520;0;626303;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;1;Barranquilla;99;5
297827591;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;55;0;0;0;2;0;58;0;0;0;0;785136;88302;25848;0;14784;37833;951903;0;0;0;0;0;0;0;0;0;0;0;0;0;25156; ; ; ;1;Barranquilla;1;Barranquilla;99;5
10101152;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;8;0;0;0;0;0;1;0;11;0;0;66048;26220;0;12393;2640;0;4128;6912;118341;0;0;0;0;0;0;0;0;0;0;0;0;0;638; ; ; ;1;Barranquilla;1;Barranquilla;99;5
10101153;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;0;15;0;0;0;16;0;0;23756;9229;0;4286;1861;0;0;0;39132;241624;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;1;Barranquilla;99;5
10101289;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;39;0;0;0;5;0;0;0;44;0;0;2187264;461070;0;45472;16065;0;0;6252;2716123;111656;0;0;0;0;0;0;0;0;0;0;0;0;5197; ;5197; ;1;Barranquilla;1;Barranquilla;99;5
10101290;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;17;0;0;0;18;1;0;0;0;0;0;0;0;0;0;0;194779;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;1;Barranquilla;99;5
297818562;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;11;0;0;0;0;0;1;0;13;0;0;88704;18758;0;15511;1688;0;3840;10368;138869;0;0;0;0;0;0;0;0;0;0;0;0;0;3622; ; ; ;1;Barranquilla;1;Barranquilla;99;5
297826799;2014;0;0;0;1307;0;0;0;1307; ; ; ; ; ; ; ; ; ;b;17/06/2013;17/06/2016; ;b;01/11/2010;01/11/2016;0;0;13;0;0;0;9;0;1;0;23;0;0;161184;35186;0;35477;10477;0;7392;0;249716;779760;0;0;0;0;0;0;0;0;0;0;0;0;7360; ; ; ;2;Bogotá;2;Bogotá;99;5
297718659;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;27;0;3;0;0;0;1;0;21;0;0;363112;80068;253380;50041;16320;0;7392;0;770313;0;0;0;0;0;0;0;0;0;0;0;46825;0;24957; ;25440; ;2;Bogotá;2;Bogotá;99;5
297826796;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;37;0;1;0;4;0;2;0;44;0;91964;617132;126649;18008;137629;28652;64549;11612;18938;1115133;64549;0;0;0;0;0;0;0;0;0;0;0;0;48835; ; ; ;2;Bogotá;2;Bogotá;99;5
297827958;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;53;0;0;0;0;0;4;0;57;0;128228;1014155;250913;0;262748;53779;0;15212;247501;1972536;0;0;0;0;0;0;0;0;0;0;0;0;0;82729; ; ; ;2;Bogotá;2;Bogotá;99;5
297827000;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;45;0;0;0;1;0;2;0;48;0;0;735347;180780;0;106920;34301;0;14694;135387;1207429;12000;0;0;0;0;0;0;0;0;0;0;0;0;30994; ;30994; ;2;Bogotá;2;Bogotá;99;5
414681;2014;0;0;0;0;0;0;0;0; ;b;17/08/2012;16/08/2015; ; ; ; ; ;b;21/12/2011;02/02/2017; ;b;09/09/2011;08/08/2017;0;0;65;0;0;0;9;0;3;0;77;0;110286;853242;183842;0;142489;62337;0;17941;140624;1510761;118535;0;0;0;0;0;0;0;0;0;0;0;0;3500; ;3500; ;2;Bogotá;2;Bogotá;99;5
382101;2014;0;0;0;0;0;0;0;0; ;b;04/10/2011;10/09/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;23;0;0;0;17;0;1;0;41;0;89957;225723;58353;0;47401;11875;0;6483;28775;468567;264300;0;0;0;0;0;0;0;0;0;0;0;0;17470; ; ; ;4;Cali;15;Popayán;99;5
297826978;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;31/12/2014;31/12/2017; ;b;31/12/2014;31/12/2017;0;0;118;0;27;0;2;0;5;0;152;0;155549;1435683;407319;499638;308338;100725;0;29610;182184;3119046;86592;0;0;0;0;0;0;0;0;0;0;0;0;13625; ; ; ;2;Bogotá;2;Bogotá;99;5
297826677;2014;0;100;0;140;0;0;0;240; ;b;28/06/2012;27/06/2015; ; ; ; ;a; ; ; ; ; ; ; ;0;0;12;0;0;0;42;0;0;0;54;0;44311;268721;67859;0;32551;12465;0;0;76256;502163;764616;0;0;0;0;0;0;0;0;0;0;0;0;25156; ;25156; ;2;Bogotá;2;Bogotá;99;5
297826828;2014;0;0;0;4500;0;2800;PLANT FOR THE PLANET;7300; ; ; ; ; ; ; ; ; ;b;04/11/2012;03/11/2015; ;b;04/11/2012;03/11/2015;0;0;99;0;2;0;0;0;5;0;106;0;152117;2191358;438523;48561;255339;87920;0;32270;463840;3669928;0;0;0;0;0;0;0;0;0;0;0;0;0;50799; ;50799; ;2;Bogotá;2;Bogotá;99;5
297826830;2014;0;0;0;2500;0;0;0;2500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;43;0;0;0;1;0;2;0;46;0;17351;802210;189518;0;113483;42133;0;14784;32492;1211971;31486;0;0;0;0;0;0;0;0;0;0;0;0;64950; ;64950; ;2;Bogotá;2;Bogotá;99;5
452491;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;18;0;0;0;0;0;1;0;19;0;0;274439;55318;0;48749;11283;0;5318;11988;407095;0;0;0;0;0;0;0;0;0;0;0;0;0;13636; ; ; ;1;Barranquilla;9;Cartagena;99;5
9807355;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;171;1;0;0;3;0;9;0;183;1;151828;2841579;727999;0;587854;148263;0;58530;242650;4758703;40458;0;25016;7610;0;5765;2382;0;0;0;40773;0;0;0; ; ; ;2;Bogotá;2;Bogotá;99;5
297826832;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;b;01/04/2014;31/03/2016;0;0;48;0;0;0;4;0;3;0;55;0;0;791199;184705;0;176973;62689;0;19147;0;1234713;60000;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297826833;2014;0;0;0;0;0;0;0;0; ;b;28/11/2012;24/07/2015; ; ; ; ; ;b;26/01/2015;26/01/2018; ;b;28/11/2006;29/09/2016;0;0;209;0;0;0;62;0;9;0;280;0;461430;3210098;816209;0;510372;168560;0;54447;510610;5731726;670925;0;0;0;0;0;0;0;0;0;0;0;0;32288; ;32288; ;2;Bogotá;2;Bogotá;99;5
297826834;2014;0;0;0;887;0;0;0;887; ; ; ; ; ; ; ; ; ;b;28/02/2011;27/01/2014; ; ; ; ;0;0;157;0;0;0;50;0;8;0;215;0;186748;2467018;612396;0;586870;240897;0;55032;165538;4314499;668514;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
452129;2014;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ; ; ; ; ; ; ; ; ;0;0;14;0;0;0;0;0;1;0;15;0;0;167232;38391;0;27630;15051;0;7392;10671;266367;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
9807356;2014;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ; ; ; ; ; ; ; ; ;0;0;13;0;0;0;0;0;1;0;14;0;0;160592;36845;0;26533;14454;0;7392;10125;255941;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
9807357;2014;0;0;0;0;0;0;0;0;a; ; ; ;a; ; ; ; ; ; ; ; ; ; ; ;0;0;17;0;0;0;0;0;1;0;18;0;0;186875;43083;0;30875;1;0;7392;12958;281184;0;0;0;0;0;0;0;0;0;0;0;0;0;9288; ; ; ;2;Bogotá;2;Bogotá;99;5
297826941;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;26;0;0;0;1;0;1;0;30;0;116919;346842;92582;0;77894;22715;0;7279;27847;692078;17320;0;0;0;0;0;0;0;0;0;0;0;0;6063; ; ; ;2;Bogotá;2;Bogotá;99;5
297826946;2014;0;0;0;500;0;0;0;500; ; ; ; ; ; ; ; ;a; ; ; ;a; ; ; ;0;0;96;0;0;0;0;0;5;0;101;0;117145;1445342;386081;0;251000;73956;0;32352;319268;2625144;0;0;0;0;0;0;0;0;0;0;0;0;0;2222; ; ; ;2;Bogotá;2;Bogotá;99;5
297826982;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;7;0;63;0;0;0;3;0;76;0;0;293033;62789;875307;145821;44860;0;12720;46619;1481149;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;2;Bogotá;2;Bogotá;99;5
296886228;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;112;0;0;0;64;0;0;0;176;0;204680;1420034;349830;0;265589;142280;0;0;100184;2482597;816798;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;9;Cartagena;99;5
297826663;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;37;0;0;0;0;0;2;0;39;0;0;940359;216282;0;88825;26855;0;12908;18593;1303822;0;0;0;0;0;0;0;0;0;0;0;0;0;523; ;523; ;2;Bogotá;2;Bogotá;99;5
297826985;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ;b;10/01/2014;10/01/2017; ;b;10/01/2014;10/01/2017;4;0;38;0;6;0;1;0;3;0;52;0;0;543794;148640;152500;118859;28499;0;22121;168478;1182891;118926;0;0;0;0;0;0;0;0;0;0;0;0;33133; ; ; ;2;Bogotá;2;Bogotá;99;5
297826986;2014;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ;a; ; ; ;0;0;84;0;0;0;7;0;4;0;95;0;237744;1192000;296883;0;189120;73411;0;29000;64762;2082920;169292;0;0;0;0;0;0;0;0;0;0;0;0;5092; ;5092; ;2;Bogotá;2;Bogotá;99;5
297838044;2014;0;0;0;0;0;750;ALCALDIA DE TUNJA;750; ;b;29/03/2015;29/03/2015; ; ; ; ; ; ; ; ; ; ; ; ;0;0;20;0;0;0;15;0;0;0;35;0;0;280973;71289;0;62112;12096;0;0;43335;469805;222018;0;0;0;0;0;0;0;0;0;0;0;0;8914; ; ; ;2;Bogotá;17;Tunja;99;5
409910;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;20;0;6;0;0;0;1;0;27;0;0;324424;115235;101702;90660;42642;0;7392;0;682055;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;5;Manizales;11;Ibagué;99;5
450883;2014;0;0;0;0;0;0;0;0; ;b;21/04/2010;20/04/2016; ; ; ; ;a; ; ; ;a; ; ; ;0;0;54;0;0;0;8;0;2;0;64;0;97592;714327;167432;0;113167;36795;0;14591;31579;1175483;120178;0;0;0;0;0;0;0;0;0;0;0;0;32810; ;32810; ;2;Bogotá;2;Bogotá;99;5
299303284;2014;0;0;0;70090;0;0;0;70090; ; ; ; ; ; ; ; ; ;b;11/11/2014;13/11/2016; ; ; ; ;0;0;5;0;217;0;0;0;18;1;240;1;114446;209778;104889;3697140;557245;235934;0;73841;115608;5108881;0;0;0;0;0;0;0;0;7392;0;7392;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
337133;2014;0;0;0;950;0;2016;CORPOSÉPTIMA;2966; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;49;0;0;0;1;0;2;0;52;0;151811;691055;183792;0;102586;39778;0;10431;26558;1206011;10400;0;0;0;0;0;0;0;0;0;0;0;0;39992; ;39992; ;2;Bogotá;2;Bogotá;99;5
75007;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;6;0;0;0;2;0;0;0;8;0;0;46800;11326;0;11478;161;0;0;0;69765;144000;0;0;0;0;0;0;0;0;0;0;0;0;4623; ; ; ;2;Bogotá;2;Bogotá;99;5
410376;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;5;0;0;0;7;0;0;0;12;0;0;77296;18315;0;15747;7000;0;0;2500;120858;105000;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;16;Santa Marta;99;5
296886229;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;16;0;0;0;37;0;1;1;54;1;0;125000;29000;0;27000;9500;0;3700;14500;208700;428000;0;0;0;0;0;0;0;3700;0;3700;0;0; ; ; ; ;1;Barranquilla;16;Santa Marta;99;5
297718272;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;69;0;0;0;3;0;4;0;76;0;64331;1057209;255842;0;12686;4229;0;22601;0;1416898;42645;0;0;0;0;0;0;0;0;0;0;0;0;116292; ;116292; ;2;Bogotá;2;Bogotá;99;5
297826922;2014;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;29;0;0;0;4;0;1;0;34;0;0;415075;104108;0;59673;19544;0;6436;79947;684783;54477;0;0;0;0;0;0;0;0;0;0;0;0;1212; ;1212; ;2;Bogotá;2;Bogotá;99;5
451251;2014;0;0;0;0;0;0;0;0; ;b;18/03/2015;24/06/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;6;0;0;0;8;0;1;0;15;0;0;123108;43607;0;25852;6087;0;7392;2385;208431;124258;0;0;0;0;0;0;0;0;0;0;0;0;724; ; ; ;1;Barranquilla;9;Cartagena;99;5
451446;2014;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;7;0;0;0;13;0;0;0;20;0;0;140710;29082;0;32010;12542;0;0;0;214344;156200;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;1;Barranquilla;16;Santa Marta;99;5
455513;2014;0;0;0;1160;0;0;0;1160; ;b;18/03/2015;24/06/2016; ;b;14/02/2014;13/02/2017; ;b;17/07/2012;15/07/2015; ;b;17/07/2012;16/07/2015;0;0;265;4;0;0;415;0;12;0;692;4;0;4117221;1543057;0;961557;323451;0;76096;6691962;13713344;6191962;0;48425;18317;0;10490;4296;0;0;1342700;1424228;2593;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
9807403;2014;0;0;0;0;0;0;0;0; ;b;18/03/2015;24/06/2016; ;b;14/02/2014;13/02/2017; ;b;17/07/2012;15/07/2015; ;b;17/07/2012;16/07/2015;0;0;25;0;0;0;29;0;0;0;54;0;0;451739;262154;0;83924;38928;0;0;64200;900945;520205;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
297730683;2014;0;0;0;0;0;0;0;0;a; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;39;0;0;0;0;0;0;0;39;0;0;289060;59029;0;20563;5096;0;0;0;373748;0;0;0;0;0;0;0;0;0;0;0;0;0;724150; ;724150; ;2;Bogotá;2;Bogotá;99;5
296886232;2014;0;1584;0;0;0;0;0;1584; ;b;24/10/2013;24/10/2016; ; ; ; ; ; ; ; ; ; ; ; ;0;0;113;1;0;0;2;0;4;0;119;1;0;1182167;324506;0;291796;114983;0;24969;24113;1962534;27182;0;11784;2573;0;3078;1061;0;0;0;18496;0;0; ; ; ; ;2;Bogotá;2;Bogotá;99;5
