Nro_Orden_Establecimiento;Periodo;C3RHE1;C3RHE2;C3RHE5;PROGAHORR;TOTALARH;C3RHC1PTU;C3RHC4RCASUP;C3RHC5RCASUB;C3RHC6PMS;MULTABAS;C3RHC7TOGT;C3RHA1cAC;C3RHA1dAC;VOCONSBL;VACONSBLQ;C3RHA5cCT;C3RHA5dCT;VOLBOTLL;VRBOTLL;C3RHA6cALL;C3RHA7cTVU1;C3RHA7dTVPCA;C3RHA2aSUP;C3RHA2bSUP;FECHADESDESUP;FECHAHASTASUP;C3RHA2cSUP;C3RHA3aSUB;C3RHA3bSUB;FECHADESDESUB;FECHAHASTASUB;C3RHA3cSUB;C3RHA4aAM;C3RHA4bAM;FECHADESDEMAR;FECHAHASTAMAR;C3RHA4cAM;C3RHA7aTVC;C3RHA7bTPC;C3RHA7cTVU2;C3RHA7cTVU;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297838044;2014;0;0;0;0;0;0;0;0;0;0;0;9011;13896;0;0;0;0;0;0;0;9011;13896;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;9011;2;Bogotá;17;Tunja;99;5
409910;2014;0;0;0;0;0;590;8365;0;0;0;8955;0;0;0;0;0;0;0;0;0;0;0;8460;8365;14/02/2010;13/02/2020;8330;0;0; ; ;0;0;0; ; ;0;8460;8365;8330;8330;5;Manizales;11;Ibagué;99;5
450883;2014;0;212;0;0;212;20;0;0;0;0;20;4019;10091;0;0;0;0;0;0;0;4019;10091;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4019;2;Bogotá;2;Bogotá;99;5
299303284;2014;0;3000;2400;1000;6400;204;0;0;0;0;204;39460;99084;0;0;0;0;37;14800;0;39497;113884;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;39497;2;Bogotá;2;Bogotá;99;5
337133;2014;0;333;0;0;333;23;0;0;0;0;23;4878;12390;0;0;0;0;0;0;0;4878;12390;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4878;2;Bogotá;2;Bogotá;99;5
75007;2014;0;0;0;0;0;4;0;0;0;0;4;1114;2798;0;0;0;0;0;0;0;1114;2798;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1114;2;Bogotá;2;Bogotá;99;5
410376;2014;0;0;1200;0;1200;1;0;0;0;0;1;840;2058;0;0;32;140;9;2750;0;881;4948;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;881;1;Barranquilla;16;Santa Marta;99;5
296886229;2014;0;0;0;0;0;12;0;0;0;0;12;8732;18347;0;0;0;0;76;5600;0;8808;23947;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;8808;1;Barranquilla;16;Santa Marta;99;5
297718272;2014;0;0;3810;0;3810;59;0;0;0;0;59;11555;29017;0;0;0;0;0;0;0;11555;29017;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;11555;2;Bogotá;2;Bogotá;99;5
297826922;2014;0;2500;1600;120;4220;21;0;0;0;0;21;4062;10200;0;0;0;0;0;0;0;4062;10200;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4062;2;Bogotá;2;Bogotá;99;5
451251;2014;0;0;0;0;0;12;0;0;0;0;12;1829;4243;0;0;0;0;0;0;0;1829;4243;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;1829;1;Barranquilla;9;Cartagena;99;5
451446;2014;0;0;0;0;0;3;0;0;0;0;3;7877;14374;0;0;0;0;0;0;0;7877;14374;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7877;1;Barranquilla;16;Santa Marta;99;5
455513;2014;0;230000;380000;0;610000;493;0;0;0;0;493;95622;240129;0;0;0;0;13;5426;0;95635;245555;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;95635;2;Bogotá;2;Bogotá;99;5
9807403;2014;0;0;280000;0;280000;622;0;0;0;0;622;41525;284903;0;0;0;0;0;0;0;41525;284903;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;41525;2;Bogotá;2;Bogotá;99;5
297730683;2014;0;0;0;0;0;32;0;0;0;0;32;17329;24524;0;0;0;0;0;0;0;17329;24524;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;17329;2;Bogotá;2;Bogotá;99;5
296886232;2014;0;1739;0;2739;4478;0;0;0;0;0;0;69800;131712;0;0;0;0;0;0;0;69800;131712;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;69800;2;Bogotá;2;Bogotá;99;5
296886233;2014;0;0;0;5290;5290;296;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;437081;258;09/09/2010;09/09/2015;437081;50866;331;09/09/2010;09/09/2015;39398;0;0; ; ;0;487947;589;476479;476479;2;Bogotá;2;Bogotá;99;5
296886234;2014;0;0;0;3900;3900;0;0;0;0;0;0;91194;164149;0;0;0;0;0;0;0;91194;164149;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;91194;2;Bogotá;2;Bogotá;99;5
296886235;2014;0;0;0;4368;4368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101705;0;12/08/2014;12/11/2019;101705;23115;0;12/12/2009;12/12/2015;23115;0;0; ; ;0;124820;0;124820;124820;2;Bogotá;2;Bogotá;99;5
296886236;2014;0;0;0;545;545;0;660;0;0;0;660;0;0;0;0;0;0;0;0;0;0;0;61552;0;11/08/2014;12/12/2017;61552;32850;0;11/12/2013;12/12/2017;32850;0;0; ; ;0;94402;0;94402;94402;2;Bogotá;2;Bogotá;99;5
3834328;2014;0;0;0;0;0;38;0;0;0;0;38;7659;19233;0;0;0;0;4;1488;0;7663;20721;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;7663;2;Bogotá;2;Bogotá;99;5
297826903;2014;0;0;570;0;570;62;0;0;0;0;62;12165;30549;0;0;0;0;0;0;0;12165;30549;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;12165;2;Bogotá;2;Bogotá;99;5
451463;2014;0;0;0;0;0;20;0;0;0;0;20;3444;8644;0;0;0;0;0;0;0;3444;8644;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3444;2;Bogotá;2;Bogotá;99;5
451466;2014;0;0;0;0;0;18;0;0;0;0;18;3643;9159;0;0;0;0;0;0;0;3643;9159;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;3643;2;Bogotá;2;Bogotá;99;5
297826734;2014;0;600;10440;0;11040;196;0;0;0;0;196;33752;87418;0;0;0;0;0;0;0;33752;87418;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;33752;2;Bogotá;2;Bogotá;99;5
297826735;2014;0;0;4560;0;4560;294;0;0;0;0;294;57537;149021;0;0;0;0;75;24122;0;57612;173143;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;57612;2;Bogotá;2;Bogotá;99;5
452253;2014;0;0;82564;5301;87865;1264;0;0;0;0;1264;174481;321045;0;0;0;0;77;23472;0;174558;344517;448663;1116;28/01/2002;27/01/2012;7236;0;0; ; ;0;0;0; ; ;0;448663;1116;7236;181794;2;Bogotá;2;Bogotá;99;5
296886239;2014;0;26603;121027;0;147630;130;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;159036;130;23/05/2011;22/05/2016;144319;20498;0;06/07/2010;05/07/2020;0;0;0; ; ;0;179534;130;144319;144319;5;Manizales;11;Ibagué;99;5
452256;2014;0;0;835;0;835;15;0;0;0;0;15;19671;29604;0;0;0;0;0;0;0;19671;29604;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;19671;2;Bogotá;2;Bogotá;99;5
297826882;2014;0;0;0;0;0;12;0;0;0;0;12;2254;5838;0;0;0;0;0;0;0;2254;5838;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2254;2;Bogotá;2;Bogotá;99;5
297826889;2014;0;0;0;0;0;76;0;0;0;0;76;14080;35358;0;0;0;0;0;0;0;14080;35358;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;14080;2;Bogotá;2;Bogotá;99;5
297826988;2014;0;0;0;0;0;14;0;0;0;0;14;2670;6704;0;0;0;0;0;0;0;2670;6704;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2670;2;Bogotá;2;Bogotá;99;5
457978;2014;0;0;0;0;0;4;0;0;0;0;5;964;2421;0;0;0;0;0;0;0;964;2421;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;964;2;Bogotá;2;Bogotá;99;5
297718280;2014;0;0;0;0;0;4;0;0;0;0;4;725;1813;0;0;0;0;0;0;0;725;1813;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;725;2;Bogotá;2;Bogotá;99;5
451402;2014;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;982;0; ; ;982;0;0; ; ;0;982;0;982;982;2;Bogotá;2;Bogotá;99;5
297826991;2014;0;0;0;0;0;15;0;0;0;0;15;2767;6950;0;0;0;0;1;302;0;2768;7252;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2768;2;Bogotá;2;Bogotá;99;5
9807346;2014;0;0;1068;0;1068;16;0;0;0;0;16;2988;7530;0;0;0;0;0;0;0;2988;7530;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2988;2;Bogotá;2;Bogotá;99;5
9807408;2014;0;0;0;0;0;178;0;0;0;0;178;34312;85782;0;0;0;0;0;0;0;34312;85782;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;34312;2;Bogotá;2;Bogotá;99;5
297826672;2014;0;0;882;0;882;25;0;0;0;0;25;4903;12312;0;0;0;0;0;0;0;4903;12312;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4903;2;Bogotá;2;Bogotá;99;5
297838058;2014;0;421;0;0;421;21;0;0;0;0;21;4075;10233;0;0;0;0;0;0;0;4075;10233;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;4075;2;Bogotá;2;Bogotá;99;5
297827017;2014;0;0;150;0;150;12;0;0;0;0;12;2180;5480;0;0;0;0;0;0;0;2180;5480;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2180;2;Bogotá;2;Bogotá;99;5
297826791;2014;0;286;0;0;286;29;0;0;0;0;29;2354;5911;0;0;0;0;0;0;0;2354;5911;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;2354;2;Bogotá;2;Bogotá;99;5
297826945;2014;0;2370;0;455;2825;31;0;0;0;0;31;6281;15771;0;0;0;0;0;0;0;6281;15771;0;0; ; ;0;0;0; ; ;0;0;0; ; ;0;0;0;0;6281;2;Bogotá;2;Bogotá;99;5
297838050;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;265;0;0;0; ; ;0;122;0;31/12/2013;31/12/2014;122;0;0; ; ;0;122;0;122;387;2;Bogotá;91;Leticia;99;5
