Nro_Orden_Establecimiento;Periodo;C3RHE3;C3RHE4;C4VERTIADAPT;C6GAA1f;TOTALAVERTI;C3RHD1PTRV;C3RHD2PPVP;C3RHD3PMSV;MULTAVERT;C3RHD4TGTV;C3RHB1TAR;C3RHB2a;C3RHB2b;C3RHB2c;C3RHB2d;C3RHB3a3A;C3RHB3b3A;C3RHB3c3A;C3RHB3d3A;C3RHB3eT3A;C3RHB3a3B;C3RHB3b3B;C3RHB3c3B;C3RHB3d3B;C3RHB3eT3B;TOTVERTIDA;C3RHB4VAL;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
296886233;2014;0;19430;1577;3816;24823;0;0;0;0;0;SI; ; ; ;d;0;476479;0;0;476479;0;0;0;0;0;476479;0;2;Bogotá;2;Bogotá;99;5
296886234;2014;0;0;0;5600;5600;89;0;0;0;89;SI; ;b; ; ;0;91194;0;0;91194;0;0;0;0;0;91194;0;2;Bogotá;2;Bogotá;99;5
296886235;2014;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;37446;87374;0;0;124820;124820;26586;2;Bogotá;2;Bogotá;99;5
296886236;2014;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;23600;70802;0;0;94402;94402;19824;2;Bogotá;2;Bogotá;99;5
3834328;2014;0;0;0;0;0;540;0;0;0;540;SI;a; ; ; ;765;0;0;0;765;6894;0;0;0;6894;7659;11779;2;Bogotá;2;Bogotá;99;5
297826903;2014;45;0;0;0;45;851;0;0;0;851;SI;a; ; ; ;3649;0;0;0;3649;8516;0;0;0;8516;12165;18709;2;Bogotá;2;Bogotá;99;5
451463;2014;0;0;0;0;0;234;0;0;0;234;NO; ; ; ; ;0;0;0;0;0;3444;0;0;0;3444;3444;5186;2;Bogotá;2;Bogotá;99;5
451466;2014;0;0;0;0;0;255;0;0;0;255;NO; ; ; ; ;0;0;0;0;0;3643;0;0;0;3643;3643;5537;2;Bogotá;2;Bogotá;99;5
297826734;2014;0;5220;10550;0;15770;2685;0;0;0;2685;SI;a; ; ; ;33752;0;0;0;33752;0;0;0;0;0;33752;53564;2;Bogotá;2;Bogotá;99;5
297826735;2014;0;8530;0;0;8530;4030;0;0;0;4030;SI;a; ; ; ;20808;0;0;0;20808;36804;0;0;0;36804;57612;90793;2;Bogotá;2;Bogotá;99;5
452253;2014;0;10632;22250;2500;35382;153;0;0;0;153;SI; ; ;c; ;0;181794;0;0;181794;0;0;0;0;0;181794;0;2;Bogotá;2;Bogotá;99;5
296886239;2014;0;12096;16492;0;28588;3114;0;0;0;3114;SI; ;b; ; ;0;144319;0;0;144319;0;0;0;0;0;144319;0;5;Manizales;11;Ibagué;99;5
452256;2014;0;982;10495;0;11477;0;0;0;0;0;SI; ;b; ; ;7868;0;0;0;7868;11803;0;0;0;11803;19671;0;2;Bogotá;2;Bogotá;99;5
297826882;2014;0;0;0;0;0;164;0;0;0;164;NO; ; ; ; ;0;0;0;0;0;2254;0;0;0;2254;2254;3577;2;Bogotá;2;Bogotá;99;5
297826889;2014;0;2688;2400;0;5088;985;0;0;0;985;SI; ;b; ; ;14080;0;0;0;14080;0;0;0;0;0;14080;21982;2;Bogotá;2;Bogotá;99;5
297826988;2014;1026;1642;0;0;2668;188;0;0;0;188;SI;a; ; ; ;534;0;0;0;534;2136;0;0;0;2136;2670;4312;2;Bogotá;2;Bogotá;99;5
457978;2014;0;0;0;0;0;67;0;0;0;67;NO; ; ; ; ;0;0;0;0;0;964;0;0;0;964;964;1461;2;Bogotá;2;Bogotá;99;5
297718280;2014;0;0;0;0;0;47;0;0;0;47;NO; ; ; ; ;0;0;0;0;0;725;0;0;0;725;725;1087;2;Bogotá;2;Bogotá;99;5
451402;2014;0;0;0;0;0;28;0;0;0;28;NO; ; ; ; ;0;0;0;0;0;982;0;0;0;982;982;1571;2;Bogotá;2;Bogotá;99;5
297826991;2014;0;0;0;500;500;201;0;0;0;201;NO; ; ; ; ;0;0;0;0;0;2767;0;0;0;2767;2767;4281;2;Bogotá;2;Bogotá;99;5
9807346;2014;0;0;1125;0;1125;213;0;0;0;213;NO; ; ; ; ;0;0;0;0;0;2988;0;0;0;2988;2988;4602;2;Bogotá;2;Bogotá;99;5
9807408;2014;0;0;0;0;0;2367;0;0;0;2367;NO; ; ; ; ;0;0;0;0;0;34312;0;0;0;34312;34312;53835;2;Bogotá;2;Bogotá;99;5
297826672;2014;0;1206;1311;0;2517;345;0;0;0;345;SI;a; ; ; ;1225;0;0;0;1225;3678;0;0;0;3678;4903;7544;2;Bogotá;2;Bogotá;99;5
297838058;2014;0;0;635;0;635;285;0;0;0;285;SI;a; ; ; ;1630;0;0;0;1630;2445;0;0;0;2445;4075;6581;2;Bogotá;2;Bogotá;99;5
297827017;2014;0;0;0;0;0;153;0;0;0;153;NO; ; ; ; ;0;0;0;0;0;2180;0;0;0;2180;2180;3422;2;Bogotá;2;Bogotá;99;5
297826791;2014;0;0;0;0;0;166;0;0;0;166;NO; ; ; ; ;0;0;0;0;0;2354;0;0;0;2354;2354;3801;2;Bogotá;2;Bogotá;99;5
297826945;2014;0;0;0;0;0;439;0;0;0;439;SI;a; ; ; ;1884;0;0;0;1884;4397;0;0;0;4397;6281;9961;2;Bogotá;2;Bogotá;99;5
297838050;2014;0;0;0;0;0;0;0;0;0;0;NO; ; ; ; ;0;0;0;0;0;387;0;0;0;387;387;3891;2;Bogotá;91;Leticia;99;5
299303287;2014;0;0;0;0;0;713;0;0;0;713;NO; ; ; ; ;0;0;0;0;0;4116;0;0;0;4116;4116;6881;2;Bogotá;2;Bogotá;99;5
9815066;2014;0;0;0;0;0;252;0;0;0;252;NO; ; ; ; ;0;0;0;0;0;3600;0;0;0;3600;3600;5652;2;Bogotá;2;Bogotá;99;5
450816;2014;0;0;0;0;0;337;0;0;0;337;NO; ; ; ; ;0;0;0;0;0;4968;0;0;0;4968;4968;7774;2;Bogotá;2;Bogotá;99;5
74977;2014;0;0;0;0;0;82;0;0;0;82;NO; ; ; ; ;0;0;0;0;0;1170;0;0;0;1170;1170;1825;2;Bogotá;2;Bogotá;99;5
407032;2014;0;0;0;0;0;217;0;0;0;217;NO; ; ; ; ;0;0;0;0;0;3114;0;0;0;3114;3114;4935;2;Bogotá;2;Bogotá;99;5
297826739;2014;0;0;0;0;0;336;0;0;0;336;NO; ; ; ; ;0;0;0;0;0;4884;0;0;0;4884;4884;8458;2;Bogotá;2;Bogotá;99;5
